,FIPS,JHU_Orig,JHU_Z_T,JHU_Z_L,JHU_N_T,JHU_N_L,NYT_F_Orig,NYT_F_Z_T,NYT_F_Z_L,NYT_F_N_T,NYT_F_N_L,NYT_F_N_L_L,NYT_W_Orig,NYT_W_Z_T,NYT_W_Z_L,NYT_W_N_T,NYT_W_N_L
2184.0,45069.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,4.0,2.0,4.0,7.0,1.0,2.0,7.0,2.0,7.0
2185.0,45071.0,1.0,2.0,5.0,2.0,5.0,1.0,2.0,4.0,2.0,4.0,7.0,1.0,2.0,7.0,2.0,7.0
2186.0,45073.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2187.0,45075.0,1.0,2.0,6.0,2.0,6.0,1.0,2.0,4.0,2.0,4.0,6.0,1.0,2.0,7.0,2.0,7.0
2188.0,45077.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,5.0,8.0,1.0,1.0,2.0,1.0,1.0
2189.0,45079.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,3.0,2.0,3.0,4.0,1.0,2.0,5.0,2.0,5.0
2190.0,45081.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2191.0,45083.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,2.0,6.0
2192.0,45085.0,1.0,2.0,6.0,2.0,6.0,1.0,2.0,4.0,2.0,4.0,7.0,1.0,2.0,7.0,2.0,7.0
2193.0,45087.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2194.0,45089.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,4.0,2.0,4.0,6.0,1.0,2.0,7.0,2.0,7.0
2195.0,45091.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,4.0,2.0,4.0,6.0,1.0,2.0,6.0,2.0,6.0
2196.0,46003.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2197.0,46005.0,1.0,2.0,6.0,2.0,6.0,1.0,2.0,4.0,2.0,4.0,6.0,1.0,2.0,7.0,2.0,7.0
2198.0,46009.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2199.0,46011.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2200.0,46013.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2201.0,46015.0,1.0,1.0,2.0,0.0,0.0,,,,,,,,,,,
2202.0,46017.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2203.0,46019.0,1.0,1.0,2.0,0.0,0.0,,,,,,,,,,,
2204.0,46023.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2205.0,46025.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2206.0,46027.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2207.0,46029.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2208.0,46031.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2209.0,46035.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,4.0,2.0,4.0,7.0,1.0,2.0,7.0,2.0,7.0
2210.0,46037.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2211.0,46039.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2212.0,46041.0,1.0,1.0,2.0,0.0,0.0,,,,,,,,,,,
2213.0,46043.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2214.0,46047.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2215.0,46049.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2216.0,46051.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2217.0,46057.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2218.0,46059.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2219.0,46065.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2220.0,46067.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2221.0,46069.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2222.0,46073.0,1.0,2.0,5.0,2.0,5.0,1.0,2.0,4.0,2.0,4.0,7.0,1.0,2.0,7.0,2.0,7.0
2223.0,46077.0,1.0,1.0,2.0,0.0,0.0,,,,,,,,,,,
2224.0,46079.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2225.0,46081.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2226.0,46083.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2227.0,46085.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2228.0,46087.0,1.0,2.0,5.0,2.0,5.0,1.0,2.0,4.0,2.0,4.0,7.0,1.0,2.0,7.0,2.0,7.0
2229.0,46089.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2230.0,46091.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2231.0,46093.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2232.0,46097.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2233.0,46099.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0
2234.0,46101.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2235.0,46102.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2236.0,46103.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2237.0,46109.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2238.0,46111.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2239.0,46115.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2240.0,46117.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2241.0,46119.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2242.0,46121.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2243.0,46123.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2244.0,46125.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2245.0,46127.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2246.0,46129.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2247.0,46135.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2248.0,46137.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2249.0,47001.0,1.0,2.0,5.0,2.0,5.0,1.0,2.0,4.0,2.0,4.0,7.0,1.0,2.0,7.0,2.0,7.0
2250.0,47003.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,5.0,8.0,1.0,1.0,2.0,1.0,1.0
2251.0,47005.0,1.0,2.0,5.0,2.0,5.0,1.0,2.0,4.0,2.0,4.0,7.0,1.0,2.0,7.0,2.0,7.0
2252.0,47007.0,1.0,2.0,5.0,2.0,5.0,1.0,2.0,4.0,2.0,4.0,7.0,1.0,2.0,7.0,2.0,7.0
2253.0,47009.0,1.0,2.0,5.0,2.0,5.0,1.0,2.0,4.0,2.0,4.0,6.0,1.0,2.0,7.0,2.0,7.0
2254.0,47011.0,1.0,2.0,5.0,2.0,5.0,1.0,2.0,4.0,2.0,4.0,7.0,1.0,2.0,7.0,2.0,7.0
2255.0,47013.0,1.0,2.0,5.0,2.0,5.0,1.0,2.0,4.0,2.0,4.0,7.0,1.0,2.0,7.0,2.0,7.0
2256.0,47015.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2257.0,47017.0,1.0,2.0,5.0,2.0,5.0,1.0,2.0,4.0,2.0,4.0,7.0,1.0,2.0,7.0,2.0,7.0
2258.0,47019.0,1.0,2.0,5.0,2.0,5.0,1.0,2.0,4.0,2.0,4.0,7.0,1.0,2.0,7.0,2.0,7.0
2259.0,47021.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2260.0,47023.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2261.0,47025.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2262.0,47027.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2263.0,47029.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2264.0,47031.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2265.0,47033.0,1.0,2.0,5.0,2.0,5.0,1.0,2.0,4.0,2.0,4.0,7.0,1.0,2.0,7.0,2.0,7.0
2266.0,47035.0,1.0,2.0,5.0,2.0,5.0,1.0,2.0,4.0,2.0,4.0,7.0,1.0,2.0,7.0,2.0,7.0
2267.0,47037.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,5.0,2.0,5.0
2268.0,47039.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2269.0,47041.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2270.0,47043.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2271.0,47045.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2272.0,47047.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,5.0,8.0,1.0,1.0,2.0,1.0,1.0
2273.0,47049.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2274.0,47051.0,1.0,2.0,5.0,2.0,5.0,1.0,2.0,4.0,2.0,4.0,7.0,1.0,2.0,7.0,2.0,7.0
2275.0,47053.0,1.0,2.0,5.0,2.0,5.0,1.0,2.0,4.0,2.0,4.0,7.0,1.0,2.0,7.0,2.0,7.0
2276.0,47055.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2277.0,47057.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2278.0,47059.0,1.0,2.0,6.0,2.0,6.0,1.0,2.0,4.0,2.0,4.0,6.0,1.0,2.0,7.0,2.0,7.0
2279.0,47061.0,1.0,2.0,5.0,2.0,5.0,1.0,2.0,4.0,2.0,4.0,7.0,1.0,2.0,7.0,2.0,7.0
2280.0,47063.0,1.0,2.0,6.0,2.0,6.0,1.0,2.0,4.0,2.0,4.0,6.0,1.0,2.0,7.0,2.0,7.0
2281.0,47065.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,4.0,2.0,4.0,6.0,1.0,2.0,6.0,2.0,6.0
2282.0,47067.0,1.0,1.0,2.0,0.0,0.0,,,,,,,,,,,
2283.0,47069.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2284.0,47071.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2285.0,47073.0,1.0,2.0,6.0,2.0,6.0,1.0,2.0,4.0,2.0,4.0,6.0,1.0,2.0,7.0,2.0,7.0
2286.0,47075.0,1.0,2.0,5.0,2.0,5.0,1.0,2.0,4.0,2.0,4.0,7.0,1.0,2.0,7.0,2.0,7.0
2287.0,47077.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2288.0,47079.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2289.0,47081.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2290.0,47083.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2291.0,47085.0,1.0,2.0,5.0,2.0,5.0,1.0,2.0,4.0,2.0,4.0,7.0,1.0,2.0,7.0,2.0,7.0
2292.0,47087.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2293.0,47089.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,4.0,2.0,4.0,7.0,1.0,2.0,7.0,2.0,7.0
2294.0,47091.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2295.0,47093.0,1.0,2.0,6.0,2.0,6.0,1.0,2.0,4.0,2.0,4.0,6.0,1.0,2.0,7.0,2.0,7.0
2296.0,47095.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2297.0,47097.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2298.0,47099.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2299.0,47101.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2300.0,47103.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2301.0,47105.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2302.0,47107.0,1.0,2.0,6.0,2.0,6.0,1.0,2.0,4.0,2.0,4.0,6.0,1.0,2.0,7.0,2.0,7.0
2303.0,47109.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2304.0,47111.0,1.0,2.0,6.0,2.0,6.0,1.0,2.0,4.0,2.0,4.0,6.0,1.0,2.0,7.0,2.0,7.0
2305.0,47113.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,5.0,8.0,1.0,1.0,2.0,1.0,1.0
2306.0,47115.0,1.0,2.0,5.0,2.0,5.0,1.0,2.0,4.0,2.0,4.0,7.0,1.0,2.0,7.0,2.0,7.0
2307.0,47117.0,1.0,2.0,5.0,2.0,5.0,1.0,2.0,4.0,2.0,4.0,7.0,1.0,2.0,7.0,2.0,7.0
2308.0,47119.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,4.0,2.0,4.0,7.0,1.0,2.0,7.0,2.0,7.0
2309.0,47121.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2310.0,47123.0,1.0,2.0,5.0,2.0,5.0,1.0,2.0,4.0,2.0,4.0,7.0,1.0,2.0,7.0,2.0,7.0
2311.0,47125.0,1.0,2.0,6.0,2.0,6.0,1.0,2.0,4.0,2.0,4.0,6.0,1.0,2.0,7.0,2.0,7.0
2312.0,47127.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2313.0,47129.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2314.0,47131.0,1.0,2.0,5.0,2.0,5.0,1.0,2.0,4.0,2.0,4.0,7.0,1.0,2.0,7.0,2.0,7.0
2315.0,47133.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2316.0,47135.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2317.0,47137.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2318.0,47139.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2319.0,47141.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,4.0,2.0,4.0,6.0,1.0,2.0,6.0,2.0,6.0
2320.0,47143.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2321.0,47145.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2322.0,47147.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2323.0,47149.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,2.0,6.0
2324.0,47151.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2325.0,47153.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2326.0,47155.0,1.0,2.0,6.0,2.0,6.0,1.0,2.0,4.0,2.0,4.0,6.0,1.0,2.0,7.0,2.0,7.0
2327.0,47157.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,5.0,2.0,5.0
2328.0,47159.0,1.0,2.0,5.0,2.0,5.0,1.0,2.0,4.0,2.0,4.0,7.0,1.0,2.0,7.0,2.0,7.0
2329.0,47161.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2330.0,47163.0,1.0,2.0,6.0,2.0,6.0,1.0,2.0,4.0,2.0,4.0,6.0,1.0,2.0,7.0,2.0,7.0
2331.0,47165.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,2.0,6.0
2332.0,47167.0,1.0,2.0,6.0,2.0,6.0,1.0,2.0,4.0,2.0,4.0,6.0,1.0,2.0,7.0,2.0,7.0
2333.0,47169.0,1.0,2.0,6.0,2.0,6.0,1.0,2.0,4.0,2.0,4.0,6.0,1.0,2.0,7.0,2.0,7.0
2334.0,47171.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2335.0,47173.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2336.0,47175.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2337.0,47177.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2338.0,47179.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2339.0,47181.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2340.0,47183.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2341.0,47185.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2342.0,47187.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,2.0,6.0
2343.0,47189.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,4.0,2.0,4.0,6.0,1.0,2.0,6.0,2.0,6.0
2344.0,48001.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2345.0,48003.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2346.0,48005.0,1.0,2.0,5.0,2.0,5.0,1.0,2.0,4.0,2.0,4.0,7.0,1.0,2.0,7.0,2.0,7.0
2347.0,48007.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2348.0,48011.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2349.0,48013.0,1.0,2.0,5.0,2.0,5.0,1.0,2.0,4.0,2.0,4.0,7.0,1.0,2.0,7.0,2.0,7.0
2350.0,48015.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2351.0,48017.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2352.0,48019.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2353.0,48021.0,1.0,2.0,6.0,2.0,6.0,1.0,2.0,4.0,2.0,4.0,6.0,1.0,2.0,7.0,2.0,7.0
2354.0,48025.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2355.0,48027.0,1.0,2.0,6.0,2.0,6.0,1.0,2.0,4.0,2.0,4.0,6.0,1.0,2.0,7.0,2.0,7.0
2356.0,48029.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,5.0
2357.0,48031.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2358.0,48035.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2359.0,48037.0,1.0,2.0,6.0,2.0,6.0,1.0,2.0,4.0,2.0,4.0,6.0,1.0,2.0,6.0,2.0,6.0
2360.0,48039.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,2.0,6.0
2361.0,48041.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,2.0,6.0
2362.0,48043.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2363.0,48045.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2364.0,48047.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2365.0,48049.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,2.0,6.0
2366.0,48051.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2367.0,48053.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2368.0,48055.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
2369.0,48057.0,1.0,2.0,6.0,2.0,6.0,1.0,2.0,4.0,2.0,4.0,6.0,1.0,2.0,7.0,2.0,7.0
2370.0,48059.0,1.0,2.0,5.0,2.0,5.0,1.0,2.0,4.0,2.0,4.0,7.0,1.0,2.0,7.0,2.0,7.0
2371.0,48061.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,5.0
2372.0,48063.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
