,FIPS,"Less than a high school diploma, 2014-18","High school diploma only, 2014-18","Some college or associate's degree, 2014-18","Bachelor's degree or higher, 2014-18","Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18",STATE,AREA_NAME,stay at home,>50 gatherings,>500 gatherings,public schools,restaurant dine-in,entertainment/gym,federal guidelines,foreign travel ban,County FIPS,County Name,Area in square miles - Total area,Area in square miles - Land area,2010 Density per square mile of land area - Population,2010 Density per square mile of land area - Housing units,Unnamed: 0_x,state,county,hospitals,staffed_beds,licensed_beds,icu_beds_Pre,icu_beds_Post,total_pop,60plus,State,Area_name_x,Rural_urban_continuum_code_2013,Urban_influence_code_2013,Metro_2013,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Stabr,Area_name_y,Rural-urban_Continuum_Code_2003,Urban_Influence_Code_2003,Rural-urban_Continuum_Code_2013,Urban_Influence_Code_2013,POVALL_2018,CI90LBAll_2018,CI90UBALL_2018,PCTPOVALL_2018,CI90LBALLP_2018,CI90UBALLP_2018,POV017_2018,CI90LB017_2018,CI90UB017_2018,PCTPOV017_2018,CI90LB017P_2018,CI90UB017P_2018,POV517_2018,CI90LB517_2018,CI90UB517_2018,PCTPOV517_2018,CI90LB517P_2018,CI90UB517P_2018,MEDHHINC_2018,CI90LBINC_2018,CI90UBINC_2018,Name,Score,TCI+,Jobs+,Trips/Week+,Routes,Transit Shed,Transit,Population,Total_2000,Total_2004,Total_2008,Total_2012,Total_2016,Dem_2000,Dem_2004,Dem_2008,Dem_2012,Dem_2016,Unnamed: 0_y,Geographic Area Name,Total population,Male,Female,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),Under 18 years,16 years and over,18 years and over,21 years and over,62 years and over,65 years and over,18 years and over.1,18 years and over!!Male,18 years and over!!Female,65 years and over.1,65 years and over!!Male,65 years and over!!Female,Total population.1,One race,Two or more races,One race.1,Race_1 White,Race_1 Black or African American,Margin of Error!!Race_1 Black or African American,Race_1 American Indian and Alaska Native,Race_1 American Indian and Alaska Native!!Cherokee tribal grouping,Race_1 American Indian and Alaska Native!!Chippewa tribal grouping,Race_1 American Indian and Alaska Native!!Navajo tribal grouping,Race_1 American Indian and Alaska Native!!Sioux tribal grouping,Race_1 Asian,Race_1 Asian!!Asian Indian,Race_1 Asian!!Chinese,Race_1 Asian!!Filipino,Race_1 Asian!!Japanese,Race_1 Asian!!Korean,Race_1 Asian!!Vietnamese,Race_1 Asian!!Other Asian,Race_1 Native Hawaiian and Other Pacific Islander,Race_1 Native Hawaiian and Other Pacific Islander!!Native Hawaiian,Race_1 Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro,Race_1 Native Hawaiian and Other Pacific Islander!!Samoan,Race_1 Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,Race_1 Some other race,Two or more races.1,Race_2+ White and Black or African American,Race_2+ White and American Indian and Alaska Native,Race_2+ White and Asian,Race_2+ Black or African American and American Indian and Alaska Native,Race_Total Total population,Race_Total White,Race_Total Black or African American,Race_Total American Indian and Alaska Native,Race_Total Asian,Race_Total Native Hawaiian and Other Pacific Islander,Race_Total Some other race,Hispanic: Total population,Hispanic: Hispanic or Latino (of any race),Hispanic: Hispanic or Latino (of any race)!!Mexican,Hispanic: Hispanic or Latino (of any race)!!Puerto Rican,Hispanic: Hispanic or Latino (of any race)!!Cuban,Hispanic: Hispanic or Latino (of any race)!!Other Hispanic or Latino,Hispanic: Not Hispanic or Latino,Hispanic: Not Hispanic or Latino!!White alone,Hispanic: Not Hispanic or Latino!!Black or African American alone,Hispanic: Not Hispanic or Latino!!American Indian and Alaska Native alone,Hispanic: Not Hispanic or Latino!!Asian alone,Hispanic: Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Hispanic: Not Hispanic or Latino!!Some other race alone,Hispanic: Not Hispanic or Latino!!Two or more races,Hispanic: Not Hispanic or Latino!!Race_2+ Two races including Some other race,"Hispanic: Not Hispanic or Latino!!Race_2+ Two races excluding Some other race, and Three or more races",Total housing units
126,12083,"32,787","97,059","79,054","50,132",12.7,37.5,30.5,19.4,FL,marion county,,737501.0,737501.0,737500.0,737504.0,737504.0,737500.0,737495.0,12083,Marion County,1662.61,1584.55,209.1,103.5,360,FL,Marion,2,887.0,963.0,110.0,110,343778,119425,FL,"Marion County, FL",2,2,1,"135,746","129,921","5,825",4.3,"$44,517 ",80.3,FL,Marion County,2,2,2,2,"52,818","45,984","59,652",15.1,13.1,17.1,"16,997","13,867","20,127",25.9,21.1,30.7,"12,132","9,707","14,557",25.3,20.2,30.4,"44,517","42,208","46,826","marion county, fl",0.7,0.4,6019,68,1,3,0,343778,102956.0,139677.0,162022.0,161385.0,174700.0,0.4338261004701037,0.4100245566557128,0.4372184024391749,0.4141091179477647,0.3551287922152261,647,"Marion County, Florida",359977,171353,188624,17346,18358,18735,20504,17332,35714,35651,41766,25523,25024,55734,36135,12155,49.1,65788,302081,294189,282145,120229,104024,294189,138829,155360,104024,47785,56239,359977,350749,9228,350749,294540,43923,2193,1019,N,N,N,N,4898,1996,407,538,193,725,0,1039,173,N,N,N,N,6196,9228,4286,1553,2291,0,359977,303306,48567,2785,7899,593,6559,359977,49093,9987,24781,4453,9872,310884,252199,43491,1009,4898,142,815,8330,72,8258,170513
127,12085,"11,465","30,512","39,252","40,081",9.5,25.2,32.4,33.0,FL,martin county,,737501.0,737501.0,737500.0,737504.0,737504.0,737500.0,737495.0,12085,Martin County,752.83,543.46,269.2,143.8,361,FL,Martin,1,466.0,478.0,57.0,74,155719,57914,FL,"Martin County, FL",2,2,1,"74,159","71,563","2,596",3.5,"$61,592 ",111.1,FL,Martin County,2,2,2,2,"16,824","13,971","19,677",10.7,8.9,12.5,"4,275","3,229","5,321",16.4,12.4,20.4,"2,917","2,107","3,727",15.0,10.8,19.2,"61,592","57,837","65,347","martin county, fl",0.6,0.2,2904,44,1,1,0,155719,62013.0,72453.0,78294.0,78873.0,85792.0,0.42926483156757456,0.4169323561481236,0.4279766010166807,0.3817149087774017,0.3518393323386796,246,"Martin County, Florida",160912,79107,81805,6533,5257,9499,8639,6353,16113,13865,19665,12159,12410,24414,17890,8115,52.5,26502,137168,134410,128941,57779,50419,134410,65701,68709,50419,23485,26934,160912,157727,3185,157727,137280,11043,2251,316,N,N,N,N,2904,N,N,N,N,N,N,N,0,N,N,N,N,6184,3185,819,450,86,62,160912,140360,12593,1212,3028,N,7693,160912,22433,8839,3381,1937,8276,138479,124067,8835,316,2649,0,768,1844,691,1153,80394
128,12086,"355,875","533,542","479,454","553,997",18.5,27.7,24.9,28.8,FL,miami-dade county,737509.0,737501.0,737501.0,737500.0,737504.0,737504.0,737500.0,737495.0,12086,Miami-Dade County,2431.18,1897.72,1315.5,521.4,362,FL,Miami Dade,17,9456.0,9381.0,540.0,593,2702602,563748,FL,"Miami-Dade County, FL",1,1,1,"1,383,302","1,330,023","53,279",3.9,"$52,043 ",93.9,FL,Miami-Dade County,1,1,1,1,"436,103","411,301","460,905",16.0,15.1,16.9,"124,301","112,277","136,325",22.6,20.4,24.8,"85,815","76,688","94,942",21.9,19.6,24.2,"52,043","51,208","52,878","miami-dade county, fl",6.5,7.1,169478,1841,6,38,5,2702602,625449.0,774726.0,863486.0,878314.0,980204.0,0.5257151262532996,0.528873433962459,0.5788524654713568,0.6164537967059617,0.636751125275963,456,"Miami-Dade County, Florida",2761581,1339698,1421883,159349,147193,158500,157396,168017,394438,379245,405026,185134,159315,240150,138885,68933,40.1,558719,2265718,2202862,2108300,538252,447968,2202862,1056037,1146825,447968,186077,261891,2761581,2714030,47551,2714030,2054029,472958,7714,5983,N,N,N,N,44830,9752,15818,4770,1417,2230,1661,9182,361,N,N,N,N,135869,47551,14998,2977,7405,633,2761581,2094088,494873,10939,57791,2762,151655,2761581,1907130,64493,96626,999602,746409,854451,355253,427194,2032,42283,307,9121,18261,1758,16503,1032000
129,12087,"5,180","16,274","18,296","19,850",8.7,27.3,30.7,33.3,FL,monroe county,737514.0,737501.0,737501.0,737500.0,737504.0,737504.0,737500.0,737495.0,12087,Monroe County,3737.52,983.28,74.3,53.7,363,FL,Monroe,3,129.0,143.0,14.0,14,76745,22310,FL,"Monroe County, FL",4,3,0,"45,307","44,120","1,187",2.6,"$67,094 ",121.0,FL,Monroe County,4,3,4,3,"8,859","7,165","10,553",12.0,9.7,14.3,"2,146","1,645","2,647",19.2,14.7,23.7,"1,552","1,155","1,949",20.1,15.0,25.2,"67,094","62,049","72,139","monroe county, fl",1.6,0.8,4528,151,2,2,2,76745,33896.0,39535.0,40272.0,39057.0,42478.0,0.486281567146566,0.4971291260908056,0.5191448152562574,0.49681235117904604,0.4466076557276708,247,"Monroe County, Florida",75027,38491,36536,3336,2655,3460,3697,2986,9069,9423,11022,6607,5800,10862,5264,846,48.1,11243,65257,63784,61600,20400,16972,63784,32903,30881,16972,8788,8184,75027,74070,957,74070,65534,5227,782,31,N,N,N,N,1027,N,N,N,N,N,N,N,260,N,N,N,N,1991,957,N,N,N,N,75027,66213,5578,399,1291,N,2112,75027,18717,1619,1402,11024,4672,56310,49156,4857,31,1027,260,125,854,121,733,53457
130,12089,"5,083","19,277","17,927","16,633",8.6,32.7,30.4,28.2,FL,nassau county,,737501.0,737501.0,737500.0,737504.0,737504.0,737500.0,737495.0,12089,Nassau County,725.92,648.64,113.0,54.0,364,FL,Nassau,1,54.0,62.0,0.0,0,78435,21894,FL,"Nassau County, FL",1,1,1,"39,910","38,629","1,281",3.2,"$66,898 ",120.7,FL,Nassau County,1,1,1,1,"8,882","7,503","10,261",10.4,8.8,12.0,"2,282","1,725","2,839",13.7,10.4,17.0,"1,544","1,106","1,982",12.5,9.0,16.0,"66,898","61,844","71,952","nassau county, fl",0.1,0.0,40,9,0,0,0,78435,23780.0,32743.0,38304.0,40528.0,46607.0,0.2923465096719933,0.26182695537977585,0.27720342522974106,0.25293624161073824,0.233205312506705,10,"Nassau County, Florida",85832,42698,43134,3833,4041,6258,4668,3182,9429,10496,11482,7477,6179,11571,6057,1159,46.1,17088,71032,68744,66433,22574,18787,68744,33676,35068,18787,9087,9700,85832,84336,1496,84336,78055,5011,795,430,N,N,N,N,805,N,N,N,N,N,N,N,0,N,N,N,N,35,1496,N,N,N,N,85832,79380,5965,N,1296,N,N,85832,3845,587,644,702,1912,81987,74416,5011,430,805,0,0,1325,135,1190,39981
131,12091,"11,232","33,908","50,253","42,110",8.2,24.7,36.5,30.6,FL,okaloosa county,,737501.0,737501.0,737500.0,737504.0,737504.0,737500.0,737495.0,12091,Okaloosa County,1082.08,930.25,194.4,99.3,365,FL,Okaloosa,3,441.0,436.0,51.0,57,197591,41694,FL,"Okaloosa County, FL",3,2,1,"96,270","93,435","2,835",2.9,"$62,779 ",113.3,FL,Okaloosa County,3,2,3,2,"25,612","22,642","28,582",12.7,11.2,14.2,"8,202","6,654","9,750",18.1,14.7,21.5,"5,399","4,204","6,594",17.0,13.2,20.8,"62,779","59,715","65,843","okaloosa county, fl",1.1,0.9,5578,81,1,2,0,197591,70680.0,89756.0,95529.0,94798.0,100855.0,0.23978494623655916,0.21578501715762732,0.2708287535722137,0.24706217430747485,0.2357840464032522,648,"Okaloosa County, Florida",207269,104314,102955,13849,11846,14495,11176,13697,32246,24865,23973,14826,12191,20721,10756,2628,36.8,46397,165566,160872,153043,40735,34105,160872,81075,79797,34105,15613,18492,207269,198262,9007,198262,162777,20465,1908,572,N,N,N,N,7062,446,1478,2884,324,727,221,982,401,N,N,N,N,6985,9007,2763,2030,2195,0,207269,171321,24099,2773,9990,1581,7521,207269,20092,6322,6011,1697,6062,187177,150946,20137,257,7062,374,668,7733,230,7503,97971
132,12095,"101,305","216,036","265,083","297,568",11.5,24.5,30.1,33.8,FL,orange county,737510.0,737501.0,737501.0,737500.0,737504.0,737504.0,737500.0,737495.0,12095,Orange County,1003.26,903.43,1268.5,540.0,367,FL,Orange,3,5568.0,4520.0,334.0,388,1290216,206342,FL,"Orange County, FL",1,1,1,"750,160","726,303","23,857",3.2,"$58,037 ",104.7,FL,Orange County,1,1,1,1,"211,307","195,350","227,264",15.6,14.4,16.8,"68,769","60,450","77,088",22.8,20.0,25.6,"47,713","41,180","54,246",21.8,18.8,24.8,"58,037","55,840","60,234","orange county, fl",4.2,3.6,152899,1038,4,32,2,1290216,280125.0,388044.0,462711.0,466359.0,546275.0,0.5005622489959839,0.4982785457319273,0.5900205527856479,0.5868118766872731,0.6038973044711913,248,"Orange County, Florida",1380645,677889,702756,83836,82609,88241,94389,101479,233350,197112,179984,79390,75371,100096,45944,18844,35.3,305594,1107284,1075051,1011339,205500,164884,1075051,521472,553579,164884,72375,92509,1380645,1332631,48014,1332631,881215,288018,5969,4549,N,N,N,N,71893,22147,13709,10215,1098,3488,14505,6731,1276,N,N,N,N,85680,48014,15384,3703,8735,962,1380645,920804,309974,12267,88390,3298,98169,1380645,446364,43524,209151,38678,155011,934281,542145,273071,760,70211,1241,14824,32029,2800,29229,544460
133,12097,"29,463","71,032","76,320","45,730",13.2,31.9,34.3,20.5,FL,osceola county,737510.0,737501.0,737501.0,737500.0,737504.0,737504.0,737500.0,737495.0,12097,Osceola County,1505.91,1327.45,202.4,96.6,368,FL,Osceola,3,802.0,955.0,66.0,66,325168,57062,FL,"Osceola County, FL",1,1,1,"177,919","171,463","6,456",3.6,"$50,473 ",91.1,FL,Osceola County,1,1,1,1,"48,711","41,867","55,555",13.4,11.5,15.3,"17,933","14,004","21,862",20.2,15.8,24.6,"13,069","9,957","16,181",19.9,15.2,24.6,"50,473","47,398","53,548","osceola county, fl",3.1,2.2,38378,584,3,18,1,325168,55659.0,82204.0,100670.0,108698.0,140206.0,0.5063152410212185,0.4699649652085057,0.5956292837985497,0.6185854385545272,0.609517424361297,649,"Osceola County, Florida",367990,179155,188835,23336,24289,26498,26974,24345,51701,53959,49085,18763,20613,30076,13549,4802,35.7,89970,288757,278020,262877,58414,48427,278020,135418,142602,48427,21498,26929,367990,351318,16672,351318,261233,43509,3762,1172,N,N,N,N,11147,2279,1745,3953,150,120,870,2030,16,N,N,N,N,34241,16672,6409,1461,1606,1536,367990,274090,54309,5292,13492,790,37812,367990,203445,12472,123897,10218,56858,164545,111496,35084,300,9681,16,1904,6064,795,5269,153495
134,12099,"124,483","258,521","295,287","376,461",11.8,24.5,28.0,35.7,FL,palm beach county,737514.0,737501.0,737501.0,737500.0,737504.0,737504.0,737500.0,737495.0,12099,Palm Beach County,2383.01,1969.76,670.2,337.4,369,FL,Palm Beach,12,4144.0,4179.0,389.0,401,1426772,414928,FL,"Palm Beach County, FL",1,1,1,"731,004","704,955","26,049",3.6,"$61,735 ",111.4,FL,Palm Beach County,1,1,1,1,"179,359","165,982","192,736",12.2,11.3,13.1,"51,636","44,895","58,377",18.5,16.1,20.9,"35,036","29,433","40,639",17.1,14.4,19.8,"61,735","60,307","63,163","palm beach county, fl",3.3,1.7,42790,457,2,15,2,1426772,433186.0,544622.0,590500.0,600721.0,662332.0,0.6226701693960562,0.6035139968638799,0.611805249788315,0.5820522338989315,0.5656876007802734,123,"Palm Beach County, Florida",1485941,719591,766350,75957,75452,82029,82395,79848,178095,170189,189838,101163,96137,171961,121941,60936,44.9,283443,1237778,1202498,1150033,411206,354838,1202498,575107,627391,354838,157303,197535,1485941,1446679,39262,1446679,1086487,273542,5124,2419,N,N,N,N,42059,15408,9058,4636,1017,1346,4343,6251,1017,N,N,N,N,41155,39262,15772,4231,5530,804,1485941,1119719,296238,7964,53607,3348,47384,1485941,340570,53702,44050,56098,186720,1145371,799421,267692,875,41718,525,4906,30234,767,29467,689961
135,12101,"40,540","122,411","120,459","86,702",11.0,33.1,32.5,23.4,FL,pasco county,,737501.0,737501.0,737500.0,737504.0,737504.0,737500.0,737495.0,12101,Pasco County,868.45,746.89,622.2,306.5,370,FL,Pasco,6,1312.0,1272.0,130.0,166,498136,142985,FL,"Pasco County, FL",1,1,1,"231,983","223,077","8,906",3.8,"$53,788 ",97.0,FL,Pasco County,1,1,1,1,"67,164","60,413","73,915",12.6,11.3,13.9,"18,748","15,827","21,669",17.4,14.7,20.1,"12,170","9,718","14,622",15.3,12.2,18.4,"53,788","51,674","55,902","pasco county, fl",1.7,0.9,10794,131,2,10,0,498136,142731.0,190916.0,214866.0,213573.0,241139.0,0.4873783550875423,0.44390726811791575,0.4766552176705482,0.4600909290968428,0.3738175906842112,249,"Pasco County, Florida",539630,261830,277800,28054,30566,31575,31366,26976,58020,66201,71932,37384,35422,67383,41231,13520,44.5,109471,442985,430159,412902,142909,122134,430159,206609,223550,122134,55835,66299,539630,522531,17099,522531,464256,30469,2250,2309,N,N,N,N,13863,4976,4045,2542,81,356,1343,520,109,N,N,N,N,11525,17099,7570,2125,3259,518,539630,479584,39649,5918,18413,418,13929,539630,85212,16414,33854,13742,21202,454418,397448,28389,1886,13826,109,1127,11633,269,11364,246946
136,12103,"65,119","207,182","233,441","226,810",8.9,28.3,31.9,31.0,FL,pinellas county,737510.0,737501.0,737501.0,737500.0,737504.0,737504.0,737500.0,737495.0,12103,Pinellas County,608.13,273.8,3347.5,1839.4,371,FL,Pinellas,10,3475.0,3923.0,276.0,279,949842,293786,FL,"Pinellas County, FL",1,1,1,"492,704","476,541","16,163",3.3,"$52,226 ",94.2,FL,Pinellas County,1,1,1,1,"112,593","102,460","122,726",11.7,10.6,12.8,"25,092","20,887","29,297",16.2,13.5,18.9,"16,177","12,788","19,566",14.4,11.4,17.4,"52,226","50,929","53,523","pinellas county, fl",4.6,2.4,82372,763,4,30,1,949842,398472.0,455357.0,463282.0,457702.0,492403.0,0.5034983637495232,0.495127998471529,0.5359565016555791,0.5224010382301147,0.4746132740864698,559,"Pinellas County, Florida",975280,467767,507513,42405,46244,41640,43700,47203,118616,106855,130262,77027,79480,130087,76714,35047,48.5,157685,836293,817595,792929,287552,241848,817595,387342,430253,241848,107554,134294,975280,942170,33110,942170,791389,99971,3719,2598,N,N,N,N,32571,4534,2646,6284,659,1697,6446,10305,1235,284,587,24,340,14406,33110,13034,3392,6448,1129,975280,820072,119024,9689,42133,2726,18721,975280,97592,17620,30535,18297,31140,877688,718310,96324,2209,32433,797,1297,26318,893,25425,510120
137,12105,"70,084","163,614","135,806","92,267",15.2,35.4,29.4,20.0,FL,polk county,,737501.0,737501.0,737500.0,737504.0,737504.0,737500.0,737495.0,12105,Polk County,2010.55,1797.84,334.9,156.4,372,FL,Polk,5,1641.0,1793.0,127.0,145,652256,169578,FL,"Polk County, FL",2,2,1,"298,759","286,603","12,156",4.1,"$51,354 ",92.6,FL,Polk County,2,2,2,2,"109,018","98,876","119,160",15.7,14.2,17.2,"36,944","31,670","42,218",24.0,20.6,27.4,"25,934","21,698","30,170",23.0,19.3,26.7,"51,354","49,812","52,896","polk county, fl",1.6,0.7,14933,143,2,8,0,652256,168607.0,210830.0,244833.0,248683.0,284314.0,0.4460075797564751,0.4079542759569321,0.4650721103772776,0.4609161060466538,0.4130398080994957,755,"Polk County, Florida",708009,347083,360926,40829,41250,47464,44024,42694,92351,83977,85312,44407,42275,81146,47287,14993,40.2,156486,570169,551523,523431,167462,143426,551523,266744,284779,143426,65407,78019,708009,690404,17605,690404,541001,107044,2696,2670,N,N,N,N,13061,4356,1230,3035,707,1110,1423,1200,0,N,N,N,N,26628,17605,9089,1586,2770,229,708009,557405,118040,5619,16503,346,29140,708009,167229,58491,70621,11199,26918,540780,407842,104456,2395,12550,0,2961,10576,351,10225,299432
138,12107,"9,887","21,110","14,426","6,417",19.1,40.7,27.8,12.4,FL,putnam county,,737501.0,737501.0,737500.0,737504.0,737504.0,737500.0,737495.0,12107,Putnam County,826.92,727.62,102.2,51.3,373,FL,Putnam,1,99.0,99.0,10.0,10,72435,21116,FL,"Putnam County, FL",4,3,0,"27,097","25,794","1,303",4.8,"$39,578 ",71.4,FL,Putnam County,4,3,4,3,"13,697","10,774","16,620",18.8,14.8,22.8,"5,172","3,677","6,667",33.3,23.7,42.9,"3,548","2,361","4,735",31.6,21.0,42.2,"39,578","36,372","42,784","putnam county, fl",0.1,0.1,17,4,0,0,0,72435,26222.0,30973.0,33171.0,31324.0,33117.0,0.4615208603462741,0.4007361250121073,0.3990232431943565,0.3724620099604137,0.3047981399281336,124,"Putnam County, Florida",74163,36614,37549,4428,4057,4621,4306,4347,7543,7826,8543,5843,5335,10603,5994,717,44.9,15757,60519,58406,55464,19981,17314,58406,28352,30054,17314,8380,8934,74163,72192,1971,72192,59256,11881,1321,0,N,N,N,N,530,N,N,N,N,N,N,N,0,N,N,N,N,525,1971,N,N,N,N,74163,60986,13052,N,848,N,954,74163,7578,4742,1269,15,1552,66585,52871,11685,0,487,0,0,1542,0,1542,37374
139,12109,"9,024","35,717","49,075","72,856",5.4,21.4,29.4,43.7,FL,st. johns county,,737501.0,737501.0,737500.0,737504.0,737504.0,737500.0,737495.0,12109,St. Johns County,821.53,600.66,316.4,149.6,374,FL,Saint Johns,1,335.0,335.0,47.0,47,226578,57092,FL,"St. Johns County, FL",1,1,1,"127,595","123,928","3,667",2.9,"$81,925 ",147.8,FL,St. Johns County,1,1,1,1,"16,642","13,992","19,292",6.6,5.5,7.7,"3,990","2,962","5,018",7.3,5.4,9.2,"2,774","2,003","3,545",6.6,4.8,8.4,"81,925","77,427","86,423","st. johns county, fl",0.8,0.3,7856,83,1,3,0,226578,60746.0,86290.0,105844.0,114795.0,136514.0,0.321041714680802,0.30593348012515936,0.3381485960470126,0.306546452371619,0.31571120910675826,350,"St. Johns County, Florida",254261,124435,129826,11639,14816,18574,19259,11102,21687,32431,36802,18186,18025,31588,15578,4574,44.3,54889,205592,199372,186770,63166,51740,199372,96493,102879,51740,24442,27298,254261,248563,5698,248563,224296,14093,957,819,N,N,N,N,7638,2258,982,2384,45,755,211,1003,0,N,N,N,N,1717,5698,559,1125,1900,0,254261,229774,15587,2825,10721,N,2287,254261,18315,1488,6468,3846,6513,235946,209047,13923,341,7638,0,485,4512,102,4410,110837
140,12111,"30,609","74,301","70,816","44,830",13.9,33.7,32.1,20.3,FL,st. lucie county,,737501.0,737501.0,737500.0,737504.0,737504.0,737500.0,737495.0,12111,St. Lucie County,688.11,571.93,485.7,239.6,375,FL,Saint Lucie,2,728.0,861.0,54.0,69,298763,87591,FL,"St. Lucie County, FL",2,2,1,"142,635","136,390","6,245",4.4,"$53,377 ",96.3,FL,St. Lucie County,2,2,2,2,"38,398","31,734","45,062",12.1,10.0,14.2,"11,538","8,254","14,822",18.5,13.2,23.8,"8,399","5,895","10,903",18.2,12.8,23.6,"53,377","50,203","56,551","st. lucie county, fl",0.9,0.4,3188,58,1,2,0,298763,77989.0,100063.0,120579.0,123027.0,140847.0,0.5328828424521407,0.5180236451035848,0.5566889756922847,0.5354027977598413,0.4748485945742543,11,"St. Lucie County, Florida",321128,155903,165225,15994,17485,18644,16562,18376,35264,37508,38530,25087,20470,42687,26827,7694,45.2,63151,266241,257977,248610,88688,77208,257977,124514,133463,77208,35970,41238,321128,310699,10429,310699,232424,64874,3084,0,N,N,N,N,6057,N,N,N,N,N,N,N,376,N,N,N,N,6968,10429,4735,673,954,106,321128,240796,70423,2489,7771,519,9957,321128,62776,12766,16210,10760,23040,258352,181629,63497,0,5676,232,537,6781,202,6579,142774
141,12113,"10,001","32,223","42,977","33,286",8.4,27.2,36.3,28.1,FL,santa rosa county,,737501.0,737501.0,737500.0,737504.0,737504.0,737500.0,737495.0,12113,Santa Rosa County,1173.78,1011.6,149.6,64.0,376,FL,Santa Rosa,3,294.0,355.0,16.0,16,166778,34353,FL,"Santa Rosa County, FL",2,2,1,"80,654","77,976","2,678",3.3,"$69,541 ",125.5,FL,Santa Rosa County,2,2,2,2,"16,404","13,144","19,664",9.5,7.6,11.4,"4,711","3,459","5,963",12.2,9.0,15.4,"3,314","2,315","4,313",11.6,8.1,15.1,"69,541","66,512","72,570","santa rosa county, fl",0.0,0.0,389,2,0,0,0,166778,50319.0,67307.0,76185.0,76846.0,87745.0,0.2544168206840359,0.21779309730042934,0.2555621185272691,0.2312156781094657,0.2104279446122286,12,"Santa Rosa County, Florida",179349,91848,87501,10018,10671,11707,10594,10532,24393,23732,24097,10988,14201,17369,8933,2114,40.0,39294,144746,140055,135175,35943,28416,140055,71084,68971,28416,13388,15028,179349,170705,8644,170705,152137,10837,1931,1194,N,N,N,N,3161,N,N,N,N,N,N,N,865,N,N,N,N,2511,8644,2597,1898,2405,160,179349,160080,13727,3637,6247,1127,3666,179349,10225,1855,2234,1327,4809,169124,146464,10333,915,3105,144,1015,7148,122,7026,73056
142,12115,"23,543","95,464","95,325","113,751",7.2,29.1,29.1,34.7,FL,sarasota county,,737501.0,737501.0,737500.0,737504.0,737504.0,737500.0,737495.0,12115,Sarasota County,725.34,555.87,682.6,410.9,377,FL,Sarasota,4,1277.0,1532.0,118.0,118,404839,174026,FL,"Sarasota County, FL",2,2,1,"188,038","181,707","6,331",3.4,"$61,652 ",111.2,FL,Sarasota County,2,2,2,2,"43,389","37,706","49,072",10.3,8.9,11.7,"9,962","7,954","11,970",16.7,13.3,20.1,"6,997","5,455","8,539",15.7,12.2,19.2,"61,652","59,934","63,370","sarasota county, fl",3.4,2.1,35250,480,3,20,0,404839,160942.0,195652.0,207353.0,207480.0,229063.0,0.4526661778777448,0.452037290699814,0.4952231219225186,0.4584490071332177,0.4272623688679534,250,"Sarasota County, Florida",426718,203878,222840,14847,15637,18387,19149,16847,34511,37229,46702,33510,32833,79335,55058,22673,56.5,60574,374772,366144,355790,178420,157066,366144,172399,193745,157066,71759,85307,426718,418662,8056,418662,388007,19172,1628,871,N,N,N,N,7605,451,2893,2043,292,482,536,908,238,N,N,N,N,2769,8056,3095,1794,1687,0,426718,395672,22442,2834,9645,656,3878,426718,39848,11863,5900,5810,16275,386870,353850,18164,747,7263,157,458,6231,104,6127,244020
143,12117,"18,207","69,293","109,473","122,008",5.7,21.7,34.3,38.2,FL,seminole county,,737501.0,737501.0,737500.0,737504.0,737504.0,737500.0,737495.0,12117,Seminole County,345.29,309.22,1367.0,586.3,378,FL,Seminole,2,879.0,934.0,38.0,38,449260,92794,FL,"Seminole County, FL",1,1,1,"254,438","246,363","8,075",3.2,"$67,187 ",121.2,FL,Seminole County,1,1,1,1,"46,050","40,547","51,553",9.9,8.7,11.1,"12,986","10,555","15,417",13.4,10.9,15.9,"8,872","7,061","10,683",12.2,9.7,14.7,"67,187","64,727","69,647","seminole county, fl",2.5,2.0,32162,322,1,9,0,449260,137634.0,186195.0,205895.0,208620.0,224896.0,0.4299373701265676,0.4133891887537259,0.4824546492144054,0.4622998753714888,0.4709465708594195,650,"Seminole County, Florida",467832,225955,241877,24699,25682,29961,28311,28377,67891,65496,64067,30266,30348,42822,21420,8492,39.2,98391,381304,369441,354027,88933,72734,369441,176048,193393,72734,31386,41348,467832,454730,13102,454730,346992,57125,2633,1127,N,N,N,N,22199,9345,3405,2463,646,1696,1362,3282,273,N,N,N,N,27014,13102,4704,1298,2484,83,467832,358241,63787,3174,27125,1352,29134,467832,102835,6183,42497,10474,43681,364997,277494,53665,914,22007,273,1126,9518,668,8850,192255
