,FIPS,"Less than a high school diploma, 2014-18","High school diploma only, 2014-18","Some college or associate's degree, 2014-18","Bachelor's degree or higher, 2014-18","Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18",STATE,AREA_NAME,stay at home,>50 gatherings,>500 gatherings,public schools,restaurant dine-in,entertainment/gym,federal guidelines,foreign travel ban,County FIPS,County Name,Area in square miles - Total area,Area in square miles - Land area,2010 Density per square mile of land area - Population,2010 Density per square mile of land area - Housing units,Unnamed: 0_x,state,county,hospitals,staffed_beds,licensed_beds,icu_beds_Pre,icu_beds_Post,total_pop,60plus,State,Area_name_x,Rural_urban_continuum_code_2013,Urban_influence_code_2013,Metro_2013,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Stabr,Area_name_y,Rural-urban_Continuum_Code_2003,Urban_Influence_Code_2003,Rural-urban_Continuum_Code_2013,Urban_Influence_Code_2013,POVALL_2018,CI90LBAll_2018,CI90UBALL_2018,PCTPOVALL_2018,CI90LBALLP_2018,CI90UBALLP_2018,POV017_2018,CI90LB017_2018,CI90UB017_2018,PCTPOV017_2018,CI90LB017P_2018,CI90UB017P_2018,POV517_2018,CI90LB517_2018,CI90UB517_2018,PCTPOV517_2018,CI90LB517P_2018,CI90UB517P_2018,MEDHHINC_2018,CI90LBINC_2018,CI90UBINC_2018,Name,Score,TCI+,Jobs+,Trips/Week+,Routes,Transit Shed,Transit,Population,Total_2000,Total_2004,Total_2008,Total_2012,Total_2016,Dem_2000,Dem_2004,Dem_2008,Dem_2012,Dem_2016,Unnamed: 0_y,Geographic Area Name,Total population,Male,Female,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),Under 18 years,16 years and over,18 years and over,21 years and over,62 years and over,65 years and over,18 years and over.1,18 years and over!!Male,18 years and over!!Female,65 years and over.1,65 years and over!!Male,65 years and over!!Female,Total population.1,One race,Two or more races,One race.1,Race_1 White,Race_1 Black or African American,Margin of Error!!Race_1 Black or African American,Race_1 American Indian and Alaska Native,Race_1 American Indian and Alaska Native!!Cherokee tribal grouping,Race_1 American Indian and Alaska Native!!Chippewa tribal grouping,Race_1 American Indian and Alaska Native!!Navajo tribal grouping,Race_1 American Indian and Alaska Native!!Sioux tribal grouping,Race_1 Asian,Race_1 Asian!!Asian Indian,Race_1 Asian!!Chinese,Race_1 Asian!!Filipino,Race_1 Asian!!Japanese,Race_1 Asian!!Korean,Race_1 Asian!!Vietnamese,Race_1 Asian!!Other Asian,Race_1 Native Hawaiian and Other Pacific Islander,Race_1 Native Hawaiian and Other Pacific Islander!!Native Hawaiian,Race_1 Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro,Race_1 Native Hawaiian and Other Pacific Islander!!Samoan,Race_1 Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,Race_1 Some other race,Two or more races.1,Race_2+ White and Black or African American,Race_2+ White and American Indian and Alaska Native,Race_2+ White and Asian,Race_2+ Black or African American and American Indian and Alaska Native,Race_Total Total population,Race_Total White,Race_Total Black or African American,Race_Total American Indian and Alaska Native,Race_Total Asian,Race_Total Native Hawaiian and Other Pacific Islander,Race_Total Some other race,Hispanic: Total population,Hispanic: Hispanic or Latino (of any race),Hispanic: Hispanic or Latino (of any race)!!Mexican,Hispanic: Hispanic or Latino (of any race)!!Puerto Rican,Hispanic: Hispanic or Latino (of any race)!!Cuban,Hispanic: Hispanic or Latino (of any race)!!Other Hispanic or Latino,Hispanic: Not Hispanic or Latino,Hispanic: Not Hispanic or Latino!!White alone,Hispanic: Not Hispanic or Latino!!Black or African American alone,Hispanic: Not Hispanic or Latino!!American Indian and Alaska Native alone,Hispanic: Not Hispanic or Latino!!Asian alone,Hispanic: Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Hispanic: Not Hispanic or Latino!!Some other race alone,Hispanic: Not Hispanic or Latino!!Two or more races,Hispanic: Not Hispanic or Latino!!Race_2+ Two races including Some other race,"Hispanic: Not Hispanic or Latino!!Race_2+ Two races excluding Some other race, and Three or more races",Total housing units
628,42107,"11,968","48,896","27,036","17,009",11.4,46.6,25.8,16.2,PA,schuylkill county,,737507.0,737507.0,737500.0,737501.0,737501.0,737500.0,737495.0,42107,Schuylkill County,782.81,778.63,190.4,89.0,2297,PA,Schuylkill,2,266.0,349.0,26.0,16,144287,38502,PA,"Schuylkill County, PA",4,5,0,"66,090","62,670","3,420",5.2,"$48,809 ",80.2,PA,Schuylkill County,4,5,4,5,"17,574","15,198","19,950",13.0,11.2,14.8,"4,299","3,314","5,284",15.7,12.1,19.3,"2,869","2,161","3,577",14.0,10.5,17.5,"48,809","45,890","51,728","schuylkill county, pa",1.3,0.7,6862,88,1,5,0,144287,58300.0,65269.0,63054.0,57727.0,62869.0,0.44965694682675816,0.4478542646585669,0.4488216449392584,0.4252083080707468,0.2667451367128473,711,"Schuylkill County, Pennsylvania",142067,73336,68731,6753,6371,9740,7783,6977,18317,15892,20461,10559,10335,16243,8488,4148,44.6,28190,117900,113877,110350,35236,28879,113877,58635,55242,28879,12873,16006,142067,140311,1756,140311,132576,5390,1144,373,N,N,N,N,714,N,N,N,N,N,N,N,0,N,N,N,N,1258,1756,649,375,354,86,142067,134246,6219,834,1147,N,1471,142067,6787,1097,2613,262,2815,135280,128679,4160,129,714,0,34,1564,21,1543,69918
629,42111,"6,647","27,921","12,490","8,628",11.9,50.1,22.4,15.5,PA,somerset county,,737507.0,737507.0,737500.0,737501.0,737501.0,737500.0,737495.0,42111,Somerset County,1080.93,1074.37,72.4,35.5,2299,PA,Somerset,3,148.0,185.0,6.0,14,75619,21498,PA,"Somerset County, PA",4,3,0,"33,553","31,840","1,713",5.1,"$50,504 ",82.9,PA,Somerset County,4,5,4,3,"8,289","6,698","9,880",12.0,9.7,14.3,"2,416","1,837","2,995",18.6,14.1,23.1,"1,669","1,228","2,110",17.3,12.7,21.9,"50,504","48,610","52,398","somerset county, pa",0.2,0.1,1595,6,0,1,0,75619,32985.0,36778.0,35167.0,33942.0,35773.0,0.3646505987570108,0.34917613790853225,0.3661955810845395,0.27800365329090804,0.20618902524250127,192,"Somerset County, Pennsylvania",73952,38433,35519,3355,3749,3536,3798,3710,8361,8899,10298,5609,6112,9063,5486,1976,46.8,13094,62793,60858,58688,19909,16525,60858,31709,29149,16525,7526,8999,73952,72747,1205,72747,70202,1944,464,39,N,N,N,N,200,N,N,N,N,N,N,N,0,N,N,N,N,362,1205,N,N,N,N,73952,71170,2326,705,441,N,460,73952,1147,N,N,N,N,72805,N,N,N,N,N,N,N,N,N,38500
630,42125,"10,551","56,878","37,408","43,968",7.1,38.2,25.1,29.5,PA,washington county,737512.0,737507.0,737507.0,737500.0,737501.0,737501.0,737500.0,737495.0,42125,Washington County,860.91,856.99,242.5,108.5,2306,PA,Washington,4,448.0,578.0,16.0,50,207661,55472,PA,"Washington County, PA",1,1,1,"106,001","101,412","4,589",4.3,"$63,119 ",103.7,PA,Washington County,1,1,1,1,"18,274","15,388","21,160",9.0,7.6,10.4,"4,283","3,276","5,290",10.8,8.3,13.3,"2,826","2,055","3,597",9.6,7.0,12.2,"63,119","61,006","65,232","washington county, pa",0.8,0.4,59196,72,1,14,1,207661,84441.0,96177.0,98002.0,94750.0,101450.0,0.5324546132802785,0.5014192582426151,0.4706230485092141,0.4258047493403694,0.3580285855101035,810,"Washington County, Pennsylvania",207346,101092,106254,10059,12256,11054,12366,12340,23260,23846,27637,16244,16138,24150,13601,4395,44.3,40241,171628,167105,159128,51951,42146,167105,81091,86014,42146,18807,23339,207346,203663,3683,203663,194060,7066,1122,0,N,N,N,N,2308,N,N,N,N,N,N,N,49,N,N,N,N,180,3683,1794,825,564,93,207346,197597,9224,1130,2984,N,212,207346,3629,355,1228,396,1650,203717,190669,6984,0,2308,49,113,3594,32,3562,96225
631,42129,"15,637","97,864","73,136","74,511",6.0,37.5,28.0,28.5,PA,westmoreland county,737511.0,737507.0,737507.0,737500.0,737501.0,737501.0,737500.0,737495.0,42129,Westmoreland County,1036.07,1027.55,355.4,163.7,2308,PA,Westmoreland,3,794.0,974.0,33.0,51,356835,103773,PA,"Westmoreland County, PA",1,1,1,"180,515","172,539","7,976",4.4,"$58,398 ",95.9,PA,Westmoreland County,1,1,1,1,"31,749","27,861","35,637",9.2,8.1,10.3,"7,751","6,257","9,245",12.3,9.9,14.7,"5,174","3,949","6,399",10.9,8.3,13.5,"58,398","56,090","60,706","westmoreland county, pa",1.6,0.7,99375,97,2,26,1,356835,156709.0,178696.0,176785.0,169572.0,182051.0,0.4581230178228436,0.4352307830057752,0.4113527731425177,0.3757813790012502,0.3277598035715267,712,"Westmoreland County, Pennsylvania",350611,171859,178752,15538,17447,19079,19351,18095,37323,37976,48736,28171,29459,44074,24592,10770,47.4,64119,294601,286492,275874,97526,79436,286492,139051,147441,79436,34925,44511,350611,345689,4922,345689,331653,9092,998,198,N,N,N,N,3558,N,N,N,N,N,N,N,148,N,N,N,N,1040,4922,2691,867,672,19,350611,336462,12180,1425,4382,206,1277,350611,4350,1533,1892,421,504,346261,327890,9038,198,3484,124,821,4706,100,4606,170772
632,42133,"32,691","123,950","77,020","74,687",10.6,40.2,25.0,24.2,PA,york county,737511.0,737507.0,737507.0,737500.0,737501.0,737501.0,737500.0,737495.0,42133,York County,910.72,904.18,481.1,197.6,2310,PA,York,5,808.0,985.0,70.0,60,442216,99386,PA,"York County, PA",2,2,1,"234,141","225,117","9,024",3.9,"$65,238 ",107.1,PA,York County,2,2,2,2,"38,582","33,740","43,424",8.8,7.7,9.9,"12,371","10,174","14,568",12.8,10.5,15.1,"8,701","6,979","10,423",12.1,9.7,14.5,"65,238","62,645","67,831","york county, pa",1.5,0.9,14225,137,2,4,0,442216,144244.0,179269.0,194183.0,189229.0,205986.0,0.3602090901527967,0.3553375095526834,0.4266027407136567,0.38678532360261897,0.3326633848902353,193,"York County, Pennsylvania",448273,221982,226291,25480,26742,29242,28956,25909,54554,53971,61573,31323,32385,45351,23095,9692,40.9,98940,361664,349333,333978,98574,78138,349333,170878,178455,78138,35141,42997,448273,434514,13759,434514,393886,24439,3185,979,N,N,N,N,7293,1420,2520,599,0,720,322,1712,271,N,N,N,N,7646,13759,6342,1278,911,699,448273,406613,34783,5854,8606,N,8700,448273,35450,8579,18061,445,8365,412823,370962,21021,536,7184,90,632,12398,283,12115,184880
633,44003,"10,157","34,261","37,327","38,701",8.4,28.4,31.0,32.1,RI,kent county,737512.0,737500.0,737500.0,737500.0,737507.0,737507.0,737500.0,737495.0,44003,Kent County,188.12,168.53,985.9,437.3,2312,RI,Kent,1,323.0,359.0,15.0,15,164012,40477,RI,"Kent County, RI",1,1,1,"90,476","87,130","3,346",3.7,"$69,089 ",108.3,RI,Kent County,1,1,1,1,"12,620","10,058","15,182",7.8,6.2,9.4,"3,037","2,174","3,900",10.1,7.2,13.0,"1,989","1,363","2,615",9.1,6.2,12.0,"69,089","64,824","73,354","kent county, ri",3.1,1.9,40375,298,2,13,1,164012,73470.0,77842.0,84074.0,78923.0,82053.0,0.5888798148904315,0.5502171064463914,0.5757546922948831,0.5773222001191034,0.4605316076194655,82,"Kent County, Rhode Island",163861,80021,83840,7752,8752,8336,8472,9865,21004,19391,24262,11395,13713,17708,8777,4434,44.0,30876,137970,132985,129327,38494,30919,132985,63376,69609,30919,13153,17766,163861,161168,2693,161168,149942,3268,625,1112,N,N,N,N,4667,N,N,N,N,N,N,N,0,N,N,N,N,2179,2693,1116,576,679,0,163861,152598,4462,1688,5461,N,2386,163861,8717,1338,4150,363,2866,155144,144107,3179,460,4667,0,38,2693,207,2486,74510
634,44005,"3,863","13,169","14,573","29,067",6.4,21.7,24.0,47.9,RI,newport county,737512.0,737500.0,737500.0,737500.0,737507.0,737507.0,737500.0,737495.0,44005,Newport County,313.59,102.39,809.6,408.2,2313,RI,Newport,1,102.0,129.0,10.0,10,83204,22925,RI,"Newport County, RI",1,1,1,"44,657","43,073","1,584",3.5,"$77,760 ",121.9,RI,Newport County,1,1,1,1,"6,423","4,952","7,894",8.1,6.2,10.0,"1,503","1,046","1,960",11.0,7.7,14.3,932,596,"1,268",9.1,5.8,12.4,"77,760","71,366","84,154","newport county, ri",3.3,2.4,16495,435,2,13,2,83204,37838.0,40337.0,41997.0,39452.0,41045.0,0.5494476452243776,0.5699977687978779,0.6066861918708479,0.5947227010037514,0.5567304178340845,811,"Newport County, Rhode Island",82542,41380,41162,3113,3221,4511,5225,4856,11228,8379,10815,5752,6803,10725,6116,1798,45.7,13595,70599,68947,65392,22920,18639,68947,34018,34929,18639,8756,9883,82542,79824,2718,79824,73500,3086,840,618,N,N,N,N,937,N,N,N,N,N,N,N,686,N,N,N,N,997,2718,589,438,933,216,82542,75963,4135,1477,2207,984,997,82542,4917,N,N,N,N,77625,70372,2713,445,937,0,440,2718,0,2718,42682
635,44007,"65,533","133,252","111,671","121,422",15.2,30.9,25.9,28.1,RI,providence county,737512.0,737500.0,737500.0,737500.0,737507.0,737507.0,737500.0,737495.0,44007,Providence County,435.66,409.5,1530.3,646.7,2314,RI,Providence,6,3416.0,2627.0,204.0,237,633704,128527,RI,"Providence County, RI",1,1,1,"325,587","311,259","14,328",4.4,"$56,141 ",88.0,RI,Providence County,1,1,1,1,"98,431","92,071","104,791",16.1,15.1,17.1,"29,066","26,482","31,650",22.7,20.7,24.7,"19,863","18,022","21,704",21.6,19.6,23.6,"56,141","54,396","57,886","providence county, ri",5.0,3.9,87714,1078,5,21,3,633704,218308.0,230947.0,253630.0,239789.0,248474.0,0.6526054931564579,0.6270313102140318,0.6601821551078343,0.6652515336399918,0.5751064497693924,194,"Providence County, Rhode Island",636084,309606,326478,36317,37533,33482,44202,46738,97462,78855,81505,40724,41883,54020,28037,15326,37.4,129957,522947,506127,475664,119773,97383,506127,243246,262881,97383,41545,55838,636084,613375,22709,613375,467713,63073,3976,2124,N,N,N,N,26537,4751,6264,990,400,1201,1850,11081,197,N,N,N,N,53731,22709,7398,2744,4452,777,636084,486778,74140,6997,32246,1357,59547,636084,148999,6878,46042,411,95668,487085,382460,54752,1380,25851,197,7242,15203,1117,14086,266575
636,44009,"5,058","19,531","22,765","38,670",5.9,22.7,26.5,45.0,RI,washington county,737512.0,737500.0,737500.0,737500.0,737507.0,737507.0,737500.0,737495.0,44009,Washington County,562.76,329.23,385.7,188.9,2315,RI,Washington,2,154.0,225.0,17.0,17,126190,33367,RI,"Washington County, RI",1,1,1,"69,005","66,529","2,476",3.6,"$86,715 ",135.9,RI,Washington County,1,1,1,1,"9,507","7,499","11,515",8.0,6.3,9.7,"1,996","1,464","2,528",9.7,7.1,12.3,"1,268",855,"1,681",8.1,5.5,10.7,"86,715","82,019","91,411","washington county, ri",1.9,1.1,10587,194,2,8,1,126190,56224.0,62486.0,66160.0,62879.0,66369.0,0.5257541263517359,0.5549883173830938,0.5907194679564691,0.5707469902511172,0.5083849387515256,812,"Washington County, Rhode Island",126179,61384,64795,5053,5066,6042,11348,11440,12353,11696,16619,10803,9604,15612,7323,3220,45.0,20408,108963,105771,96402,32156,26155,105771,50847,54924,26155,11795,14360,126179,122337,3842,122337,115675,1020,573,398,N,N,N,N,2491,N,N,N,N,N,N,N,0,N,N,N,N,2753,3842,1741,1027,809,118,126179,119256,3022,1543,3443,N,2757,126179,4154,1790,725,165,1474,122025,113547,745,398,2491,0,1202,3642,0,3642,64332
637,45003,"14,750","37,543","33,503","30,784",12.7,32.2,28.7,26.4,SC,aiken county,,737502.0,737502.0,737500.0,737502.0,,737500.0,737495.0,45003,Aiken County,1080.6,1071.03,149.5,67.5,2317,SC,Aiken,1,204.0,259.0,35.0,35,165707,41209,SC,"Aiken County, SC",2,2,1,"73,944","71,470","2,474",3.3,"$52,633 ",100.4,SC,Aiken County,2,2,2,2,"25,095","21,271","28,919",15.0,12.7,17.3,"8,294","6,582","10,006",22.8,18.1,27.5,"5,859","4,448","7,270",21.9,16.6,27.2,"52,633","49,617","55,649","aiken county, sc",0.0,0.0,830,1,0,0,0,165707,50782.0,59492.0,69770.0,70363.0,74851.0,0.32312630459611674,0.3328010488805217,0.3741006163107353,0.3598766397112119,0.3400756168922259,617,"Aiken County, South Carolina",169401,83093,86308,10778,9598,10201,11052,9833,20111,19624,20818,13438,11203,19572,9273,3900,41.3,36664,137170,132737,125786,39382,32745,132737,63042,69695,32745,14684,18061,169401,166861,2540,166861,120302,43943,1082,313,N,N,N,N,1527,N,N,N,N,N,N,N,0,N,N,N,N,776,2540,1195,184,664,12,169401,122514,45150,509,2507,N,1261,169401,9919,6085,832,1616,1386,159482,111715,43594,313,1419,0,254,2187,316,1871,77687
638,45007,"20,842","41,963","42,757","28,714",15.5,31.3,31.8,21.4,SC,anderson county,,737502.0,737502.0,737500.0,737502.0,,737500.0,737495.0,45007,Anderson County,757.44,715.43,261.6,118.5,2319,SC,Anderson,1,532.0,793.0,25.0,40,194174,45832,SC,"Anderson County, SC",2,2,1,"89,580","86,663","2,917",3.3,"$51,740 ",98.6,SC,Anderson County,3,2,2,2,"28,843","25,364","32,322",14.6,12.8,16.4,"9,623","8,120","11,126",21.3,18.0,24.6,"6,519","5,276","7,762",19.5,15.8,23.2,"51,740","49,055","54,425","anderson county, sc",0.6,0.3,4110,32,1,2,0,194174,56681.0,64722.0,73787.0,72212.0,80483.0,0.3459007427533036,0.3197830722165569,0.3270494802607505,0.31026699163573923,0.26212989078438925,195,"Anderson County, South Carolina",200482,97343,103139,12116,11980,13391,13362,12510,24051,23769,26237,14649,12487,21431,11481,3018,40.6,45426,160267,155056,146595,43767,35930,155056,73557,81499,35930,16015,19915,200482,193219,7263,193219,158917,29898,1621,79,N,N,N,N,1131,N,N,N,N,N,N,N,132,N,N,N,N,3062,7263,3952,990,1220,184,200482,165407,34501,1543,2508,N,3494,200482,7866,4051,379,0,3436,192616,154143,29734,79,1131,132,694,6703,0,6703,88997
639,45013,"9,298","29,874","38,556","52,480",7.1,22.9,29.6,40.3,SC,beaufort county,,737502.0,737502.0,737500.0,737502.0,,737500.0,737495.0,45013,Beaufort County,923.4,576.28,281.5,161.4,2322,SC,Beaufort,2,318.0,290.0,24.0,24,179316,56939,SC,"Beaufort County, SC",3,2,1,"75,517","73,082","2,435",3.2,"$65,843 ",125.5,SC,Beaufort County,5,8,3,2,"19,881","16,686","23,076",10.9,9.2,12.6,"6,929","5,618","8,240",20.1,16.3,23.9,"4,917","3,859","5,975",19.7,15.5,23.9,"65,843","63,239","68,447","beaufort county, sc",0.0,0.0,0,0,0,0,0,179316,44148.0,55235.0,68870.0,73297.0,78524.0,0.3960994835553139,0.38933647144021005,0.4413532742848846,0.4072199407888454,0.4092761448729051,196,"Beaufort County, South Carolina",188715,91097,97618,9604,9722,10095,11231,12727,20276,19864,17880,13637,12144,30321,16938,4276,45.5,35251,157704,153464,145994,59904,51535,153464,74203,79261,51535,23959,27576,188715,184645,4070,184645,139511,33104,1454,682,N,N,N,N,2194,N,N,N,N,N,N,N,248,N,N,N,N,8906,4070,1773,0,717,0,188715,143497,35650,1698,3257,N,9385,188715,21060,11086,3635,32,6307,167655,127820,33002,423,2194,248,765,3203,144,3059,101255
640,45015,"15,484","40,977","48,758","32,929",11.2,29.7,35.3,23.8,SC,berkeley county,,737502.0,737502.0,737500.0,737502.0,,737500.0,737495.0,45015,Berkeley County,1229.24,1098.86,161.8,66.8,2323,,,0,,,,0,204632,37127,SC,"Berkeley County, SC",2,2,1,"101,127","98,058","3,069",3.0,"$62,204 ",118.6,SC,Berkeley County,2,2,2,2,"27,687","24,377","30,997",12.8,11.3,14.3,"9,432","7,886","10,978",18.2,15.2,21.2,"6,691","5,474","7,908",17.7,14.5,20.9,"62,204","58,673","65,735","berkeley county, sc",0.2,0.1,4556,28,0,1,0,204632,43316.0,52937.0,64781.0,68195.0,79517.0,0.4087865915597008,0.3804900164346298,0.4284435251076705,0.41853508321724464,0.3861438434548587,83,"Berkeley County, South Carolina",221091,110788,110303,14376,17157,12956,14667,14011,32847,29123,28160,13388,13597,19795,8466,2548,36.2,52742,172810,168349,158646,38253,30809,168349,83008,85341,30809,14035,16774,221091,212937,8154,212937,146659,52921,1459,1098,N,N,N,N,4567,N,N,N,N,N,N,N,594,N,N,N,N,7098,8154,2599,1022,2542,0,221091,154168,56207,2593,7734,716,8498,221091,15221,4870,3003,67,7281,205870,139797,52498,1098,4567,415,594,6901,442,6459,85972
641,45019,"23,647","63,580","72,798","119,670",8.5,22.7,26.0,42.8,SC,charleston county,,737502.0,737502.0,737500.0,737502.0,,737500.0,737495.0,45019,Charleston County,1358.0,916.09,382.3,185.6,2325,SC,Charleston,6,2172.0,2029.0,221.0,221,387847,82073,SC,"Charleston County, SC",2,2,1,"206,317","200,598","5,719",2.8,"$62,958 ",120.0,SC,Charleston County,2,2,2,2,"55,971","49,489","62,453",14.2,12.6,15.8,"18,450","16,094","20,806",23.4,20.4,26.4,"13,547","11,772","15,322",24.5,21.3,27.7,"62,958","59,675","66,241","charleston county, sc",2.5,1.4,46483,400,3,10,1,387847,111476.0,136316.0,154434.0,161707.0,176345.0,0.4442211776525889,0.4677220575721119,0.5354908893119391,0.5039175793255704,0.5063880461595168,515,"Charleston County, South Carolina",405905,196418,209487,23612,21050,23248,22805,25041,68055,54309,47935,30554,23198,41190,16652,8256,38.2,79975,334068,325930,311279,80400,66098,325930,155328,170602,66098,28942,37156,405905,398729,7176,398729,279489,107456,1471,982,N,N,N,N,6957,586,1926,1027,436,810,1726,446,0,N,N,N,N,3845,7176,2913,1239,1965,533,405905,285831,111340,2754,9343,N,3871,405905,20678,10004,3735,1264,5675,385227,263067,106952,982,6957,0,664,6605,26,6579,191893
642,45031,"8,271","16,306","13,589","7,913",17.9,35.4,29.5,17.2,SC,darlington county,,737502.0,737502.0,737500.0,737502.0,,737500.0,737495.0,45031,Darlington County,566.8,561.15,122.4,54.0,2331,SC,Darlington,2,152.0,188.0,12.0,12,67572,16204,SC,"Darlington County, SC",3,2,1,"30,086","28,859","1,227",4.1,"$37,206 ",70.9,SC,Darlington County,3,2,3,2,"15,356","12,883","17,829",23.5,19.7,27.3,"4,884","3,894","5,874",33.4,26.6,40.2,"3,635","2,852","4,418",33.7,26.4,41.0,"37,206","33,919","40,493","darlington county, sc",0.3,0.1,742,14,0,1,0,67572,21863.0,25454.0,29334.0,30150.0,29674.0,0.4689658326853589,0.4647206725858411,0.494477398240949,0.512669983416252,0.4680191413358496,618,"Darlington County, South Carolina",66802,33149,33653,2906,3223,6105,5396,4808,6452,8024,7828,3691,5729,7784,3803,1053,41.1,14925,53865,51877,48256,16720,12640,51877,24179,27698,12640,5437,7203,66802,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,66802,39115,27948,N,380,N,N,66802,1407,N,N,N,N,65395,36547,27255,0,353,0,0,1240,0,1240,30875
643,45035,"10,278","28,804","35,828","29,017",9.9,27.7,34.5,27.9,SC,dorchester county,,737502.0,737502.0,737500.0,737502.0,,737500.0,737495.0,45035,Dorchester County,575.81,573.23,238.2,96.3,2333,SC,Dorchester,0,94.0,94.0,0.0,0,151716,28002,SC,"Dorchester County, SC",2,2,1,"75,077","72,808","2,269",3.0,"$65,468 ",124.8,SC,Dorchester County,2,2,2,2,"17,466","14,623","20,309",11.0,9.2,12.8,"6,547","5,311","7,783",17.0,13.8,20.2,"4,819","3,884","5,754",16.7,13.5,19.9,"65,468","61,332","69,604","dorchester county, sc",0.4,0.1,6344,39,0,2,0,151716,33641.0,41317.0,52405.0,56855.0,62567.0,0.3617014951993104,0.3565844567611395,0.4161053334605477,0.4123647876176238,0.3844678504643023,713,"Dorchester County, South Carolina",160647,78351,82296,9562,12983,9743,11765,9063,20598,23475,20725,11297,8997,14149,6307,1983,37.4,39214,126542,121433,114225,26993,22439,121433,57991,63442,22439,9944,12495,160647,154104,6543,154104,107363,40410,2032,102,N,N,N,N,2639,N,N,N,N,N,N,N,492,N,N,N,N,3098,6543,1618,1621,362,135,160647,112060,42727,2341,4712,N,5607,160647,8955,3757,1106,0,4092,151692,101677,39776,102,2639,492,1626,5380,1507,3873,61654
644,45041,"14,347","30,767","26,507","21,471",15.4,33.1,28.5,23.1,SC,florence county,,737502.0,737502.0,737500.0,737502.0,,737500.0,737495.0,45041,Florence County,803.73,799.96,171.1,73.3,2336,SC,Florence,3,1011.0,1033.0,63.0,98,138537,30487,SC,"Florence County, SC",3,2,1,"65,996","63,584","2,412",3.7,"$47,949 ",91.4,SC,Florence County,3,2,3,2,"24,375","20,774","27,976",18.0,15.3,20.7,"8,486","6,656","10,316",26.3,20.6,32.0,"5,915","4,503","7,327",24.6,18.7,30.5,"47,949","45,001","50,897","florence county, sc",1.0,0.5,6617,49,1,3,0,138537,41437.0,49545.0,58373.0,58122.0,57931.0,0.4140502449501653,0.432778282369563,0.4798793962962328,0.4923092804789925,0.4610657506343754,619,"Florence County, South Carolina",138159,63556,74603,8653,7999,10717,9620,7764,17927,16500,17893,8930,8758,14311,7103,1984,38.3,32696,109261,105463,100370,28290,23398,105463,47371,58092,23398,9887,13511,138159,134910,3249,134910,71932,58588,1734,726,N,N,N,N,1678,N,N,N,N,N,N,N,96,N,N,N,N,1890,3249,N,N,N,N,138159,74356,60986,1159,2295,N,2615,138159,3754,N,N,N,N,134405,70974,57909,377,1678,96,622,2749,225,2524,61109
645,45045,"41,345","83,309","97,570","115,297",12.2,24.7,28.9,34.2,SC,greenville county,,737502.0,737502.0,737500.0,737502.0,,737500.0,737495.0,45045,Greenville County,794.87,785.12,574.7,249.0,2338,SC,Greenville,6,1560.0,1748.0,123.0,137,490332,100264,SC,"Greenville County, SC",2,2,1,"248,725","241,431","7,294",2.9,"$61,162 ",116.6,SC,Greenville County,2,2,2,2,"55,837","48,863","62,811",11.1,9.7,12.5,"17,093","13,928","20,258",14.6,11.9,17.3,"11,436","9,126","13,746",13.4,10.7,16.1,"61,162","59,659","62,665","greenville county, sc",1.2,0.6,22997,77,1,6,0,490332,140293.0,168833.0,190657.0,193189.0,215165.0,0.3122750244131924,0.32782098286472433,0.3717985702072308,0.35234925383950433,0.34616689517347154,308,"Greenville County, South Carolina",514213,250343,263870,31598,32337,34354,32045,33223,71604,65414,67556,32700,32395,48406,23827,8754,38.4,118030,410763,396183,376953,98965,80987,396183,189540,206643,80987,35559,45428,514213,501261,12952,501261,372739,90346,2359,6399,N,N,N,N,13396,3851,2050,1105,756,809,4476,349,1230,N,N,N,N,17151,12952,5114,1228,1537,406,514213,384256,97057,8789,16009,1863,20241,514213,47594,19721,2935,1140,23798,466619,350172,89789,1458,13341,1230,1383,9246,389,8857,214115
