,FIPS,Geographic Area Name,Total population,Male,Female,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),Under 18 years,16 years and over,18 years and over,21 years and over,62 years and over,65 years and over,18 years and over.1,18 years and over!!Male,18 years and over!!Female,65 years and over.1,65 years and over!!Male,65 years and over!!Female,Total population,One race,Two or more races,One race.1,Race_1 White,Race_1 Black or African American,Margin of Error!!Race_1 Black or African American,Race_1 American Indian and Alaska Native,Race_1 American Indian and Alaska Native!!Cherokee tribal grouping,Race_1 American Indian and Alaska Native!!Chippewa tribal grouping,Race_1 American Indian and Alaska Native!!Navajo tribal grouping,Race_1 American Indian and Alaska Native!!Sioux tribal grouping,Race_1 Asian,Race_1 Asian!!Asian Indian,Race_1 Asian!!Chinese,Race_1 Asian!!Filipino,Race_1 Asian!!Japanese,Race_1 Asian!!Korean,Race_1 Asian!!Vietnamese,Race_1 Asian!!Other Asian,Race_1 Native Hawaiian and Other Pacific Islander,Race_1 Native Hawaiian and Other Pacific Islander!!Native Hawaiian,Race_1 Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro,Race_1 Native Hawaiian and Other Pacific Islander!!Samoan,Race_1 Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,Race_1 Some other race,Two or more races.1,Race_2+ White and Black or African American,Race_2+ White and American Indian and Alaska Native,Race_2+ White and Asian,Race_2+ Black or African American and American Indian and Alaska Native,Race_Total Total population,Race_Total White,Race_Total Black or African American,Race_Total American Indian and Alaska Native,Race_Total Asian,Race_Total Native Hawaiian and Other Pacific Islander,Race_Total Some other race,Hispanic: Total population,Hispanic: Hispanic or Latino (of any race),Hispanic: Hispanic or Latino (of any race)!!Mexican,Hispanic: Hispanic or Latino (of any race)!!Puerto Rican,Hispanic: Hispanic or Latino (of any race)!!Cuban,Hispanic: Hispanic or Latino (of any race)!!Other Hispanic or Latino,Hispanic: Not Hispanic or Latino,Hispanic: Not Hispanic or Latino!!White alone,Hispanic: Not Hispanic or Latino!!Black or African American alone,Hispanic: Not Hispanic or Latino!!American Indian and Alaska Native alone,Hispanic: Not Hispanic or Latino!!Asian alone,Hispanic: Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Hispanic: Not Hispanic or Latino!!Some other race alone,Hispanic: Not Hispanic or Latino!!Two or more races,Hispanic: Not Hispanic or Latino!!Race_2+ Two races including Some other race,"Hispanic: Not Hispanic or Latino!!Race_2+ Two races excluding Some other race, and Three or more races",Total housing units
401,39063,"Hancock County, Ohio",75930,37308,38622,4332,4968,4163,5465,4421,10396,9019,9796,5843,4698,7220,3632,1977,39.6,16770,61500,59160,56123,15532,12829,59160,29110,30050,12829,5585,7244,75930,73734,2196,73734,69877,1198,480,0,N,N,N,N,1384,N,N,N,N,N,N,N,0,N,N,N,N,1275,2196,N,N,N,N,75930,71921,2441,872,1528,N,1570,75930,4218,N,N,N,N,71712,67513,973,0,1384,0,0,1842,0,1842,34372
402,39141,"Ross County, Ohio",76931,40171,36760,4042,4304,4389,4912,4728,9469,9537,11490,5222,5482,7663,5001,692,41.5,16140,63009,60791,57919,16755,13356,60791,32043,28748,13356,5963,7393,76931,74674,2257,74674,69435,4446,740,0,N,N,N,N,512,N,N,N,N,N,N,N,47,N,N,N,N,234,2257,423,737,899,140,76931,71552,5009,877,1411,N,292,76931,1017,N,N,N,N,75914,68895,4202,0,512,47,59,2199,0,2199,32070
403,39151,"Stark County, Ohio",371574,180157,191417,20726,22675,22461,23301,22005,43718,43261,47272,28475,25618,40575,21692,9795,42.0,79683,300641,291891,277013,87234,72062,291891,139532,152359,72062,31256,40806,371574,360340,11234,360340,323782,27636,2420,630,N,N,N,N,3951,N,N,N,N,N,N,N,0,N,N,N,N,4341,11234,7123,1662,696,383,371574,334447,36255,3488,4811,N,4837,371574,8011,3992,371,63,3585,363563,319532,27519,630,3920,0,1363,10599,240,10359,166991
404,39157,"Tuscarawas County, Ohio",92176,44815,47361,5649,6270,5297,5825,5460,10939,10742,11059,6184,6724,10052,5723,2252,41.0,21059,73525,71117,67846,22610,18027,71117,34443,36674,18027,7836,10191,92176,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,92176,91421,2492,784,486,N,N,92176,1406,N,N,N,N,90770,N,N,N,N,N,N,N,N,N,40234
405,40031,"Comanche County, Oklahoma",120422,62558,57864,8170,7029,8739,8252,11095,19343,14714,13931,6759,7167,8942,4408,1873,33.3,28335,94540,92087,85065,18690,15223,92087,48317,43770,15223,6863,8360,120422,104412,16010,104412,75141,17707,2096,3957,620,0,177,27,2602,349,87,641,187,591,561,186,913,N,N,N,N,4092,16010,4773,5595,1683,819,120422,89538,25253,12308,5257,1405,4775,120422,16101,10797,2991,42,2271,104321,67248,16734,3562,2398,913,0,13466,45,13421,51688
406,40109,"Oklahoma County, Oklahoma",792582,388210,404372,59318,55747,57241,50046,52443,123640,102291,89612,50416,43551,64312,30063,13902,34.8,203376,608586,589206,558530,133260,108277,589206,283932,305274,108277,47138,61139,792582,744211,48371,744211,538226,118296,4264,24568,N,N,N,N,27276,6273,4268,802,566,2402,8620,4345,711,N,N,N,N,35134,48371,10505,18279,5840,3539,792582,581091,138396,51583,36210,2248,38680,792582,141002,113380,3412,495,23715,651580,439175,116672,22178,27243,559,3030,42723,811,41912,341548
407,40125,"Pottawatomie County, Oklahoma",72679,34613,38066,4365,4510,5230,5201,4930,9177,8940,9085,4271,5149,7143,2873,1805,37.5,17153,57492,55526,51886,14488,11821,55526,26242,29284,11821,5328,6493,72679,67722,4957,67722,54800,2597,244,9342,1113,0,0,256,432,N,N,N,N,N,N,N,48,N,N,N,N,503,4957,499,3251,234,154,72679,59495,3865,13396,755,209,565,72679,3781,N,N,N,N,68898,52406,2500,8942,432,48,32,4538,62,4476,29998
408,42005,"Armstrong County, Pennsylvania",65263,32871,32392,3066,3416,3768,3438,3370,6829,7188,9115,5445,5351,7953,4443,1881,46.6,12342,54449,52921,50804,17199,14277,52921,26439,26482,14277,6468,7809,65263,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,65263,64367,693,351,284,N,N,65263,519,N,N,N,N,64744,63258,508,66,271,0,46,595,0,595,32785
409,42013,"Blair County, Pennsylvania",122492,59228,63264,6104,7542,6223,7529,6721,14683,13879,16548,9566,8204,14160,8188,3145,44.0,24260,101683,98232,93876,29958,25493,98232,46879,51353,25493,11026,14467,122492,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,122492,118496,3980,916,991,N,193,122492,1599,N,N,N,N,120893,N,N,N,N,N,N,N,N,N,56957
410,42039,"Crawford County, Pennsylvania",85063,41603,43460,4821,4103,5451,5862,5358,9199,9047,10973,6084,6609,10388,5476,1692,43.2,17737,69543,67326,63474,21576,17556,67326,32594,34732,17556,8177,9379,85063,82608,2455,82608,81136,870,331,69,N,N,N,N,344,N,N,N,N,N,N,N,0,N,N,N,N,189,2455,523,1168,376,0,85063,83420,1564,1237,819,N,522,85063,1164,N,N,N,N,83899,80344,857,69,344,0,118,2167,142,2025,44946
411,42051,"Fayette County, Pennsylvania",130441,64372,66069,6854,6956,6897,6413,6704,16339,14970,17514,9559,10543,15618,8152,3922,45.1,24914,108658,105527,102336,34122,27692,105527,51904,53623,27692,12080,15612,130441,127059,3382,127059,120140,5484,764,182,N,N,N,N,611,N,N,N,N,N,N,N,0,N,N,N,N,642,3382,N,N,N,N,130441,123417,8101,1047,691,N,642,130441,1593,N,N,N,N,128848,119379,5413,9,611,0,185,3251,0,3251,63950
412,45091,"York County, South Carolina",274118,132457,141661,15961,20637,18690,18675,15927,33711,37618,38994,18916,15625,24750,11720,2894,39.0,66497,214983,207621,196676,47650,39364,207621,98048,109573,39364,17113,22251,274118,268940,5178,268940,202740,53194,1048,1833,N,N,N,N,6503,2404,906,321,143,0,1295,1434,86,N,N,N,N,4584,5178,1629,1426,991,244,274118,207431,55291,3638,7815,N,5248,274118,15752,6247,2397,1044,6064,258366,191552,53150,1631,6471,10,763,4789,275,4514,110226
413,47113,"Madison County, Tennessee",97605,46509,51096,6289,5110,6941,6403,7192,12724,10893,12231,5940,7301,9864,4487,2230,38.7,21894,78437,75711,71664,20749,16581,75711,35019,40692,16581,7249,9332,97605,96092,1513,96092,55310,36987,1009,80,N,N,N,N,1094,N,N,N,N,N,N,N,0,N,N,N,N,2621,1513,N,N,N,N,97605,56466,38110,394,1488,N,2660,97605,3898,N,N,N,N,93707,54359,36676,80,1094,0,0,1498,24,1474,43382
414,48027,"Bell County, Texas",355642,177081,178561,29751,26729,27496,24762,30215,58261,46164,39044,19059,15502,23177,12418,3064,30.9,98693,267437,256949,239762,47833,38659,256949,126428,130521,38659,16958,21701,355642,337106,18536,337106,222838,93615,4972,2333,N,N,N,N,9396,1005,1082,1779,392,3017,183,1938,1549,N,N,N,N,7375,18536,6432,1660,3260,629,355642,238543,102028,5145,14953,5972,9563,355642,89922,63837,16940,580,8565,265720,159385,79521,1436,9248,1324,265,14541,55,14486,142436
415,48061,"Cameron County, Texas",423908,206053,217855,34375,35150,36557,36286,30836,51875,52463,47248,23778,17334,32361,17345,8300,32.4,128762,310656,295146,273415,68090,58006,295146,140336,154810,58006,25318,32688,423908,421670,2238,421670,402981,2917,1236,535,N,N,N,N,3630,N,N,N,N,N,N,N,166,N,N,N,N,11441,2238,N,N,N,N,423908,405067,3268,1264,3950,286,12430,423908,380728,366280,1530,302,12616,43180,N,N,N,N,N,N,N,N,N,152374
416,48139,"Ellis County, Texas",179436,88519,90917,11556,14343,13291,13260,11815,22480,24181,23735,13063,8952,13642,6971,2147,36.5,47748,137246,131688,124578,27842,22760,131688,63908,67780,22760,9999,12761,179436,172652,6784,172652,146090,19602,890,2394,N,N,N,N,1198,N,N,N,N,N,N,N,46,N,N,N,N,3322,6784,1283,2935,701,44,179436,152470,21158,5650,1967,116,5000,179436,47809,45945,299,0,1565,131627,107451,19405,202,1198,46,21,3304,156,3148,63506
417,48201,"Harris County, Texas",4698619,2334547,2364072,354371,334559,360623,323424,313976,755930,671372,585649,258393,245908,309174,135707,49533,33.7,1251684,3575799,3446935,3267550,633301,494414,3446935,1696656,1750279,494414,218930,275484,4698619,4587886,110733,4587886,2868885,901166,8614,21230,N,N,N,N,331452,73278,64084,28128,3812,12346,95989,53815,3511,1050,453,139,1869,461642,110733,25580,15642,26856,3671,4698619,2958387,945070,46539,373105,10863,486091,4698619,2035306,1485937,36345,32195,480829,2663313,1359105,876599,7305,328578,2826,14337,74563,6287,68276,1788357
418,48245,"Jefferson County, Texas",255001,130211,124790,17605,15460,18879,16084,17403,37128,33631,30084,15945,16204,20168,11284,5126,36.3,61335,199452,193666,183047,46086,36578,193666,99401,94265,36578,15922,20656,255001,249688,5313,249688,148260,84690,1526,799,N,N,N,N,10081,1552,290,1051,55,87,4401,2645,0,N,N,N,N,5858,5313,1785,1689,528,0,255001,153167,86886,2642,10983,N,6785,255001,54917,47990,783,634,5510,200084,101471,84058,205,9922,0,510,3918,223,3695,108771
419,48291,"Liberty County, Texas",86323,43214,43109,5870,6140,6723,6489,5316,12455,11526,10364,5255,5303,7064,3215,603,35.3,22869,66358,63454,60008,13900,10882,63454,30693,32761,10882,4616,6266,86323,85668,655,85668,66810,9386,610,533,N,N,N,N,164,N,N,N,N,N,N,N,23,N,N,N,N,8752,655,N,N,N,N,86323,67465,9884,N,210,N,8752,86323,23112,N,N,N,N,63211,53087,9221,107,164,23,0,609,0,609,31734
420,48303,"Lubbock County, Texas",307412,151863,155549,20735,21350,19234,26705,37452,43817,37250,30614,15512,17144,21476,11725,4398,31.1,73119,241507,234293,212108,46595,37599,234293,114749,119544,37599,16059,21540,307412,297660,9752,297660,249837,21991,2626,2704,N,N,N,N,7174,1486,1026,1369,407,1048,919,919,531,N,N,N,N,15423,9752,3561,1684,1523,0,307412,259125,26080,4732,9885,1024,17410,307412,110466,93776,552,116,16022,196946,162942,19739,1082,7066,531,0,5586,395,5191,129669
421,48441,"Taylor County, Texas",137640,66929,70711,9957,8557,10457,11431,14707,17863,16741,13043,7383,8101,9952,6828,2620,33.4,34211,106512,103429,93785,24196,19400,103429,49970,53459,19400,8293,11107,137640,133691,3949,133691,103087,11063,1016,610,N,N,N,N,3726,N,N,N,N,N,N,N,27,N,N,N,N,15178,3949,1214,1127,484,0,137640,106640,12468,1813,4754,N,16022,137640,34076,30052,657,182,3185,103564,86093,10508,610,3265,0,578,2510,187,2323,57793
422,48471,"Walker County, Texas",72480,40366,32114,2676,3341,3366,5545,11280,7826,11170,9638,4143,4269,5886,2327,1013,37.2,10927,62631,61553,53303,11731,9226,61553,34432,27121,9226,4245,4981,72480,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,72480,53856,16482,462,1965,N,239,72480,13129,N,N,N,N,59351,40851,15995,48,1965,0,0,492,0,492,26408
423,48479,"Webb County, Texas",275910,135706,140204,26011,22668,26807,25073,21805,37593,34792,31342,14181,9635,14818,8589,2596,29.0,90659,195021,185251,171333,32013,26003,185251,89614,95637,26003,11133,14870,275910,274432,1478,274432,265995,1606,801,116,N,N,N,N,1591,N,N,N,N,N,N,N,0,N,N,N,N,5124,1478,N,N,N,N,275910,267301,2151,686,1673,N,5724,275910,263371,248591,2353,764,11663,12539,N,N,N,N,N,N,N,N,N,84466
424,49057,"Weber County, Utah",256359,128298,128061,19087,21110,20270,18815,17847,38470,35776,27627,14766,13029,18226,8070,3266,33.2,72520,191379,183839,173705,37157,29562,183839,91796,92043,29562,13725,15837,256359,246457,9902,246457,229351,2960,645,1509,N,N,N,N,2481,266,447,418,392,388,484,86,1083,N,N,N,N,9073,9902,1676,1926,3186,0,256359,238924,5799,3601,6270,2512,10491,256359,47991,37920,1286,210,8575,208368,193705,2615,1189,2481,655,110,7613,209,7404,93205
425,50007,"Chittenden County, Vermont",164572,80265,84307,6906,7857,9186,14034,17446,23721,18487,19905,10060,10862,15828,7197,3083,36.0,29165,138988,135407,121782,32693,26108,135407,65576,69831,26108,11349,14759,164572,160530,4042,160530,147841,3539,908,232,N,N,N,N,8030,N,N,N,N,N,N,N,0,N,N,N,N,888,4042,1862,511,1058,0,164572,151427,5842,844,9630,N,957,164572,3997,655,473,117,2752,160575,144743,3456,232,8030,0,294,3820,0,3820,70359
426,51095,"James City County, Virginia",76397,35319,41078,3484,4585,4630,5160,3540,7400,7608,9586,4962,5917,10940,6520,2065,46.8,15497,62400,60900,57823,23013,19525,60900,28715,32185,19525,8822,10703,76397,74220,2177,74220,60918,11236,1088,0,N,N,N,N,1669,N,N,N,N,N,N,N,63,N,N,N,N,334,2177,N,N,N,N,76397,62852,11885,N,3074,689,459,76397,4475,N,N,N,N,71922,57647,10499,0,1669,63,152,1892,0,1892,33765
427,51161,"Roanoke County, Virginia",94073,45242,48831,4021,5490,5652,5942,4832,11650,10892,12561,7124,6218,10884,6723,2084,43.4,18850,77314,75223,71789,22858,19691,75223,35244,39979,19691,8336,11355,94073,88739,5334,88739,81789,4465,747,62,N,N,N,N,2307,N,N,N,N,N,N,N,116,N,N,N,N,0,5334,N,N,N,N,94073,85918,6245,1138,3704,N,1886,94073,2958,N,N,N,N,91115,80429,4222,62,2307,116,0,3979,892,3087,41020
428,51165,"Rockingham County, Virginia",81244,39572,41672,4391,5308,4959,5774,4969,9331,9240,11050,4622,6391,8363,4891,1955,41.1,17790,65809,63454,59921,18832,15209,63454,30613,32841,15209,6952,8257,81244,80184,1060,80184,77185,2100,424,0,N,N,N,N,413,N,N,N,N,N,N,N,0,N,N,N,N,486,1060,N,N,N,N,81244,78148,2669,N,904,N,N,81244,5964,N,N,N,N,75280,71584,2076,0,413,0,147,1060,0,1060,35844
429,51700,"Newport News city, Virginia",178626,87141,91485,12716,10428,11695,13448,14645,29225,21431,20269,10376,10976,13718,7708,1991,33.8,41278,140997,137348,125941,29109,23417,137348,65243,72105,23417,9855,13562,178626,171236,7390,171236,85037,75446,1813,126,N,N,N,N,6400,743,370,901,203,1124,424,2635,381,N,N,N,N,3846,7390,3424,488,705,175,178626,90720,81195,1258,8580,816,4834,178626,16401,6324,4028,1793,4256,162225,75545,73315,126,6334,187,699,6019,584,5435,78028
430,51710,"Norfolk city, Virginia",244076,127098,116978,15896,12322,13069,17045,32698,46944,28127,23950,13468,13286,16571,6779,3921,30.7,47774,200900,196302,178737,35063,27271,196302,102935,93367,27271,11486,15785,244076,231071,13005,231071,113964,98688,2512,614,N,N,N,N,9250,964,886,4438,189,213,1171,1389,211,N,N,N,N,8344,13005,5609,1457,1896,730,244076,125400,106523,4117,11980,578,9990,244076,20407,5897,5316,636,8558,223669,105132,97582,485,9079,154,446,10791,94,10697,98218
431,51740,"Portsmouth city, Virginia",94632,46138,48494,6852,7234,4639,5231,6913,15715,11262,11157,6304,5391,8200,4191,1543,35.3,21850,74516,72782,68682,16684,13934,72782,34519,38263,13934,5817,8117,94632,89961,4671,89961,37625,47317,2100,1554,N,N,N,N,1429,N,N,N,N,N,N,N,0,N,N,N,N,2036,4671,2328,680,305,743,94632,41297,50900,3336,1990,N,2097,94632,4409,2406,815,106,1082,90223,35271,47132,1554,1429,0,247,4590,0,4590,40887
432,51810,"Virginia Beach city, Virginia",450189,221277,228912,28088,28024,27126,25575,32323,74610,59414,55363,29495,26320,37443,18610,7798,36.5,99439,362105,350750,334987,79425,63851,350750,170322,180428,63851,27362,36489,450189,427895,22294,427895,296395,86768,3043,1861,N,N,N,N,32129,2291,3140,19287,495,721,3356,2839,143,N,N,N,N,10599,22294,8406,1262,6336,1750,450189,315151,99191,5640,40939,1514,12246,450189,37365,12310,11087,892,13076,412824,275371,84333,1431,31875,143,1152,18519,247,18272,186134
433,53007,"Chelan County, Washington",77036,38586,38450,4739,6173,4362,3707,4764,10072,9708,8394,5874,4825,8315,4521,1582,39.2,18053,60734,58983,56543,17156,14418,58983,29536,29447,14418,6817,7601,77036,73626,3410,73626,57505,228,311,462,N,N,N,N,1100,N,N,N,N,N,N,N,142,N,N,N,N,14189,3410,N,N,N,N,77036,60915,661,1855,1234,628,15433,77036,21792,N,N,N,N,55244,52011,228,331,1100,142,0,1432,0,1432,38075
434,54003,"Berkeley County, West Virginia",117123,59048,58075,6881,6865,7917,7593,6923,15748,15146,16890,7609,7990,11700,4428,1433,39.4,27231,94127,89892,85686,22737,17561,89892,44574,45318,17561,8493,9068,117123,112954,4169,112954,101836,8757,1691,0,N,N,N,N,771,N,N,N,N,N,N,N,0,N,N,N,N,1590,4169,N,N,N,N,117123,105931,12580,N,934,N,1664,117123,5396,N,N,N,N,111727,98159,8650,0,771,0,166,3981,0,3981,49425
435,54107,"Wood County, West Virginia",84203,40763,43440,4803,4307,5670,4679,4621,9764,9985,10998,7106,5080,9881,5712,1597,43.4,17812,68417,66391,63983,20035,17190,66391,31652,34739,17190,7637,9553,84203,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,84203,82108,2358,568,719,N,N,84203,1013,N,N,N,N,83190,N,N,N,N,N,N,N,N,N,40294
436,55059,"Kenosha County, Wisconsin",169290,84207,85083,9364,9314,12365,12956,11056,21419,20693,24525,13173,10756,14134,6334,3201,38.8,38585,135858,130705,123242,29519,23669,130705,63824,66881,23669,10772,12897,169290,163471,5819,163471,144923,11929,1732,414,N,N,N,N,3174,N,N,N,N,N,N,N,83,N,N,N,N,2948,5819,3277,807,575,0,169290,150581,15622,1625,3943,N,3682,169290,22610,17415,2169,345,2681,146680,127912,11055,414,3013,83,96,4107,0,4107,70646
437,55073,"Marathon County, Wisconsin",135428,67784,67644,7814,8507,8946,8597,7962,15656,16907,17545,10703,9021,13446,7298,3026,40.6,30847,108677,104581,100465,29072,23770,104581,52489,52092,23770,11104,12666,135428,132255,3173,132255,121953,841,391,183,N,N,N,N,8053,N,N,N,N,N,N,N,115,N,N,N,N,1110,3173,857,929,912,160,135428,124951,1902,1316,8965,N,1381,135428,3815,N,N,N,N,131613,119820,841,183,7939,0,56,2774,0,2774,59706
438,56025,"Natrona County, Wyoming",79115,39805,39310,4956,5020,5524,5367,4211,11593,10426,9214,5844,5060,7181,3032,1687,37.2,18914,62587,60201,57458,15219,11900,60201,29790,30411,11900,5506,6394,79115,77191,1924,77191,74527,64,74,1363,N,N,N,N,131,N,N,N,N,N,N,N,742,N,N,N,N,364,1924,N,N,N,N,79115,76425,971,1442,947,N,512,79115,6790,N,N,N,N,72325,N,N,N,N,N,N,N,N,N,37181
439,1069,"Houston County, Alabama",104722,50400,54322,6412,6290,7050,6558,6223,13763,12633,13289,6694,7020,11027,5909,1854,40.2,24121,83421,80601,76990,22958,18790,80601,37820,42781,18790,8075,10715,104722,102780,1942,102780,72687,29214,471,66,N,N,N,N,700,N,N,N,N,N,N,N,0,N,N,N,N,113,1942,833,276,265,21,104722,74364,30168,701,1406,N,264,104722,3600,2181,472,200,747,101122,69413,29136,53,700,0,37,1783,110,1673,47805
440,1095,"Marshall County, Alabama",96109,47238,48871,6849,5896,7317,6216,5520,10753,12141,12608,6038,6284,9344,5387,1756,39.0,23959,74664,72150,68992,19929,16487,72150,35180,36970,16487,7026,9461,96109,94369,1740,94369,87628,3727,320,269,N,N,N,N,385,N,N,N,N,N,N,N,0,N,N,N,N,2360,1740,N,N,N,N,96109,89353,3952,1158,768,N,2626,96109,13768,7537,901,0,5330,82341,77082,3727,67,385,0,205,875,20,855,40812
441,1101,"Montgomery County, Alabama",225763,106613,119150,15134,14338,14361,15073,15521,32789,28254,27604,14872,13541,20454,9947,3875,37.2,52623,179561,173140,163785,41558,34276,173140,79638,93502,34276,14329,19947,225763,222460,3303,222460,78367,132366,958,518,N,N,N,N,7122,1455,281,763,129,2228,1368,898,0,N,N,N,N,4087,3303,1401,462,418,0,225763,81036,134342,1044,8041,N,4680,225763,7937,5070,766,634,1467,217826,75153,132253,305,7081,0,137,2897,344,2553,105170
442,4017,"Navajo County, Arizona",110445,55015,55430,7751,7559,9324,7903,5837,13390,11646,12240,7195,7438,12126,5852,2184,38.5,29343,83803,81102,76702,23563,20162,81102,40247,40855,20162,9481,10681,110445,107928,2517,107928,53702,892,498,49902,N,N,N,N,636,N,N,N,N,N,N,N,9,N,N,N,N,2787,2517,195,1259,284,102,110445,55963,1189,51524,1170,537,2936,110445,12649,N,N,N,N,97796,45949,527,48379,636,9,0,2296,102,2194,58164
443,5031,"Craighead County, Arkansas",108558,53182,55376,7659,8153,7006,8586,7446,17435,12761,12697,5693,5955,8860,5205,1102,34.0,27150,84075,81408,75687,18586,15167,81408,38965,42443,15167,6449,8718,108558,107455,1103,107455,85821,17485,1415,326,N,N,N,N,660,N,N,N,N,N,N,N,0,N,N,N,N,3163,1103,N,N,N,N,108558,86924,18067,788,685,N,3197,108558,5624,N,N,N,N,102934,82067,17462,326,660,0,1350,1069,0,1069,46254
444,6071,"San Bernardino County, California",2171603,1081214,1090389,154707,156947,163507,157861,164029,331736,281377,264742,130702,114827,153354,72061,25753,33.6,572279,1662442,1599324,1506170,313895,251168,1599324,788308,811016,251168,113024,138144,2171603,2066455,105148,2066455,1320579,178755,5550,19292,1715,37,1071,217,157436,13656,40549,46824,4747,16415,12941,22304,6908,1179,2489,2024,1216,383485,105148,25047,14406,18589,1968,2171603,1410943,217900,43999,187242,13007,414805,2171603,1171925,981589,20368,8233,161735,999678,604263,170058,7899,152494,6321,3280,55363,2528,52835,725921
445,6073,"San Diego County, California",3343364,1682808,1660556,207770,192183,205986,207184,252462,551187,447365,413803,204120,191483,272301,138440,59080,36.1,722408,2695957,2620956,2480132,582355,469821,2620956,1313204,1307752,469821,209120,260701,3343364,3168965,174399,3168965,2373583,171408,4175,20446,988,86,736,116,401745,41670,67377,162284,19977,20130,55935,34372,13943,2913,7286,2540,1204,187840,174399,26687,15667,64209,1405,3343364,2525178,216367,45359,493938,32624,221864,3343364,1135348,1010075,25011,7196,93066,2208016,1506449,159725,13878,392916,12823,5189,117036,2005,115031,1224390
446,6077,"San Joaquin County, California",752660,374647,378013,52947,57407,59229,55893,51560,105657,97658,92256,41740,42469,56724,28189,10931,34.5,204316,571146,548344,514960,121700,95844,548344,269957,278387,95844,42392,53452,752660,668119,84541,668119,436288,54996,2282,4560,N,N,N,N,120792,20524,10298,35924,3457,1594,7122,41873,4351,N,N,N,N,47132,84541,5283,42964,10269,1671,752660,511462,69851,58504,143682,10942,54812,752660,315571,286091,4370,610,24500,437089,233360,52745,1281,118346,4023,1028,26306,537,25769,245561
447,6083,"Santa Barbara County, California",446527,223408,223119,27464,26578,29451,38291,47576,59576,50626,48111,25552,24900,37583,21181,9638,34.0,99331,358433,347196,313544,82955,68402,347196,172828,174368,68402,30733,37669,446527,426363,20164,426363,349976,9371,861,6202,N,N,N,N,24922,2487,7541,7347,2619,1065,1862,2001,500,N,N,N,N,35392,20164,1555,3470,7475,68,446527,367122,12753,11881,34484,2376,40245,446527,204686,183339,2515,1097,17735,241841,195842,9100,2380,23802,129,834,9754,198,9556,158315
448,6107,"Tulare County, California",465861,234322,231539,35499,40991,42932,38237,32982,65271,59236,51088,22936,24067,31035,15293,6294,31.4,142990,339624,322871,301262,66605,52622,322871,160035,162836,52622,23626,28996,465861,448229,17632,448229,332150,8947,1922,4550,N,N,N,N,17675,2944,1364,6339,957,541,179,5351,711,N,N,N,N,84196,17632,1187,5506,1424,286,465861,345894,10971,12319,22126,1195,92355,465861,303657,292418,1488,505,9246,162204,130322,6064,1387,16569,693,1396,5773,235,5538,150217
449,8077,"Mesa County, Colorado",153207,74894,78313,8479,11019,8518,10623,9896,18758,18334,17734,10989,10056,16525,8326,3950,41.0,33709,123093,119498,112091,34854,28801,119498,57865,61633,28801,13200,15601,153207,150431,2776,150431,143773,1426,766,2200,N,N,N,N,1956,N,N,N,N,N,N,N,14,N,N,N,N,1062,2776,694,681,387,72,153207,146202,2219,3489,2562,N,1758,153207,22657,13603,1151,336,7567,130550,124158,1160,1374,1956,14,77,1811,87,1724,67215
450,9003,"Hartford County, Connecticut",892697,434366,458331,47757,48336,56621,58229,57215,118211,110083,119693,64672,59206,84582,45558,22534,40.3,187303,730504,705394,669385,187468,152674,705394,338830,366564,152674,65168,87506,892697,859223,33474,859223,632985,125302,4052,2111,N,N,N,N,49780,27203,5907,1632,435,1326,3106,10171,477,N,N,N,N,48568,33474,14495,2516,4216,781,892697,659474,147938,7952,58037,1609,55261,892697,164732,11003,114080,2702,36947,727965,539787,114908,1041,49654,0,2274,20301,1666,18635,380441
451,9015,"Windham County, Connecticut",117027,56804,60223,4941,5999,7137,9178,7718,15109,14370,15903,8876,8870,11037,5188,2701,41.0,22740,98186,94287,88224,23862,18926,94287,46143,48144,18926,8512,10414,117027,113857,3170,113857,103996,2502,546,402,N,N,N,N,1622,N,N,N,N,N,N,N,0,N,N,N,N,5335,3170,784,773,465,74,117027,106552,4157,1447,2267,N,5962,117027,14377,N,N,N,N,102650,96139,2265,308,1622,0,91,2225,0,2225,49828
452,12005,"Bay County, Florida",185287,91852,93435,11383,11827,10256,11009,11737,24177,23064,23291,13785,13831,18171,9463,3293,39.6,39688,150290,145599,137383,38857,30927,145599,71722,73877,30927,13935,16992,185287,176272,9015,176272,146936,19301,1844,877,N,N,N,N,3867,N,N,N,N,N,N,N,62,N,N,N,N,5229,9015,3275,1746,1910,1111,185287,154396,23991,4114,6052,N,5885,185287,12426,4978,3851,1153,2444,172861,138706,19301,768,3851,0,2292,7943,73,7870,104325
