,FIPS,Pop,Density,Area,UrbanRural,EconType,Policies,Movement,Transit,65+,Male,AfricanAmer,CollegePlus,Income,Unemployed,Dems,Hospitals,ICUBeds,HeartDiseaseMort,StrokeMort,Diabetes,Smokers,pLon,pLat
1891,37003,0.134165,0.2862,0.06591249999999998,6.666666666666666,6.666666666666666,0.0,4.1,0.0,0.2338755875419279,29.345847485283983,0.24386298833851655,35.5,25.872999999999998,13.333333333333332,18.75258884930826,0.24845029130796656,1.0807587671896544,28.183333333333334,48.10000000000001,12.059999999999999,16.072173842399998,-811.91638,358.90299
1892,37005,0.08767499999999999,0.095,0.05913750000000001,60.0,33.333333333333336,1.5,-1.6,0.0,0.24713504404387662,29.24816280384398,0.08540376774399276,30.2,19.751,19.666666666666668,18.93685320045995,0.19009599847923203,0.0,24.8,48.2,11.97,13.566218120100002,-811.05731,364.98332
1893,37007,0.23657999999999998,0.10139999999999999,0.1342725,26.666666666666664,26.666666666666664,9.5,6.3,0.0,0.07646030399645126,29.314520909907014,0.34352847947575266,30.6,29.478,11.333333333333332,30.30365853658537,0.07044833319243668,0.190210499619579,28.03333333333333,57.400000000000006,16.47,19.173056578199997,-801.1014499999998,349.72824
1894,37009,0.099565,0.128,0.1073175,53.33333333333333,26.666666666666664,0.0,1.25,0.0,0.23200510434903754,28.66942626107047,0.13314071309218362,31.1,21.795499999999997,13.0,60.78709893048127,0.5021845025862502,7.432330638276503,21.400000000000002,36.5,6.029999999999999,13.310435028600002,-814.8975899999998,364.15076999999997
1895,37011,0.17065,0.144,0.061807499999999994,13.333333333333332,0.0,7.0,2.45,1.579548327,0.1311413659467135,27.788120651411457,0.2882417946199901,30.1,26.083,13.666666666666664,49.69573208086583,0.0976657876745776,0.43949604453559915,30.8,92.30000000000001,12.600000000000001,18.7153088832,-819.4390699999999,360.76320000000004
1896,37013,0.61293,0.1154,0.23955500000000002,26.666666666666664,0.0,0.0,-5.2,0.0,0.050936934870907495,28.52295918367347,0.06257691088983364,25.2,18.380000000000003,20.333333333333332,41.567950997130936,0.08157538381218084,2.1128024407354835,23.516666666666666,43.0,9.0,16.5418384284,-769.56571,355.1948400000001
1897,37015,1.26134,0.06079999999999999,0.1853125,26.666666666666664,0.0,0.0,4.55,0.0,0.018027182342297957,29.778745012694955,0.04232713482178756,35.7,25.612499999999997,15.333333333333332,33.01928732644826,0.0,0.0,27.833333333333332,41.3,6.389999999999999,16.207683245100004,-769.6888299999998,360.83776
1898,37017,0.44449000000000005,0.0804,0.22179000000000001,13.333333333333332,33.333333333333336,0.0,8.8,0.0,0.032580097549791805,28.953047933073552,0.20989897002047256,36.6,23.5915,11.333333333333332,25.14950255445012,0.03749615664394399,0.8324146774955566,30.96666666666667,43.6,8.19,15.091213188600001,-786.4109000000001,346.07845000000003
1899,37019,0.98358,0.2536,0.262455,13.333333333333332,0.0,0.0,7.0,0.063366634,0.016954679925654845,29.443866943866944,0.06256722331910958,33.8,27.006,10.666666666666666,34.01312036508842,0.0,0.0,28.81666666666667,41.0,10.979999999999999,14.2457025915,-782.2919499999998,340.3637
1900,37021,0.409025,0.7257999999999999,0.16503500000000002,40.0,0.0,4.0,-3.95,0.0,0.04634940338391848,29.989462592202322,0.14855848885669362,32.8,19.108,16.666666666666668,14.218711429276723,0.0,0.0,29.099999999999998,38.5,4.59,16.4686118382,-825.5008700000001,355.87674
1901,37023,0.05168,0.35860000000000003,0.12877000000000002,13.333333333333332,20.0,0.5,0.75,0.0,0.42498493777998664,30.678509663011905,0.4448207751449091,39.8,23.946,16.666666666666668,36.53490566037736,0.3224974200206398,0.5804953560371516,24.516666666666666,37.1,8.37,14.964416003699998,-816.38347,357.30474000000004
1902,37025,0.343495,0.9842000000000001,0.091115,60.0,6.666666666666666,0.0,-1.35,0.9266889315,0.06024028361085027,32.75374732334048,0.10761260786406664,30.7,20.3265,27.66666666666667,33.88582529138989,0.0,0.0,29.0,61.89999999999999,9.45,17.7963041754,-806.12525,353.99234
1903,37027,0.11416499999999999,0.3522,0.1185775,6.666666666666666,0.0,0.0,7.25,0.0,0.13785471566009036,28.445155450296326,0.4849868162072928,33.4,30.022000000000002,12.0,45.2614128017468,0.29197506532942086,6.219068891516665,23.21666666666667,44.0,7.829999999999999,14.2303077225,-815.03741,358.73614000000003
1904,37029,0.78091,0.083,0.0775525,40.0,26.666666666666664,0.0,1.45,0.0,0.021408096987612375,28.85402455661665,0.11107190055384021,31.200000000000003,22.250999999999998,13.666666666666664,47.66536179829694,0.04268524328454411,0.10244458388290584,30.18333333333333,47.5,17.46,18.2129520627,-761.9176,363.6267
1905,37031,0.34181999999999996,0.2626,0.33515750000000005,6.666666666666666,0.0,0.0,13.65,0.1089659705,0.06028257828445519,29.762267050333698,0.2554285053086886,35.1,30.148000000000003,12.0,28.303194967418996,0.048758605893940286,0.20478614475454918,34.18333333333334,42.3,10.440000000000001,17.019324181800002,-768.0445400000001,347.46772999999996
1906,37033,0.13731500000000002,0.1116,0.1070625,20.0,6.666666666666666,0.0,2.9,0.0,0.1432575478927304,28.90675135878462,0.4582681677673949,38.1,21.650999999999996,14.000000000000002,26.7150193864363,0.121375426331185,0.43695153479226595,31.333333333333332,39.3,7.829999999999999,16.3631531178,-793.6193100000002,364.02606
1907,37035,0.07185,0.7742,0.103355,26.666666666666664,20.0,2.0,5.4,0.0,0.30421210066196136,28.788674940367134,0.82325945104138,35.3,24.491999999999997,14.333333333333334,26.7277482205766,0.4639294827186268,1.8789144050104385,22.883333333333336,37.0,6.480000000000001,12.563960205600004,-812.45839,356.9540900000001
