,FIPS,0,1,2
0,1001,-65.83598895149642,51.1140248864584,18.647992559868094
1,1003,-55.959605453733836,72.10129074009927,11.717265888153005
2,1005,-78.2683740453105,55.51231468597215,-8.194246203519613
3,1007,-58.87288740939548,46.859969796242616,25.439502051001806
4,1009,-62.886837156647246,36.95759149953649,25.572027674323106
5,1011,-74.01424522081057,53.36529152482906,-8.125888783152
6,1013,-65.0651105295024,58.09396352057144,-8.13262464557498
7,1015,-70.74808172300492,37.930122028688764,12.160795855791678
8,1017,-77.27617065925233,45.38920928170115,-8.019520339694866
9,1019,-71.83717390004009,32.84105016249288,-7.770254487744661
10,1021,-63.44677112573666,47.76101434843895,25.38926173100631
11,1023,-48.61986912298366,57.616792226179726,-27.997907285580794
12,1025,-53.62898344753448,60.48298461183971,-14.748927156885612
13,1027,-71.05820085229969,41.75784425649996,-27.91427491367741
14,1029,-73.83712542271613,37.87296137440214,-21.204605736829002
15,1031,-73.17206210808473,61.41270085159153,5.085005224804261
16,1033,-50.87715940526099,30.66693216617357,12.435147691651025
17,1035,-62.11410631165801,61.97801403136352,-14.841107610837875
18,1037,-68.21118946788343,45.272108738720775,-21.282053292088822
19,1039,-68.15486541408214,62.61537661997642,-8.23086201828171
20,1041,-68.53142152227397,57.67218986298976,-21.48861646877778
21,1043,-60.05887873391288,34.9147588330799,5.6258591635317945
22,1045,-75.74010785107193,60.757075548239484,5.075533867922523
23,1047,-60.50408382894682,52.559116851060224,5.330537838454184
24,1049,-69.58940344064195,30.374458489690713,-7.710386074459147
25,1051,-68.41170989025515,50.150784360719,18.644413901059714
26,1053,-59.80159564834747,65.75444379770964,-8.216523070872888
27,1055,-68.30522160466911,35.365398155946004,12.221995850272268
28,1057,-51.27192754178346,40.326808675053854,-7.731296526976991
29,1059,-50.013588586153034,33.09234632416983,-7.6017311714638645
30,1061,-74.73631649244659,63.935756447951974,11.697914475358917
31,1063,-50.90040214457212,49.19199126392111,-21.209852482458846
32,1065,-54.18999925148967,49.864789030625346,12.0915089101415
33,1067,-79.34654662771561,59.40189664212186,11.7357563357221
34,1069,-78.51938819604155,62.28617934627362,11.698009991327012
35,1071,-67.9981756089539,27.80368394741146,-7.656107739074989
36,1073,-61.29084597688246,41.59413381852729,25.52665795391145
37,1075,-47.75636428681676,40.22311717802506,-21.037185445614682
38,1077,-51.43364222740737,29.146116780179828,12.457098041791623
39,1079,-55.215119868908026,31.867298332130726,12.380317666188414
40,1081,-77.03080911974352,48.52583772197929,11.937970799151026
41,1083,-58.18881862743848,28.81745598326357,19.076756906451365
42,1085,-65.0760746437614,54.63453162972821,18.5944524732219
43,1087,-73.44410492954108,50.321522158352614,-8.070936434296552
44,1089,-61.512162215495344,29.046105419784002,19.055102228951345
45,1091,-52.86064026358387,53.97977793207655,-14.636042340567974
46,1093,-49.65022936410631,36.54756107119828,-14.32343161805644
47,1095,-65.18215079941372,32.67836373721111,5.622862166154495
48,1097,-51.782308677898,71.4467758544837,18.435223177088012
