,FIPS,Hospitals,ICUBeds,HeartDiseaseMort,StrokeMort,Diabetes,Smokers
133,5045,0.0,0.0,39.21666666666667,50.0,13.23,16.6233839652
134,5047,0.0,0.0,41.266666666666666,58.5,10.440000000000001,19.157240396699997
135,5049,0.0,0.0,39.63333333333333,39.1,7.02,17.107033021199996
136,5051,0.03401568803532189,0.08163765128477253,39.900000000000006,53.9,11.16,20.560930778700005
137,5053,0.0,0.0,35.31666666666667,46.89999999999999,11.25,17.0252762472
138,5055,0.07541990029489182,0.13575582053080526,40.41666666666667,56.89999999999999,14.670000000000002,21.918966501600007
139,5057,0.0,0.0,41.21666666666667,52.0,10.89,18.055383163200002
140,5059,0.0,0.0,48.18333333333334,46.4,17.19,19.630630269
141,5061,0.24742676167854316,0.4453681710213777,40.91666666666667,40.3,9.27,18.4355669952
142,5063,0.08985452552317799,0.2965199342264873,34.41666666666667,40.5,9.09,17.4470658093
143,5065,0.0,0.0,38.41666666666667,47.1,10.619999999999997,16.692123419100003
144,5067,1.5300170214393636,11.991508405531011,33.06666666666666,46.6,9.9,16.362800466300005
145,5069,0.04670300160191296,0.028021800961147772,39.68333333333333,47.3,14.759999999999998,18.4375068948
146,5071,0.12744535780284202,0.22940164404511565,43.06666666666666,52.5,15.39,21.714945875999998
147,5073,0.47274618257457574,2.2691816763579635,29.883333333333336,45.7,9.9,14.8414668453
148,5075,0.19868470723808387,0.0,38.233333333333334,42.3,14.04,18.040227297300003
149,5077,0.0,0.0,36.25,40.3,11.7,17.932182635700002
150,5079,0.4801344376425399,4.969391429600288,35.900000000000006,42.0,9.99,19.484117952299997
151,5081,0.0,0.0,41.21666666666667,43.6,11.880000000000003,17.6053318101
152,5083,0.0,0.0,43.21666666666667,37.6,14.759999999999998,18.9799918272
153,5085,0.04657575080110291,0.0,31.06666666666667,38.9,16.02,18.4135063896
154,5087,0.20955135055845436,1.005846482680581,33.699999999999996,61.0,10.530000000000001,17.930890476
155,5089,0.20357477301412807,0.0,32.0,49.2,11.25,17.0960689287
156,5091,0.22851919561243145,1.393967093235832,43.050000000000004,28.799999999999997,8.37,17.075340874800006
157,5093,0.07656850584217699,0.2986171727844903,40.599999999999994,47.1,11.07,17.4110105898
158,5095,0.0,0.0,41.949999999999996,48.3,22.229999999999997,19.300863384
159,5097,0.7359163998969718,0.0,40.699999999999996,50.099999999999994,11.07,18.7267737213
160,5099,4.690431519699812,33.06754221388368,19.05,36.5,6.029999999999999,8.759439304379999
161,5101,0.0,0.0,24.683333333333334,30.7,4.14,13.0096113678
162,5103,0.13673530779117785,0.2461235540241201,26.566666666666666,39.0,9.36,9.748970701200001
163,5105,1.2919896640826871,4.166666666666667,29.266666666666666,40.2,7.829999999999999,12.391494540299998
164,5107,0.17078252553198758,0.0,28.633333333333336,40.60000000000001,7.47,9.8567420769
165,5109,0.30600691575629607,0.0,26.666666666666664,38.2,18.090000000000003,10.995530330700001
166,5111,0.9682684593465571,6.764046808863807,18.799999999999997,43.0,7.02,8.94652841538
167,5113,0.16491853024605843,0.2968533544429052,30.050000000000004,39.8,8.01,13.6190203236
168,5115,0.10519893117885923,0.4418355109512087,23.233333333333334,30.4,5.58,10.0983246111
169,5117,2.808199943836001,19.737633890961607,27.483333333333334,44.1,9.629999999999999,12.0230170344
170,5119,0.008485045955008893,0.0,29.03333333333333,39.0,7.65,11.862710117999999
171,5121,0.7612957253245023,1.8271097407788053,29.166666666666664,66.0,7.109999999999999,13.021657528499999
172,5123,0.2498001598721023,1.0491606714628297,23.650000000000002,33.9,8.1,11.556009656100002
173,5125,0.05734668364128503,0.034408010184771014,26.816666666666666,39.0,6.21,10.6504626303
174,5127,3.1494079113126734,13.605442176870747,33.28333333333333,37.3,8.55,13.782759435000001
175,5129,0.42060988433228175,2.77602523659306,25.71666666666667,36.2,9.99,12.8434690152
176,5131,0.052344236637824997,0.06281308396538998,33.28333333333333,35.3,8.82,12.9610808496
177,5133,0.1937308690766787,0.0,31.25,33.9,17.46,12.346908354899998
178,5135,14.86610723157874,124.7579367408016,25.133333333333336,33.9,7.29,9.762910298100001
179,5137,0.26788823702751213,0.8036647110825363,26.550000000000004,43.6,10.440000000000001,12.0998557188
180,5139,0.2498625755834291,1.6490929988506322,16.75,25.0,3.42,8.75271038463
181,5141,0.1989930949396056,0.0,29.083333333333332,42.0,4.32,10.5707368998
182,5143,0.04470612429196676,0.06258857400875345,27.1,36.7,5.220000000000001,11.6148724416
183,5145,0.08470341100636124,0.3049322796229004,29.35,42.5,12.779999999999998,12.716645814900001
184,5147,0.9857558282813346,0.0,31.099999999999998,35.5,13.86,12.4420125537
185,5149,0.1543138434948999,0.09258830609693997,22.7,43.0,4.59,10.7430463638
186,6001,0.008181891632890795,0.01656833055660386,18.383333333333333,33.7,7.199999999999999,11.0249918091
187,6003,5.541701302299806,26.60016625103907,22.9,32.8,6.480000000000001,8.93956317561
188,6005,0.17870226415768686,0.26805339623653035,20.883333333333333,33.4,3.69,10.3574669103
189,6007,0.3552287451100543,2.8906739133330674,22.166666666666668,35.2,7.02,8.380077700500001
190,6009,0.22194109683290053,1.5535876778303037,20.483333333333334,34.0,4.680000000000001,8.80615864503
191,6011,0.4655710228595373,0.0,28.366666666666664,39.8,7.02,10.340600046299999
192,6013,0.04746318191985011,0.31236706601001357,27.96666666666667,35.0,7.829999999999999,11.249949889800002
193,6015,0.971746471345626,14.430435099482546,26.666666666666664,40.3,8.01,10.3950256968
194,6017,0.01801655721608158,0.04323973731859579,19.466666666666665,32.7,7.5600000000000005,9.7048667394
195,6019,0.06175279122616342,0.4219774067121167,30.233333333333334,39.5,8.459999999999999,11.3654488968
196,6021,1.7898693395382137,20.404510470735637,22.066666666666666,34.7,6.21,9.677857761899999
197,6023,0.24602061652766502,2.4872684330946933,18.483333333333334,29.3,6.029999999999999,9.2934561429
198,6025,0.12966060410727748,0.6723828470134532,28.46666666666667,46.3,9.0,10.5355496016
199,6027,0.5496015388843088,2.5281670788678205,20.266666666666666,45.60000000000001,6.21,9.7049672415
200,6029,0.026553049959184165,0.14907640905656255,18.35,28.3,6.120000000000001,7.75202160357
201,6031,0.11097572073181829,0.546000546000546,21.599999999999998,32.2,7.379999999999999,10.239579498600001
202,6033,0.468055230517201,4.883376238396131,17.366666666666667,27.7,6.569999999999999,7.442112611249999
203,6035,0.3177629488401652,0.6990784874483635,19.483333333333334,28.2,5.58,10.296750901500001
204,6037,0.0013193845361403505,0.00801526105705263,31.566666666666666,38.2,8.1,12.567181539600004
205,6039,0.0,0.0,28.066666666666666,36.5,4.05,10.627476453
206,6041,0.0255610000485659,0.01533660002913954,30.78333333333333,38.9,9.27,12.6596934153
207,6043,0.7550874013667082,5.210103069430287,20.616666666666667,42.400000000000006,8.28,10.534566903300002
208,6045,0.30477235409975956,0.9371749888567609,22.28333333333333,33.8,5.4,9.068108886
209,6047,0.06233092735953725,0.3291072964583567,32.25,41.3,9.81,11.5107759612
210,6049,0.3696721008465491,0.0,29.416666666666668,44.1,8.37,10.7569372032
211,6051,0.2371129131692512,0.5690709916062029,28.866666666666664,39.5,7.199999999999999,12.833076410100002
212,6053,0.007695243723759219,0.0,29.900000000000002,41.4,4.77,13.230195299099998
213,6055,0.09455929458766238,0.36168930179780856,31.633333333333336,41.5,8.37,12.419741020499998
214,6057,0.033725220394315275,0.060705396709767497,27.833333333333332,40.7,6.569999999999999,10.2087174591
215,6059,0.007393755951973541,0.04404566045675667,21.283333333333335,34.4,7.47,9.5049196137
216,6061,0.01777848891733447,0.03733482672640239,21.566666666666666,37.2,5.85,9.815919879600001
217,6063,0.17802463860998363,1.281777397991882,33.71666666666667,53.8,10.440000000000001,12.7612260441
218,6065,0.004246280894878222,0.0713375190339541,22.616666666666664,34.9,7.199999999999999,14.692144882500003
219,6067,0.002229058000089162,0.004012304400160492,26.266666666666666,34.4,5.58,15.556178304900001
220,6069,0.17044195599188697,2.1646128410969645,18.716666666666665,32.5,6.120000000000001,11.937197223899998
221,6071,0.001571422734715557,0.0,20.433333333333334,37.1,2.7,12.128463965699998
222,6073,0.001015125883222964,0.0,25.633333333333333,32.1,10.530000000000001,13.654282994999999
223,6075,0.0,0.0,26.266666666666666,37.5,6.120000000000001,16.3955406573
224,6077,0.023015394076481996,0.09942650241040224,19.083333333333336,33.9,4.14,10.1865976038
225,6079,0.011899704530336511,0.07139822718201908,18.96666666666667,34.5,5.85,10.4628401613
226,6081,0.004366144912349641,0.0026196869474097847,22.03333333333333,28.5,4.680000000000001,12.1399856343
227,6083,0.0075245224185620935,0.0,22.066666666666666,24.9,9.0,12.6000229833
228,6085,0.0,0.0,21.816666666666666,32.8,4.680000000000001,11.2348950516
229,6087,0.01219826077197913,0.0,25.900000000000002,33.9,5.67,13.9987574613
230,6089,0.0,0.0,21.78333333333333,32.7,8.91,15.394047154199999
231,6091,0.0,0.0,23.03333333333333,39.3,5.04,16.7661835677
232,6093,0.0,0.0,22.483333333333334,39.2,3.7800000000000002,12.2923722303
233,6095,0.007663169962212908,0.013793705931983237,25.733333333333334,36.8,6.300000000000001,13.1393541978
234,6097,0.03992470201200536,0.4531453678362608,24.416666666666668,35.0,5.13,13.1980530159
235,6099,0.0,0.0,23.400000000000002,35.9,3.51,13.751485218
236,6101,0.10462111463335531,0.5649540190201187,14.483333333333334,28.5,4.14,9.6515873901
237,6103,0.052703422033192615,0.07905513304978892,10.716666666666665,11.899999999999999,2.34,11.2922121123
238,6105,0.0,0.0,19.200000000000003,31.8,4.32,11.4588582174
239,6107,0.021795561987668074,0.20705783888284668,22.599999999999998,38.5,5.85,12.838418921699999
240,6109,0.061844066371052026,0.07421287964526244,25.75,38.5,5.940000000000001,14.012852922899999
241,6111,0.007863174473619443,0.005897380855214582,21.43333333333333,25.9,3.7800000000000002,12.3872658255
242,6113,0.0,0.0,21.45,33.9,3.8699999999999997,11.467915954199999
243,6115,0.04465641355411464,0.0,18.783333333333335,30.0,3.51,12.7517800725
244,8001,0.006832701308462301,0.0,17.833333333333336,33.1,2.25,13.4742155121
245,8003,0.0,0.0,18.68333333333333,33.6,2.8800000000000003,11.605358459700001
246,8005,0.005319612987515933,0.0,22.516666666666666,39.1,4.59,11.8562735754
247,8007,0.0,0.0,19.849999999999998,35.3,6.029999999999999,13.016656479600002
248,8009,3.7233547426231035,26.24965093549288,22.650000000000002,34.4,4.59,11.088112920299999
249,8011,0.5741187277528993,0.0,27.349999999999998,36.1,6.21,12.9742177509
250,8013,0.01052248339025997,0.0,22.233333333333334,31.200000000000003,6.84,12.707274503699999
251,8014,0.0518540412447044,0.0,29.53333333333333,22.6,6.480000000000001,13.472669688300002
252,8015,0.3542707336946894,0.5845467105962378,20.96666666666667,37.0,3.9599999999999995,13.300630024500002
253,8017,7.8357624196834355,25.858015984955337,19.366666666666667,34.5,4.2299999999999995,11.400905328299999
254,8019,0.3600878614381909,0.0,24.116666666666667,39.8,6.93,13.5325261089
255,8021,0.40914856184280507,0.0,21.033333333333335,35.4,7.109999999999999,13.3048535274
256,8023,0.9187798603454612,1.1025358324145533,23.21666666666667,31.8,9.0,13.980237576300002
257,8025,1.8135654697134564,7.97968806673921,26.266666666666666,36.4,6.300000000000001,14.0719058685
258,8027,0.0,0.0,23.766666666666666,28.0,3.330000000000001,11.4730418133
259,8029,0.11031317911550895,0.0,18.299999999999997,34.4,6.480000000000001,13.123428585300001
260,8031,0.004913036792258626,0.0058956441507103515,24.03333333333333,35.0,9.09,14.3150115663
261,8033,1.9201228878648233,4.6082949308755765,26.53333333333333,36.3,5.13,13.888063138500002
262,8035,0.020772314659022455,0.01869508319312021,22.866666666666667,35.0,8.19,12.767460311699999
263,8037,0.0620432068892777,9.418158805792354,30.733333333333334,40.5,8.64,14.588525708100002
264,8039,0.0,0.0,13.616666666666667,32.9,4.14,11.3550194943
265,8041,0.0,0.0,16.433333333333334,30.2,2.79,11.567991944700001
266,8043,0.14305844652832914,0.0,25.96666666666667,31.299999999999997,8.64,11.061860229
267,8045,0.057525814709350816,0.06903097765122099,9.383333333333333,18.1,1.35,11.0400955083
268,8047,0.5754071005236204,0.0,24.566666666666666,38.8,9.719999999999999,13.534272971100002
269,8049,0.45066360215417206,2.1631852903400257,22.21666666666667,38.9,7.29,14.785305641099999
270,8051,0.41114194675711785,0.0,20.616666666666667,28.3,2.9700000000000006,12.720201980399999
271,8053,4.0650406504065035,0.0,26.666666666666664,34.0,5.58,12.774043390500001
272,8055,0.5129783523135324,0.6155740227762387,16.566666666666666,25.9,2.6100000000000003,12.919234905000001
273,8057,0.0,0.0,25.71666666666667,32.1,9.81,15.804139393799998
274,8059,0.0,0.0,19.93333333333333,36.8,2.79,14.4179030223
275,8061,0.0,0.0,9.600000000000001,32.7,1.5300000000000002,12.937450343399998
276,8063,0.42484493159996595,0.0,27.166666666666668,30.6,7.829999999999999,12.472406970299998
277,8065,0.445573229960344,1.0693757519048255,12.333333333333334,12.5,2.9700000000000006,12.341284215300002
278,8067,0.06119688875017595,0.0,24.46666666666667,35.7,4.14,11.064944194199999
279,8069,0.0,0.0,20.933333333333334,34.2,9.99,12.1854871881
280,8071,0.23555461333710223,1.837325984029397,22.133333333333333,33.5,6.21,12.3735274038
281,8073,1.2077294685990339,0.0,25.03333333333333,31.6,6.93,12.850028237699998
282,8075,0.9138679460817912,7.9049577336074925,22.849999999999998,25.1,5.760000000000001,9.1421064099
283,8077,0.15681214353239514,1.4516324144141723,24.883333333333336,27.0,7.739999999999999,10.220623214399998
284,8079,7.993605115907274,25.179856115107913,26.016666666666666,26.9,6.300000000000001,10.8568270566
285,8081,0.2553104575163399,1.838235294117647,24.5,27.5,5.13,10.1847965508
286,8083,1.0347949812443409,7.217694994179277,24.733333333333334,26.8,7.739999999999999,11.559556770300002
287,8085,0.16296730875786317,0.7822430820377433,24.383333333333333,29.5,6.749999999999999,11.1157557525
288,8087,0.23705389420284703,0.5689293460868329,24.35,26.4,6.569999999999999,9.489140991900001
289,8089,0.3638017280582083,0.3274215552523874,27.78333333333333,29.9,8.64,12.921256658700003
290,8091,0.7163836951070994,6.232538147431765,29.733333333333334,40.4,10.440000000000001,15.141383552699999
291,8093,0.39447731755424065,7.041420118343194,25.633333333333333,42.3,8.459999999999999,13.718302315199999
292,8095,2.3110700254217704,8.782066096602728,30.300000000000004,38.1,8.55,14.476501052100001
293,8097,1.1269510339775737,17.693131233447907,33.68333333333333,36.5,7.92,14.369032934100002
294,8099,0.55169369965795,17.37835153922542,21.46666666666667,38.5,8.28,14.742766877399996
295,8101,0.020403832655926088,0.0,28.583333333333336,41.2,13.139999999999999,20.458760776200002
296,8103,1.0167251283615473,11.743175232575872,31.300000000000004,32.9,9.0,20.4373840338
297,8105,0.2916302128900554,0.0,27.083333333333336,36.7,9.81,20.6466639975
298,8107,0.9578937285329172,6.527361550145737,27.633333333333336,38.0,9.09,15.179771063699995
299,8109,7.362995687388239,92.61596718207636,24.483333333333334,54.7,7.29,13.134413295899998
300,8111,5.8582308142940835,0.0,31.583333333333332,36.0,13.41,20.146396901400003
301,8113,1.2813941568426448,6.535110199897488,21.233333333333334,26.4,7.29,14.184725139900001
302,8115,2.8284542497525105,16.970725498515062,33.483333333333334,56.3,9.45,17.6284404423
303,8117,0.22430074243545747,0.9420631182289213,25.300000000000004,37.0,9.0,17.8974043272
304,8119,0.2804773724879745,3.071227228743321,15.700000000000001,26.8,5.489999999999999,12.997718865899998
305,8121,1.3862895958965826,5.6144728633811605,31.633333333333336,43.0,11.7,20.9653337808
306,8123,0.011666065864274659,0.02799855807425918,22.43333333333333,26.9,11.43,19.18073727
307,8125,0.0,0.0,31.25,45.099999999999994,10.89,22.1864854266
308,9001,0.024630680538665947,0.434907444939873,28.599999999999998,43.7,10.170000000000002,17.8111425222
