,FIPS,Pop,Density,Area,UrbanRural,EconType,Policies,Movement,Transit
165,5109,0.054465,0.0376,0.15353250000000002,6.666666666666666,33.333333333333336,0.0,5.45,0.8093970370000001
166,5111,0.12049000000000001,0.0648,0.1909025,13.333333333333332,0.0,0.0,0.15,1.8526522025
167,5113,0.10106000000000001,0.04820000000000001,0.215615,40.0,6.666666666666666,0.0,-0.95,0.0
168,5115,0.31686,0.152,0.207695,33.333333333333336,0.0,0.0,-0.8499999999999999,1.3354584765
169,5117,0.041545,0.0268,0.16890249999999998,20.0,26.666666666666664,0.0,-4.35,0.071856199
170,5119,1.9642399999999998,1.0076,0.20191499999999998,46.66666666666667,33.333333333333336,7.0,1.6,0.23512245099999998
171,5121,0.08757,0.055200000000000006,0.16401,13.333333333333332,0.0,0.0,0.35,0.164874141
172,5123,0.13344,0.089,0.1606275,20.0,26.666666666666664,0.0,1.15,1.5873618405
173,5125,0.58126,0.29600000000000004,0.18262250000000002,26.666666666666664,0.0,0.0,2.4,1.141880614
174,5127,0.052919999999999995,0.0252,0.22451750000000004,46.66666666666667,26.666666666666664,0.0,-6.25,0.105100359
175,5129,0.039625,0.0246,0.16712749999999998,6.666666666666666,0.0,0.0,-3.15,3.3839841355
176,5131,0.63681,0.4728,0.13654,20.0,0.0,12.5,1.5,0.8160665185
177,5133,0.08603,0.0604,0.14532,6.666666666666666,33.333333333333336,0.0,-0.35,2.484066809
178,5135,0.085205,0.0572,0.15161000000000002,53.33333333333333,33.333333333333336,0.0,1.3,0.248738904
179,5137,0.06221499999999999,0.040799999999999996,0.15235749999999998,26.666666666666664,33.333333333333336,0.0,-1.25,1.3766800044999998
180,5139,0.20011,0.08020000000000001,0.26380000000000003,13.333333333333332,0.0,35.5,2.1,1.462848924
181,5141,0.083755,0.048799999999999996,0.18106999999999998,40.0,26.666666666666664,0.0,-3.1,0.26965343799999997
182,5143,1.118415,0.43119999999999997,0.2381025,46.66666666666667,33.333333333333336,4.0,-2.4,3.099427923
183,5145,0.39353,0.149,0.26053750000000003,13.333333333333332,33.333333333333336,14.5,-3.7,2.3192750330000003
184,5147,0.033815,0.0248,0.1485025,20.0,33.333333333333336,3.0,-3.55,1.962857338
185,5149,0.10800499999999999,0.047799999999999995,0.237215,26.666666666666664,33.333333333333336,0.0,2.0,0.0811947255
186,6001,8.148075,4.087199999999999,0.2053325,6.666666666666666,0.0,25.0,-1.55,2.2285373845
187,6003,0.006015,0.0032,0.185795,6.666666666666666,33.333333333333336,10.5,9.25,1.184414208
188,6005,0.18653,0.12819999999999998,0.15149,46.66666666666667,33.333333333333336,6.5,3.7,0.0440688865
189,6007,1.126035,0.26880000000000004,0.4192825,6.666666666666666,33.333333333333336,16.0,4.3,1.748794632
190,6009,0.225285,0.08940000000000001,0.25923250000000003,6.666666666666666,26.666666666666664,0.0,1.9500000000000002,2.430542883
191,6011,0.107395,0.037200000000000004,0.28908999999999996,6.666666666666666,0.0,10.5,7.25,1.1620737355000001
192,6013,5.61839,2.9304,0.20094250000000002,6.666666666666666,0.0,0.5,0.7,2.3422015314999998
193,6015,0.13721,0.05679999999999999,0.307435,6.666666666666666,0.0,2.0,-0.1,2.7413924094999995
194,6017,0.9250750000000001,0.212,0.44659,6.666666666666666,0.0,15.5,1.05,4.8e-08
195,6019,4.85808,0.31239999999999996,1.5028,13.333333333333332,0.0,15.0,3.7,1.682709611
196,6021,0.139675,0.0428,0.331745,13.333333333333332,33.333333333333336,9.0,1.85,1.515516953
197,6023,0.67745,0.07540000000000001,1.013065,6.666666666666666,0.0,4.5,-1.75,3.191025748
198,6025,0.8997850000000001,0.0836,1.12043,13.333333333333332,0.0,34.0,-1.35,2.3140487115
199,6027,0.090975,0.0036000000000000003,2.5567275,6.666666666666666,20.0,6.0,-1.75,3.3441217644999996
200,6029,4.39372,0.20659999999999998,2.04066,13.333333333333332,33.333333333333336,24.0,-2.9,2.7087857659999997
201,6031,0.750915,0.22019999999999998,0.3478825,20.0,0.0,2.0,1.85,1.190438134
202,6033,0.320475,0.10300000000000001,0.332355,53.33333333333333,33.333333333333336,8.0,-1.35,0.0
203,6035,0.15735,0.0154,1.18003,40.0,0.0,12.0,0.55,0.8623883775000001
204,6037,50.52861,4.8392,1.187735,13.333333333333332,0.0,1.5,1.35,2.156808836
205,6039,0.7722,0.1412,0.5383175,13.333333333333332,33.333333333333336,17.5,-3.7,2.061841781
206,6041,1.3040699999999998,0.9702000000000001,0.2070475,13.333333333333332,0.0,21.0,0.8499999999999999,1.9930525060000002
207,6043,0.08829000000000001,0.0252,0.365705,20.0,0.0,16.5,-0.8,1.9302796675
208,6045,0.437485,0.0502,0.969535,26.666666666666664,0.0,6.0,0.6,0.9881176460000001
209,6047,1.33695,0.26439999999999997,0.4946275,53.33333333333333,26.666666666666664,21.0,-5.2,0.444626879
210,6049,0.045085,0.005,1.0508499999999998,13.333333333333332,0.0,10.0,-1.25,2.516653994
211,6051,0.07028999999999999,0.0094,0.78297,26.666666666666664,33.333333333333336,3.5,5.65,0.7977821385
212,6053,2.16584,0.253,0.9428049999999999,13.333333333333332,0.0,16.5,-1.75,1.8000102205
213,6055,0.705025,0.3648,0.197145,6.666666666666666,26.666666666666664,24.0,2.25,0.25480118150000003
214,6057,0.49418999999999996,0.2062,0.24345,20.0,26.666666666666664,8.5,3.55,0.16601931949999998
215,6059,15.77908,7.6154,0.2370175,6.666666666666666,0.0,22.0,3.55,2.6534896805000003
216,6061,1.8749250000000002,0.49520000000000003,0.375615,46.66666666666667,26.666666666666664,26.5,1.4,0.0
217,6063,0.09362000000000001,0.0156,0.6533575,6.666666666666666,0.0,48.0,2.55,2.745024928
218,6065,11.775009999999998,0.6076,1.8258550000000002,46.66666666666667,33.333333333333336,15.0,14.9,0.0
219,6067,7.477,2.9415999999999998,0.248505,60.0,6.666666666666666,13.0,4.35,0.0
220,6069,0.29335500000000003,0.0796,0.3476175,46.66666666666667,6.666666666666666,30.5,3.25,0.0
221,6071,10.606100000000001,0.20299999999999999,5.026207500000001,13.333333333333332,0.0,21.5,1.9,2.631955039
222,6073,16.418325,1.4715999999999998,1.13142,6.666666666666666,0.0,32.5,5.2,1.4499999999999999e-08
223,6075,4.321315,34.3584,0.057972499999999996,46.66666666666667,33.333333333333336,24.0,10.0,0.0
224,6077,3.6207650000000005,0.9852000000000001,0.35662499999999997,60.0,6.666666666666666,9.0,2.95,0.0
225,6079,1.400595,0.1634,0.9038875000000001,6.666666666666666,13.333333333333332,0.0,0.65,0.17717525250000002
226,6081,3.8172499999999996,3.2044,0.18524000000000002,60.0,6.666666666666666,4.5,1.6999999999999997,0.0
227,6083,2.21498,0.31,0.94727,60.0,6.666666666666666,19.5,6.7,0.0
228,6085,9.55613,2.762,0.32601749999999996,53.33333333333333,26.666666666666664,17.0,6.45,0.0
229,6087,1.366315,1.1788,0.1517925,53.33333333333333,33.333333333333336,18.0,8.75,0.0
