,FIPS,Pop,Density,Area,UrbanRural,pLon,pLat
63,1127,0.324635,0.1694,0.20129750000000002,6.666666666666666,-872.53922,338.34858
64,1129,0.08373,0.032600000000000004,0.2721425,53.33333333333333,-881.8611999999997,314.10368
65,1131,0.054595,0.0262,0.2268525,60.0,-873.8040699999998,319.99753
66,1133,0.11984,0.0798,0.1579675,40.0,-874.1569300000001,341.63824
67,2013,0.01669,0.0008,3.7524650000000004,40.0,-1629.0153600000006,548.60151
68,2016,0.02892,0.0026000000000000003,3.52911,20.0,-1682.9288500000002,540.2357099999999
69,2020,1.491125,0.3424,0.49024999999999996,20.0,-1497.93182,611.92232
70,2050,0.089785,0.0008,11.3760525,26.666666666666664,-1621.51263,606.79946
71,2060,0.004585,0.004,0.22188999999999998,46.66666666666667,-1568.34047,587.35464
72,2068,0.011515,0.0002,3.19423,46.66666666666667,-1490.32949,638.82845
73,2070,0.02487,0.0006,5.2288025,40.0,-1587.18472,591.36256
74,2090,0.500155,0.0266,1.8609224999999998,6.666666666666666,-1476.24018,648.31552
75,2100,0.012685000000000002,0.0022,0.6813750000000001,20.0,-1355.59897,592.64125
76,2105,0.01073,0.0006,2.7285375,26.666666666666664,-1353.84163,580.78282
77,2110,0.16216999999999998,0.0232,0.8134724999999999,13.333333333333332,-1345.3060500000001,583.58516
78,2122,0.289805,0.0068,6.18808,6.666666666666666,-1510.64475,602.92592
79,2130,0.06872500000000001,0.005599999999999999,1.6633900000000001,26.666666666666664,-1316.78527,553.67858
80,2150,0.06886500000000001,0.004200000000000001,3.0054575,20.0,-1524.60881,577.79137
81,2164,0.006505,0.0002,8.230625,20.0,-1563.7165200000002,585.5735099999999
82,2170,0.505675,0.007200000000000001,6.3144025,40.0,-1494.21961,616.1128100000001
83,2180,0.049345,0.0008,7.069405,46.66666666666667,-1652.95491,644.57026
84,2185,0.048785,0.0002,23.69907,46.66666666666667,-1548.62085,705.22779
85,2188,0.038575,0.0004,10.187235000000001,13.333333333333332,-1616.3818500000004,669.43735
86,2195,0.016375,0.0024,1.4210175,46.66666666666667,-1331.1502500000001,568.12712
87,2198,0.032365,0.0027999999999999995,1.92082,46.66666666666667,-1325.6084199999998,554.48164
88,2220,0.04405,0.0062,1.2028575000000001,60.0,-1353.37171,570.6274599999999
89,2230,0.00519,0.004200000000000001,0.11601,40.0,-1353.11501,594.64536
90,2240,0.034445,0.0006,6.2648649999999995,46.66666666666667,-1446.8702400000002,638.56185
91,2261,0.047195,0.0006,10.085042499999998,46.66666666666667,-1458.8250400000002,612.6149
92,2270,0.034162859999999996,0.0008,4.9182375,46.66666666666667,-1643.1472299999998,620.8990200000001
93,2275,0.012375,0.0018000000000000002,0.865515,40.0,-1323.1083700000001,563.8582099999999
94,2282,0.00341,0.0002,2.3657175,20.0,-1397.24878,595.47975
95,2290,0.027265,0.0,36.9511575,46.66666666666667,-1525.50423,650.10262
96,4001,0.35801,0.0128,2.8046100000000003,40.0,-1094.1483999999998,355.77687
97,4003,0.6325799999999999,0.0426,1.55465,20.0,-1100.63053,316.07357
98,4005,0.693195,0.014400000000000001,4.665335,13.333333333333332,-1115.90056,355.14426000000003
99,4007,0.265725,0.022600000000000002,1.1988575000000001,6.666666666666666,-1110.07494,338.2356
100,4009,0.1885,0.0162,1.1602675,40.0,-1098.1218099999999,328.6732999999999
101,4011,0.04684,0.0092,0.4621075,40.0,-1092.48712,329.70402
102,4012,0.10238499999999999,0.0092,1.1284375,40.0,-1141.72146,339.08361
103,4013,20.777505,0.8298,2.3060975,40.0,-1120.4143000000001,334.93403
104,4015,1.023455,0.03,3.3651625000000003,13.333333333333332,-1142.49634,350.69679
105,4017,0.5395099999999999,0.0216,2.4899299999999998,40.0,-1102.11155,348.93625
106,4019,5.036285,0.2134,2.297275,60.0,-1109.6000999999999,322.16706999999997
107,4021,2.027685,0.14,1.3435575,20.0,-1115.8836399999998,330.60133
108,4023,0.23179000000000002,0.07659999999999999,0.30952749999999996,13.333333333333332,-1109.4319500000001,314.34733
109,4025,1.10486,0.052,2.0319849999999997,26.666666666666664,-1122.67767,346.29013999999995
110,4027,1.021405,0.07100000000000001,1.3797774999999999,40.0,-1145.98663,326.5004
111,5001,0.09176000000000001,0.0384,0.2584375,40.0,-914.61284,344.05316
112,5003,0.103855,0.047200000000000006,0.2351325,40.0,-918.7135999999999,331.79373
113,5005,0.20546499999999998,0.14980000000000002,0.14667750000000002,46.66666666666667,-923.83933,363.32208
114,5007,1.259115,0.5224,0.2209775,60.0,-942.30543,363.37348
115,5009,0.18606,0.125,0.15045750000000002,40.0,-930.99344,362.67871
116,5011,0.054970000000000005,0.0354,0.16323000000000001,20.0,-921.03312,335.69321
117,5013,0.02597,0.016999999999999998,0.15810249999999998,46.66666666666667,-924.9555499999999,335.91116
118,5015,0.13891,0.0872,0.15969999999999998,53.33333333333333,-935.7081599999999,363.73069
119,5017,0.055040000000000006,0.0366,0.1726975,40.0,-913.18378,333.21860000000004
120,5019,0.112475,0.0532,0.2207075,46.66666666666667,-931.24856,340.94705
121,5021,0.07595,0.0504,0.16036,20.0,-903.7241799999999,363.70695
122,5023,0.126805,0.0938,0.14798,20.0,-920.37481,355.10232
123,5025,0.04166,0.028999999999999998,0.1496875,40.0,-921.3914599999999,339.14988999999997
124,5027,0.11996,0.06420000000000001,0.19168749999999998,13.333333333333332,-932.47459,332.58045000000004
125,5029,0.10477,0.077,0.1416675,13.333333333333332,-927.0416,352.14486999999997
126,5031,0.5212300000000001,0.27280000000000004,0.17816749999999998,60.0,-906.69325,358.35235
127,5033,0.310595,0.20880000000000004,0.15106,20.0,-942.8436,354.96882
128,5035,0.24639,0.16699999999999998,0.159095,26.666666666666664,-902.17261,351.7736
129,5037,0.08582,0.057999999999999996,0.15557749999999998,46.66666666666667,-907.75307,352.52833000000004
130,5039,0.037925,0.024399999999999998,0.1670275,53.33333333333333,-925.2712300000001,338.69213
131,5041,0.06047,0.0338,0.2048825,46.66666666666667,-914.17485,337.73838
132,5043,0.0931,0.0446,0.20891500000000002,60.0,-917.8177900000001,336.274
133,5045,0.60641,0.3496,0.1660175,46.66666666666667,-924.05359,351.04918
134,5047,0.089015,0.0596,0.15491,13.333333333333332,-938.85464,354.46102
135,5049,0.06046,0.039599999999999996,0.1550825,40.0,-917.6493399999999,363.76787
136,5051,0.48997,0.2834,0.183655,60.0,-930.81852,345.05811
137,5053,0.09037999999999999,0.0566,0.15823249999999997,20.0,-924.1271399999999,343.09173999999996
138,5055,0.220985,0.1458,0.14489,46.66666666666667,-905.23016,360.73120000000006
139,5057,0.11077000000000001,0.062200000000000005,0.185295,33.333333333333336,-936.23587,336.99647
140,5059,0.16740000000000002,0.107,0.15554249999999997,53.33333333333333,-928.9459499999999,343.53464
141,5061,0.06736,0.0468,0.14882749999999997,13.333333333333332,-939.10184,339.83198000000004
142,5063,0.18548499999999998,0.09599999999999999,0.19288,46.66666666666667,-916.07539,357.49800999999997
143,5065,0.067605,0.047200000000000006,0.146005,40.0,-919.08429,361.20216999999997
144,5067,0.087145,0.05679999999999999,0.160375,13.333333333333332,-912.4623300000001,356.21102
145,5069,0.35686500000000004,0.1778,0.228445,40.0,-920.41179,342.33473
146,5071,0.130775,0.0774,0.170685,60.0,-934.7551699999999,354.75271999999995
147,5073,0.035255,0.028999999999999998,0.13627,13.333333333333332,-935.57538,332.8762899999999
148,5075,0.083885,0.0592,0.148085,40.0,-910.65733,360.70224
149,5077,0.048069999999999995,0.0346,0.15487499999999998,46.66666666666667,-907.74516,347.85214
150,5079,0.069425,0.0504,0.143045,60.0,-917.46234,339.75379
151,5081,0.06247,0.0494,0.1411925,46.66666666666667,-941.9599499999999,337.00518
152,5083,0.10901,0.0632,0.18289,53.33333333333333,-937.68119,352.2753200000001
153,5085,0.35784000000000005,0.17740000000000003,0.20071000000000003,13.333333333333332,-919.70577,349.05178
154,5087,0.07953500000000001,0.0376,0.20927,26.666666666666664,-937.55297,360.61309
155,5089,0.08187,0.0558,0.16008,60.0,-926.63368,362.8457
156,5091,0.2188,0.13899999999999998,0.1594125,40.0,-939.87504,334.00830999999994
157,5093,0.21767000000000003,0.10320000000000001,0.22995249999999998,6.666666666666666,-899.99037,358.4288
158,5095,0.0371,0.0268,0.155325,53.33333333333333,-912.18021,347.77729
159,5097,0.045294999999999995,0.024399999999999998,0.20007250000000001,40.0,-936.22663,345.17013
160,5099,0.042640000000000004,0.029199999999999997,0.15516,20.0,-933.58085,337.22168000000005
161,5101,0.039490000000000004,0.020200000000000003,0.20579750000000002,40.0,-931.705,359.8494
162,5103,0.12189,0.0712,0.1849375,40.0,-928.38871,335.74460999999997
163,5105,0.05159999999999999,0.03779999999999999,0.1401325,6.666666666666666,-927.7927099999999,349.99054
164,5107,0.09759000000000001,0.0626,0.18183500000000002,46.66666666666667,-907.0779600000001,345.29767999999996
165,5109,0.054465,0.0376,0.15353250000000002,6.666666666666666,-936.24765,341.87298
166,5111,0.12049000000000001,0.0648,0.1909025,13.333333333333332,-905.57998,356.0191
167,5113,0.10106000000000001,0.04820000000000001,0.215615,40.0,-942.58519,345.20449999999994
168,5115,0.31686,0.152,0.207695,33.333333333333336,-930.97238,353.09776
169,5117,0.041545,0.0268,0.16890249999999998,20.0,-915.3624100000001,348.59177
170,5119,1.9642399999999998,1.0076,0.20191499999999998,46.66666666666667,-923.1165900000001,347.73719
171,5121,0.08757,0.055200000000000006,0.16401,13.333333333333332,-909.8842000000001,363.04758
172,5123,0.13344,0.089,0.1606275,20.0,-907.70297,350.15313
173,5125,0.58126,0.29600000000000004,0.18262250000000002,26.666666666666664,-925.46163,345.93233000000004
174,5127,0.052919999999999995,0.0252,0.22451750000000004,46.66666666666667,-940.95905,349.07145
175,5129,0.039625,0.0246,0.16712749999999998,6.666666666666666,-926.59155,359.22829
176,5131,0.63681,0.4728,0.13654,20.0,-943.5443499999999,353.18195000000003
177,5133,0.08603,0.0604,0.14532,6.666666666666666,-943.0409099999999,340.14235999999994
178,5135,0.085205,0.0572,0.15161000000000002,53.33333333333333,-915.20168,361.78493000000003
179,5137,0.06221499999999999,0.040799999999999996,0.15235749999999998,26.666666666666664,-921.37,358.56705
180,5139,0.20011,0.08020000000000001,0.26380000000000003,13.333333333333332,-926.4508,332.06870000000004
181,5141,0.083755,0.048799999999999996,0.18106999999999998,40.0,-924.21475,355.67839
182,5143,1.118415,0.43119999999999997,0.2381025,46.66666666666667,-941.7222200000001,360.94275000000005
183,5145,0.39353,0.149,0.26053750000000003,13.333333333333332,-917.6738799999999,352.43736
184,5147,0.033815,0.0248,0.1485025,20.0,-912.5207899999999,352.33191
185,5149,0.10800499999999999,0.047799999999999995,0.237215,26.666666666666664,-932.8946000000001,351.20982
186,6001,8.148075,4.087199999999999,0.2053325,6.666666666666666,-1221.0039299999999,377.05201
187,6003,0.006015,0.0032,0.185795,6.666666666666666,-1198.47603,387.28298
188,6005,0.18653,0.12819999999999998,0.15149,46.66666666666667,-1207.75729,383.94208
189,6007,1.126035,0.26880000000000004,0.4192825,6.666666666666666,-1217.07635,396.69037000000003
190,6009,0.225285,0.08940000000000001,0.25923250000000003,6.666666666666666,-1206.33718,381.63627000000014
191,6011,0.107395,0.037200000000000004,0.28908999999999996,6.666666666666666,-1220.85557,391.56148
192,6013,5.61839,2.9304,0.20094250000000002,6.666666666666666,-1220.30131,379.35588
193,6015,0.13721,0.05679999999999999,0.307435,6.666666666666666,-1241.63088,417.91232
194,6017,0.9250750000000001,0.212,0.44659,6.666666666666666,-1207.4433000000001,387.46543
195,6019,4.85808,0.31239999999999996,1.5028,13.333333333333332,-1197.67884,367.38918
196,6021,0.139675,0.0428,0.331745,13.333333333333332,-1221.77491,396.63418
197,6023,0.67745,0.07540000000000001,1.013065,6.666666666666666,-1240.87189,407.52982000000003
198,6025,0.8997850000000001,0.0836,1.12043,13.333333333333332,-1155.34487,328.41101000000003
199,6027,0.090975,0.0036000000000000003,2.5567275,6.666666666666666,-1182.6751299999999,371.60247
200,6029,4.39372,0.20659999999999998,2.04066,13.333333333333332,-1189.36004,353.72968000000003
201,6031,0.750915,0.22019999999999998,0.3478825,20.0,-1197.2908400000001,362.42749000000003
202,6033,0.320475,0.10300000000000001,0.332355,53.33333333333333,-1227.34609,389.73362000000003
203,6035,0.15735,0.0154,1.18003,40.0,-1205.79176,403.92397000000005
204,6037,50.52861,4.8392,1.187735,13.333333333333332,-1182.44222,340.65193
205,6039,0.7722,0.1412,0.5383175,13.333333333333332,-1200.0674999999999,370.43098999999995
206,6041,1.3040699999999998,0.9702000000000001,0.2070475,13.333333333333332,-1225.47075,379.86705
207,6043,0.08829000000000001,0.0252,0.365705,20.0,-1199.5721899999999,375.42748000000006
208,6045,0.437485,0.0502,0.969535,26.666666666666664,-1233.97227,392.85328999999996
209,6047,1.33695,0.26439999999999997,0.4946275,53.33333333333333,-1206.2398899999998,372.81016
210,6049,0.045085,0.005,1.0508499999999998,13.333333333333332,-1206.50911,415.22584
211,6051,0.07028999999999999,0.0094,0.78297,26.666666666666664,-1189.70594,377.63322000000005
212,6053,2.16584,0.253,0.9428049999999999,13.333333333333332,-1216.4616200000003,366.11722
213,6055,0.705025,0.3648,0.197145,6.666666666666666,-1223.21646,383.29075
214,6057,0.49418999999999996,0.2062,0.24345,20.0,-1209.16546,392.19524
215,6059,15.77908,7.6154,0.2370175,6.666666666666666,-1178.6288,337.33952999999997
216,6061,1.8749250000000002,0.49520000000000003,0.375615,46.66666666666667,-1211.82466,388.44511
217,6063,0.09362000000000001,0.0156,0.6533575,6.666666666666666,-1208.25847,399.83857
218,6065,11.775009999999998,0.6076,1.8258550000000002,46.66666666666667,-1170.66205,338.00439000000006
219,6067,7.477,2.9415999999999998,0.248505,60.0,-1213.80861,385.6895
220,6069,0.29335500000000003,0.0796,0.3476175,46.66666666666667,-1214.0385899999999,368.43404
221,6071,10.606100000000001,0.20299999999999999,5.026207500000001,13.333333333333332,-1173.57474,341.90247999999997
222,6073,16.418325,1.4715999999999998,1.13142,6.666666666666666,-1171.12994,328.8326
223,6075,4.321315,34.3584,0.057972499999999996,46.66666666666667,-1224.38323,377.59597999999994
224,6077,3.6207650000000005,0.9852000000000001,0.35662499999999997,60.0,-1212.98108,379.31804
225,6079,1.400595,0.1634,0.9038875000000001,6.666666666666666,-1206.67689,353.42391
226,6081,3.8172499999999996,3.2044,0.18524000000000002,60.0,-1223.40991,375.6395
227,6083,2.21498,0.31,0.94727,60.0,-1200.9260199999999,346.39262
228,6085,9.55613,2.762,0.32601749999999996,53.33333333333333,-1219.10421,373.15105000000005
229,6087,1.366315,1.1788,0.1517925,53.33333333333333,-1219.36728,369.85171
230,6089,0.894595,0.0938,0.9618550000000001,40.0,-1222.9996099999998,405.80269
231,6091,0.014425,0.0068,0.2405525,6.666666666666666,-1204.1423600000003,396.12588000000005
232,6093,0.21765,0.014400000000000001,1.586835,60.0,-1224.89833,415.76203
233,6095,2.174905,1.006,0.2265475,6.666666666666666,-1220.69324,382.35582
234,6097,2.504715,0.6142000000000001,0.44198750000000003,33.333333333333336,-1227.20522,384.1408
235,6099,2.67842,0.6884,0.37867249999999997,6.666666666666666,-1209.55577,376.19147
236,6101,0.477915,0.3146,0.1521225,13.333333333333332,-1216.4426899999999,391.3549
237,6103,0.316235,0.043,0.7405425,26.666666666666664,-1222.18704,401.15187
238,6105,0.06518499999999999,0.0086,0.8019,33.333333333333336,-1230.7235699999999,406.81268
239,6107,2.294045,0.1834,1.2096624999999999,6.666666666666666,-1192.31547,362.51227
240,6109,0.26949500000000004,0.0498,0.5686074999999999,46.66666666666667,-1203.2853,379.71531
241,6111,4.23917,0.8934,0.552095,46.66666666666667,-1190.25018,342.41989
242,6113,1.0630249999999999,0.39580000000000004,0.25588999999999995,60.0,-1217.21112,385.98913000000005
243,6115,0.37322,0.2284,0.1609525,40.0,-1215.06626,391.38829999999996
244,8001,2.43925,0.7564,0.29597500000000004,60.0,-1049.27473,398.74297
245,8003,0.08172499999999999,0.0428,0.18083500000000002,6.666666666666666,-1058.77245,374.83069
246,8005,3.1330599999999995,1.4334000000000002,0.20136,60.0,-1048.45968,396.47528
247,8007,0.06296,0.0178,0.3388775,46.66666666666667,-1070.85027,372.40087000000005
248,8009,0.017905,0.0029999999999999996,0.639335,40.0,-1025.27089,373.6822100000001
249,8011,0.02903,0.0086,0.38527,26.666666666666664,-1031.631,380.72386
250,8013,1.58391,0.8111999999999999,0.18509250000000002,13.333333333333332,-1051.83981,400.63299
251,8014,0.321415,3.3838,0.008400000000000001,46.66666666666667,-1050.55491,399.36888000000005
252,8015,0.09409000000000001,0.0352,0.2537375,53.33333333333333,-1060.82645,386.76496999999995
253,8017,0.010635,0.002,0.44535749999999996,46.66666666666667,-1024.5777,388.16795
254,8019,0.046285,0.046,0.0991225,20.0,-1055.2965,397.12957000000006
255,8021,0.040735,0.0128,0.32274,60.0,-1059.89049,371.95652
256,8023,0.01814,0.0058,0.30759,46.66666666666667,-1054.48477,372.81779
257,8025,0.027569999999999997,0.0148,0.20008250000000002,40.0,-1038.57439,381.88547
258,8027,0.022525000000000003,0.0116,0.18498,26.666666666666664,-1053.81557,381.34216000000004
259,8029,0.151085,0.054200000000000005,0.28714999999999996,40.0,-1079.1055299999998,387.98565
260,8031,3.392335,7.8452,0.0386575,40.0,-1049.55068,397.2143
261,8033,0.00868,0.0037999999999999996,0.26702499999999996,60.0,-1087.5740999999998,377.40817
262,8035,1.6047,0.6794,0.2107175,6.666666666666666,-1048.79712,394.8527
263,8037,0.26863000000000004,0.062,0.4229475,60.0,-1067.17771,395.99452999999994
264,8039,0.12276499999999999,0.025,0.46275499999999997,46.66666666666667,-1045.1913,393.82868
265,8041,3.37413,0.5852,0.5323875,46.66666666666667,-1047.58477,388.73669
266,8043,0.233005,0.061000000000000006,0.3834825,20.0,-1052.06532,384.2605800000001
267,8045,0.289725,0.038200000000000005,0.7389600000000001,60.0,-1075.39356,395.07561000000004
268,8047,0.028965,0.0726,0.037565,46.66666666666667,-1054.8020999999999,398.5702
269,8049,0.073965,0.016,0.46739749999999997,46.66666666666667,-1059.754,400.50388
270,8051,0.08107500000000001,0.0094,0.8149075,60.0,-1069.44723,386.57885999999996
271,8053,0.0040999999999999995,0.0016,0.28079250000000006,60.0,-1072.9653,379.96875
272,8055,0.032490000000000005,0.008400000000000001,0.39831,60.0,-1048.84201,376.16312
273,8057,0.00686,0.0018000000000000002,0.40524,60.0,-1062.91292,406.92850999999996
274,8059,2.820145,1.399,0.1935075,33.333333333333336,-1051.28819,397.20524
275,8061,0.006840000000000001,0.0016,0.4464825,13.333333333333332,-1026.80579,384.70657000000006
276,8063,0.03923,0.007599999999999999,0.5404225,60.0,-1024.35733,393.09763
277,8065,0.037405,0.0388,0.09597750000000001,13.333333333333332,-1063.08061,392.45869999999996
278,8067,0.272345,0.0606,0.4249275,46.66666666666667,-1078.06184,372.65198
279,8069,1.65488,0.2308,0.6584875,13.333333333333332,-1050.99218,405.0454600000001
280,8071,0.070755,0.0064,1.1938375,6.666666666666666,-1045.0314899999998,371.96601
281,8073,0.0276,0.004200000000000001,0.646605,26.666666666666664,-1036.13697,391.73231999999996
282,8075,0.10942500000000001,0.0248,0.46121499999999993,6.666666666666666,-1031.87715,406.39399
283,8077,0.74399,0.0882,0.8352799999999999,13.333333333333332,-1085.43768,390.92851
284,8079,0.00417,0.0016,0.21942,13.333333333333332,-1069.3558600000001,377.98623
285,8081,0.06528,0.0058,1.1877275,6.666666666666666,-1076.2585900000001,405.15239
286,8083,0.12885000000000002,0.0252,0.5100375,13.333333333333332,-1085.57116,373.70817
287,8085,0.20454,0.0368,0.56065,20.0,-1079.34568,384.79142
288,8087,0.140615,0.044000000000000004,0.323435,6.666666666666666,-1037.8151699999999,402.56023
289,8089,0.09162500000000001,0.0298,0.317425,13.333333333333332,-1036.57432,380.24096
290,8091,0.023265,0.016399999999999998,0.13555250000000002,6.666666666666666,-1077.46232,381.39834
291,8093,0.08449999999999999,0.0148,0.5526625000000001,13.333333333333332,-1056.23144,393.11717999999996
292,8095,0.021635,0.013,0.17200999999999997,6.666666666666666,-1023.87354,405.99517
293,8097,0.088735,0.0354,0.24330000000000002,20.0,-1069.07765,392.32543
294,8099,0.060419999999999995,0.0154,0.41108,40.0,-1025.47035,380.83772000000005
295,8101,0.81684,0.13340000000000002,0.59945,13.333333333333332,-1046.45147,382.63685000000004
296,8103,0.032785,0.004200000000000001,0.8057025,6.666666666666666,-1082.80174,400.51032999999995
297,8105,0.05714999999999999,0.0262,0.22808500000000004,40.0,-1062.38805,376.16658
298,8107,0.12179499999999999,0.02,0.592035,20.0,-1068.99535,404.53133
299,8109,0.031689999999999996,0.0037999999999999996,0.7925599999999999,20.0,-1060.19489,379.15301999999997
300,8111,0.002845,0.0036000000000000003,0.0970675,6.666666666666666,-1076.73989,378.04646000000014
301,8113,0.03902,0.0114,0.32215499999999997,13.333333333333332,-1079.60034,379.74202000000014
302,8115,0.011785,0.0086,0.13735,26.666666666666664,-1023.2767,409.6024600000001
303,8117,0.14861,0.092,0.15481999999999999,40.0,-1060.5457900000001,395.73130999999995
304,8119,0.11884499999999999,0.0838,0.13974,40.0,-1051.4053199999998,389.43550000000005
305,8121,0.024045,0.0037999999999999996,0.6309750000000001,6.666666666666666,-1031.5681399999999,400.92526
306,8123,1.428645,0.1268,1.0042,13.333333333333332,-1047.88507,403.28082
307,8125,0.050545,0.008400000000000001,0.5921749999999999,13.333333333333332,-1024.86935,400.69473000000005
308,9001,4.7366399999999995,2.9344,0.20923,40.0,-733.6452099999999,412.07889
309,9003,4.487085,2.4324000000000003,0.18765500000000002,13.333333333333332,-727.17282,417.61943
310,9005,0.92227,0.4126000000000001,0.23614,13.333333333333332,-731.87494,417.27851
311,9007,0.82055,0.8972000000000001,0.109765,40.0,-725.7140799999997,414.78564
312,9009,4.3106349999999996,2.8533999999999997,0.21551499999999998,20.0,-729.41497,413.9605200000001
313,9011,1.35386,0.8244,0.192925,40.0,-720.9768299999997,414.43373
314,9013,0.7579800000000001,0.7444,0.1042625,40.0,-723.7209,418.42762
315,9015,0.5833699999999999,0.4618,0.13036,26.666666666666664,-719.9507199999999,418.04225
