,FIPS,0,1,2
0,1001,-2.7863261946296296,13.507222967366632,-8.43150222325473
1,1003,-1.5750050621130847,0.5525996137709823,-1.6454850351235282
2,1005,-2.55814638326789,11.54114786514469,-0.5865567804810943
3,1007,-3.194918350951028,17.199677980369902,-6.184717333494945
4,1009,-2.8505826696797065,14.173836836236735,-3.138828471430382
5,1011,-3.0947368441068317,15.872583237044097,-3.937332187234113
6,1013,-3.344695514701489,23.098211547485292,-2.5912785033434877
7,1015,-3.0131884938683835,17.470280077012568,13.850169536964227
8,1017,-2.3007556493706156,6.1226622729544955,-1.0778475780297678
9,1019,-2.8981453528698222,13.797378491761277,5.069539283522796
10,1021,-3.137523575722252,18.081090947679947,3.713954996085315
11,1023,-3.5722861107697907,22.007115603191952,-1.0135671558058414
12,1025,-2.6937310140572133,11.18561460545145,3.3980380543904976
13,1027,-2.8264713295068042,16.572301772706517,9.135455028626586
14,1029,-3.0876402030796255,15.935359488830887,9.915021328881961
15,1031,-2.638597994916599,12.142817479809594,-3.087373999518074
16,1033,-2.96809104885927,19.416132334490595,-0.650106423001219
17,1035,-3.6240241269663573,22.389037466544163,-6.050215750604039
18,1037,-2.688520542182948,10.818383315375721,3.6282333717097797
19,1039,-2.805108251269299,16.769148693140767,1.9534657028728726
20,1041,-3.339626380458058,19.134341047246966,-3.4476224854012667
21,1043,-2.819377958116739,14.406008622203554,-1.962165134468114
22,1045,-2.3737350791972176,8.554174926966805,1.4841854181048724
23,1047,-3.5047384796395598,25.988018511810438,5.123464883122669
24,1049,-3.1341184213658,18.342884159296318,4.458438583726228
25,1051,-2.868575062466753,14.046507894841028,-3.515748442977279
26,1053,-2.6438639046349794,14.822755263869892,-0.30944531672027303
27,1055,-2.68888319416482,17.593781998560793,8.097684316882795
28,1057,-2.3525066469945144,16.12610696892439,-0.5265135586918345
29,1059,-3.2394241336216028,20.55650756279749,-2.058442514700285
30,1061,-2.5813226022809936,12.424292918647463,0.46901594718674705
31,1063,-3.2765302471057267,18.13562485286044,3.1772068965267435
32,1065,-3.198013717553962,17.1532756756329,1.3364593517823555
33,1067,-2.106130119396811,3.8679177794887276,2.3048989499822636
34,1069,-1.4868509621981367,4.020860655887812,-0.782352334673484
35,1071,-3.359530299495107,21.45379047017803,2.8346366027005723
36,1073,-2.3013720499558485,14.93472984772003,-12.290606882806799
37,1075,-3.50304392854902,20.71368782856229,-1.52712616956016
38,1077,-2.130486811861876,10.629567146821696,-2.492981477686154
39,1079,-2.9683944137981886,16.55289238639765,1.6455142240694622
40,1081,-1.8817812186966363,3.349630779939293,-4.579333826837464
41,1083,-2.353276632524578,8.28035042427856,2.164983158459665
42,1085,-3.3311945732427657,18.411902954881928,-5.524517645366575
43,1087,-3.2300213950384813,17.37245648792972,7.329736564472334
44,1089,-1.7314837067025757,2.879682470813376,-0.04507612991444607
45,1091,-3.47257436068978,23.625609622495826,5.330608525474698
46,1093,-3.556154609449982,23.2870431161332,5.072121302340846
47,1095,-3.2429280084310714,20.12515995170614,-1.142261148543567
48,1097,-2.3846184432530078,11.82797233388537,-0.05867401313728781
49,1099,-2.451058821108628,12.243578234145268,-8.634154335389109
50,1101,-2.2994009784653096,10.78422963352784,-9.938970369513607
51,1103,-2.59996042214323,13.361955822482987,0.4944408002917636
52,1105,-3.7814005366371886,23.690223326103716,1.1181359970480094
53,1107,-2.966872950027198,16.73332667463601,-1.3138121676390422
54,1109,-2.5044636128584723,11.882684324088501,-7.112003327905315
55,1111,-3.36460969703401,19.42505186572119,8.904348880450177
56,1113,-2.6298196699812744,11.660698600143546,-2.92260831579687
57,1115,-2.9902968625201467,15.507935218722798,-3.0152627579576112
58,1117,-1.5225734215498516,-1.1926264698061653,-4.86903638104757
59,1119,-3.0763862456729805,15.62543979639265,-2.8273073365404287
60,1121,-2.762530587346408,13.70847363557952,2.884951023902625
61,1123,-2.3367198302202046,8.689047855273348,1.6516040886160066
62,1125,-2.5773836068684104,14.623626229111911,-5.381632550839658
63,1127,-4.086592381604537,30.125426540162895,13.729652322348358
64,1129,-3.3156477133272335,18.618335122359483,-3.942617088307279
65,1131,-4.2339071274644136,29.93233625927282,5.250133958366232
66,1133,-2.8324494821010546,14.784269312184806,-2.1875360316540298
67,2013,1.5840664745384532,-40.951464202029605,10.4218478059519
68,2016,1.374303619506209,-38.24188977876694,12.57285557593127
69,2020,-0.5693434196543424,-11.617214959477112,-1.845873645135722
70,2050,-0.9720141975734021,-9.341551904031265,1.7333947183463958
71,2060,13.518017278141464,-9.561322974740069,0.41645180768453577
72,2068,17.48641614226684,-12.900697867479925,-1.2099069437370036
