FIPS,Score,TCI+,Jobs+,Trips/Week+,Routes,Transit Shed,Transit
17115,2.9,1.7,17764,370,3,11,1
17117,0.2,0.1,2,5,0,0,0
17119,3.2,2.0,20477,551,3,12,1
17121,0.5,0.3,561,9,0,0,0
17123,0.0,0.0,0,0,0,0,0
17125,0.0,0.0,0,0,0,0,0
17127,0.0,0.0,0,0,0,0,0
17129,0.0,0.0,0,0,0,0,0
17131,0.0,0.0,0,0,0,0,0
17133,1.0,0.3,4197,75,0,5,0
17135,0.0,0.0,0,0,0,0,0
17137,0.0,0.0,0,0,0,0,0
17139,0.0,0.0,0,0,0,0,0
17141,0.0,0.0,0,0,0,0,0
17143,2.8,1.9,34714,336,3,12,2
17145,0.4,0.3,0,8,0,0,0
17147,0.0,0.0,0,0,0,0,0
17149,0.0,0.0,0,0,0,0,0
17151,0.0,0.0,0,0,0,0,1
17153,0.1,0.0,1036,10,0,0,0
17155,0.0,0.0,0,0,0,0,0
17157,0.0,0.0,0,0,0,0,0
17159,0.0,0.0,0,0,0,0,0
17161,5.1,3.6,35640,1085,6,20,1
17163,5.1,3.8,31231,1510,3,16,4
17165,0.0,0.0,0,0,0,0,0
17167,2.9,1.6,56685,293,4,12,1
17169,0.0,0.0,0,0,0,0,0
17171,0.0,0.0,0,0,0,0,0
17173,0.0,0.0,0,0,0,0,0
17175,0.0,0.0,0,0,0,0,0
17177,0.0,0.0,0,0,0,0,0
17179,1.0,0.7,8740,64,1,2,0
17181,0.0,0.0,0,0,0,0,0
17183,1.2,0.6,4631,172,3,3,0
17185,0.0,0.0,0,0,0,0,0
17187,0.0,0.0,0,0,0,0,0
17189,0.1,0.0,151,4,0,0,0
17191,0.0,0.0,0,0,0,0,0
17193,0.0,0.0,0,0,0,0,0
17195,0.0,0.0,46,4,0,0,0
17197,1.7,1.0,15170,129,1,8,3
17199,0.0,0.0,0,0,0,0,0
17201,2.4,1.4,38588,207,3,18,1
17203,0.0,0.0,0,0,0,0,0
18001,0.0,0.0,0,0,0,0,0
18003,2.1,1.2,23030,185,3,8,0
18005,0.0,0.0,0,0,0,0,0
18007,0.0,0.0,0,0,0,0,0
18009,0.0,0.0,0,0,0,0,0
18011,0.0,0.0,0,0,0,0,0
18013,0.0,0.0,0,0,0,0,0
18015,0.0,0.0,0,0,0,0,0
18017,0.0,0.0,0,0,0,0,0
18019,1.8,1.0,41590,138,1,6,0
18021,0.0,0.0,0,0,0,0,0
18023,0.0,0.0,0,0,0,0,0
18025,0.0,0.0,0,0,0,0,0
18027,0.0,0.0,0,0,0,0,0
18029,0.0,0.0,0,0,0,0,0
18031,0.0,0.0,0,0,0,0,0
18033,0.1,0.1,22,2,0,0,0
18035,3.0,1.5,16631,502,3,9,1
18037,0.0,0.0,0,0,0,0,0
18039,1.8,0.9,13441,193,1,6,0
18041,0.3,0.1,0,1,0,0,0
18043,1.3,0.7,25405,105,1,4,0
18045,0.0,0.0,0,0,0,0,0
18047,0.0,0.0,0,0,0,0,0
18049,0.0,0.0,0,0,0,0,0
18051,0.0,0.0,0,0,0,0,0
18053,0.0,0.0,0,0,0,0,0
18055,0.0,0.0,0,0,0,0,0
18057,0.0,0.0,0,0,0,0,0
18059,0.0,0.0,0,0,0,0,0
18061,0.0,0.0,0,0,0,0,0
18063,0.2,0.1,2990,24,0,1,0
18065,0.0,0.0,0,0,0,0,0
18067,0.0,0.0,0,0,0,0,0
18069,0.0,0.0,0,0,0,0,0
18071,0.0,0.0,0,0,0,0,0
18073,0.2,0.1,0,1,0,0,0
18075,0.0,0.0,0,0,0,0,0
18077,0.0,0.0,0,0,0,0,0
18079,0.0,0.0,0,0,0,0,0
18081,0.5,0.2,3230,62,0,1,0
18083,0.0,0.0,0,0,0,0,0
18085,0.0,0.0,0,0,0,0,0
18087,0.0,0.0,0,0,0,0,0
18089,1.0,0.6,4812,58,1,2,2
18091,0.7,0.5,233,21,0,0,0
18093,0.0,0.0,0,0,0,0,0
18095,0.0,0.0,0,0,0,0,0
18097,4.8,2.5,107458,1486,3,22,1
18099,0.0,0.0,0,0,0,0,0
18101,0.0,0.0,0,0,0,0,0
18103,0.0,0.0,0,0,0,0,0
18105,3.0,2.0,28219,462,5,8,4
18107,0.2,0.1,0,1,0,0,0
18109,0.0,0.0,0,0,0,0,0
18111,0.0,0.0,0,0,0,0,0
18113,0.0,0.0,0,0,0,0,0
18115,0.0,0.0,0,0,0,0,0
18117,0.0,0.0,0,0,0,0,0
18119,0.0,0.0,0,0,0,0,1
18121,0.0,0.0,0,0,0,0,0
18123,0.0,0.0,0,0,0,0,0
18125,0.0,0.0,0,0,0,0,0
18127,0.8,0.4,4550,44,0,2,1
18129,0.0,0.0,0,0,0,0,0
18131,0.0,0.0,0,0,0,0,0
18133,0.0,0.0,0,0,0,0,0
18135,0.0,0.0,0,0,0,0,0
18137,0.0,0.0,0,0,0,0,0
18139,0.0,0.0,0,0,0,0,0
18141,3.0,1.8,26394,368,3,10,1
18143,0.0,0.0,0,0,0,0,0
18145,0.0,0.0,0,0,0,0,0
18147,0.0,0.0,0,0,0,0,0
18149,0.0,0.0,0,0,0,0,0
18151,0.0,0.0,0,0,0,0,0
18153,0.0,0.0,0,0,0,0,0
18155,0.0,0.0,0,0,0,0,0
18157,4.2,3.3,35306,1130,5,13,3
18159,0.0,0.0,0,0,0,0,0
18161,0.0,0.0,0,0,0,0,0
18163,2.8,1.6,30068,281,3,9,1
18165,0.0,0.0,0,0,0,0,0
18167,1.6,0.8,7424,133,2,3,1
18169,0.0,0.0,0,0,0,0,0
18171,0.0,0.0,0,0,0,0,0
18173,0.1,0.0,1728,8,0,0,0
18175,0.0,0.0,0,0,0,0,0
18177,0.0,0.0,0,0,0,0,0
18179,0.0,0.0,0,0,0,0,0
18181,0.0,0.0,0,0,0,0,0
18183,0.0,0.0,0,0,0,0,0
19001,0.0,0.0,0,0,0,0,0
19003,0.0,0.0,0,0,0,0,0
19005,0.0,0.0,0,0,0,0,0
19007,0.0,0.0,0,0,0,0,0
19009,0.0,0.0,0,0,0,0,0
19011,0.0,0.0,0,0,0,0,0
19013,1.8,1.2,7132,221,3,2,0
19015,0.0,0.0,0,0,0,0,0
19017,0.0,0.0,0,0,0,0,0
19019,0.0,0.0,0,0,0,0,0
19021,0.0,0.0,0,0,0,0,0
19023,0.0,0.0,0,0,0,0,0
19025,0.0,0.0,0,0,0,0,0
19027,0.0,0.0,0,0,0,0,0
19029,0.0,0.0,0,0,0,0,0
19031,0.0,0.0,0,0,0,0,0
19033,1.9,0.8,4827,187,2,3,0
19035,0.0,0.0,0,0,0,0,0
19037,0.0,0.0,0,0,0,0,0
19039,0.5,0.3,0,6,0,0,0
19041,0.0,0.0,0,0,0,0,0
19043,0.0,0.0,0,0,0,0,0
19045,1.9,0.9,5435,158,2,4,0
19047,0.0,0.0,0,0,0,0,0
19049,0.9,0.4,25827,89,1,4,0
19051,0.0,0.0,0,0,0,0,0
19053,0.0,0.0,0,0,0,0,0
19055,0.0,0.0,0,0,0,0,0
19057,1.4,0.1,8976,40,3,7,0
19059,0.0,0.0,0,0,0,0,0
19061,3.1,1.2,20387,511,6,8,1
19063,0.0,0.0,0,0,0,0,0
19065,0.0,0.0,0,0,0,0,0
19067,0.0,0.0,0,0,0,0,0
19069,0.0,0.0,0,0,0,0,0
19071,0.0,0.0,0,0,0,0,0
19073,0.0,0.0,0,0,0,0,0
19075,0.0,0.0,0,0,0,0,0
19077,0.0,0.0,0,0,0,0,0
19079,0.0,0.0,0,0,0,0,0
19081,0.0,0.0,0,0,0,0,0
19083,0.0,0.0,0,0,0,0,0
19085,0.0,0.0,0,0,0,0,0
19087,0.3,0.2,0,3,0,0,0
19089,0.0,0.0,0,0,0,0,0
19091,0.0,0.0,0,0,0,0,0
19093,0.0,0.0,0,0,0,0,0
19095,0.0,0.0,0,0,0,0,0
19097,0.0,0.0,0,0,0,0,0
19099,0.0,0.0,0,0,0,0,0
19101,0.0,0.0,0,0,0,0,0
19103,3.4,2.6,41759,765,9,13,6
19105,0.0,0.0,0,0,0,0,0
19107,0.0,0.0,0,0,0,0,0
19109,0.0,0.0,0,0,0,0,0
19111,0.2,0.1,0,1,0,0,0
19113,2.5,1.3,34350,200,2,11,0
19115,0.0,0.0,0,0,0,0,0
19117,0.0,0.0,0,0,0,0,0
19119,0.0,0.0,0,0,0,0,0
19121,0.0,0.0,0,0,0,0,0
19123,0.8,0.0,2536,16,0,2,0
19125,0.0,0.0,0,0,0,0,0
19127,1.3,0.0,7400,89,3,3,0
19129,0.0,0.0,0,0,0,0,1
19131,0.0,0.0,0,0,0,0,0
19133,0.0,0.0,0,0,0,0,0
19135,0.0,0.0,0,0,0,0,0
19137,0.0,0.0,0,0,0,0,0
19139,1.9,0.0,7190,130,2,4,0
19141,0.0,0.0,0,0,0,0,3
19143,0.0,0.0,0,0,0,0,0
19145,0.0,0.0,0,0,0,0,0
19147,0.0,0.0,0,0,0,0,0
19149,0.0,0.0,0,0,0,0,0
19151,0.0,0.0,0,0,0,0,0
19153,3.3,1.9,84268,531,3,17,1
19155,1.6,0.8,23582,146,1,4,1
19157,0.0,0.0,0,0,0,0,0
19159,0.0,0.0,0,0,0,0,0
19161,0.0,0.0,0,0,0,0,0
19163,2.2,2.3,13175,249,3,4,0
19165,0.0,0.0,0,0,0,0,0
19167,0.0,0.0,0,0,0,0,0
19169,4.2,3.2,20856,1223,7,9,5
19171,0.0,0.0,0,0,0,0,0
19173,0.0,0.0,0,0,0,0,0
19175,0.5,0.3,0,2,0,0,0
19177,0.0,0.0,0,0,0,0,1
19179,0.2,0.1,0,1,0,0,0
19181,0.1,0.0,3935,3,0,1,0
19183,0.0,0.0,0,0,0,0,0
19185,0.0,0.0,0,0,0,0,0
19187,2.3,0.9,8910,248,5,6,0
19189,0.0,0.0,0,0,0,0,0
19191,0.0,0.0,0,0,0,0,0
19193,2.9,1.3,20795,248,3,10,1
19195,0.0,0.0,0,0,0,0,0
19197,0.0,0.0,0,0,0,0,0
20001,0.0,0.0,0,0,0,0,0
20003,0.0,0.0,0,0,0,0,0
20005,0.0,0.0,0,0,0,0,0
20007,0.0,0.0,0,0,0,0,0
20009,0.0,0.0,0,0,0,0,0
20011,0.0,0.0,0,0,0,0,0
20013,0.0,0.0,0,0,0,0,0
20015,0.0,0.0,0,0,0,0,0
20017,0.0,0.0,0,0,0,0,1
20019,0.0,0.0,0,0,0,0,0
20021,0.0,0.0,0,0,0,0,0
20023,0.0,0.0,0,0,0,0,0
20025,0.0,0.0,0,0,0,0,0
20027,0.0,0.0,0,0,0,0,0
20029,0.0,0.0,0,0,0,0,0
20031,0.0,0.0,0,0,0,0,0
20033,0.0,0.0,0,0,0,0,0
20035,0.0,0.0,0,0,0,0,0
20037,0.0,0.0,0,0,0,0,0
20039,0.0,0.0,0,0,0,0,0
20041,0.0,0.0,0,0,0,0,0
20043,0.1,0.0,0,0,1,0,0
20045,4.3,2.5,26769,1298,6,10,2
20047,0.0,0.0,0,0,0,0,0
20049,0.0,0.0,0,0,0,0,0
20051,0.0,0.0,0,0,0,0,0
20053,0.0,0.0,0,0,0,0,0
20055,0.2,0.1,0,1,0,0,0
20057,0.3,0.2,0,2,0,0,0
20059,0.0,0.0,0,0,0,0,0
20061,0.0,0.0,0,0,0,0,0
20063,0.0,0.0,0,0,0,0,0
20065,0.0,0.0,0,0,0,0,0
20067,0.0,0.0,0,0,0,0,0
20069,0.0,0.0,0,0,0,0,0
20071,0.0,0.0,0,0,0,0,0
20073,0.0,0.0,0,0,0,0,0
20075,0.0,0.0,0,0,0,0,0
20077,0.0,0.0,0,0,0,0,0
20079,0.4,0.2,0,2,0,0,0
20081,0.0,0.0,0,0,0,0,0
20083,0.0,0.0,0,0,0,0,0
20085,0.0,0.0,0,0,0,0,0
20087,0.0,0.0,0,0,0,0,0
20089,0.0,0.0,0,0,0,0,0
20091,1.9,0.8,51483,177,2,11,0
20093,0.0,0.0,0,0,0,0,0
20095,0.0,0.0,0,0,0,0,0
20097,0.0,0.0,0,0,0,0,0
20099,0.0,0.0,0,0,0,0,0
20101,0.0,0.0,0,0,0,0,0
20103,0.0,0.0,0,0,0,0,0
20105,0.0,0.0,0,0,0,0,0
20107,0.0,0.0,0,0,0,0,0
20109,0.0,0.0,0,0,0,0,0
20111,0.0,0.0,0,0,0,0,0
20113,0.0,0.0,0,0,0,0,0
20115,0.0,0.0,0,0,0,0,0
20117,0.0,0.0,0,0,0,0,0
20119,0.0,0.0,0,0,0,0,0
20121,0.0,0.0,0,0,0,0,0
20123,0.0,0.0,0,0,0,0,0
20125,0.0,0.0,0,0,0,0,0
20127,0.0,0.0,0,0,0,0,0
20129,0.0,0.0,0,0,0,0,0
20131,0.0,0.0,0,0,0,0,0
20133,0.0,0.0,0,0,0,0,0
20135,0.0,0.0,0,0,0,0,0
20137,0.0,0.0,0,0,0,0,0
20139,0.0,0.0,0,0,0,0,0
20141,0.0,0.0,0,0,0,0,0
20143,0.0,0.0,0,0,0,0,0
20145,0.0,0.0,0,0,0,0,0
20147,0.0,0.0,0,0,0,0,0
20149,0.0,0.0,0,0,0,0,0
20151,0.0,0.0,0,0,0,0,0
20153,0.0,0.0,0,0,0,0,0
20155,0.2,0.1,0,1,0,0,0
20157,0.0,0.0,0,0,0,0,0
20159,0.0,0.0,0,0,0,0,0
20161,0.0,0.0,0,0,0,0,0
20163,0.0,0.0,0,0,0,0,0
20165,0.0,0.0,0,0,0,0,0
20167,0.0,0.0,0,0,0,0,0
20169,2.8,1.6,10288,287,2,5,0
20171,0.0,0.0,0,0,0,0,0
20173,2.1,1.2,34153,177,2,10,0
20175,0.0,0.0,0,0,0,0,0
20177,2.5,1.3,38251,258,3,11,0
20179,0.0,0.0,0,0,0,0,0
20181,0.0,0.0,0,0,0,0,0
20183,0.0,0.0,0,0,0,0,0
20185,0.0,0.0,0,0,0,0,0
20187,0.0,0.0,0,0,0,0,1
20189,0.0,0.0,0,0,0,0,0
20191,0.0,0.0,0,0,0,0,0
20193,0.0,0.0,0,0,0,0,0
20195,0.0,0.0,0,0,0,0,0
20197,0.0,0.0,0,0,0,0,0
20199,0.0,0.0,0,0,0,0,0
20201,0.0,0.0,0,0,0,0,0
20203,0.0,0.0,0,0,0,0,0
20205,0.0,0.0,0,0,0,0,0
20207,0.0,0.0,0,0,0,0,0
20209,3.4,2.1,53417,473,3,15,1
21001,0.0,0.0,0,0,0,0,0
21003,0.0,0.0,0,0,0,0,0
21005,0.0,0.0,0,0,0,0,0
21007,0.0,0.0,0,0,0,0,2
21009,0.0,0.0,0,0,0,0,0
21011,0.0,0.0,0,0,0,0,0
21013,0.0,0.0,0,0,0,0,0
21015,1.5,0.7,25837,127,1,4,0
21017,0.0,0.0,0,0,0,0,0
21019,1.7,1.0,11539,87,2,7,0
21021,0.6,0.0,2571,21,1,1,0
21023,0.0,0.0,0,0,0,0,0
21025,0.0,0.0,0,0,0,0,0
21027,0.0,0.0,0,0,0,0,1
21029,0.4,0.1,3608,9,0,2,0
21031,0.0,0.0,0,0,0,0,0
21033,0.0,0.0,0,0,0,0,0
21035,0.0,0.0,0,0,0,0,0
21037,3.5,2.4,73897,501,4,13,2
21039,0.0,0.0,0,0,0,0,0
21041,0.0,0.0,0,0,0,0,0
21043,0.0,0.0,0,0,0,0,0
21045,0.0,0.0,0,0,0,0,0
21047,0.1,0.0,138,4,0,0,0
21049,0.0,0.0,0,0,0,0,0
21051,0.0,0.0,0,0,0,0,0
21053,0.0,0.0,0,0,0,0,0
21055,0.0,0.0,0,0,0,0,0
21057,0.0,0.0,0,0,0,0,0
21059,2.2,1.3,17068,173,2,6,0
21061,0.0,0.0,0,0,0,0,0
21063,0.0,0.0,0,0,0,0,0
21065,0.0,0.0,0,0,0,0,0
21067,3.8,2.0,52947,609,3,10,2
21069,0.0,0.0,0,0,0,0,0
21071,0.0,0.0,0,0,0,0,0
21073,0.0,0.0,0,0,0,0,0
21075,0.2,0.1,0,2,0,0,0
21077,0.0,0.0,0,0,0,0,0
21079,0.0,0.0,0,0,0,0,0
21081,0.0,0.0,0,0,0,0,0
21083,0.0,0.0,0,0,0,0,0
21085,0.0,0.0,0,0,0,0,0
21087,0.0,0.0,0,0,0,0,0
21089,0.1,0.1,766,3,0,0,0
21091,0.0,0.0,0,0,0,0,0
21093,0.0,0.0,0,0,0,0,0
21095,0.0,0.0,0,0,0,0,0
21097,0.0,0.0,0,0,0,0,0
21099,0.0,0.0,0,0,0,0,0
21101,1.6,1.3,5977,115,2,4,0
21103,0.0,0.0,0,0,0,0,0
21105,0.0,0.0,0,0,0,0,0
21107,0.0,0.0,0,0,0,0,0
21109,0.0,0.0,0,0,0,0,2
21111,4.3,2.9,99721,704,4,22,2
21113,0.7,0.0,2178,26,1,1,0
21115,0.0,0.0,0,0,0,0,0
21117,3.2,2.3,74818,576,5,15,2
21119,0.0,0.0,0,0,0,0,0
21121,0.0,0.0,0,0,0,0,0
21123,0.0,0.0,0,0,0,0,0
21125,0.0,0.0,0,0,0,0,0
21127,0.0,0.0,0,0,0,0,0
21129,0.0,0.0,0,0,0,0,0
21131,0.0,0.0,0,0,0,0,1
21133,0.0,0.0,0,0,0,0,0
21135,0.0,0.0,0,0,0,0,0
21137,0.0,0.0,0,0,0,0,0
21139,0.0,0.0,0,0,0,0,0
21141,0.0,0.0,0,0,0,0,0
21143,0.0,0.0,0,0,0,0,0
21145,1.1,0.6,9191,60,1,4,0
21147,0.0,0.0,0,0,0,0,0
21149,0.0,0.0,0,0,0,0,0
21151,0.0,0.0,0,0,0,0,0
21153,0.0,0.0,0,0,0,0,0
21155,0.0,0.0,0,0,0,0,0
21157,0.0,0.0,0,0,0,0,0
21159,0.0,0.0,201,1,0,0,0
21161,0.1,0.1,0,0,0,0,0
21163,0.0,0.0,0,0,0,0,0
21165,0.0,0.0,0,0,0,0,1
21167,0.0,0.0,0,0,0,0,0
21169,0.0,0.0,0,0,0,0,0
21171,0.0,0.0,0,0,0,0,0
21173,0.0,0.0,0,0,0,0,0
21175,0.0,0.0,0,0,0,0,0
21177,0.0,0.0,0,0,0,0,0
21179,0.0,0.0,0,0,0,0,0
21181,0.0,0.0,0,0,0,0,1
21183,0.0,0.0,0,0,0,0,0
21185,0.2,0.1,3687,13,0,0,0
21187,0.0,0.0,0,0,0,0,0
21189,0.0,0.0,0,0,0,0,0
21191,0.0,0.0,0,0,0,0,0
21193,0.0,0.0,0,0,0,0,0
21195,0.0,0.0,127,1,0,0,0
21197,0.0,0.0,0,0,0,0,0
21199,0.0,0.0,0,0,0,0,0
21201,0.0,0.0,0,0,0,0,0
21203,0.0,0.0,0,0,0,0,0
21205,0.0,0.0,0,0,0,0,1
21207,0.0,0.0,0,0,0,0,0
21209,0.6,0.0,1033,27,0,1,0
21211,0.0,0.0,0,0,0,0,0
21213,0.0,0.0,0,0,0,0,0
21215,0.0,0.0,0,0,0,0,0
21217,0.0,0.0,0,0,0,0,0
21219,0.0,0.0,0,0,0,0,0
21221,0.0,0.0,0,0,0,0,0
21223,0.0,0.0,0,0,0,0,0
21225,0.0,0.0,0,0,0,0,0
21227,1.2,0.6,11293,69,2,3,0
21229,0.0,0.0,0,0,0,0,1
21231,0.0,0.0,0,0,0,0,0
21233,0.0,0.0,0,0,0,0,0
21235,0.0,0.0,0,0,0,0,0
21237,0.0,0.0,0,0,0,0,0
21239,0.0,0.0,0,0,0,0,0
22001,0.0,0.0,0,0,0,0,0
22003,0.0,0.0,0,0,0,0,0
22005,0.0,0.0,0,0,0,0,0
22007,0.0,0.0,0,0,0,0,0
22009,0.0,0.0,0,0,0,0,0
22011,0.0,0.0,0,0,0,0,0
22013,0.0,0.0,0,0,0,0,0
22015,0.9,0.4,35472,49,1,20,0
22017,2.8,1.5,68917,284,2,39,1
22019,0.9,0.5,7174,40,1,2,0
22021,0.0,0.0,0,0,0,0,0
22023,0.0,0.0,0,0,0,0,0
22025,0.0,0.0,0,0,0,0,0
22027,0.0,0.0,0,0,0,0,0
22029,0.0,0.0,0,0,0,0,0
22031,0.0,0.0,0,0,0,0,0
22033,3.2,1.9,48624,466,3,14,1
22035,0.0,0.0,0,0,0,0,0
22037,0.0,0.0,0,0,0,0,0
22039,0.0,0.0,0,0,0,0,0
22041,0.0,0.0,0,0,0,0,0
22043,0.0,0.0,0,0,0,0,0
22045,0.2,0.1,49,0,0,0,0
22047,0.0,0.0,0,0,0,0,0
22049,0.0,0.0,0,0,0,0,0
22051,2.7,1.6,82208,193,2,16,1
22053,0.0,0.0,0,0,0,0,0
22055,1.9,1.1,31344,173,2,10,0
22057,0.5,0.3,3546,26,0,2,0
22059,0.0,0.0,0,0,0,0,1
22061,0.0,0.0,0,0,0,0,0
22063,0.0,0.0,0,0,0,0,0
22065,0.0,0.0,0,0,0,0,0
22067,0.0,0.0,0,0,0,0,0
22069,0.0,0.0,0,0,0,0,0
22071,7.4,9.1,124481,1737,6,29,7
22073,1.4,0.8,19832,106,2,10,1
22075,0.1,0.0,3150,55,0,1,0
22077,0.0,0.0,0,0,0,0,0
22079,0.0,0.0,0,0,0,0,1
22081,0.0,0.0,0,0,0,0,0
22083,0.0,0.0,0,0,0,0,0
22085,0.0,0.0,0,0,0,0,0
22087,1.8,0.8,6429,195,1,2,1
22089,0.0,0.0,0,0,0,0,0
22091,0.0,0.0,0,0,0,0,0
22093,0.0,0.0,0,0,0,0,0
22095,0.0,0.0,0,0,0,0,0
22097,0.0,0.0,0,0,0,0,0
22099,0.0,0.0,0,0,0,0,0
22101,0.0,0.0,0,0,0,0,0
22103,0.0,0.0,12,0,0,0,0
22105,0.1,0.0,0,0,0,0,0
22107,0.0,0.0,0,0,0,0,0
22109,1.6,0.8,14277,109,1,6,0
22111,0.0,0.0,0,0,0,0,0
22113,0.0,0.0,0,0,0,0,0
22115,0.0,0.0,0,0,0,0,0
22117,0.0,0.0,0,0,0,0,0
22119,0.0,0.0,0,0,0,0,0
22121,0.0,0.0,0,0,0,0,0
22123,0.0,0.0,0,0,0,0,0
22125,0.0,0.0,0,0,0,0,0
22127,0.0,0.0,0,0,0,0,1
23001,1.2,0.6,7491,102,2,2,0
23003,0.0,0.0,0,0,0,0,0
23005,2.6,1.4,33046,486,3,9,1
23007,0.0,0.0,0,0,0,0,0
23009,0.0,0.0,0,0,0,0,0
23011,0.7,0.3,6829,46,1,3,0
23013,0.0,0.0,0,0,0,0,0
23015,0.0,0.0,0,0,0,0,0
23017,0.0,0.0,0,0,0,0,0
23019,1.2,0.6,12074,98,2,6,0
23021,0.0,0.0,0,0,0,0,0
23023,0.1,0.0,0,0,0,0,0
23025,0.1,0.0,579,2,0,0,0
23027,0.0,0.0,0,0,0,0,0
23029,0.0,0.0,0,0,0,0,0
23031,0.8,0.4,6026,46,1,2,0
24001,1.8,0.9,12591,136,3,11,0
24003,2.4,2.1,45956,384,2,9,3
24005,4.4,5.0,83893,902,3,16,5
24009,1.2,0.6,2992,120,2,4,3
24011,0.6,0.2,2362,23,1,2,0
24013,0.4,0.2,1907,17,1,1,0
24015,1.0,0.5,6217,83,1,5,1
24017,2.3,1.3,9703,301,4,10,6
24019,1.5,0.6,3999,133,3,4,0
24021,1.9,1.1,38610,181,4,9,3
24023,0.0,0.0,4,0,0,0,0
24025,1.6,0.9,12715,112,2,6,1
24027,2.9,1.7,135489,368,4,21,4
24029,0.4,0.2,1003,17,0,1,2
24031,6.9,8.6,228284,3054,10,48,16
24033,5.9,6.4,110582,1709,7,32,16
24035,0.8,0.3,4637,95,3,2,2
24037,1.6,0.6,7554,274,3,6,2
24039,1.1,0.5,3182,138,2,3,0
24041,1.3,0.6,7856,111,4,4,1
24043,1.1,0.5,4113,141,2,1,1
24045,1.2,0.5,7332,116,2,2,0
24047,1.7,1.2,3621,190,2,3,2
24510,8.4,17.0,289911,3930,11,49,18
25001,1.2,0.7,3110,129,2,2,1
25003,1.6,0.7,6275,174,2,2,1
25005,2.4,2.1,20935,212,3,8,2
25007,3.6,2.5,2851,1048,5,6,4
25009,3.8,2.9,44523,563,4,11,6
25011,1.4,0.7,5860,136,2,3,1
25013,4.4,2.5,54176,1269,4,14,2
25015,2.7,1.6,18332,750,3,7,3
25017,5.3,6.8,230700,1864,6,23,12
25019,4.0,4.0,3470,592,3,5,1
25021,4.9,6.8,159808,1353,3,22,15
25023,2.3,1.6,15902,292,2,6,5
25025,9.2,23.7,614647,7663,15,46,33
25027,2.3,1.2,23913,355,3,6,1
26001,0.0,0.0,0,0,0,0,0
26003,0.0,0.0,0,0,0,0,2
26005,0.2,0.1,1741,15,0,1,0
26007,0.0,0.0,0,0,0,0,0
26009,0.0,0.0,0,0,0,0,0
26011,0.2,0.1,2264,14,0,4,0
26013,0.0,0.0,0,0,0,0,0
26015,0.0,0.0,0,0,0,0,0
26017,2.8,1.6,20793,309,3,27,0
26019,0.0,0.0,0,0,0,0,1
26021,0.2,0.1,55,2,0,0,0
26023,0.0,0.0,0,0,0,0,0
26025,1.6,1.0,10586,136,2,6,0
26027,0.2,0.2,381,3,0,0,0
26029,0.0,0.0,0,0,0,0,0
26031,0.0,0.0,0,0,0,0,1
26033,0.0,0.0,0,0,0,0,0
26035,0.0,0.0,0,0,0,0,1
26037,0.4,0.2,6889,94,0,2,1
26039,0.0,0.0,0,0,0,0,0
26041,0.0,0.0,0,0,0,0,0
26043,0.0,0.0,0,0,0,0,0
26045,0.8,0.4,15728,93,0,3,1
26047,0.0,0.0,0,0,0,0,0
26049,1.9,1.2,13581,252,1,9,1
26051,0.0,0.0,0,0,0,0,0
26053,0.0,0.0,0,0,0,0,0
26055,2.1,1.1,10476,447,2,4,1
26057,0.0,0.0,0,0,0,0,0
26059,0.0,0.0,0,0,0,0,0
26061,0.0,0.0,0,0,0,0,0
26063,0.0,0.0,0,0,0,0,0
26065,4.3,2.8,69396,878,4,18,3
26067,0.0,0.0,0,0,0,0,0
26069,0.0,0.0,0,0,0,0,0
26071,0.0,0.0,0,0,0,0,0
26073,0.0,0.0,0,0,0,0,1
26075,1.0,0.5,2802,91,1,1,0
26077,2.7,1.3,24528,293,3,9,1
26079,0.0,0.0,0,0,0,0,0
26081,3.7,2.7,58890,990,3,16,2
26083,0.0,0.0,0,0,0,0,0
26085,0.0,0.0,0,0,0,0,0
26087,0.1,0.1,31,1,0,0,0
26089,0.5,0.1,3393,75,1,1,0
26091,0.0,0.0,0,0,0,0,0
26093,0.0,0.0,0,0,0,0,0
26095,0.0,0.0,0,0,0,0,0
26097,0.0,0.0,0,0,0,0,2
26099,2.5,1.5,52595,284,2,23,0
26101,0.0,0.0,0,0,0,0,0
26103,1.4,0.6,3311,137,2,2,0
26105,0.0,0.0,0,0,0,0,0
26107,0.1,0.0,12,6,0,0,0
26109,0.0,0.0,0,0,0,0,0
26111,0.3,0.1,2970,19,0,3,0
26113,0.0,0.0,0,0,0,0,0
26115,0.8,0.4,3359,94,1,2,1
26117,0.0,0.0,0,0,0,0,0
26119,0.0,0.0,0,0,0,0,0
26121,1.4,0.7,5672,111,2,5,0
26123,0.0,0.0,0,0,0,0,0
26125,2.0,1.2,63852,263,2,17,0
26127,0.0,0.0,0,0,0,0,0
26129,0.0,0.0,0,0,0,0,0
26131,0.0,0.0,0,0,0,0,0
26133,0.0,0.0,0,0,0,0,0
26135,0.0,0.0,0,0,0,0,0
26137,0.0,0.0,0,0,0,0,0
26139,1.1,0.6,7575,234,1,3,0
26141,0.0,0.0,0,0,0,0,0
26143,0.0,0.0,0,0,0,0,0
26145,1.8,1.1,14963,219,2,7,0
26147,1.4,0.8,4883,151,1,3,0
26149,0.0,0.0,0,0,0,0,0
26151,0.0,0.0,0,0,0,0,0
26153,0.0,0.0,0,0,0,0,1
26155,0.1,0.0,26,1,0,0,0
