,totalvotes,totalvotes,totalvotes,totalvotes,totalvotes,Prop_Blue,Prop_Blue,Prop_Blue,Prop_Blue,Prop_Blue
year,2000,2004,2008,2012,2016,2000,2004,2008,2012,2016
FIPS,,,,,,,,,,
18105.0,40220.0,50467.0,63215.0,57223.0,58454.0,0.4356787667826952,0.5343095488140766,0.6556988056632128,0.5843105045174143,0.58534916344476
18107.0,13101.0,14548.0,15285.0,14440.0,15156.0,0.2976108693992825,0.24305746494363487,0.39339221458946677,0.29577562326869805,0.22182633940353655
18109.0,22036.0,26029.0,28811.0,28266.0,31280.0,0.2826284262116537,0.25548426754773523,0.3585436118149318,0.2819288190759216,0.19309462915601022
18111.0,5510.0,5848.0,6045.0,5654.0,5795.0,0.3813067150635209,0.34746922024623805,0.43424317617866004,0.3912274495932083,0.24227782571182052
18113.0,14216.0,15679.0,16974.0,16244.0,16890.0,0.3391952729319077,0.2999553542955546,0.41616590078944266,0.3219034720512189,0.2311426879810539
18115.0,2492.0,2958.0,2918.0,2819.0,2921.0,0.3816211878009631,0.3850574712643678,0.3968471555860178,0.3526073075558709,0.23485107839780897
18117.0,7458.0,8652.0,8086.0,7776.0,8192.0,0.3487530168946098,0.3334489135460009,0.4192431362849369,0.37795781893004116,0.25
18119.0,6503.0,7604.0,8170.0,8113.0,8557.0,0.34645548208519145,0.3335086796422935,0.4369645042839657,0.3479600640946629,0.22741615052004208
18121.0,6447.0,6971.0,6964.0,6515.0,6582.0,0.3848301535597953,0.3388323052646679,0.4198736358414704,0.32386799693016116,0.2189304162868429
18123.0,7387.0,8315.0,8490.0,7875.0,8055.0,0.5175307973466902,0.4968129885748647,0.6055359246171967,0.548063492063492,0.3801365611421477
18125.0,6302.0,6212.0,6028.0,5926.0,5977.0,0.41336083782926053,0.3892466194462331,0.44790975447909753,0.35858926763415455,0.2169984942278735
18127.0,59378.0,64873.0,73916.0,73039.0,77190.0,0.45117720367812997,0.45300818522343655,0.5300340927539369,0.5100288886759129,0.43627412877315713
18129.0,11110.0,11986.0,12771.0,12226.0,12467.0,0.39873987398739874,0.3408142833305523,0.4563464098347819,0.3707672174055292,0.2824256035934868
18131.0,5518.0,5614.0,5964.0,5399.0,5459.0,0.3477709314969192,0.3117206982543641,0.4134808853118712,0.3517318021855899,0.2430848140685107
18133.0,11871.0,13136.0,14646.0,13829.0,14715.0,0.34731699098643753,0.3123477466504263,0.43247303017888844,0.325909320992118,0.22806659870880056
18135.0,10132.0,11092.0,10808.0,10189.0,10458.0,0.38551125148045795,0.3436711143166246,0.44772390821613617,0.36990872509569145,0.23388793268311342
18137.0,10675.0,11834.0,12188.0,10983.0,12810.0,0.3276814988290398,0.2966030082812236,0.3435346242205448,0.29509241555130655,0.19289617486338798
18139.0,7284.0,7421.0,7629.0,7026.0,7214.0,0.32537067545304776,0.2695054574855141,0.4232533752785424,0.316111585539425,0.21139451067369006
18141.0,97474.0,108619.0,118389.0,110704.0,110060.0,0.48939204300634015,0.4846021414301365,0.5803748659081502,0.5100086717733776,0.47475922224241324
18143.0,7846.0,8677.0,8877.0,8720.0,9101.0,0.4989803721641601,0.44047481848565173,0.48113101272952574,0.45848623853211007,0.29029776947588176
18145.0,15310.0,16027.0,17574.0,16760.0,17994.0,0.3510124101894187,0.28196168964871776,0.39757596449300103,0.31974940334128876,0.23602311881738358
18147.0,8987.0,9924.0,10181.0,9728.0,9979.0,0.4174919327918104,0.39500201531640466,0.4949415578037521,0.41385690789473684,0.2867020743561479
18149.0,8701.0,8937.0,9466.0,8754.0,9226.0,0.47534766118836913,0.446122860020141,0.5047538559053455,0.4351153758281928,0.26978105354433124
18151.0,11277.0,12905.0,14146.0,13695.0,14566.0,0.3638379001507493,0.3366912049593181,0.4442245157641736,0.3543629061701351,0.257036935328848
18153.0,8262.0,8394.0,8782.0,8290.0,8559.0,0.46393125151295084,0.39802239695020253,0.4878159872466409,0.38492159227985523,0.2468746348872532
18155.0,3239.0,3671.0,3640.0,3397.0,3699.0,0.4124729854893486,0.4028874965949333,0.45,0.4230203120400353,0.25141930251419303
18157.0,46295.0,52360.0,68436.0,56896.0,62515.0,0.39356301976455343,0.3975935828877005,0.552063241568765,0.46947061304836896,0.4364072622570583
18159.0,7316.0,7892.0,7827.0,7365.0,7510.0,0.32695462001093495,0.2791434363912823,0.4152293343554363,0.3302104548540394,0.21131824234354193
18161.0,2828.0,3344.0,3348.0,3100.0,3291.0,0.3277934936350778,0.3125,0.3655913978494624,0.32838709677419353,0.21725919173503494
18163.0,66221.0,70654.0,77656.0,72404.0,72507.0,0.44127995650926444,0.4071531689642483,0.507661996497373,0.4381663996464284,0.3934792502792834
18165.0,6633.0,7017.0,7135.0,6581.0,6939.0,0.508065731946329,0.48795781673079663,0.5610371408549404,0.45266676796839384,0.29989912091079407
18167.0,36228.0,39744.0,43706.0,39877.0,39818.0,0.48498399028375844,0.4636171497584541,0.5729190500160161,0.49432003410487246,0.4000954342257271
18169.0,12883.0,13602.0,13871.0,12874.0,13468.0,0.33198789101917253,0.28819291280694015,0.39333862014274384,0.30860649370824916,0.2240867240867241
18171.0,3768.0,3960.0,3998.0,3800.0,3930.0,0.3903927813163482,0.3424242424242424,0.4389694847423712,0.34842105263157896,0.21348600508905852
18173.0,22309.0,26025.0,28665.0,24630.0,29589.0,0.39217356223945493,0.3450528338136407,0.430106401534973,0.35700365408038975,0.307073574639224
18175.0,9801.0,10880.0,11305.0,10737.0,11382.0,0.3749617385981022,0.35652573529411763,0.40353825740822646,0.36406817546800785,0.23159374450887366
18177.0,25151.0,27657.0,28562.0,25477.0,25579.0,0.40845294421692974,0.38959395451422785,0.47122050276591276,0.41570828590493386,0.3253450095781696
18179.0,11281.0,12354.0,13073.0,12935.0,13185.0,0.29421150607215674,0.25190221790513195,0.3368010403120936,0.2656358716660224,0.19613196814562003
18181.0,9904.0,10366.0,10767.0,9903.0,10053.0,0.36904281098546043,0.3161296546401698,0.4494288102535525,0.3672624457235181,0.25763453695414307
18183.0,12432.0,13481.0,15188.0,15011.0,15623.0,0.33035714285714285,0.28781247681922706,0.38596260205425337,0.2944507361268403,0.2162836843115919
19001.0,4123.0,4278.0,4053.0,3996.0,3811.0,0.4251758428328887,0.4310425432445068,0.47471009129040215,0.44794794794794796,0.2972972972972973
19003.0,2145.0,2325.0,2206.0,2185.0,2106.0,0.41818181818181815,0.42021505376344087,0.5067996373526745,0.47048054919908466,0.26828110161443497
19005.0,6462.0,7062.0,7059.0,6934.0,6923.0,0.44614670380687094,0.4883885584820164,0.5625442697265902,0.5124026535910009,0.3497038855987289
19007.0,5704.0,6450.0,6176.0,6245.0,6136.0,0.4488078541374474,0.47488372093023257,0.4808937823834197,0.47253803042433945,0.29563233376792697
19009.0,3784.0,3592.0,3435.0,3457.0,3412.0,0.4704016913319239,0.44766146993318484,0.506259097525473,0.4660109921897599,0.31652989449003516
19011.0,11766.0,13501.0,13712.0,14023.0,13844.0,0.5027197008329084,0.49974075994370787,0.5147316219369895,0.4893389431648007,0.3379081190407397
19013.0,55085.0,63907.0,64775.0,67141.0,64405.0,0.5466460924026505,0.5538047475237454,0.6049247394828252,0.5930951281631194,0.5004735657169475
19015.0,12249.0,14009.0,13929.0,14388.0,14196.0,0.5118785206955669,0.5016061103576273,0.5281068274822314,0.5221017514595496,0.3903212172442942
19017.0,11175.0,12779.0,12871.0,13346.0,13538.0,0.4625503355704698,0.47147664136473905,0.5391966436174346,0.5067435935860932,0.3956271236519427
19019.0,9410.0,10475.0,10338.0,10535.0,10252.0,0.5361317747077577,0.5353699284009547,0.5852195782549816,0.5610821072615092,0.3872415138509559
19021.0,7977.0,8490.0,8418.0,8383.0,8278.0,0.41331327566754417,0.41460541813898705,0.4840817296269898,0.44136943814863416,0.34501087219135057
19023.0,6724.0,7475.0,7166.0,7545.0,7513.0,0.40675193337299226,0.4014715719063545,0.46943901758303097,0.4412193505632869,0.28710235591641153
19025.0,5041.0,5542.0,5195.0,5230.0,5159.0,0.4229319579448522,0.40472753518585347,0.45062560153994224,0.42791586998087955,0.2709827485946889
19027.0,9568.0,10524.0,10387.0,10674.0,10544.0,0.4664506688963211,0.44555302166476624,0.5104457494945606,0.4634626194491287,0.31382776934749623
19029.0,6880.0,7543.0,7350.0,7205.0,7125.0,0.3606104651162791,0.35516372795969775,0.4368707482993197,0.39666897987508676,0.27382456140350875
19031.0,8344.0,9694.0,9665.0,9649.0,9541.0,0.4833413231064238,0.489684340829379,0.54019658561821,0.5152865581925589,0.377214128498061
19033.0,22162.0,24516.0,24140.0,23824.0,22965.0,0.5498149986463315,0.5454397128405939,0.5967274233637117,0.5589321692411015,0.42943609841062486
19035.0,6592.0,6796.0,6365.0,6415.0,6258.0,0.43158373786407767,0.4396703943496174,0.4540455616653574,0.4106001558846454,0.2682965803771173
19037.0,6584.0,6806.0,6583.0,6484.0,6435.0,0.5217193195625759,0.5448133999412283,0.5959289077927996,0.5481184454040715,0.35213675213675216
19039.0,4176.0,4566.0,4443.0,4430.0,4454.0,0.49832375478927204,0.508760402978537,0.49921224397929326,0.49413092550790066,0.3289178266726538
19041.0,7578.0,8588.0,8398.0,8502.0,8617.0,0.4346793349168646,0.4130181648812296,0.46737318409145034,0.398141613737944,0.26099570616223744
19043.0,8571.0,9168.0,8989.0,9138.0,9129.0,0.49445805623614514,0.5165794066317626,0.5779285793747914,0.525935653315824,0.35458429181728557
19045.0,22180.0,24684.0,24719.0,25000.0,23067.0,0.5534715960324617,0.5595932587911198,0.6075488490634734,0.60564,0.4376381844193003
19047.0,6555.0,7242.0,7191.0,6752.0,6935.0,0.43295194508009155,0.44462855564761117,0.5166179947156168,0.4540876777251185,0.28709444844989185
19049.0,19330.0,26293.0,32640.0,38116.0,38252.0,0.4428867046042421,0.41520556802190695,0.4641237745098039,0.43488298877111975,0.41046219805500367
19051.0,3758.0,3918.0,3815.0,3773.0,3882.0,0.44997339010111764,0.44180704441041346,0.44036697247706424,0.4028624436787702,0.25167439464193714
19053.0,3709.0,4011.0,4102.0,3833.0,3734.0,0.4513345915341062,0.46347544253303413,0.4841540711847879,0.46725802243673364,0.3216389930369577
19055.0,8349.0,9200.0,8901.0,9378.0,9241.0,0.4561025272487723,0.45945652173913043,0.5223008650713403,0.49221582426956706,0.31998701439238175
19057.0,19365.0,20874.0,20570.0,20385.0,19103.0,0.5861605990188484,0.5967231963207819,0.6058337384540593,0.5831739023792004,0.4298801235408051
19059.0,8121.0,9553.0,9906.0,10159.0,10354.0,0.4506834133727374,0.43337171569140587,0.4668887542903291,0.40309085539915346,0.2951516322194321
19061.0,40323.0,47043.0,47953.0,50894.0,49721.0,0.5540510378692062,0.5646111004825373,0.5966467165766479,0.565253271505482,0.4595643691800245
19063.0,4630.0,5156.0,5015.0,4687.0,4753.0,0.46760259179265656,0.4664468580294802,0.5124626121635095,0.44783443567313846,0.28550389227856093
19065.0,9621.0,10392.0,10259.0,10366.0,9975.0,0.4822783494439247,0.498941493456505,0.5758845891412419,0.5529616052479259,0.3698245614035088
19067.0,7238.0,8167.0,8091.0,8257.0,8060.0,0.5291516993644653,0.5325088771886862,0.5959708317884068,0.5667918130071454,0.3944168734491315
19069.0,4938.0,5521.0,5148.0,5186.0,4968.0,0.42972863507492914,0.42383626154682125,0.5001942501942502,0.43694562283069804,0.3005233494363929
19071.0,3616.0,3911.0,3894.0,3668.0,3595.0,0.40348451327433627,0.38609051393505495,0.4745762711864407,0.4462922573609597,0.2678720445062587
19073.0,4719.0,5113.0,4804.0,4846.0,4821.0,0.48760330578512395,0.48093096029728144,0.49354704412989175,0.49009492364836976,0.3507571043352002
19075.0,6111.0,6849.0,6828.0,6962.0,6872.0,0.35002454590083454,0.3483720251131552,0.4086115992970123,0.3784831944843436,0.270081490104773
19077.0,5469.0,5994.0,5847.0,5888.0,5750.0,0.455842018650576,0.43610276943610277,0.44894817855310415,0.43631114130434784,0.3012173913043478
19079.0,7574.0,8335.0,8078.0,7927.0,7694.0,0.4498283601795617,0.4673065386922616,0.49740034662045063,0.4771035700769522,0.35430205354821936
19081.0,5438.0,5905.0,5930.0,5925.0,5871.0,0.41945568223611623,0.4206604572396274,0.4730185497470489,0.42548523206751054,0.2703117015840572
19083.0,8435.0,8949.0,8859.0,8898.0,8533.0,0.44267931238885594,0.4486534808358476,0.4958798961508071,0.4579680827152169,0.32661432087190906
19085.0,6543.0,7680.0,7578.0,7322.0,7465.0,0.3898823169799786,0.37838541666666664,0.4691211401425178,0.42829827915869984,0.2854655056932351
19087.0,8671.0,9457.0,9377.0,9697.0,9404.0,0.45058240110713876,0.4363963201861055,0.46379439053002025,0.4599360626998041,0.3088047639302425
19089.0,4491.0,4697.0,4728.0,4645.0,4559.0,0.5401914940993098,0.5565254417713434,0.6220389170896785,0.5959095801937567,0.3678438254003071
19091.0,4940.0,5350.0,5122.0,5158.0,5087.0,0.3945344129554656,0.4011214953271028,0.4217102694260055,0.38231872818922064,0.2461175545508158
19093.0,3491.0,3774.0,3547.0,3663.0,3612.0,0.4041821827556574,0.3749337572866985,0.409923879334649,0.36063336063336066,0.21926910299003322
19095.0,7413.0,8454.0,8546.0,8866.0,8904.0,0.4357210306218805,0.45434114028862077,0.49169201965831966,0.46740356417775775,0.3463611859838275
19097.0,9032.0,10011.0,9955.0,10242.0,10310.0,0.5474977856510186,0.5649785236240136,0.6129583124058262,0.5767428236672525,0.37216294859359844
19099.0,17835.0,20062.0,19421.0,19515.0,19034.0,0.48774880852256797,0.5198883461270063,0.5277792080737346,0.5255956956187549,0.37348954502469267
19101.0,7548.0,8281.0,8631.0,8530.0,8156.0,0.3793057763645999,0.5422050476995532,0.5874174487313173,0.5624853458382181,0.4548798430603237
19103.0,52769.0,65373.0,72975.0,75977.0,76940.0,0.5907635164585268,0.6401266577945023,0.6992394655704008,0.6668597075430722,0.6524564595788926
19105.0,9143.0,9978.0,10004.0,10449.0,10133.0,0.5129607349885158,0.5065143315293646,0.5443822471011596,0.5296200593358216,0.3737293989933879
19107.0,4947.0,5480.0,5361.0,5266.0,4985.0,0.4408732565191025,0.41861313868613137,0.4696884909531804,0.43733383972654766,0.26920762286860583
19109.0,8878.0,9258.0,9097.0,8923.0,8607.0,0.44604640684838925,0.4463166990710737,0.5084093657249643,0.43146923680376553,0.2954571860113861
19111.0,16572.0,17858.0,17224.0,18911.0,16151.0,0.5812213371952691,0.5684847127337888,0.5701927542963307,0.5665485696155677,0.3848058943718655
19113.0,92064.0,110740.0,113355.0,118453.0,117098.0,0.5311196558915537,0.5458009752573596,0.6002117242291914,0.5789722505972833,0.5032963842251789
19115.0,4637.0,4916.0,4920.0,4968.0,5008.0,0.4947164114729351,0.4672497965825875,0.5128048780487805,0.49355877616747185,0.329073482428115
19117.0,4303.0,4571.0,4471.0,4323.0,4354.0,0.44945386939344645,0.43469700284401663,0.4538134645493178,0.45963451306962755,0.2845659163987138
19119.0,5342.0,6101.0,6217.0,6509.0,6377.0,0.24578809434668664,0.2135715456482544,0.26942255106964774,0.21862037179290214,0.14426846479535832
19121.0,6969.0,8004.0,8480.0,8458.0,8636.0,0.4438226431338786,0.4222888555722139,0.4402122641509434,0.4291794750532041,0.310097267253358
19123.0,9543.0,10728.0,10932.0,10883.0,10632.0,0.353138426071466,0.35328113348247575,0.4083424807903403,0.38711752274189104,0.24633182844243792
19125.0,14408.0,16696.0,17030.0,17687.0,17816.0,0.39845918933925595,0.39374700527072354,0.43576042278332355,0.42443602646011197,0.3077009429726089
19127.0,17624.0,19164.0,18657.0,19064.0,17980.0,0.47219700408533816,0.492746816948445,0.5372246341855604,0.538029794376836,0.42558398220244714
19129.0,5915.0,6940.0,7282.0,7212.0,7698.0,0.3447168216398986,0.3325648414985591,0.4086789343586927,0.3948973932334997,0.27149909067290207
19131.0,5162.0,5480.0,5766.0,5586.0,5417.0,0.5133669120495932,0.5082116788321168,0.551335414498786,0.5068027210884354,0.34853239800627656
19133.0,4560.0,5018.0,4796.0,4742.0,4572.0,0.45745614035087717,0.47768035073734555,0.47852376980817346,0.44306199915647404,0.2727471566054243
19135.0,3647.0,3963.0,3873.0,3830.0,3865.0,0.4658623526185906,0.46807973757254606,0.46423960753937515,0.45195822454308093,0.27322121604139715
19137.0,5394.0,5556.0,5287.0,5025.0,5044.0,0.3407489803485354,0.341792656587473,0.43994703990921125,0.3824875621890547,0.26050753370341
19139.0,16076.0,18717.0,19119.0,19865.0,19434.0,0.5012440905697935,0.5098039215686274,0.571159579475914,0.5699974830103196,0.4305855716785016
19141.0,7044.0,7731.0,7333.0,7341.0,7406.0,0.3080636002271437,0.3013840382874143,0.3188326742124642,0.26821958861190576,0.17755873615987036
19143.0,3063.0,3266.0,3127.0,3194.0,3213.0,0.2980737838720209,0.2859767299448867,0.3316277582347298,0.2855353788353162,0.17180205415499533
19145.0,7059.0,7513.0,7356.0,7079.0,7044.0,0.324833545828021,0.29428989751098095,0.3942359978249048,0.36911993219381267,0.2565303804656445
19147.0,4823.0,5191.0,4806.0,4887.0,4703.0,0.48227244453659546,0.4781352340589482,0.5052018310445276,0.4376918354818907,0.2972570699553477
19149.0,10118.0,12222.0,12512.0,12950.0,13190.0,0.3458193318837715,0.35002454590083454,0.36996483375959077,0.32154440154440156,0.21872630780894617
19151.0,4141.0,4313.0,4011.0,4032.0,3865.0,0.4192224100458826,0.42244377463482496,0.4487658937920718,0.3777281746031746,0.24915912031047865
19153.0,174167.0,202618.0,214386.0,228882.0,231555.0,0.5151090619922258,0.5192924616766527,0.5643278945453528,0.561271747013745,0.5173889572671719
19155.0,34467.0,41820.0,42320.0,42301.0,42680.0,0.42724925290857924,0.40425633668101385,0.4828922495274102,0.4643861847237654,0.35977038425492036
19157.0,8980.0,10091.0,10031.0,9975.0,9833.0,0.47015590200445434,0.49975225448419386,0.5501943973681587,0.5370426065162908,0.43770975287297875
19159.0,2692.0,2778.0,2689.0,2599.0,2707.0,0.46285289747399705,0.462922966162707,0.4596504276682782,0.4563293574451712,0.2781677133357961
19161.0,5033.0,5374.0,5053.0,5291.0,5212.0,0.4170474865885158,0.4121697059918124,0.44646744508212943,0.40105840105840107,0.2436684574059862
19163.0,70568.0,82722.0,86371.0,90263.0,86220.0,0.508119827683936,0.5091994874398588,0.5664748584594366,0.5611601652947498,0.46903270702853167
19165.0,6009.0,6670.0,6453.0,6483.0,6370.0,0.36262273256781496,0.3530734632683658,0.4436696110336278,0.38084220268394264,0.2609105180533752
19167.0,14692.0,16570.0,16664.0,17308.0,18194.0,0.14620201470187857,0.13633071816535908,0.18182909265482478,0.1559972267159695,0.12641530174782895
19169.0,35364.0,44652.0,46575.0,47150.0,50667.0,0.49423142178486595,0.5217235510167517,0.5700053676865271,0.5555037115588547,0.5074111354530563
19171.0,8315.0,9001.0,8850.0,9017.0,8752.0,0.4864702345159351,0.4985001666481502,0.5535593220338983,0.5287789730509038,0.36517367458866545
19173.0,3096.0,3190.0,3026.0,2995.0,3029.0,0.4027777777777778,0.3924764890282132,0.44514210178453406,0.4213689482470785,0.2502476064707824
19175.0,5740.0,5978.0,5909.0,5957.0,5832.0,0.4425087108013937,0.4595182335229174,0.5077001184633609,0.5108275977841196,0.3295610425240055
19177.0,3561.0,3836.0,3608.0,3569.0,3561.0,0.4043807919123842,0.40875912408759124,0.4284922394678492,0.3928271224432614,0.2372928952541421
19179.0,15139.0,16707.0,15931.0,15770.0,15149.0,0.5518858577184754,0.5461782486382953,0.553637561986065,0.5493341788205454,0.36926529803947455
19181.0,19653.0,23053.0,24880.0,26072.0,27300.0,0.4844552994453773,0.465449182319004,0.49433279742765274,0.4813976679963179,0.38135531135531137
19183.0,9094.0,10688.0,10626.0,11004.0,10929.0,0.43237299318231803,0.42992140718562877,0.4865424430641822,0.4648309705561614,0.3607832372586696
19185.0,3021.0,3133.0,2980.0,2900.0,2940.0,0.43032108573320094,0.44015320778806255,0.45536912751677855,0.43137931034482757,0.2445578231292517
19187.0,17048.0,18631.0,18554.0,18292.0,17430.0,0.4973603941811356,0.5131769631259728,0.5344939096690741,0.5213754646840149,0.361732644865175
19189.0,5527.0,5952.0,6082.0,5918.0,5787.0,0.4868825764429166,0.45480510752688175,0.5350213745478462,0.490537343697195,0.3336789355451875
19191.0,9417.0,10784.0,11280.0,11084.0,11362.0,0.46076245088669426,0.49647626112759646,0.6054078014184398,0.5644171779141104,0.46241858827671184
19193.0,37896.0,44195.0,44801.0,45019.0,43718.0,0.46683027232425583,0.48546215635252854,0.49068101158456284,0.4953908349807859,0.3707854888146759
19195.0,4004.0,4123.0,4257.0,4172.0,4257.0,0.5514485514485514,0.554450642735872,0.6030068123091379,0.5632790028763183,0.3594080338266385
19197.0,6336.0,6603.0,6395.0,6278.0,6026.0,0.4412878787878788,0.44373769498712706,0.48506645817044564,0.45173622172666456,0.3146365748423498
20001.0,5766.0,5873.0,5855.0,5310.0,5454.0,0.36975372875476936,0.32726034394687553,0.373868488471392,0.3519774011299435,0.2627429409607627
20003.0,3478.0,3863.0,3626.0,3315.0,3350.0,0.38154111558366877,0.3352316852187419,0.3240485383342526,0.28476621417797887,0.20059701492537313
20005.0,6900.0,7118.0,7191.0,6674.0,6575.0,0.45956521739130435,0.43832537229558866,0.45070226672229174,0.38462691039856156,0.30250950570342205
20007.0,2498.0,2403.0,2462.0,2314.0,2252.0,0.25500400320256206,0.24469413233458176,0.24289195775792038,0.20829732065687123,0.1269982238010657
20009.0,10955.0,11706.0,11057.0,10341.0,10269.0,0.2955727978092195,0.24551512045105076,0.27376322691507643,0.22212551977565032,0.17908267601519134
20011.0,6308.0,6686.0,6781.0,6254.0,6093.0,0.35050729232720357,0.3314388274005384,0.3530452735584722,0.31915574032619126,0.21926801247333005
20013.0,4691.0,4418.0,4376.0,3993.0,4036.0,0.3223193348966105,0.2870076957899502,0.3009597806215722,0.26947157525669924,0.21382556987115955
20015.0,21002.0,26280.0,27873.0,26085.0,27657.0,0.3216360346633654,0.2851978691019787,0.3285975675384781,0.27916427065363236,0.23766135155656795
20017.0,1317.0,1501.0,1384.0,1271.0,1369.0,0.2968868640850418,0.27848101265822783,0.27673410404624277,0.2816679779701023,0.2308254200146092
20019.0,1880.0,1960.0,1852.0,1630.0,1481.0,0.23563829787234042,0.20612244897959184,0.21652267818574514,0.17177914110429449,0.13301823092505063
20021.0,9130.0,9913.0,9665.0,8571.0,8620.0,0.41434830230010955,0.37587006960556846,0.3718572167615106,0.34185042585462605,0.2325986078886311
20023.0,1727.0,1692.0,1498.0,1426.0,1407.0,0.2026635784597568,0.18912529550827423,0.21562082777036048,0.16339410939691446,0.12864250177683015
20025.0,1261.0,1291.0,1159.0,1017.0,1005.0,0.2315622521808089,0.19907048799380325,0.21138912855910266,0.1710914454277286,0.11940298507462686
20027.0,4088.0,4010.0,4054.0,3686.0,3820.0,0.2326320939334638,0.19775561097256858,0.24888998519980265,0.22626153011394465,0.17722513089005235
20029.0,4503.0,4503.0,4451.0,4058.0,3930.0,0.2918054630246502,0.2687097490561848,0.277016400808807,0.24001971414489898,0.19363867684478372
20031.0,4040.0,4408.0,4232.0,3906.0,4068.0,0.296039603960396,0.24795825771324864,0.2648865784499055,0.22990271377368152,0.17871189773844642
20033.0,1006.0,981.0,974.0,928.0,867.0,0.20974155069582506,0.2038735983690112,0.19917864476386038,0.1540948275862069,0.11764705882352941
20035.0,14210.0,14447.0,13787.0,12710.0,12621.0,0.38951442646023926,0.3334948432200457,0.3635308624066149,0.3398111723052714,0.2813564693764361
20037.0,15034.0,16527.0,16075.0,14945.0,14891.0,0.4706664892909405,0.46088219277545833,0.4949922239502333,0.4567413850786216,0.34913706265529515
20039.0,1759.0,1740.0,1548.0,1532.0,1452.0,0.24104604889141557,0.20402298850574713,0.22157622739018087,0.17362924281984335,0.12258953168044077
20041.0,8092.0,8791.0,8667.0,8042.0,8210.0,0.29819574888779043,0.26891138664543285,0.27945079035421716,0.2511812981845312,0.19598051157125457
20043.0,3649.0,3603.0,3564.0,3403.0,3378.0,0.31077007399287476,0.29558701082431305,0.3128507295173962,0.26506024096385544,0.1737714624037892
20045.0,39838.0,50111.0,53398.0,48145.0,50087.0,0.4580802249108891,0.5714114665442717,0.6441814300161055,0.6078928237615536,0.6228162996386288
20047.0,1563.0,1496.0,1357.0,1385.0,1319.0,0.28598848368522073,0.2580213903743315,0.24539425202652912,0.21516245487364621,0.1607278241091736
20049.0,1550.0,1515.0,1434.0,1369.0,1259.0,0.2593548387096774,0.24356435643564356,0.25313807531380755,0.20525931336742148,0.12708498808578236
20051.0,11160.0,12187.0,12447.0,11714.0,11947.0,0.3517921146953405,0.33092639698038895,0.3221659837711898,0.2609697797507256,0.22951368544404452
20053.0,2839.0,3102.0,2938.0,2712.0,2679.0,0.2905952800281789,0.25822050290135395,0.28965282505105516,0.2588495575221239,0.1944755505785741
20055.0,9150.0,9933.0,10354.0,9084.0,10159.0,0.2656830601092896,0.2366857948253297,0.3163028781147383,0.2952443857331572,0.3144994586081307
20057.0,8917.0,9016.0,8864.0,8362.0,7718.0,0.28776494336660313,0.2535492457852706,0.3374323104693141,0.31093039942597467,0.27844001036537963
20059.0,9658.0,11476.0,11739.0,10990.0,10965.0,0.3438600124249327,0.34166957127919134,0.37763012181616834,0.3361237488626024,0.2637482900136799
20061.0,6866.0,7328.0,8094.0,7845.0,7504.0,0.3874162540052432,0.34538755458515286,0.43130714109216706,0.4247291268323773,0.3627398720682303
20063.0,1495.0,1467.0,1418.0,1383.0,1343.0,0.1979933110367893,0.1683708248125426,0.18406205923836388,0.1272595806218366,0.11094564408041697
20065.0,1474.0,1440.0,1423.0,1340.0,1284.0,0.23473541383989144,0.23194444444444445,0.22839072382290934,0.191044776119403,0.14641744548286603
20067.0,2856.0,2758.0,2661.0,2306.0,2389.0,0.23914565826330533,0.2034082668600435,0.23863209319804585,0.19774501300954034,0.1845960652992884
20069.0,2160.0,2245.0,2119.0,1958.0,2066.0,0.22314814814814815,0.18173719376391984,0.2057574327512978,0.16547497446373852,0.12729912875121008
20071.0,803.0,735.0,745.0,670.0,650.0,0.1780821917808219,0.18775510204081633,0.20268456375838925,0.16865671641791044,0.1276923076923077
20073.0,3561.0,3244.0,2279.0,2123.0,2840.0,0.2884021342319573,0.280826140567201,0.27292672224659936,0.2251530852567122,0.17077464788732394
20075.0,1192.0,1130.0,1096.0,877.0,876.0,0.2214765100671141,0.20265486725663717,0.2125912408759124,0.18586088939566706,0.13812785388127855
20077.0,3055.0,2930.0,2796.0,2389.0,2578.0,0.2844517184942717,0.24812286689419796,0.2632331902718169,0.23022185014650481,0.15244375484871994
20079.0,13684.0,15110.0,15613.0,14294.0,14916.0,0.3355013154048524,0.3528127068166777,0.40466278101582015,0.37589198265006296,0.33976937516760525
20081.0,1616.0,1599.0,1570.0,1396.0,1354.0,0.16274752475247525,0.14196372732958099,0.1770700636942675,0.15401146131805157,0.1809453471196455
20083.0,1088.0,1183.0,1096.0,1060.0,1017.0,0.19944852941176472,0.18850380388841928,0.19251824817518248,0.16886792452830188,0.12192723697148476
20085.0,5250.0,5888.0,6253.0,5561.0,5818.0,0.379047619047619,0.35054347826086957,0.3691028306412922,0.3418449919079302,0.2598831213475421
20087.0,7877.0,8793.0,8950.0,8013.0,8337.0,0.3808556557064872,0.3699533720004549,0.3957541899441341,0.3715212779233745,0.30202710807244815
20089.0,1877.0,1915.0,1584.0,1497.0,1494.0,0.20245071923281832,0.2010443864229765,0.1976010101010101,0.15297261189044756,0.12048192771084337
20091.0,217536.0,258687.0,283432.0,274365.0,290090.0,0.36370072080023536,0.3783181992137216,0.44840032177030115,0.40284292821606255,0.4476265986418008
20093.0,1435.0,1455.0,1482.0,1386.0,1316.0,0.2229965156794425,0.18694158075601375,0.20850202429149797,0.19336219336219337,0.13221884498480244
