,totalvotes,totalvotes,totalvotes,totalvotes,totalvotes,Prop_Blue,Prop_Blue,Prop_Blue,Prop_Blue,Prop_Blue
year,2000,2004,2008,2012,2016,2000,2004,2008,2012,2016
FIPS,,,,,,,,,,
5065.0,5032.0,5493.0,5218.0,5278.0,5448.0,0.5141096979332274,0.4707809939923539,0.3434266002299732,0.2887457370215991,0.20429515418502203
5067.0,6072.0,6219.0,5582.0,5347.0,5156.0,0.6012845849802372,0.5652034089081845,0.395378000716589,0.3918084907424724,0.3070209464701319
5069.0,27201.0,30493.0,29689.0,27383.0,25894.0,0.6512995845740965,0.645230052799003,0.6219475226514871,0.6379870722711171,0.6090986328879278
5071.0,7161.0,8044.0,8180.0,8098.0,9112.0,0.4566401340594889,0.45027349577324716,0.3709046454767726,0.3456408989874043,0.26635206321334504
5073.0,3383.0,3191.0,2902.0,2929.0,2860.0,0.5338456990836535,0.4910686305233469,0.39042039972432807,0.400477978832366,0.36083916083916084
5075.0,6040.0,6615.0,5830.0,5540.0,5685.0,0.5389072847682119,0.5357520786092215,0.36672384219554033,0.3227436823104693,0.22216358839050132
5077.0,4121.0,4080.0,3763.0,3424.0,3026.0,0.6617325891773841,0.6245098039215686,0.6013818761626362,0.6153621495327103,0.5733641771315268
5079.0,3546.0,4109.0,4406.0,3726.0,3826.0,0.5518894529046813,0.5229982964224872,0.3881071266454834,0.3824476650563607,0.32723470987977
5081.0,5263.0,5294.0,5152.0,5051.0,5227.0,0.5477864335930078,0.505666792595391,0.3402562111801242,0.3072658879429816,0.2672661182322556
5083.0,8096.0,8551.0,7907.0,7331.0,7921.0,0.4055088932806324,0.39305344404163256,0.2891109143796636,0.2740417405538126,0.21651306653200353
5085.0,17943.0,22030.0,23741.0,24114.0,27100.0,0.38182020843783093,0.3383567862006355,0.25137947011499095,0.23326698183627767,0.20900369003690036
5087.0,5628.0,6384.0,6328.0,6568.0,6841.0,0.36513859275053306,0.3792293233082707,0.3388116308470291,0.3195797807551766,0.23212980558397894
5089.0,6015.0,6867.0,7162.0,7051.0,7107.0,0.371238570241064,0.37891364496869084,0.33286791399050547,0.2888951921713232,0.2017728999577881
5091.0,13745.0,14678.0,15063.0,15329.0,16091.0,0.45674790833030193,0.418244992505791,0.3232423819956184,0.2947354687194207,0.265552172021627
5093.0,12586.0,14153.0,14010.0,13375.0,13204.0,0.5646750357540123,0.5364940295343743,0.47587437544610994,0.4835140186915888,0.42941532868827625
5095.0,3293.0,3667.0,3449.0,3230.0,2884.0,0.5800182204676587,0.5587673847832015,0.4682516671498985,0.49009287925696593,0.4549237170596394
5097.0,3739.0,3958.0,3622.0,3404.0,3559.0,0.38459481144691093,0.38504295098534613,0.3014908890115958,0.2702702702702703,0.2101713964596797
5099.0,3738.0,3477.0,3635.0,3384.0,3246.0,0.4994649545211343,0.48720161058383665,0.4055020632737277,0.3882978723404255,0.35643869377695625
5101.0,3927.0,4378.0,3960.0,3661.0,3753.0,0.3068500127323657,0.3439926907263591,0.29848484848484846,0.2712373668396613,0.18625099920063948
5103.0,10395.0,10650.0,9960.0,10315.0,9935.0,0.5256373256373257,0.48713615023474177,0.4363453815261044,0.4491517207949588,0.43492702566683444
5105.0,4007.0,4431.0,4279.0,3938.0,4306.0,0.41128025954579484,0.4335364477544572,0.31596167328815145,0.30142204164550535,0.24361356247097074
5107.0,9313.0,8868.0,8969.0,7930.0,6953.0,0.6461934929668206,0.6362201172755977,0.6349648790277623,0.6559899117276167,0.619876312383144
5109.0,3971.0,3367.0,3966.0,3788.0,3981.0,0.40392848149080834,0.38907038907038904,0.2745839636913767,0.22465681098204857,0.1720673197689023
5111.0,7235.0,7723.0,7928.0,7560.0,7722.0,0.5669661368348307,0.5268677974880228,0.3458627648839556,0.31613756613756616,0.24346024346024345
5113.0,7193.0,7799.0,7681.0,7726.0,8231.0,0.3218406784373697,0.31709193486344406,0.25478453326389794,0.20139787729743722,0.14724820799416838
5115.0,18422.0,20902.0,22079.0,20439.0,22569.0,0.36201281076973185,0.33968041335757343,0.27184202183069883,0.25079504868144237,0.22154282422792326
