FIPS,Rural_urban_continuum_code_2013,Urban_influence_code_2013,Metro_2013,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018
29061,8,4,0,"4,048","3,926",122,3.0,"$51,255 ",94.2
29063,3,2,1,"4,829","4,677",152,3.1,"$48,920 ",89.9
29065,7,9,0,"6,199","5,994",205,3.3,"$39,392 ",72.4
29067,6,6,0,"5,009","4,780",229,4.6,"$36,762 ",67.6
29069,7,8,0,"12,102","11,436",666,5.5,"$37,331 ",68.6
29071,1,1,1,"52,287","50,683","1,604",3.1,"$58,738 ",108.0
29073,6,4,0,"7,752","7,527",225,2.9,"$52,282 ",96.1
29075,8,7,0,"3,584","3,497",87,2.4,"$43,731 ",80.4
29077,2,2,1,"148,502","144,715","3,787",2.6,"$44,799 ",82.3
29079,7,11,0,"4,536","4,372",164,3.6,"$40,315 ",74.1
29081,7,11,0,"3,828","3,710",118,3.1,"$40,639 ",74.7
29083,6,4,0,"9,795","9,446",349,3.6,"$44,978 ",82.7
29085,8,7,0,"3,834","3,676",158,4.1,"$35,025 ",64.4
29087,8,7,0,"2,644","2,581",63,2.4,"$47,191 ",86.7
29089,6,6,0,"4,973","4,832",141,2.8,"$45,767 ",84.1
29091,7,8,0,"16,233","15,653",580,3.6,"$36,762 ",67.6
29093,7,10,0,"3,544","3,353",191,5.4,"$37,755 ",69.4
29095,1,1,1,"363,146","349,588","13,558",3.7,"$55,864 ",102.7
29097,3,2,1,"56,624","55,069","1,555",2.7,"$46,596 ",85.6
29099,1,1,1,"116,200","112,580","3,620",3.1,"$65,150 ",119.7
29101,4,3,0,"22,777","21,933",844,3.7,"$52,151 ",95.8
29103,9,10,0,"1,922","1,868",54,2.8,"$39,309 ",72.2
29105,6,5,0,"16,785","16,165",620,3.7,"$44,562 ",81.9
29107,1,1,1,"16,991","16,446",545,3.2,"$53,389 ",98.1
29109,6,6,0,"18,100","17,548",552,3.0,"$45,074 ",82.8
29111,9,8,0,"5,099","4,954",145,2.8,"$48,179 ",88.5
29113,1,1,1,"27,367","26,463",904,3.3,"$62,238 ",114.4
29115,7,11,0,"5,133","4,892",241,4.7,"$44,992 ",82.7
29117,6,4,0,"7,500","7,313",187,2.5,"$48,749 ",89.6
29119,2,2,1,"10,507","10,188",319,3.0,"$40,204 ",73.9
29121,7,9,0,"7,661","7,436",225,2.9,"$45,440 ",83.5
29123,6,6,0,"5,464","5,270",194,3.6,"$40,191 ",73.9
29125,8,7,0,"3,874","3,746",128,3.3,"$46,371 ",85.2
29127,5,8,0,"14,450","14,003",447,3.1,"$49,393 ",90.8
29129,9,12,0,"1,910","1,850",60,3.1,"$46,014 ",84.6
29131,6,6,0,"12,112","11,669",443,3.7,"$47,225 ",86.8
29133,6,6,0,"5,937","5,710",227,3.8,"$34,735 ",63.8
29135,3,2,1,"7,223","7,007",216,3.0,"$57,047 ",104.8
29137,9,9,0,"3,960","3,819",141,3.6,"$46,216 ",84.9
29139,6,4,0,"5,693","5,529",164,2.9,"$48,951 ",90.0
29141,8,7,0,"7,945","7,606",339,4.3,"$45,276 ",83.2
29143,7,9,0,"8,046","7,662",384,4.8,"$38,093 ",70.0
29145,3,2,1,"27,232","26,411",821,3.0,"$49,220 ",90.5
29147,6,5,0,"10,650","10,338",312,2.9,"$46,698 ",85.8
29149,9,10,0,"3,936","3,800",136,3.5,"$32,720 ",60.1
29151,3,2,1,"6,996","6,827",169,2.4,"$58,855 ",108.2
29153,9,10,0,"3,461","3,282",179,5.2,"$34,367 ",63.2
29155,7,9,0,"6,349","5,997",352,5.5,"$31,831 ",58.5
29157,6,6,0,"10,173","9,935",238,2.3,"$53,871 ",99.0
29159,4,3,0,"20,716","19,859",857,4.1,"$45,254 ",83.2
29161,5,8,0,"19,662","19,056",606,3.1,"$43,079 ",79.2
29163,6,4,0,"7,674","7,397",277,3.6,"$43,591 ",80.1
29165,1,1,1,"57,812","56,330","1,482",2.6,"$82,567 ",151.7
29167,2,2,1,"14,329","13,806",523,3.6,"$45,336 ",83.3
29169,5,8,0,"14,629","14,103",526,3.6,"$52,532 ",96.5
29171,9,10,0,"2,440","2,356",84,3.4,"$40,866 ",75.1
29173,9,8,0,"5,618","5,460",158,2.8,"$57,549 ",105.8
29175,6,5,0,"10,257","9,863",394,3.8,"$44,975 ",82.7
29177,1,1,1,"11,048","10,651",397,3.6,"$58,693 ",107.9
29179,9,12,0,"3,039","2,945",94,3.1,"$36,592 ",67.2
29181,9,10,0,"5,129","4,862",267,5.2,"$32,802 ",60.3
29183,1,1,1,"221,947","216,310","5,637",2.5,"$82,048 ",150.8
29185,8,4,0,"3,781","3,616",165,4.4,"$37,013 ",68.0
29186,6,4,0,"9,195","8,938",257,2.8,"$59,043 ",108.5
29187,4,3,0,"26,504","25,535",969,3.7,"$45,584 ",83.8
29189,1,1,1,"525,125","509,324","15,801",3.0,"$66,992 ",123.1
29195,6,3,0,"10,732","10,406",326,3.0,"$43,776 ",80.5
29197,9,8,0,"1,977","1,895",82,4.1,"$39,463 ",72.5
29199,9,10,0,"2,380","2,312",68,2.9,"$42,053 ",77.3
29201,4,5,0,"20,017","19,333",684,3.4,"$44,261 ",81.3
29203,9,10,0,"3,241","3,079",162,5.0,"$32,715 ",60.1
29205,9,10,0,"3,018","2,926",92,3.0,"$44,564 ",81.9
29207,6,6,0,"13,090","12,509",581,4.4,"$40,808 ",75.0
29209,6,5,0,"13,763","13,119",644,4.7,"$46,026 ",84.6
29211,9,10,0,"2,811","2,723",88,3.1,"$41,978 ",77.1
29213,4,5,0,"26,828","25,433","1,395",5.2,"$40,887 ",75.1
29215,9,9,0,"9,043","8,673",370,4.1,"$34,824 ",64.0
29217,7,11,0,"9,557","9,256",301,3.1,"$42,552 ",78.2
29219,1,1,1,"17,560","17,067",493,2.8,"$62,056 ",114.0
29221,6,4,0,"10,205","9,752",453,4.4,"$38,591 ",70.9
29223,9,10,0,"5,322","5,064",258,4.8,"$33,703 ",61.9
29225,2,2,1,"16,916","16,391",525,3.1,"$51,141 ",94.0
29227,9,10,0,"1,193","1,159",34,2.8,"$43,119 ",79.2
29229,6,6,0,"7,425","7,118",307,4.1,"$35,293 ",64.9
29510,1,1,1,"153,678","147,800","5,878",3.8,"$43,263 ",79.5
30001,7,11,0,"5,043","4,885",158,3.1,"$47,674 ",86.3
30003,6,6,0,"5,098","4,609",489,9.6,"$40,425 ",73.2
30005,9,12,0,"2,291","2,193",98,4.3,"$39,237 ",71.0
30007,9,10,0,"2,628","2,524",104,4.0,"$52,840 ",95.6
30009,3,2,1,"5,487","5,294",193,3.5,"$53,661 ",97.1
30011,9,12,0,672,655,17,2.5,"$47,985 ",86.9
30013,3,2,1,"37,848","36,486","1,362",3.6,"$50,054 ",90.6
30015,8,7,0,"2,481","2,406",75,3.0,"$44,645 ",80.8
30017,7,11,0,"6,068","5,880",188,3.1,"$50,525 ",91.5
30019,9,12,0,881,862,19,2.2,"$44,659 ",80.8
30021,7,11,0,"4,639","4,513",126,2.7,"$56,167 ",101.7
30023,7,9,0,"5,143","4,960",183,3.6,"$45,641 ",82.6
30025,9,12,0,"1,704","1,672",32,1.9,"$62,029 ",112.3
30027,7,11,0,"5,779","5,564",215,3.7,"$49,147 ",89.0
30029,5,8,0,"47,793","45,504","2,289",4.8,"$54,382 ",98.4
30031,5,8,0,"66,429","64,755","1,674",2.5,"$67,569 ",122.3
30033,9,12,0,738,718,20,2.7,"$44,580 ",80.7
30035,7,11,0,"5,713","5,268",445,7.8,"$37,719 ",68.3
30037,3,2,1,369,352,17,4.6,"$38,782 ",70.2
30039,8,7,0,"1,675","1,585",90,5.4,"$48,410 ",87.6
30041,7,11,0,"7,613","7,339",274,3.6,"$50,136 ",90.7
30043,9,8,0,"5,630","5,414",216,3.8,"$68,381 ",123.8
30045,8,7,0,920,889,31,3.4,"$50,197 ",90.9
30047,6,6,0,"13,135","12,572",563,4.3,"$44,833 ",81.1
30049,5,8,0,"35,455","34,277","1,178",3.3,"$63,860 ",115.6
30051,9,12,0,964,940,24,2.5,"$42,742 ",77.4
30053,7,9,0,"8,060","7,465",595,7.4,"$40,602 ",73.5
30055,9,12,0,980,962,18,1.8,"$43,650 ",79.0
30057,9,10,0,"4,488","4,329",159,3.5,"$53,031 ",96.0
30059,9,10,0,955,918,37,3.9,"$44,572 ",80.7
30061,8,7,0,"1,718","1,595",123,7.2,"$43,458 ",78.7
30063,3,2,1,"63,069","60,969","2,100",3.3,"$56,207 ",101.7
30065,8,7,0,"2,267","2,170",97,4.3,"$43,371 ",78.5
30067,7,9,0,"8,822","8,484",338,3.8,"$61,044 ",110.5
30069,9,12,0,287,275,12,4.2,"$41,009 ",74.2
30071,9,12,0,"1,918","1,831",87,4.5,"$44,730 ",81.0
30073,7,11,0,"2,712","2,602",110,4.1,"$42,890 ",77.6
30075,9,12,0,971,943,28,2.9,"$47,378 ",85.8
30077,6,6,0,"2,880","2,761",119,4.1,"$48,966 ",88.6
30079,9,12,0,492,474,18,3.7,"$42,754 ",77.4
30081,6,6,0,"19,913","19,078",835,4.2,"$50,055 ",90.6
30083,7,9,0,"5,889","5,709",180,3.1,"$67,242 ",121.7
30085,7,9,0,"4,461","4,257",204,4.6,"$40,179 ",72.7
30087,9,12,0,"3,893","3,687",206,5.3,"$57,674 ",104.4
30089,8,7,0,"4,765","4,461",304,6.4,"$39,861 ",72.1
30091,9,12,0,"1,769","1,727",42,2.4,"$51,690 ",93.6
30093,5,8,0,"17,238","16,546",692,4.0,"$47,302 ",85.6
30095,8,7,0,"4,932","4,764",168,3.4,"$66,226 ",119.9
30097,9,12,0,"1,772","1,718",54,3.0,"$52,747 ",95.5
30099,8,7,0,"2,702","2,611",91,3.4,"$48,368 ",87.5
30101,7,11,0,"2,120","2,064",56,2.6,"$46,326 ",83.9
30103,8,7,0,337,327,10,3.0,"$50,774 ",91.9
30105,7,11,0,"4,129","4,003",126,3.1,"$48,390 ",87.6
30107,9,12,0,782,743,39,5.0,"$38,449 ",69.6
30109,9,12,0,464,448,16,3.4,"$49,532 ",89.7
30111,3,2,1,"81,269","78,554","2,715",3.3,"$59,975 ",108.6
31001,4,5,0,"16,547","16,072",475,2.9,"$55,167 ",92.4
31003,9,10,0,"3,574","3,489",85,2.4,"$55,371 ",92.7
31005,9,10,0,219,208,11,5.0,"$46,862 ",78.5
31007,9,8,0,381,368,13,3.4,"$53,865 ",90.2
31009,9,10,0,262,250,12,4.6,"$44,467 ",74.5
31011,9,10,0,"2,922","2,857",65,2.2,"$51,911 ",86.9
31013,7,11,0,"5,399","5,250",149,2.8,"$57,952 ",97.0
31015,9,12,0,"1,083","1,051",32,3.0,"$42,431 ",71.0
31017,9,12,0,"1,392","1,346",46,3.3,"$46,191 ",77.3
31019,4,5,0,"27,695","27,046",649,2.3,"$59,193 ",99.1
31021,8,7,0,"3,465","3,349",116,3.3,"$57,548 ",96.4
31023,6,6,0,"4,533","4,428",105,2.3,"$57,208 ",95.8
31025,2,2,1,"13,275","12,882",393,3.0,"$75,177 ",125.9
31027,9,10,0,"4,459","4,355",104,2.3,"$64,570 ",108.1
31029,9,12,0,"2,268","2,219",49,2.2,"$54,866 ",91.9
31031,7,11,0,"3,375","3,303",72,2.1,"$49,782 ",83.4
31033,7,11,0,"4,731","4,598",133,2.8,"$53,132 ",89.0
31035,8,7,0,"3,239","3,139",100,3.1,"$56,259 ",94.2
31037,7,9,0,"5,556","5,427",129,2.3,"$55,787 ",93.4
31039,7,9,0,"4,713","4,597",116,2.5,"$59,219 ",99.2
31041,7,9,0,"6,425","6,289",136,2.1,"$49,995 ",83.7
31043,3,2,1,"10,777","10,404",373,3.5,"$55,522 ",93.0
31045,7,11,0,"5,040","4,905",135,2.7,"$47,487 ",79.5
31047,7,8,0,"12,934","12,578",356,2.8,"$56,818 ",95.1
31049,9,12,0,974,945,29,3.0,"$47,097 ",78.9
31051,3,2,1,"3,046","2,955",91,3.0,"$54,635 ",91.5
31053,4,5,0,"19,361","18,832",529,2.7,"$51,682 ",86.5
31055,2,2,1,"293,923","284,929","8,994",3.1,"$64,580 ",108.1
31057,9,12,0,"1,161","1,135",26,2.2,"$48,574 ",81.3
31059,8,7,0,"3,159","3,081",78,2.5,"$56,697 ",94.9
31061,9,10,0,"1,468","1,424",44,3.0,"$48,778 ",81.7
31063,9,10,0,"1,506","1,468",38,2.5,"$43,650 ",73.1
31065,9,12,0,"2,627","2,560",67,2.6,"$49,685 ",83.2
31067,6,5,0,"10,916","10,571",345,3.2,"$49,931 ",83.6
31069,9,12,0,"1,192","1,164",28,2.3,"$39,192 ",65.6
31071,9,12,0,"1,173","1,145",28,2.4,"$46,245 ",77.4
31073,9,8,0,"1,064","1,037",27,2.5,"$59,722 ",100.0
31075,9,12,0,416,405,11,2.6,"$56,724 ",95.0
31077,8,7,0,"1,214","1,182",32,2.6,"$45,221 ",75.7
31079,3,2,1,"31,628","30,629",999,3.2,"$53,792 ",90.1
31081,3,2,1,"4,682","4,566",116,2.5,"$60,608 ",101.5
31083,9,10,0,"1,772","1,731",41,2.3,"$49,321 ",82.6
31085,9,10,0,595,582,13,2.2,"$47,047 ",78.8
31087,9,12,0,"1,252","1,210",42,3.4,"$43,880 ",73.5
31089,7,11,0,"5,725","5,579",146,2.6,"$55,965 ",93.7
31091,9,12,0,401,386,15,3.7,"$46,220 ",77.4
31093,3,2,1,"3,316","3,216",100,3.0,"$52,292 ",87.6
31095,7,9,0,"4,155","4,052",103,2.5,"$47,075 ",78.8
31097,8,7,0,"2,074","2,000",74,3.6,"$52,401 ",87.7
31099,7,8,0,"3,743","3,666",77,2.1,"$64,456 ",107.9
31101,7,9,0,"4,548","4,412",136,3.0,"$52,086 ",87.2
31103,9,12,0,586,573,13,2.2,"$48,429 ",81.1
31105,8,7,0,"2,016","1,963",53,2.6,"$46,986 ",78.7
31107,9,10,0,"4,635","4,494",141,3.0,"$47,906 ",80.2
31109,2,2,1,"173,384","168,976","4,408",2.5,"$58,618 ",98.1
31111,5,8,0,"18,306","17,763",543,3.0,"$56,803 ",95.1
31113,9,8,0,469,456,13,2.8,"$55,531 ",93.0
31115,9,12,0,395,383,12,3.0,"$47,797 ",80.0
31117,9,8,0,440,429,11,2.5,"$53,207 ",89.1
31119,5,8,0,"19,398","18,914",484,2.5,"$55,226 ",92.5
31121,3,2,1,"4,053","3,940",113,2.8,"$56,493 ",94.6
31123,9,10,0,"2,599","2,530",69,2.7,"$49,151 ",82.3
31125,8,7,0,"2,026","1,977",49,2.4,"$47,279 ",79.2
31127,7,11,0,"3,608","3,484",124,3.4,"$52,069 ",87.2
31129,9,12,0,"2,388","2,325",63,2.6,"$46,954 ",78.6
31131,6,6,0,"8,134","7,904",230,2.8,"$60,734 ",101.7
31133,9,10,0,"1,472","1,435",37,2.5,"$45,487 ",76.2
31135,9,10,0,"1,808","1,773",35,1.9,"$57,251 ",95.9
31137,7,9,0,"4,903","4,793",110,2.2,"$59,003 ",98.8
31139,9,8,0,"4,089","3,983",106,2.6,"$57,367 ",96.1
31141,5,8,0,"17,328","16,870",458,2.6,"$63,656 ",106.6
31143,9,10,0,"2,902","2,834",68,2.3,"$59,815 ",100.2
31145,7,11,0,"5,826","5,689",137,2.4,"$49,034 ",82.1
31147,7,11,0,"4,231","4,105",126,3.0,"$47,573 ",79.7
31149,9,12,0,906,884,22,2.4,"$48,260 ",80.8
31151,6,6,0,"7,441","7,217",224,3.0,"$54,569 ",91.4
31153,2,2,1,"94,057","91,558","2,499",2.7,"$79,358 ",132.9
31155,2,2,1,"10,948","10,650",298,2.7,"$67,897 ",113.7
31157,5,8,0,"18,422","17,831",591,3.2,"$50,247 ",84.1
31159,2,2,1,"8,730","8,505",225,2.6,"$71,024 ",118.9
31161,9,12,0,"2,690","2,621",69,2.6,"$43,819 ",73.4
31163,8,7,0,"1,701","1,656",45,2.6,"$47,499 ",79.5
31165,9,8,0,743,724,19,2.6,"$50,861 ",85.2
31167,9,8,0,"3,468","3,383",85,2.5,"$66,228 ",110.9
31169,9,12,0,"2,866","2,802",64,2.2,"$51,299 ",85.9
31171,9,10,0,440,427,13,3.0,"$48,275 ",80.8
31173,8,7,0,"2,968","2,848",120,4.0,"$45,405 ",76.0
31175,9,12,0,"2,084","2,024",60,2.9,"$48,604 ",81.4
31177,2,2,1,"11,209","10,894",315,2.8,"$77,838 ",130.3
31179,6,6,0,"5,665","5,529",136,2.4,"$55,970 ",93.7
31181,9,10,0,"1,645","1,599",46,2.8,"$45,058 ",75.4
31183,9,12,0,562,548,14,2.5,"$53,369 ",89.4
31185,6,6,0,"7,309","7,127",182,2.5,"$61,478 ",102.9
32001,6,5,0,"11,214","10,778",436,3.9,"$58,429 ",99.5
32003,1,1,1,"1,098,114","1,045,471","52,643",4.8,"$57,155 ",97.3
32005,4,3,0,"22,882","21,889",993,4.3,"$70,495 ",120.0
32007,5,8,0,"27,148","26,260",888,3.3,"$79,134 ",134.7
32009,9,10,0,433,412,21,4.8,"$50,179 ",85.4
32011,9,8,0,"1,064","1,035",29,2.7,"$70,036 ",119.2
32013,7,8,0,"8,170","7,894",276,3.4,"$72,873 ",124.1
32015,7,9,0,"3,151","3,034",117,3.7,"$79,278 ",135.0
32017,8,4,0,"2,088","1,995",93,4.5,"$55,504 ",94.5
32019,4,5,0,"22,467","21,255","1,212",5.4,"$59,732 ",101.7
32021,7,11,0,"1,929","1,823",106,5.5,"$44,438 ",75.7
32023,4,3,0,"16,801","15,841",960,5.7,"$47,031 ",80.1
32027,9,10,0,"2,586","2,480",106,4.1,"$42,522 ",72.4
32029,2,2,1,"2,005","1,916",89,4.4,"$68,236 ",116.2
32031,2,2,1,"250,005","240,941","9,064",3.6,"$63,636 ",108.3
32033,7,11,0,"4,604","4,434",170,3.7,"$58,942 ",100.3
32510,3,2,1,"25,718","24,502","1,216",4.7,"$56,382 ",96.0
33001,4,3,0,"31,291","30,503",788,2.5,"$64,777 ",86.0
33003,6,4,0,"23,607","23,009",598,2.5,"$59,413 ",78.9
33005,4,5,0,"41,020","39,990","1,030",2.5,"$60,251 ",80.0
33007,7,8,0,"14,606","14,139",467,3.2,"$44,259 ",58.8
33009,5,8,0,"49,592","48,560","1,032",2.1,"$65,163 ",86.5
33011,2,2,1,"236,915","230,692","6,223",2.6,"$78,714 ",104.5
33013,4,3,0,"82,759","80,927","1,832",2.2,"$74,351 ",98.7
33015,1,1,1,"185,379","180,279","5,100",2.8,"$93,645 ",124.3
33017,1,1,1,"73,309","71,633","1,676",2.3,"$69,919 ",92.8
33019,7,8,0,"23,272","22,779",493,2.1,"$60,034 ",79.7
34001,2,2,1,"118,969","111,968","7,001",5.9,"$60,826 ",74.4
34003,1,1,1,"472,001","455,773","16,228",3.4,"$100,181 ",122.5
34005,1,1,1,"227,445","218,877","8,568",3.8,"$84,470 ",103.3
34007,1,1,1,"249,945","238,357","11,588",4.6,"$67,135 ",82.1
34009,3,2,1,"45,785","41,945","3,840",8.4,"$62,175 ",76.0
34011,3,2,1,"64,289","60,128","4,161",6.5,"$51,790 ",63.3
34013,1,1,1,"364,346","345,495","18,851",5.2,"$62,875 ",76.9
34015,1,1,1,"147,175","140,940","6,235",4.2,"$81,315 ",99.4
34017,1,1,1,"357,639","343,787","13,852",3.9,"$73,337 ",89.7
34019,1,1,1,"63,020","60,971","2,049",3.3,"$112,335 ",137.4
34021,2,2,1,"196,494","189,277","7,217",3.7,"$79,979 ",97.8
34023,1,1,1,"435,053","419,262","15,791",3.6,"$87,666 ",107.2
34025,1,1,1,"323,106","311,236","11,870",3.7,"$99,223 ",121.3
34027,1,1,1,"252,984","244,696","8,288",3.3,"$112,396 ",137.4
34029,1,1,1,"266,971","255,456","11,515",4.3,"$68,483 ",83.7
34031,1,1,1,"239,206","227,001","12,205",5.1,"$71,959 ",88.0
34033,1,1,1,"28,795","27,226","1,569",5.4,"$64,524 ",78.9
34035,1,1,1,"169,129","163,318","5,811",3.4,"$119,731 ",146.4
34037,1,1,1,"72,560","69,689","2,871",4.0,"$92,284 ",112.8
34039,1,1,1,"272,683","260,935","11,748",4.3,"$80,737 ",98.7
34041,2,2,1,"55,348","53,230","2,118",3.8,"$77,571 ",94.9
35001,2,2,1,"329,380","314,530","14,850",4.5,"$51,372 ",108.4
35003,9,10,0,"1,117","1,045",72,6.4,"$34,777 ",73.4
35005,5,8,0,"27,137","25,818","1,319",4.9,"$43,527 ",91.8
35006,6,5,0,"8,927","8,366",561,6.3,"$38,097 ",80.4
35007,7,11,0,"5,480","5,209",271,4.9,"$41,592 ",87.7
35009,5,8,0,"21,629","20,751",878,4.1,"$47,202 ",99.6
35011,9,12,0,768,733,35,4.6,"$35,087 ",74.0
35013,3,2,1,"96,769","91,299","5,470",5.7,"$38,409 ",81.0
35015,5,8,0,"31,376","30,331","1,045",3.3,"$58,320 ",123.0
35017,7,8,0,"12,248","11,647",601,4.9,"$38,341 ",80.9
35019,7,9,0,"1,624","1,534",90,5.5,"$29,515 ",62.3
35021,9,12,0,283,268,15,5.3,"$37,544 ",79.2
35023,9,9,0,"2,190","2,106",84,3.8,"$39,882 ",84.1
35025,5,8,0,"29,873","28,642","1,231",4.1,"$51,656 ",109.0
35027,7,9,0,"8,702","8,306",396,4.6,"$45,095 ",95.1
35028,6,5,0,"9,098","8,790",308,3.4,"$124,947 ",263.6
35029,6,5,0,"10,107","8,904","1,203",11.9,"$30,570 ",64.5
35031,5,8,0,"23,810","22,111","1,699",7.1,"$33,976 ",71.7
35033,9,10,0,"2,266","2,127",139,6.1,"$34,491 ",72.8
35035,4,5,0,"24,601","23,398","1,203",4.9,"$42,701 ",90.1
35037,7,11,0,"3,202","3,047",155,4.8,"$33,085 ",69.8
35039,4,5,0,"16,670","15,802",868,5.2,"$41,511 ",87.6
35041,7,8,0,"7,875","7,533",342,4.3,"$41,700 ",88.0
35043,2,2,1,"64,633","61,416","3,217",5.0,"$57,036 ",120.3
35045,3,2,1,"52,537","49,508","3,029",5.8,"$46,578 ",98.3
35047,6,5,0,"10,939","10,289",650,5.9,"$35,292 ",74.4
35049,3,2,1,"73,974","70,909","3,065",4.1,"$60,187 ",127.0
35051,6,6,0,"4,097","3,808",289,7.1,"$31,741 ",67.0
35053,6,6,0,"6,455","6,112",343,5.3,"$33,989 ",71.7
35055,7,8,0,"14,985","14,010",975,6.5,"$38,405 ",81.0
35057,2,2,1,"5,603","5,176",427,7.6,"$39,123 ",82.5
35059,9,11,0,"1,773","1,714",59,3.3,"$40,426 ",85.3
35061,2,2,1,"30,234","28,584","1,650",5.5,"$46,365 ",97.8
36001,2,2,1,"158,835","152,991","5,844",3.7,"$64,536 ",95.4
36003,7,9,0,"19,461","18,365","1,096",5.6,"$46,262 ",68.4
36005,1,1,1,"605,864","571,545","34,319",5.7,"$38,566 ",57.0
36007,2,2,1,"84,592","80,477","4,115",4.9,"$50,928 ",75.3
36009,4,3,0,"34,020","32,200","1,820",5.3,"$48,017 ",71.0
36011,4,5,0,"35,954","34,344","1,610",4.5,"$52,945 ",78.3
36013,4,3,0,"54,993","52,227","2,766",5.0,"$45,689 ",67.5
36015,3,2,1,"35,373","33,724","1,649",4.7,"$52,565 ",77.7
36017,6,6,0,"22,416","21,369","1,047",4.7,"$50,312 ",74.4
36019,5,8,0,"36,428","34,831","1,597",4.4,"$55,517 ",82.1
36021,6,3,0,"31,426","30,383","1,043",3.3,"$64,916 ",96.0
36023,4,5,0,"22,927","21,762","1,165",5.1,"$51,751 ",76.5
36025,6,6,0,"19,244","18,316",928,4.8,"$47,382 ",70.0
36027,1,1,1,"143,934","138,629","5,305",3.7,"$79,604 ",117.7
36029,1,1,1,"443,446","423,872","19,574",4.4,"$56,375 ",83.3
36031,6,6,0,"17,078","16,244",834,4.9,"$54,376 ",80.4
36033,7,8,0,"19,647","18,633","1,014",5.2,"$48,722 ",72.0
36035,4,5,0,"22,877","21,711","1,166",5.1,"$51,388 ",76.0
36037,4,3,0,"29,796","28,551","1,245",4.2,"$58,925 ",87.1
36039,6,6,0,"20,735","19,800",935,4.5,"$54,514 ",80.6
36041,8,7,0,"2,296","2,139",157,6.8,"$59,020 ",87.2
36043,2,2,1,"27,990","26,616","1,374",4.9,"$53,168 ",78.6
36045,3,2,1,"44,691","42,181","2,510",5.6,"$52,798 ",78.0
36047,1,1,1,"1,211,721","1,160,501","51,220",4.2,"$60,862 ",90.0
36049,6,6,0,"11,677","11,030",647,5.5,"$52,660 ",77.8
36051,1,1,1,"30,827","29,494","1,333",4.3,"$61,027 ",90.2
36053,2,2,1,"32,630","31,066","1,564",4.8,"$59,114 ",87.4
36055,1,1,1,"362,858","347,399","15,459",4.3,"$60,240 ",89.0
36057,4,5,0,"22,436","21,281","1,155",5.1,"$43,799 ",64.7
36059,1,1,1,"707,875","682,848","25,027",3.5,"$115,301 ",170.4
36061,1,1,1,"919,101","885,351","33,750",3.7,"$84,610 ",125.1
36063,1,1,1,"99,138","93,941","5,197",5.2,"$55,013 ",81.3
36065,2,2,1,"101,729","97,231","4,498",4.4,"$54,096 ",80.0
36067,2,2,1,"220,771","211,945","8,826",4.0,"$59,786 ",88.4
36069,1,1,1,"55,149","52,977","2,172",3.9,"$62,930 ",93.0
36071,1,1,1,"182,241","175,086","7,155",3.9,"$75,048 ",110.9
36073,1,1,1,"17,616","16,746",870,4.9,"$52,658 ",77.8
36075,2,2,1,"52,824","49,932","2,892",5.5,"$53,745 ",79.4
36077,7,8,0,"28,170","26,945","1,225",4.3,"$54,321 ",80.3
36079,1,1,1,"51,085","49,199","1,886",3.7,"$100,887 ",149.1
36081,1,1,1,"1,162,225","1,120,459","41,766",3.6,"$68,432 ",101.2
36083,2,2,1,"81,358","78,192","3,166",3.9,"$71,084 ",105.1
36085,1,1,1,"220,621","211,509","9,112",4.1,"$79,719 ",117.8
36087,1,1,1,"154,676","148,901","5,775",3.7,"$88,960 ",131.5
36089,4,5,0,"43,515","41,067","2,448",5.6,"$49,356 ",73.0
36091,2,2,1,"118,982","114,795","4,187",3.5,"$83,210 ",123.0
36093,2,2,1,"76,303","73,240","3,063",4.0,"$63,297 ",93.6
36095,2,2,1,"14,774","14,062",712,4.8,"$57,757 ",85.4
36097,6,7,0,"8,268","7,845",423,5.1,"$50,190 ",74.2
36099,6,3,0,"16,087","15,465",622,3.9,"$54,184 ",80.1
36101,4,3,0,"42,816","40,710","2,106",4.9,"$54,862 ",81.1
36103,1,1,1,"777,784","747,832","29,952",3.9,"$100,075 ",147.9
36105,4,4,0,"35,947","34,475","1,472",4.1,"$51,985 ",76.8
36107,2,2,1,"22,772","21,773",999,4.4,"$60,309 ",89.2
36109,3,2,1,"50,112","48,283","1,829",3.6,"$57,383 ",84.8
36111,3,2,1,"88,712","85,260","3,452",3.9,"$63,073 ",93.2
36113,3,2,1,"31,709","30,236","1,473",4.6,"$56,694 ",83.8
36115,3,2,1,"28,164","26,999","1,165",4.1,"$55,913 ",82.7
36117,1,1,1,"43,877","42,054","1,823",4.2,"$61,118 ",90.3
36119,1,1,1,"484,256","465,428","18,828",3.9,"$94,521 ",139.7
36121,6,4,0,"18,093","17,255",838,4.6,"$57,709 ",85.3
36123,1,1,1,"11,783","11,336",447,3.8,"$51,089 ",75.5
37001,3,2,1,"80,583","77,625","2,958",3.7,"$50,480 ",93.6
37003,2,2,1,"18,023","17,453",570,3.2,"$49,138 ",91.1
37005,9,10,0,"4,305","4,111",194,4.5,"$39,735 ",73.7
37007,6,4,0,"10,407","9,942",465,4.5,"$38,023 ",70.5
37009,7,10,0,"12,750","12,292",458,3.6,"$41,864 ",77.6
37011,8,7,0,"7,639","7,361",278,3.6,"$41,701 ",77.3
