,Date,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplaces,Residential,FIPS
1281,2020-03-29,-29.0,4.0,,-25.0,-25.0,14.0,45023
1282,2020-04-05,-36.0,3.0,,-45.0,-27.0,14.0,45023
1283,2020-04-11,-35.0,3.0,,-45.0,-28.0,13.0,45023
1284,2020-03-29,-13.0,-3.0,,,-28.0,,47023
1285,2020-04-05,-19.0,-4.0,,,-38.0,,47023
1286,2020-04-11,-19.0,-4.0,,,-21.0,,47023
1287,2020-03-29,-34.0,3.0,,,-26.0,13.0,45025
1288,2020-04-05,-37.0,7.0,,,-25.0,13.0,45025
1289,2020-04-11,-31.0,7.0,,,-22.0,14.0,45025
1290,2020-03-29,-40.0,-21.0,27.0,-19.0,-39.0,10.0,51041
1291,2020-04-05,-43.0,-24.0,19.0,-28.0,-41.0,12.0,51041
1292,2020-04-11,-38.0,-16.0,34.0,-37.0,-33.0,13.0,51041
1293,2020-03-29,-21.0,-20.0,,-1.0,-26.0,,31033
1294,2020-04-05,-29.0,-20.0,,-2.0,-26.0,,31033
1295,2020-04-11,-29.0,-20.0,,6.0,-43.0,,31033
1296,2020-03-29,-56.0,-28.0,,,-25.0,,19037
1297,2020-04-05,-25.0,-18.0,,,-27.0,,19037
1298,2020-04-11,-25.0,-18.0,,,-39.0,,19037
1299,2020-03-29,-18.0,-16.0,,,-35.0,,28017
1300,2020-04-05,-41.0,-25.0,,,-37.0,,28017
1301,2020-04-11,-41.0,-25.0,,,-37.0,,28017
1302,2020-03-29,-19.0,6.0,,,-25.0,,5017
1303,2020-04-05,-22.0,4.0,,,-27.0,,5017
1304,2020-04-11,-22.0,4.0,,,-35.0,,5017
1305,2020-03-29,-25.0,-31.0,,-11.0,-32.0,,48075
1306,2020-04-05,-36.0,-20.0,,-15.0,-27.0,,48075
1307,2020-04-11,-36.0,-20.0,,-26.0,-41.0,,48075
1308,2020-03-29,-41.0,-11.0,,-27.0,-26.0,14.0,1021
1309,2020-04-05,-49.0,-14.0,,-45.0,-32.0,13.0,1021
1310,2020-04-11,-28.0,11.0,,-30.0,-25.0,17.0,1021
1311,2020-03-29,-63.0,-3.0,-47.0,,-44.0,2.0,26033
1312,2020-04-05,-63.0,21.0,-50.0,,-38.0,2.0,26033
1313,2020-04-11,-63.0,21.0,-50.0,,-40.0,2.0,26033
1314,2020-03-29,-31.0,,,,-25.0,,27023
1315,2020-04-05,-19.0,,,,-34.0,,27023
1316,2020-04-11,-19.0,,,,-22.0,,27023
1317,2020-03-29,-52.0,-34.0,,,-28.0,19.0,55017
1318,2020-04-05,-39.0,-9.0,,,-24.0,22.0,55017
1319,2020-04-11,-41.0,9.0,,,-26.0,21.0,55017
1320,2020-03-29,-72.0,-41.0,-33.0,,-35.0,20.0,27025
1321,2020-04-05,-49.0,-15.0,-33.0,,-36.0,26.0,27025
1322,2020-04-11,-43.0,3.0,-33.0,,-32.0,24.0,27025
1323,2020-03-29,-61.0,-53.0,-50.0,-57.0,-46.0,14.0,50007
1324,2020-04-05,-59.0,-45.0,7.0,-66.0,-46.0,13.0,50007
1325,2020-04-11,-57.0,-39.0,1.0,-63.0,-48.0,17.0,50007
1326,2020-03-29,-13.0,-16.0,,,-28.0,,1023
1327,2020-04-05,-13.0,-19.0,,,-38.0,,1023
1328,2020-04-11,-13.0,-19.0,,,-43.0,,1023
1329,2020-03-29,-22.0,-6.0,,,-21.0,,40023
1330,2020-04-05,-25.0,-5.0,,,-19.0,,40023
1331,2020-04-11,-25.0,-5.0,,,-21.0,,40023
1332,2020-03-29,-11.0,-1.0,,,-12.0,,37041
1333,2020-04-05,-13.0,10.0,,,-14.0,,37041
1334,2020-04-11,-13.0,10.0,,,-24.0,,37041
1335,2020-03-29,-31.0,-30.0,,,-20.0,9.0,17021
1336,2020-04-05,-36.0,-20.0,,,-25.0,9.0,17021
1337,2020-04-11,-31.0,-20.0,,,-28.0,9.0,17021
1338,2020-03-29,-21.0,-11.0,,-17.0,-36.0,16.0,21047
1339,2020-04-05,-27.0,-1.0,,-24.0,-32.0,18.0,21047
1340,2020-04-11,-30.0,4.0,,-25.0,-28.0,21.0,21047
1341,2020-03-29,-30.0,-10.0,-19.0,,-33.0,13.0,29043
1342,2020-04-05,-40.0,-6.0,-62.0,,-37.0,14.0,29043
1343,2020-04-11,-36.0,2.0,-34.0,,-30.0,12.0,29043
1344,2020-03-29,-27.0,-11.0,,,-28.0,5.0,32001
1345,2020-04-05,-32.0,-15.0,,,-37.0,5.0,32001
1346,2020-04-11,-19.0,-15.0,,,-31.0,5.0,32001
1347,2020-03-29,-27.0,-7.0,,-16.0,-30.0,,35006
1348,2020-04-05,-24.0,8.0,,-25.0,-25.0,,35006
1349,2020-04-11,-44.0,8.0,,-28.0,-35.0,,35006
1350,2020-03-29,-38.0,-15.0,-35.0,,-36.0,9.0,12017
1351,2020-04-05,-54.0,-28.0,-78.0,,-42.0,12.0,12017
1352,2020-04-11,-41.0,3.0,-43.0,,-33.0,11.0,12017
1353,2020-03-29,-51.0,-23.0,-15.0,-44.0,-38.0,13.0,41005
1354,2020-04-05,-45.0,-18.0,12.0,-22.0,-38.0,12.0,41005
1355,2020-04-11,-46.0,-9.0,6.0,-27.0,-37.0,13.0,41005
1356,2020-03-29,-22.0,,,,-9.0,,28021
1357,2020-04-05,-66.0,,,,-11.0,,28021
1358,2020-04-11,-66.0,,,,-28.0,,28021
1359,2020-03-29,-28.0,29.0,,,-26.0,-2.0,47025
1360,2020-04-05,-32.0,46.0,,,-28.0,-2.0,47025
1361,2020-04-11,-32.0,46.0,,,-27.0,-2.0,47025
1362,2020-03-29,-49.0,-18.0,,,-31.0,,22027
1363,2020-04-05,-41.0,-14.0,,,-31.0,,22027
1364,2020-04-11,-41.0,-14.0,,,-41.0,,22027
1365,2020-03-29,-42.0,-27.0,-20.0,-29.0,-35.0,18.0,53009
1366,2020-04-05,-39.0,-23.0,-19.0,-23.0,-38.0,17.0,53009
1367,2020-04-11,-37.0,-13.0,3.0,-8.0,-34.0,16.0,53009
1368,2020-03-29,-61.0,-17.0,,,-35.0,9.0,26035
1369,2020-04-05,-48.0,-6.0,,,-32.0,9.0,26035
1370,2020-04-11,-63.0,4.0,,,-30.0,9.0,26035
1371,2020-03-29,-23.0,-2.0,,-12.0,-28.0,,45027
1372,2020-04-05,-31.0,-2.0,,-33.0,-39.0,,45027
1373,2020-04-11,-31.0,-2.0,,-45.0,-27.0,,45027
1374,2020-03-29,-43.0,-18.0,,,-27.0,10.0,42031
1375,2020-04-05,-42.0,-13.0,,,-36.0,10.0,42031
1376,2020-04-11,-46.0,-13.0,,,-23.0,10.0,42031
1377,2020-03-29,-33.0,2.0,,-23.0,-22.0,,5019
1378,2020-04-05,-42.0,-4.0,,-35.0,-31.0,,5019
1379,2020-04-11,-26.0,-4.0,,-37.0,-13.0,,5019
1380,2020-03-29,-28.0,,,-15.0,-32.0,,17023
1381,2020-04-05,-35.0,,,-24.0,-32.0,,17023
1382,2020-04-11,-35.0,,,-30.0,-33.0,,17023
1383,2020-03-29,-48.0,-10.0,64.0,-14.0,-36.0,10.0,18019
1384,2020-04-05,-48.0,-8.0,60.0,-18.0,-39.0,10.0,18019
1385,2020-04-11,-48.0,4.0,101.0,-36.0,-36.0,12.0,18019
1386,2020-03-29,-27.0,-8.0,,,-34.0,12.0,21049
1387,2020-04-05,-27.0,-4.0,,,-36.0,12.0,21049
1388,2020-04-11,-32.0,-16.0,,,-33.0,12.0,21049
1389,2020-03-29,,-10.0,,-46.0,-4.0,,29045
1390,2020-04-05,,-8.0,,-46.0,-11.0,,29045
1391,2020-04-11,,-8.0,,-35.0,-28.0,,29045
1392,2020-03-29,-48.0,-26.0,-47.0,-66.0,-56.0,15.0,32003
1393,2020-04-05,-49.0,-24.0,-50.0,-67.0,-58.0,16.0,32003
1394,2020-04-11,-47.0,-15.0,-50.0,-59.0,-56.0,18.0,32003
1395,2020-03-29,-33.0,-20.0,,-19.0,-34.0,9.0,39023
1396,2020-04-05,-39.0,-18.0,,-29.0,-34.0,9.0,39023
1397,2020-04-11,-32.0,1.0,,-15.0,-31.0,10.0,39023
1398,2020-03-29,-46.0,-28.0,-3.0,-38.0,-41.0,13.0,53011
1399,2020-04-05,-39.0,-22.0,46.0,-34.0,-41.0,12.0,53011
1400,2020-04-11,-40.0,-14.0,53.0,-31.0,-38.0,13.0,53011
1401,2020-03-29,-79.0,-29.0,,,-25.0,16.0,55019
1402,2020-04-05,-56.0,-7.0,,,-24.0,15.0,55019
1403,2020-04-11,-56.0,-7.0,,,-18.0,17.0,55019
1404,2020-03-29,-27.0,-24.0,,,-27.0,,1025
1405,2020-04-05,-40.0,-29.0,,,-27.0,,1025
1406,2020-04-11,-22.0,-29.0,,,-9.0,,1025
1407,2020-03-29,-51.0,-24.0,-21.0,-30.0,-41.0,12.0,13059
1408,2020-04-05,-55.0,-27.0,-45.0,-24.0,-46.0,14.0,13059
1409,2020-04-11,-51.0,-14.0,-25.0,-25.0,-39.0,13.0,13059
1410,2020-03-29,-30.0,,,-29.0,-17.0,,19039
1411,2020-04-05,-27.0,,,-38.0,-24.0,,19039
1412,2020-04-11,-27.0,,,-36.0,-27.0,,19039
1413,2020-03-29,-31.0,-10.0,,,-25.0,,28023
1414,2020-04-05,-18.0,-10.0,,,-30.0,,28023
1415,2020-04-11,-18.0,-10.0,,,-46.0,,28023
1416,2020-03-29,-43.0,-19.0,,,-36.0,,51043
1417,2020-04-05,-45.0,-21.0,,,-45.0,,51043
1418,2020-04-11,-45.0,-21.0,,,-48.0,,51043
1419,2020-03-29,-60.0,-34.0,-58.0,-61.0,-44.0,17.0,41007
1420,2020-04-05,-50.0,-26.0,-24.0,-61.0,-47.0,15.0,41007
1421,2020-04-11,-55.0,-23.0,-25.0,-61.0,-40.0,16.0,41007
1422,2020-03-29,-33.0,-14.0,,,-20.0,,1027
1423,2020-04-05,-43.0,-20.0,,,-26.0,,1027
1424,2020-04-11,-43.0,-20.0,,,-41.0,,1027
1425,2020-03-29,-7.0,-2.0,,,-21.0,,5021
1426,2020-04-05,-10.0,-2.0,,,-32.0,,5021
1427,2020-04-11,-10.0,-2.0,,,-36.0,,5021
1428,2020-03-29,-33.0,-15.0,1.0,,-34.0,10.0,12019
1429,2020-04-05,-46.0,-27.0,-46.0,,-39.0,13.0,12019
1430,2020-04-11,-33.0,-1.0,-22.0,,-33.0,12.0,12019
1431,2020-03-29,-27.0,-18.0,,,-17.0,,19041
1432,2020-04-05,-33.0,-12.0,,,-26.0,,19041
1433,2020-04-11,-34.0,-12.0,,,-20.0,,19041
1434,2020-03-29,-25.0,,,,-27.0,,17025
1435,2020-04-05,-33.0,,,,-27.0,,17025
1436,2020-04-11,-33.0,,,,-27.0,,17025
1437,2020-03-29,-33.0,-35.0,,-21.0,-32.0,-1.0,18021
1438,2020-04-05,-30.0,-29.0,,-25.0,-32.0,-1.0,18021
1439,2020-04-11,-30.0,-29.0,,-29.0,-39.0,-1.0,18021
1440,2020-03-29,-16.0,-22.0,,,-27.0,,20027
1441,2020-04-05,-23.0,-22.0,,,-39.0,,20027
1442,2020-04-11,-23.0,-22.0,,,-40.0,,20027
1443,2020-03-29,-2.0,-12.0,,,-24.0,,21051
1444,2020-04-05,8.0,2.0,,,-22.0,,21051
1445,2020-04-11,8.0,2.0,,,-36.0,,21051
1446,2020-03-29,-44.0,-25.0,,,-34.0,20.0,27027
1447,2020-04-05,-40.0,-22.0,,,-35.0,29.0,27027
1448,2020-04-11,-37.0,0.0,,,-35.0,25.0,27027
1449,2020-03-29,-32.0,-17.0,214.0,-30.0,-38.0,10.0,29047
1450,2020-04-05,-35.0,-3.0,118.0,-24.0,-40.0,11.0,29047
1451,2020-04-11,-43.0,7.0,146.0,-27.0,-37.0,13.0,29047
1452,2020-03-29,-24.0,8.0,,-34.0,-33.0,,28025
1453,2020-04-05,-43.0,-3.0,,-44.0,-35.0,,28025
1454,2020-04-11,-43.0,-3.0,,-44.0,-23.0,,28025
1455,2020-03-29,-26.0,-14.0,,,-32.0,,37043
1456,2020-04-05,-54.0,-12.0,,,-41.0,,37043
1457,2020-04-11,-54.0,-12.0,,,-33.0,,37043
1458,2020-03-29,,,,,-28.0,,31035
1459,2020-04-05,,,,,-28.0,,31035
1460,2020-04-11,,,,,-42.0,,31035
1461,2020-03-29,-32.0,,,,-28.0,,46027
1462,2020-04-05,-47.0,,,,-30.0,,46027
1463,2020-04-11,-47.0,,,,-35.0,,46027
1464,2020-03-29,,,,,-28.0,,47027
1465,2020-04-05,,,,,-37.0,,47027
1466,2020-04-11,,,,,-44.0,,47027
1467,2020-03-29,-53.0,,,-10.0,-24.0,,48077
1468,2020-04-05,-51.0,,,-29.0,-33.0,,48077
1469,2020-04-11,-51.0,,,-35.0,-38.0,,48077
1470,2020-03-29,-30.0,-18.0,15.0,-80.0,-33.0,11.0,13063
1471,2020-04-05,-40.0,-20.0,-10.0,-85.0,-40.0,13.0,13063
1472,2020-04-11,-29.0,-4.0,-10.0,-82.0,-36.0,14.0,13063
1473,2020-03-29,-61.0,-12.0,,,-19.0,,19043
1474,2020-04-05,-59.0,7.0,,,-26.0,,19043
1475,2020-04-11,-59.0,7.0,,,-19.0,,19043
1476,2020-03-29,-88.0,-55.0,-42.0,,-40.0,,8019
1477,2020-04-05,-87.0,-53.0,-18.0,,-48.0,,8019
1478,2020-04-11,-87.0,-53.0,-16.0,,-47.0,,8019
1479,2020-03-29,-33.0,-18.0,-34.0,-21.0,-23.0,13.0,42033
1480,2020-04-05,-38.0,-17.0,-34.0,-24.0,-31.0,10.0,42033
1481,2020-04-11,-39.0,-5.0,-34.0,-7.0,-27.0,11.0,42033
1482,2020-03-29,-61.0,0.0,,,-28.0,,16035
1483,2020-04-05,-54.0,-14.0,,,-30.0,,16035
1484,2020-04-11,-54.0,-14.0,,,-21.0,,16035
1485,2020-03-29,-35.0,-34.0,,,-38.0,,27029
1486,2020-04-05,-72.0,-28.0,,,-52.0,,27029
1487,2020-04-11,-72.0,-28.0,,,-47.0,,27029
1488,2020-03-29,-22.0,-3.0,,-36.0,-9.0,,1029
1489,2020-04-05,-35.0,-13.0,,-48.0,-16.0,,1029
1490,2020-04-11,-35.0,-13.0,,-42.0,-14.0,,1029
1491,2020-03-29,-16.0,0.0,,,-37.0,,5023
1492,2020-04-05,-48.0,43.0,,,-35.0,,5023
1493,2020-04-11,-48.0,43.0,,,-27.0,,5023
1494,2020-03-29,-40.0,-22.0,126.0,,-37.0,10.0,39025
1495,2020-04-05,-43.0,-22.0,54.0,,-40.0,10.0,39025
1496,2020-04-11,-39.0,-8.0,68.0,,-37.0,12.0,39025
1497,2020-03-29,,,,,-33.0,,5025
1498,2020-04-05,,,,,-33.0,,5025
1499,2020-04-11,,,,,-40.0,,5025
1500,2020-03-29,-33.0,-5.0,8.0,,-27.0,7.0,37045
1501,2020-04-05,-33.0,-4.0,16.0,,-31.0,9.0,37045
1502,2020-04-11,-32.0,9.0,16.0,,-30.0,9.0,37045
1503,2020-03-29,-46.0,-22.0,26.0,,-39.0,11.0,40027
1504,2020-04-05,-48.0,-19.0,-4.0,,-42.0,12.0,40027
1505,2020-04-11,-46.0,-9.0,-28.0,,-37.0,14.0,40027
1506,2020-03-29,,-2.0,,,-25.0,,13065
1507,2020-04-05,,-2.0,,,-20.0,,13065
1508,2020-04-11,,-2.0,,,-32.0,,13065
1509,2020-03-29,-41.0,18.0,,,-24.0,16.0,19045
1510,2020-04-05,-25.0,48.0,,,-28.0,16.0,19045
1511,2020-04-11,-38.0,12.0,,,-26.0,18.0,19045
1512,2020-03-29,-28.0,-4.0,,,-29.0,14.0,17027
1513,2020-04-05,-34.0,-2.0,,,-33.0,14.0,17027
1514,2020-04-11,-30.0,-2.0,,,-27.0,14.0,17027
1515,2020-03-29,-36.0,-30.0,,,-30.0,19.0,18023
1516,2020-04-05,-33.0,-9.0,,,-25.0,17.0,18023
1517,2020-04-11,-31.0,-9.0,,,-34.0,17.0,18023
1518,2020-03-29,,,,,-29.0,,21053
1519,2020-04-05,,,,,-26.0,,21053
1520,2020-04-11,,,,,-33.0,,21053
1521,2020-03-29,-59.0,-36.0,,-54.0,-38.0,28.0,26037
1522,2020-04-05,-56.0,-29.0,,-57.0,-35.0,27.0,26037
1523,2020-04-11,-58.0,-18.0,,-50.0,-41.0,30.0,26037
1524,2020-03-29,-76.0,-8.0,,,-31.0,,29049
1525,2020-04-05,-54.0,-10.0,,,-27.0,,29049
1526,2020-04-11,-54.0,-10.0,,,-20.0,,29049
1527,2020-03-29,-52.0,-18.0,,-67.0,-29.0,18.0,36019
1528,2020-04-05,-47.0,-7.0,,-60.0,-31.0,21.0,36019
1529,2020-04-11,-56.0,39.0,,-71.0,-30.0,23.0,36019
1530,2020-03-29,-40.0,-11.0,,30.0,-34.0,22.0,39027
1531,2020-04-05,-45.0,-13.0,,17.0,-36.0,18.0,39027
1532,2020-04-11,-37.0,6.0,,17.0,-31.0,22.0,39027
1533,2020-03-29,-34.0,-12.0,,-29.0,-20.0,18.0,42035
1534,2020-04-05,-36.0,-5.0,,-41.0,-23.0,17.0,42035
1535,2020-04-11,-28.0,-13.0,,-38.0,-27.0,17.0,42035
1536,2020-03-29,-27.0,,,,-20.0,,20029
1537,2020-04-05,-47.0,,,,-29.0,,20029
1538,2020-04-11,-47.0,,,,-33.0,,20029
1539,2020-03-29,-19.0,18.0,,,-43.0,,28027
1540,2020-04-05,-37.0,-8.0,,,-43.0,,28027
1541,2020-04-11,-37.0,-8.0,,,-36.0,,28027
1542,2020-03-29,,,,,-28.0,,40029
1543,2020-04-05,,,,,-36.0,,40029
1544,2020-04-11,,,,,-38.0,,40029
1545,2020-03-29,-49.0,-22.0,-47.0,-38.0,-41.0,13.0,13067
1546,2020-04-05,-55.0,-28.0,-54.0,-48.0,-47.0,15.0,13067
1547,2020-04-11,-47.0,-8.0,-34.0,-29.0,-41.0,15.0,13067
1548,2020-03-29,-37.0,-21.0,-14.0,-23.0,-29.0,8.0,4003
1549,2020-04-05,-41.0,-22.0,-18.0,-30.0,-34.0,9.0,4003
1550,2020-04-11,-41.0,-18.0,-44.0,-35.0,-34.0,11.0,4003
1551,2020-03-29,-24.0,-11.0,-3.0,-20.0,-36.0,11.0,47029
1552,2020-04-05,-28.0,3.0,5.0,0.0,-41.0,13.0,47029
1553,2020-04-11,-20.0,21.0,2.0,-20.0,-42.0,12.0,47029
1554,2020-03-29,-55.0,-24.0,-25.0,-34.0,-38.0,12.0,4005
1555,2020-04-05,-59.0,-27.0,-34.0,-36.0,-41.0,13.0,4005
1556,2020-04-11,-65.0,-32.0,-46.0,-42.0,-42.0,18.0,4005
1557,2020-03-29,-35.0,-14.0,,-29.0,-24.0,15.0,46029
1558,2020-04-05,-40.0,5.0,,-40.0,-23.0,18.0,46029
1559,2020-04-11,-31.0,5.0,,-50.0,-27.0,15.0,46029
1560,2020-03-29,-28.0,-15.0,,,-26.0,11.0,1031
1561,2020-04-05,-42.0,-19.0,,,-33.0,13.0,1031
1562,2020-04-11,-25.0,-2.0,,,-27.0,18.0,1031
1563,2020-03-29,-41.0,-8.0,,,-23.0,11.0,13069
1564,2020-04-05,-50.0,-16.0,,,-32.0,14.0,13069
1565,2020-04-11,-40.0,-1.0,,,-27.0,18.0,13069
1566,2020-03-29,-29.0,-6.0,,-35.0,-33.0,14.0,47031
1567,2020-04-05,-36.0,-6.0,,-52.0,-39.0,16.0,47031
1568,2020-04-11,-32.0,3.0,,-59.0,-32.0,19.0,47031
1569,2020-03-29,-67.0,-24.0,,-29.0,-35.0,,20031
1570,2020-04-05,-73.0,-49.0,,-26.0,-40.0,,20031
1571,2020-04-11,-73.0,-49.0,,-32.0,-39.0,,20031
1572,2020-03-29,,-21.0,,,,,48081
1573,2020-04-05,,-30.0,,,,,48081
1574,2020-04-11,,-30.0,,,,,48081
1575,2020-03-29,-30.0,-6.0,-14.0,-20.0,-22.0,12.0,1033
1576,2020-04-05,-45.0,-16.0,-23.0,-23.0,-29.0,12.0,1033
1577,2020-04-11,-27.0,11.0,-37.0,-23.0,-21.0,16.0,1033
1578,2020-03-29,-44.0,-23.0,,,-29.0,19.0,29051
1579,2020-04-05,-41.0,-3.0,,,-28.0,22.0,29051
1580,2020-04-11,-43.0,1.0,,,-27.0,22.0,29051
1581,2020-03-29,-18.0,-16.0,,,-20.0,,48083
1582,2020-04-05,-48.0,-19.0,,,-35.0,,48083
1583,2020-04-11,-48.0,-19.0,,,-35.0,,48083
1584,2020-03-29,-35.0,-11.0,,,-27.0,18.0,17029
1585,2020-04-05,-40.0,-5.0,,,-28.0,16.0,17029
1586,2020-04-11,-31.0,4.0,,,-31.0,21.0,17029
1587,2020-03-29,-52.0,-10.0,,,-6.0,,31037
1588,2020-04-05,-65.0,-8.0,,,-8.0,,31037
1589,2020-04-11,-65.0,-8.0,,,-8.0,,31037
1590,2020-03-29,-62.0,-29.0,,-26.0,-40.0,,35007
1591,2020-04-05,-64.0,-29.0,,-43.0,-40.0,,35007
1592,2020-04-11,-64.0,-29.0,,-48.0,-43.0,,35007
1593,2020-03-29,-32.0,-13.0,,-27.0,-31.0,12.0,45029
1594,2020-04-05,-44.0,-14.0,,-43.0,-40.0,12.0,45029
1595,2020-04-11,-35.0,-4.0,,-52.0,-30.0,13.0,45029
1596,2020-03-29,-56.0,-29.0,-62.0,-56.0,-44.0,14.0,12021
1597,2020-04-05,-63.0,-37.0,-76.0,-63.0,-48.0,16.0,12021
1598,2020-04-11,-55.0,-25.0,-70.0,-55.0,-44.0,17.0,12021
1599,2020-03-29,-50.0,-33.0,-11.0,-37.0,-45.0,14.0,48085
1600,2020-04-05,-55.0,-34.0,-33.0,-41.0,-47.0,15.0,48085
1601,2020-04-11,-52.0,-27.0,-44.0,-40.0,-44.0,19.0,48085
1602,2020-03-29,-36.0,-8.0,,-31.0,-18.0,,48089
1603,2020-04-05,-44.0,-11.0,,-45.0,-24.0,,48089
1604,2020-04-11,-44.0,-11.0,,-49.0,-15.0,,48089
1605,2020-03-29,-31.0,-6.0,,,-25.0,13.0,13071
1606,2020-04-05,-40.0,-13.0,,,-28.0,15.0,13071
1607,2020-04-11,-34.0,1.0,,,-24.0,15.0,13071
1608,2020-03-29,-18.0,-20.0,,,-20.0,,5027
1609,2020-04-05,-20.0,-11.0,,,-31.0,,5027
1610,2020-04-11,-20.0,-11.0,,,-21.0,,5027
1611,2020-03-29,-36.0,-8.0,-41.0,-25.0,-25.0,8.0,12023
1612,2020-04-05,-46.0,-14.0,-57.0,-41.0,-29.0,11.0,12023
1613,2020-04-11,-44.0,12.0,-42.0,-46.0,-23.0,10.0,12023
1614,2020-03-29,-35.0,-7.0,-20.0,-44.0,-37.0,11.0,13073
1615,2020-04-05,-49.0,-19.0,-19.0,-47.0,-44.0,13.0,13073
1616,2020-04-11,-37.0,3.0,4.0,-34.0,-38.0,12.0,13073
1617,2020-03-29,-51.0,-40.0,,-36.0,-35.0,19.0,36021
1618,2020-04-05,-48.0,-10.0,,-39.0,-32.0,22.0,36021
1619,2020-04-11,-48.0,20.0,,-29.0,-33.0,22.0,36021
1620,2020-03-29,-44.0,-22.0,2.0,,-34.0,19.0,41009
1621,2020-04-05,-37.0,-15.0,58.0,,-32.0,17.0,41009
1622,2020-04-11,-31.0,-2.0,58.0,,-32.0,16.0,41009
1623,2020-03-29,-44.0,-20.0,,-26.0,-28.0,20.0,42037
1624,2020-04-05,-48.0,-14.0,,-32.0,-27.0,23.0,42037
1625,2020-04-11,-44.0,11.0,,-32.0,-34.0,26.0,42037
1626,2020-03-29,-54.0,-29.0,,-37.0,-31.0,21.0,55021
1627,2020-04-05,-48.0,-15.0,,-40.0,-33.0,22.0,55021
1628,2020-04-11,-49.0,1.0,,-31.0,-31.0,22.0,55021
1629,2020-03-29,-29.0,-6.0,,,-31.0,8.0,39029
1630,2020-04-05,-38.0,-4.0,,,-36.0,9.0,39029
1631,2020-04-11,-28.0,17.0,,,-37.0,12.0,39029
1632,2020-03-29,-19.0,3.0,,,-23.0,10.0,37047
1633,2020-04-05,-27.0,-1.0,,,-32.0,13.0,37047
1634,2020-04-11,-28.0,10.0,,,-24.0,18.0,37047
1635,2020-03-29,-37.0,-1.0,,-32.0,-37.0,,6011
1636,2020-04-05,-46.0,-6.0,,-42.0,-39.0,,6011
1637,2020-04-11,-46.0,-6.0,,-38.0,-30.0,,6011
1638,2020-03-29,-47.0,-33.0,-30.0,-10.0,-36.0,12.0,48091
1639,2020-04-05,-51.0,-35.0,-62.0,-24.0,-41.0,14.0,48091
1640,2020-04-11,-49.0,-22.0,-70.0,-33.0,-38.0,16.0,48091
1641,2020-03-29,-38.0,-9.0,66.0,5.0,-38.0,9.0,40031
1642,2020-04-05,-48.0,-7.0,13.0,-41.0,-39.0,11.0,40031
1643,2020-04-11,-49.0,0.0,-18.0,-33.0,-36.0,13.0,40031
1644,2020-03-29,-9.0,-22.0,,,-25.0,,48093
1645,2020-04-05,-28.0,-29.0,,,-22.0,,48093
1646,2020-04-11,-28.0,-29.0,,,-40.0,,48093
1647,2020-03-29,-23.0,-16.0,,,-20.0,,22029
1648,2020-04-05,-24.0,-16.0,,,-27.0,,22029
1649,2020-04-11,-24.0,-16.0,,,-30.0,,22029
1650,2020-03-29,-49.0,-10.0,,-33.0,-21.0,,1035
1651,2020-04-05,-65.0,-10.0,,-44.0,-26.0,,1035
1652,2020-04-11,-65.0,-10.0,,-41.0,-36.0,,1035
1653,2020-03-29,,,,,-29.0,,8021
1654,2020-04-05,,,,,-33.0,,8021
1655,2020-04-11,,,,,-36.0,,8021
1656,2020-03-29,-48.0,-21.0,-15.0,-49.0,-41.0,15.0,6013
1657,2020-04-05,-54.0,-25.0,-53.0,-60.0,-44.0,17.0,6013
1658,2020-04-11,-47.0,-7.0,-17.0,-51.0,-43.0,17.0,6013
1659,2020-03-29,-42.0,-3.0,,-35.0,-22.0,,56009
1660,2020-04-05,-42.0,-9.0,,-35.0,-24.0,,56009
1661,2020-04-11,-42.0,-9.0,,-35.0,-27.0,,56009
1662,2020-03-29,2.0,4.0,,-2.0,-25.0,,5029
1663,2020-04-05,-25.0,2.0,,-21.0,-23.0,,5029
1664,2020-04-11,-25.0,2.0,,-18.0,-21.0,,5029
1665,2020-03-29,-17.0,2.0,,-21.0,-21.0,,13075
1666,2020-04-05,-36.0,-2.0,,-67.0,-28.0,,13075
1667,2020-04-11,-36.0,-2.0,,-42.0,-24.0,,13075
1668,2020-03-29,-58.0,-26.0,-45.0,-63.0,-45.0,15.0,17031
1669,2020-04-05,-54.0,-20.0,0.0,-61.0,-45.0,14.0,17031
1670,2020-04-11,-51.0,-9.0,-6.0,-53.0,-43.0,16.0,17031
1671,2020-03-29,-78.0,-47.0,,,-46.0,,27031
1672,2020-04-05,-64.0,-58.0,,,-51.0,,27031
1673,2020-04-11,-64.0,-58.0,,,-54.0,,27031
1674,2020-03-29,-28.0,-3.0,-8.0,-33.0,-32.0,16.0,48097
1675,2020-04-05,-41.0,-10.0,-42.0,-47.0,-35.0,20.0,48097
1676,2020-04-11,-42.0,0.0,-38.0,-47.0,-31.0,15.0,48097
1677,2020-03-29,-27.0,-19.0,,-15.0,-20.0,,29053
1678,2020-04-05,-30.0,-2.0,,-20.0,-29.0,,29053
1679,2020-04-11,-30.0,-2.0,,-17.0,-21.0,,29053
1680,2020-03-29,-52.0,-21.0,-68.0,,-37.0,10.0,33007
1681,2020-04-05,-40.0,9.0,-23.0,,-36.0,10.0,33007
1682,2020-04-11,-43.0,9.0,-56.0,,-37.0,10.0,33007
1683,2020-03-29,-45.0,-24.0,-48.0,,-38.0,15.0,41011
