fips,num_neighbors,center_00,center_10,pop_00,pop_10
48013,8,65.78317935242966,65.37877324493047,65.452412144601,66.21578676740857
48015,6,50.143774287610576,50.55583470664993,49.80465349877957,49.62032974766129
48017,5,49.54131674577111,56.21472378753498,48.836358522458895,48.74752127884901
48019,6,57.247666875550806,56.14303605455567,56.960560712614075,56.150340494583396
48021,5,49.72171509891707,46.85118373805163,48.01208696780047,47.81529151316133
48023,5,52.723842108884256,53.40309177156978,55.316656614929954,55.69563729512659
48025,5,49.20466091699812,48.6119629768706,49.69474375944229,49.620747044452465
48027,7,59.389238713256404,59.62308460797015,59.2494985968948,58.77241804251022
48029,7,53.942844453024456,59.0597589241933,48.27772881227172,47.126200546363215
48031,7,53.30530655301599,54.29771456035371,53.64191986188043,53.410529233098984
48033,6,53.71931620082815,54.0870029356197,55.06305318135477,55.042894793010845
48035,7,55.83099328025422,53.84755223979453,57.25993537469799,57.4648532659874
48037,6,53.956673658511725,52.26630639727807,53.31430576833507,53.42377035519843
48039,5,62.26121286667144,65.73378926480876,58.22431660940386,56.94747613740994
48041,5,43.21680780363708,42.69429817989375,43.96131297869481,43.88481797105598
48043,4,107.75689161619455,117.07984162261214,91.18914002789367,90.96516508178077
48045,6,55.71473522026668,55.33826363384153,59.24608600154995,59.51478478324449
48047,7,69.3577487455671,68.93818772820352,68.80322505392736,69.00168485943928
48049,7,60.03742787877463,57.960191810537175,60.840558963509025,60.82757740263978
48051,5,43.56325450719421,43.88110606745143,42.78004465700327,42.98503539861652
48053,7,57.572522356329436,62.40808339097492,57.320471671860446,56.887455673088276
48055,6,49.630755913583705,47.83989221974667,49.11235670930437,49.29658127192368
48057,5,58.111367778373484,58.47132234286785,60.0973150494119,60.26656247082676
48059,6,56.005939723655445,54.82558230064793,53.87965889226422,53.64176747290221
48061,2,55.22137069481845,60.251497865785396,57.4857925989554,58.13180648652441
48063,5,29.368190379151734,31.245361200238836,30.326537496229133,30.376117083416638
48065,6,52.41805070618317,55.336363646730995,50.8762563767315,50.91216240710099
48067,5,47.01097918053235,45.64165395896801,48.35661750591787,48.482766275718305
48069,6,54.8376602763528,54.58770333776631,54.45531581893965,54.4850178057614
48071,4,56.77656578165766,58.739808770675396,57.16155939595968,56.52531550326274
48073,7,61.22943778960042,62.344092488209164,62.04116430155936,61.95254670498621
48075,5,45.77450261969323,44.71047773255848,46.16374779536626,46.17024287651823
48077,6,51.30153151897432,52.58128401660222,48.14952807044068,48.1683838435846
48079,5,68.66496223727889,65.10879901842009,71.96021242262172,72.24800182381622
48081,5,53.731356358088114,53.128246167378336,55.413716431979466,55.35471020519113
48083,6,60.82483969676528,61.00438858632785,62.79057211521215,62.74795846167041
48085,6,47.48455295413757,49.39900119662297,47.55270754868709,47.16294485782429
48087,6,53.803348460794496,53.25946147681022,53.78360925779615,53.868689849888675
48089,5,53.57032284929327,50.56494044794523,53.38169863175856,53.57101524324078
48091,5,42.66116028150235,44.23327858258852,41.041669142709935,40.446987392225196
48093,5,47.84980880139518,48.2806070273789,48.20676942201161,48.514463219838035
48095,5,56.84617627905938,59.11899303928917,57.08504036618414,57.20018838732724
48097,5,51.79731963577406,48.82732917637668,53.33842067764738,53.033621920618224
48099,5,54.136626621334756,52.047469833778834,53.80196393514733,53.46541887536773
48101,6,52.10021716271688,49.978487088463034,54.81056204295319,55.26337007001058
48103,5,66.2510924212669,71.43461505181627,68.65690201294316,68.6872557841895
48105,9,98.74269965753584,94.81835332312036,101.4142679472448,101.7774848443094
48107,4,49.705454680736274,48.664970140057875,48.20830040319263,48.33422020562413
48109,5,119.06925612231446,108.9684959520218,139.85054612513576,140.52135075634112
48111,4,61.372730318605505,61.79033593208374,54.52392886795813,53.93321012488453
48113,6,43.21455519198699,48.417875011109636,39.80603145621335,39.91299662243799
48115,5,55.515154587693154,54.046710386272615,56.7492487309334,57.44523024781197
48117,6,65.89209333238692,64.41358828116861,67.77857249849144,67.72589436206383
48119,6,46.24526114354402,44.4790954770483,46.47678743234767,46.6389035901048
48121,6,51.803408946873816,53.35690693748287,50.04088126193846,49.83216879810117
48123,5,48.10761197136391,49.48520056219965,47.44291974183954,47.41703987077202
48125,4,48.40286332510119,48.550085382821145,48.395779071936175,48.00020004940579
48127,5,70.688456455251,68.88603260415593,69.31016124500529,69.57299409779314
48129,5,55.04014142000172,53.62808155030333,56.07543319973898,56.08534722416713
48131,6,70.08917582744714,72.42914853823724,69.05070057297972,69.03375790964708
48133,7,56.878822439701075,57.50716593383123,59.95654205107905,59.84276603863672
48135,6,55.851348969789335,56.26929660458402,57.20328290367939,57.11399675940953
48137,7,78.25647836838539,74.93766639749938,79.08265919554869,79.81090262702183
48139,7,56.82891149476906,58.26740025473612,56.337077582300445,56.31612502936651
48141,3,95.98973157072625,91.88093538226883,90.87481769628765,87.03598366897182
48143,7,53.30319952704752,53.20819033908116,54.62210563556578,54.699548054447554
48145,5,49.54297502079956,48.6836139828119,52.42392325294404,52.8247823121276
48147,6,52.189020421032325,51.273039992385854,54.59103154049979,54.26024276748634
48149,8,57.61211922281697,58.01838996400524,58.37016841337187,58.500459843032765
48151,5,49.7135661489523,51.112410647568566,48.01769359039306,48.11445038176543
48153,5,49.32061396344325,52.34334207013436,47.47129781792147,47.60465650171337
48155,6,50.853619867720965,50.03274828045096,52.547136970295554,52.557662496542584
48157,5,53.60514872707431,55.263392799486084,51.445071321096734,49.9916230113374
48159,6,39.3846497662999,39.01516156986737,38.993330478388174,39.01906176705108
48161,5,50.24504818288889,50.68572062547632,49.175298810380426,49.18074862432414
48163,5,60.76082043647074,62.47903148306902,61.305514885658376,62.81900960506109
48165,6,60.909629688785024,61.70060239026146,59.947507294292734,60.068975011891844
48167,3,52.30337393456025,64.91703210312134,50.68186567269649,48.257832698350775
48169,5,53.29591118321864,51.204173262933885,56.6581616698157,56.57766964424112
48171,6,56.1402644800462,54.78170242636605,56.75699461502965,56.68923891158418
48173,5,50.87837772824689,51.92062898639524,53.779754118702954,53.851115196631746
48175,5,46.46901239026788,46.45842199934425,46.25546450471265,46.3349036698252
48177,7,56.49949292498622,57.216225436613186,58.12315097962273,58.82979918716359
48179,4,45.6821942637425,49.47755290635929,49.357001884569925,49.629283175673855
48181,7,52.796089851540614,53.856386407461045,53.00409564515201,52.431038183974856
48183,4,39.33708179751391,39.662018255633555,36.87411226968408,36.5774109080904
48185,6,50.26482838467245,48.773894599103784,50.61061684573076,50.22187688625055
48187,6,43.652466136296255,47.64215310264465,43.153559214759916,43.70659336262824
48189,5,52.803484100078414,52.883074883997935,52.7707376287835,52.93930254068944
48191,6,53.92305553377533,52.16071176499961,55.96489501483048,56.303939666280236
48193,6,55.16644074208235,52.41682410964904,56.824901702620686,57.08079173902339
48195,5,56.79635494536761,53.58743608698686,61.00884554922906,61.1516584941689
48197,6,47.40185772830525,47.80988330804223,48.12312134727731,48.08046388669965
48199,6,55.441701990136515,55.02462883858387,54.83064447753896,54.857040264808894
48201,7,59.47988108353382,65.66434743666125,55.64255360152884,53.83498879444242
48203,6,47.18251527833079,46.14289196300223,44.81445623440495,44.53499537808096
48205,5,76.67202109963253,77.38478227770676,73.32839911256806,72.81962044582379
48207,5,50.00508881287343,51.255018282935,51.06906591130222,51.30587951223995
48209,5,40.60911574341172,43.09811839493148,40.044156422565095,40.380644263148916
48211,5,54.61756759597021,52.51115361888374,57.380078516328865,57.73887798010721
48213,8,61.34442243657534,61.608858118870266,62.28962984296185,62.75232215171119
48215,5,70.24886548999868,68.90453131829054,78.10227865863342,77.95107366239749
48217,6,56.38076854744903,54.98868988450329,56.6673115298228,57.033314649232516
48219,4,45.99130337084851,48.33781204604116,43.86957057787118,43.68036077545314
48221,5,41.41276060411593,41.51034490850817,41.818737068158185,41.44831952018546
48223,5,38.28587463693402,38.13266784577109,37.447143939822034,37.43189590590904
48225,7,61.13158894400091,60.29005507869732,58.84221333544779,59.152006933599964
48227,5,50.45007609088675,51.759346568652504,51.25717318170219,51.25583267773218
48229,4,119.02331926562672,112.05878589392162,128.05312822173374,126.64317572631577
48231,8,49.423250327146114,50.24749796524682,49.44340121403135,49.008085472045444
48233,4,50.54615222335141,48.52229780540718,53.919694541119796,53.87525418717768
48235,4,59.408277553063265,60.24519077332861,56.13785214438498,55.8003127730567
48237,7,57.15169492688881,57.463630508890375,57.13540834465674,57.31113082874999
48239,6,56.56338335836279,56.180272275839314,56.50514825470577,56.53508655996225
48241,7,59.27834996816822,58.43600665869997,60.63841154673376,60.6511434665407
48243,6,105.85227577552858,111.6286622096289,105.61420710766207,106.80360338266117
48245,5,59.42473464319795,63.53450407038518,58.16170939677143,58.79107098415318
48247,5,66.07186242904231,65.32518852252443,73.30713916251105,73.5088907602778
48249,6,57.144453137412576,60.25692412041767,54.45757370018188,54.2725413441914
48251,7,49.44649050321453,50.38293551274354,49.76609188089713,49.42848639747575
48253,6,52.3615065416225,54.526577468348286,50.40338814041461,50.597492830884484
48255,7,58.29668438551299,57.07072891632374,60.06366653881323,60.55464875436719
48257,6,49.85691827233659,50.39440934016363,48.791260565373626,48.51009255369758
48259,6,48.58248001766584,53.20059263821698,46.25700360188364,45.95736666098182
48261,4,61.19203641147028,62.69172276232654,63.82026794179305,64.20275056857125
48263,5,53.932999339302015,51.210050808696906,53.703837509434535,53.75295459256927
48265,6,61.42375376098278,58.4410981489803,62.09980358303948,61.963264542617516
48267,6,68.72217142479543,65.04791384507892,70.28977796941543,69.89962667833004
48269,5,53.137480649081475,51.48245392415963,55.9540608281694,55.46718151965681
48271,4,68.65305599168329,73.82286183341408,64.07125057168854,63.9907653139265
48273,4,51.701640089264544,55.407416407758916,43.58083241843032,43.978418082437955
48275,4,45.354018553735536,46.773066443774596,49.035550709074656,48.70505543936945
48277,5,51.31128624876131,48.7677089669001,52.794259877775815,53.061057986885075
48279,5,52.238668680089745,52.36208499122556,55.03946251262206,55.20444571361505
48281,6,55.68278752312319,54.574897937139134,55.15340586953541,54.742615542809595
48283,5,71.10444184709084,64.91185490199886,75.61515167447928,77.14086186702369
48285,6,55.573762023904386,55.407906634662275,54.76721587670756,54.597729498825025
48287,6,51.3966057336496,51.18603020442007,51.97689679664302,52.110650001371134
48289,6,55.69219347568754,54.65940614623509,53.79292781415243,53.54640348489553
48291,7,61.36990494998414,61.251205284242964,60.38537708941188,60.03149348433799
48293,7,57.16334630820396,56.8377330890749,57.389471962743464,57.700473393497056
48295,5,53.89674975112513,54.36854381908542,56.30829498159407,56.48623180708817
48297,7,63.475646676734776,63.36838253252789,64.24508670745392,64.29764251111186
48299,5,52.9079427210702,51.29418034660839,53.85661544994931,54.084067107382054
48301,5,74.81190096321701,73.99501971822022,77.18793745057884,77.09057721204195
48303,4,50.64945349366255,48.91890222489043,50.022756645013175,50.24754985714726
48305,5,49.08372421197354,50.98145937463444,46.9636709730336,47.2518386688154
48307,6,59.3969287969766,61.15898639247914,58.231286468014105,58.00729156966768
48309,6,55.0567986712407,54.37416122659639,56.18965740024142,56.350754386815176
48311,4,59.61866059279439,57.6087226954141,64.24137531209534,65.18433771794565
48313,5,50.483150837087024,47.86538688773923,50.31260633710646,50.41024822272845
48315,5,43.015676655816115,43.026967129269245,44.17538348421391,44.17564708858116
48317,6,57.96576171070109,58.85186408752517,57.86828655405131,57.927255014440895
48319,6,57.81936744398081,56.92999184054838,58.95342713368067,58.76230226689586
48321,4,60.62763037950816,64.5430271121617,61.00034318050051,61.972391201215714
48323,4,88.74228346474852,83.01301953950048,91.60874549461181,91.28504892810709
48325,5,55.96027970980803,59.64229677451267,54.47541944075247,53.93735555363455
48327,5,53.816472624298456,56.029398657514605,54.69366128410188,54.327524946509754
48329,5,51.593558721530165,55.65842526177907,53.3679177283427,53.46934621649731
48331,6,55.99405168790553,53.29828535973849,57.11608142516547,57.389894019289756
48333,5,50.178807099040554,48.27857768862694,50.76793748096222,50.96929357027803
48335,6,54.261667774685186,53.54435472867792,55.96065074193919,55.76504014114508
48337,6,54.21566675044213,52.21941100236155,56.726636956064546,56.9071561145972
48339,6,55.059725718303774,53.564785502387416,53.606947044691616,52.753144708423214
48341,6,62.04033402809231,59.72977016677862,63.934637774500494,63.67842163509843
48343,7,43.99473757786999,41.927598721091904,44.028089491027515,43.9784125838899
48345,5,53.858115104064595,51.30665903187766,57.10875633846439,57.36662024981307
48347,5,52.59664334655364,50.59499670693788,52.248561941897705,52.44697439507881
48349,5,54.1916565757459,54.98232925728953,54.94455105093637,55.56017789813061
48351,7,60.58162251890362,61.443840462616606,63.06576491839464,63.031172616925815
48353,5,54.560661556491176,53.0288085814931,56.310798365094016,56.38189303633776
48355,4,47.44423626853266,47.3532399069234,46.0145104934621,46.15605336406312
48357,5,55.631306250150644,57.15193823806156,56.271241696931476,56.00071145060794
48359,5,71.18903582364103,67.2706730088843,74.38915861074769,74.29081707406131
48361,6,59.22817201258897,61.129098590188676,54.14290814764535,53.94009359773715
48363,7,57.375063600894414,55.99345407823427,59.09603577857414,58.97561339740281
48365,5,49.47924215827311,49.09833403958968,48.076137172908616,47.868635048431315
48367,6,49.85447873219425,51.22193176178152,47.72264770661989,47.43784398539836
48369,5,49.759929924882975,53.023802356363014,49.863085719730506,49.653539696868236
48371,7,102.03547215897113,107.13448977380459,100.83539557613582,100.86388376184088
48373,6,53.8248149668163,53.19243262126517,56.02135578885725,56.259769985263866
48375,4,52.24099169370108,52.43239285284708,47.64840951931734,47.455001410517795
48377,2,78.9855850163726,84.00010834408806,82.97791640781378,84.47826048396809
48379,4,36.65974894572467,37.79445205479324,35.61702089254452,35.58706901825188
48381,5,52.2212928250103,54.18711945374421,51.239111331368235,51.11519606988873
48383,6,66.51814875228112,66.23788663991074,72.27434111143374,72.59799978445965
48385,4,61.78182177082891,52.04939096202988,63.11470824958171,62.668366115625965
48387,8,61.015051027892625,57.51583665179339,58.919435063674406,59.0200209224697
48389,6,89.17724526119669,90.42505678429391,93.48401127657861,93.8652744227136
48391,6,50.03155652015463,49.62388616700337,50.66733974439381,50.72244208862988
48393,7,57.965891284517184,57.39300781365272,61.47712430511774,61.57004521507633
48395,6,54.025105981260396,53.515936918625705,54.46207831893457,54.72363446542598
48397,4,35.27114777922131,37.14664769685905,33.973692075814405,33.44264953174395
48399,6,59.86303111727474,61.24270372530584,60.97612261720884,61.11798649832074
48401,7,53.42959190220898,53.43565044088586,52.45892804141704,52.33666966399
48403,5,49.222739231090294,50.69968584797696,54.217550842224895,54.431772533766264
48405,5,49.81866311312213,48.41877305583351,51.68657384135222,51.84955811017809
48407,5,44.2891876114019,47.9580081003433,44.035175928596935,43.95942720333913
48409,6,51.07162578301359,52.93178740818272,51.71559694627959,51.52822451980935
48411,7,58.49513317001758,58.155230933789326,59.68171048870516,60.05081087258464
48413,5,63.98140340313205,62.29493414803736,58.406020297854596,58.29722908135776
48415,5,53.116229255254076,51.35699338534638,53.81735006229449,53.35573588387207
