FIPS,03/29/20_grocery,03/29/20_parks,03/29/20_residential,03/29/20_transit,03/29/20_workplaces,03/29/20retail,04/05/20_grocery,04/05/20_parks,04/05/20_residential,04/05/20_transit,04/05/20_workplaces,04/05/20retail,04/11/20_grocery,04/11/20_parks,04/11/20_residential,04/11/20_transit,04/11/20_workplaces,04/11/20retail
6077,-16.0,-16.0,12.0,-31.0,-30.0,-41.0,-21.0,-58.0,14.0,-45.0,-36.0,-49.0,-1.0,-14.0,14.0,-25.0,-31.0,-37.0
6079,-29.0,-27.0,13.0,-58.0,-45.0,-56.0,-39.0,-77.0,16.0,-73.0,-48.0,-65.0,-19.0,-37.0,14.0,-56.0,-39.0,-53.0
6081,-26.0,-35.0,19.0,-83.0,-46.0,-60.0,-32.0,-63.0,20.0,-86.0,-50.0,-65.0,-20.0,-38.0,21.0,-83.0,-47.0,-60.0
6083,-17.0,-30.0,13.0,-51.0,-40.0,-47.0,-26.0,-67.0,16.0,-63.0,-45.0,-55.0,-12.0,-33.0,14.0,-49.0,-36.0,-49.0
6085,-33.0,-22.0,17.0,-71.0,-48.0,-62.0,-45.0,-70.0,19.0,-78.0,-52.0,-68.0,-26.0,-17.0,20.0,-63.0,-48.0,-61.0
6087,-27.0,-40.0,15.0,-57.0,-41.0,-55.0,-37.0,-75.0,18.0,-68.0,-45.0,-65.0,-16.0,-63.0,17.0,-56.0,-40.0,-56.0
6089,-15.0,-21.0,9.0,-22.0,-31.0,-39.0,-11.0,-41.0,10.0,-34.0,-35.0,-42.0,3.0,33.0,9.0,-24.0,-29.0,-36.0
6093,-20.0,-6.0,13.0,9.0,-25.0,-35.0,-17.0,-20.0,10.0,-25.0,-28.0,-39.0,2.0,37.0,10.0,-7.0,-23.0,-24.0
6095,-21.0,-18.0,13.0,-37.0,-34.0,-45.0,-23.0,-52.0,14.0,-48.0,-36.0,-52.0,-4.0,-18.0,15.0,-39.0,-35.0,-43.0
6097,-22.0,-58.0,15.0,-54.0,-41.0,-53.0,-24.0,-61.0,15.0,-55.0,-43.0,-54.0,-14.0,-59.0,16.0,-49.0,-41.0,-50.0
6099,-19.0,-12.0,11.0,-28.0,-29.0,-44.0,-25.0,-62.0,13.0,-41.0,-35.0,-53.0,-4.0,-15.0,13.0,-27.0,-32.0,-42.0
6101,-18.0,-28.0,13.0,-43.0,-34.0,-41.0,-21.0,-47.0,15.0,-50.0,-43.0,-47.0,-4.0,-19.0,12.0,-20.0,-37.0,-37.0
6103,-9.0,-9.0,15.0,-22.0,-27.0,-34.0,-5.0,-31.0,13.0,-27.0,-31.0,-39.0,11.0,-5.0,14.0,-28.0,-24.0,-27.0
6105,-20.0,,,,-28.0,-65.0,0.0,,,,-32.0,-39.0,0.0,,,,-35.0,-39.0
6107,-13.0,-27.0,11.0,-28.0,-25.0,-39.0,-12.0,-50.0,11.0,-33.0,-29.0,-41.0,-2.0,-47.0,12.0,-32.0,-29.0,-36.0
6109,-17.0,-67.0,14.0,,-38.0,-48.0,-31.0,-83.0,12.0,,-44.0,-57.0,1.0,-72.0,14.0,,-34.0,-41.0
6111,-24.0,-24.0,14.0,-40.0,-39.0,-46.0,-29.0,-56.0,15.0,-50.0,-39.0,-50.0,-18.0,-38.0,16.0,-37.0,-36.0,-44.0
6113,-23.0,2.0,13.0,-34.0,-37.0,-43.0,-28.0,-48.0,16.0,-47.0,-43.0,-51.0,-9.0,-9.0,15.0,-30.0,-38.0,-41.0
6115,-12.0,24.0,13.0,-34.0,-38.0,-34.0,-15.0,-37.0,14.0,-37.0,-41.0,-41.0,9.0,37.0,11.0,-26.0,-30.0,-25.0
8001,-25.0,-12.0,13.0,-30.0,-36.0,-49.0,-15.0,10.0,12.0,-24.0,-36.0,-43.0,-4.0,0.0,14.0,-27.0,-36.0,-41.0
8003,-28.0,,,,-28.0,-44.0,-15.0,,,,-17.0,-40.0,-15.0,,,,-24.0,-40.0
8005,-30.0,14.0,14.0,-36.0,-40.0,-52.0,-25.0,41.0,13.0,-31.0,-42.0,-48.0,-12.0,22.0,16.0,-27.0,-41.0,-45.0
8007,-28.0,,,,-44.0,-60.0,-20.0,,,,-46.0,-58.0,-20.0,,,,-44.0,-58.0
8011,,,,,,,,,,,-34.0,,,,,,-32.0,
8013,-32.0,-7.0,15.0,-44.0,-47.0,-59.0,-30.0,23.0,15.0,-42.0,-47.0,-55.0,-15.0,11.0,16.0,-42.0,-45.0,-53.0
8015,-31.0,-36.0,,,-45.0,-56.0,-34.0,-27.0,,,-45.0,-51.0,-34.0,-16.0,,,-41.0,-51.0
8019,-55.0,-42.0,,,-40.0,-88.0,-53.0,-18.0,,,-48.0,-87.0,-53.0,-16.0,,,-47.0,-87.0
8021,,,,,-29.0,,,,,,-33.0,,,,,,-36.0,
8029,-20.0,-40.0,5.0,,-19.0,-41.0,-11.0,-6.0,5.0,,-27.0,-27.0,-11.0,2.0,5.0,,-23.0,-27.0
8031,-25.0,-17.0,16.0,-75.0,-43.0,-63.0,-20.0,6.0,14.0,-76.0,-45.0,-59.0,-8.0,-10.0,16.0,-71.0,-45.0,-60.0
8035,-36.0,10.0,14.0,-50.0,-43.0,-56.0,-34.0,42.0,13.0,-50.0,-45.0,-55.0,-19.0,18.0,15.0,-23.0,-43.0,-49.0
8037,-47.0,-46.0,26.0,-67.0,-74.0,-75.0,-42.0,-46.0,26.0,-67.0,-74.0,-73.0,-33.0,-45.0,26.0,-66.0,-72.0,-69.0
8039,-16.0,,0.0,,-37.0,-22.0,-25.0,,0.0,,-43.0,-19.0,-25.0,,0.0,,-30.0,-19.0
8041,-22.0,-1.0,12.0,-55.0,-40.0,-45.0,-17.0,20.0,11.0,-51.0,-40.0,-42.0,-8.0,4.0,13.0,-45.0,-39.0,-40.0
8043,-13.0,-7.0,14.0,,-29.0,-35.0,2.0,7.0,15.0,,-27.0,-24.0,2.0,-5.0,12.0,,-33.0,-19.0
8045,-35.0,4.0,22.0,-34.0,-45.0,-51.0,-30.0,25.0,20.0,-34.0,-40.0,-47.0,-17.0,16.0,20.0,-36.0,-41.0,-44.0
8047,,,,,-67.0,,,,,,-63.0,,,,,,-65.0,
8049,-49.0,-84.0,,-43.0,-60.0,-85.0,-50.0,-83.0,,-43.0,-64.0,-83.0,-43.0,-84.0,,-43.0,-59.0,-82.0
8051,-43.0,-50.0,,,-55.0,-73.0,-38.0,-35.0,,,-55.0,-65.0,-38.0,-43.0,,,-49.0,-65.0
8055,-43.0,,,,-28.0,-62.0,-10.0,,,,-25.0,-50.0,-10.0,,,,-28.0,-50.0
8059,-41.0,-3.0,14.0,-39.0,-43.0,-53.0,-34.0,24.0,13.0,-30.0,-44.0,-48.0,-17.0,5.0,15.0,-31.0,-41.0,-44.0
8061,,,,,,,,,,,,,,,,-41.0,,
8063,-20.0,,,-18.0,-13.0,-39.0,-20.0,,,-28.0,-20.0,-34.0,-20.0,,,-30.0,-18.0,-34.0
8065,-33.0,,,,-57.0,-82.0,-34.0,,,,-49.0,-77.0,-34.0,,,,-55.0,-77.0
8067,-28.0,4.0,25.0,-68.0,-43.0,-58.0,-15.0,21.0,21.0,-66.0,-46.0,-51.0,-7.0,21.0,21.0,-59.0,-46.0,-51.0
8069,-27.0,1.0,13.0,-38.0,-38.0,-53.0,-20.0,15.0,12.0,-33.0,-40.0,-49.0,-6.0,13.0,14.0,-38.0,-39.0,-50.0
8071,-23.0,,,,-21.0,-40.0,-27.0,,,,-27.0,-37.0,-27.0,,,,-28.0,-37.0
8073,-31.0,,,-31.0,-30.0,-33.0,-12.0,,,-30.0,-33.0,-36.0,-12.0,,,-33.0,-26.0,-36.0
8075,-15.0,,,,-26.0,-32.0,-13.0,,,,-29.0,-29.0,-13.0,,,,-28.0,-34.0
8077,-21.0,11.0,9.0,-35.0,-35.0,-40.0,-15.0,46.0,7.0,-24.0,-33.0,-34.0,-7.0,97.0,8.0,-27.0,-35.0,-36.0
8081,-22.0,,,,-36.0,-26.0,-24.0,,,,-33.0,-27.0,-24.0,,,,-30.0,-27.0
8083,-14.0,,-1.0,,-31.0,-39.0,2.0,,-1.0,,-25.0,-30.0,2.0,,-1.0,,-28.0,-48.0
8085,-31.0,,17.0,,-36.0,-45.0,-21.0,,13.0,,-39.0,-39.0,-10.0,,14.0,,-32.0,-35.0
8087,-33.0,0.0,14.0,-23.0,-18.0,-40.0,-27.0,-4.0,16.0,-29.0,-25.0,-40.0,-17.0,-4.0,15.0,-17.0,-22.0,-37.0
8089,-28.0,,,,-25.0,-32.0,-17.0,,,,-23.0,-25.0,-17.0,,,,-21.0,-25.0
8091,,,,,-56.0,-28.0,,,,,-56.0,-28.0,,,,,-56.0,-28.0
8093,-44.0,3.0,,,-52.0,-84.0,-41.0,46.0,,,-48.0,-63.0,-41.0,46.0,,,-36.0,-63.0
8095,,,,,,,,,,,,,,,,,-39.0,
8097,-56.0,,,-85.0,-75.0,-100.0,-53.0,,,-86.0,-75.0,-100.0,-53.0,,,-87.0,-72.0,-100.0
8099,-25.0,,,-33.0,-17.0,-32.0,-4.0,,,-32.0,-26.0,-18.0,-4.0,,,-36.0,-14.0,-18.0
8101,-21.0,-45.0,9.0,-32.0,-29.0,-42.0,-10.0,-24.0,8.0,-30.0,-27.0,-36.0,-1.0,-50.0,10.0,-23.0,-28.0,-38.0
8103,,,,,-28.0,,,,,,-36.0,,,,,,-28.0,
8105,-24.0,,,,-17.0,-38.0,-20.0,,,,-27.0,-25.0,-20.0,,,,-24.0,-25.0
8107,-49.0,-48.0,-2.0,-65.0,-62.0,-82.0,-52.0,-58.0,-2.0,-65.0,-63.0,-83.0,-48.0,-69.0,-2.0,-65.0,-60.0,-79.0
8109,,,,,-44.0,,,,,,-44.0,,,,,,-44.0,
8113,,,,,-69.0,-80.0,,,,,-69.0,-80.0,,,,,-71.0,-80.0
8117,-73.0,-74.0,5.0,-67.0,-71.0,-86.0,-73.0,-72.0,5.0,-67.0,-65.0,-84.0,-71.0,-77.0,5.0,-67.0,-64.0,-84.0
8119,-23.0,,-1.0,,-45.0,-46.0,-19.0,,-1.0,,-46.0,-34.0,-19.0,,-1.0,,-51.0,-24.0
8121,,,,,,,,,,,-42.0,,,,,,-39.0,
8123,-26.0,-4.0,12.0,-32.0,-33.0,-42.0,-17.0,23.0,11.0,-29.0,-32.0,-37.0,-6.0,24.0,14.0,-23.0,-33.0,-34.0
8125,-22.0,,,,-30.0,-33.0,-26.0,,,,-23.0,-33.0,-26.0,,,,-23.0,-33.0
9001,-35.0,-60.0,17.0,-72.0,-44.0,-61.0,-30.0,6.0,16.0,-71.0,-44.0,-56.0,-17.0,53.0,17.0,-65.0,-45.0,-52.0
9003,-31.0,-48.0,13.0,-61.0,-35.0,-56.0,-25.0,31.0,12.0,-56.0,-36.0,-51.0,-9.0,88.0,14.0,-50.0,-39.0,-47.0
9005,-27.0,-40.0,13.0,,-33.0,-51.0,-27.0,86.0,11.0,,-36.0,-45.0,-6.0,26.0,14.0,,-37.0,-35.0
9007,-28.0,-49.0,15.0,-60.0,-38.0,-58.0,-27.0,85.0,13.0,-53.0,-35.0,-49.0,0.0,42.0,14.0,-43.0,-38.0,-41.0
9009,-31.0,-52.0,14.0,-62.0,-36.0,-56.0,-23.0,7.0,13.0,-58.0,-38.0,-50.0,-8.0,43.0,14.0,-50.0,-39.0,-44.0
9011,-28.0,-45.0,15.0,-67.0,-41.0,-56.0,-20.0,22.0,13.0,-60.0,-39.0,-51.0,-3.0,83.0,15.0,-50.0,-41.0,-45.0
9013,-33.0,-38.0,14.0,-38.0,-37.0,-59.0,-29.0,96.0,14.0,-43.0,-39.0,-48.0,-3.0,4.0,14.0,-34.0,-40.0,-46.0
9015,-27.0,-58.0,12.0,-69.0,-32.0,-42.0,-22.0,24.0,11.0,-66.0,-32.0,-39.0,4.0,22.0,13.0,-57.0,-35.0,-27.0
10001,-32.0,2.0,11.0,-50.0,-35.0,-45.0,-29.0,37.0,11.0,-26.0,-37.0,-42.0,-16.0,9.0,13.0,-24.0,-35.0,-35.0
10003,-31.0,5.0,13.0,-60.0,-37.0,-48.0,-30.0,76.0,12.0,-56.0,-38.0,-48.0,-19.0,32.0,15.0,-50.0,-39.0,-44.0
10005,-23.0,-5.0,11.0,-40.0,-36.0,-46.0,-26.0,3.0,11.0,-48.0,-39.0,-48.0,-9.0,-9.0,13.0,-46.0,-35.0,-40.0
12001,-26.0,-32.0,12.0,-48.0,-37.0,-54.0,-30.0,-53.0,14.0,-54.0,-40.0,-57.0,-19.0,-39.0,14.0,-49.0,-32.0,-51.0
12003,-8.0,,-3.0,-45.0,-27.0,-23.0,-6.0,,-3.0,-55.0,-30.0,-38.0,-6.0,,-3.0,-60.0,-20.0,-27.0
12005,-16.0,-2.0,8.0,-50.0,-27.0,-38.0,-24.0,-20.0,10.0,-62.0,-32.0,-49.0,-13.0,-18.0,11.0,-54.0,-29.0,-43.0
12007,0.0,,0.0,,-26.0,-26.0,-3.0,,0.0,,-38.0,-45.0,21.0,,0.0,,-26.0,-27.0
12009,-22.0,-26.0,11.0,-37.0,-38.0,-44.0,-36.0,-67.0,14.0,-55.0,-45.0,-56.0,-17.0,-32.0,13.0,-46.0,-38.0,-44.0
12011,-28.0,-62.0,16.0,-72.0,-42.0,-52.0,-30.0,-69.0,18.0,-77.0,-45.0,-56.0,-23.0,-69.0,20.0,-75.0,-43.0,-52.0
12013,-5.0,,,,-28.0,-38.0,-14.0,,,,-35.0,-49.0,-14.0,,,,-41.0,-49.0
12015,-25.0,-35.0,10.0,-33.0,-40.0,-49.0,-35.0,-61.0,13.0,-51.0,-44.0,-61.0,-21.0,-49.0,13.0,-43.0,-39.0,-50.0
12017,-15.0,-35.0,9.0,,-36.0,-38.0,-28.0,-78.0,12.0,,-42.0,-54.0,3.0,-43.0,11.0,,-33.0,-41.0
12019,-15.0,1.0,10.0,,-34.0,-33.0,-27.0,-46.0,13.0,,-39.0,-46.0,-1.0,-22.0,12.0,,-33.0,-33.0
12021,-29.0,-62.0,14.0,-56.0,-44.0,-56.0,-37.0,-76.0,16.0,-63.0,-48.0,-63.0,-25.0,-70.0,17.0,-55.0,-44.0,-55.0
12023,-8.0,-41.0,8.0,-25.0,-25.0,-36.0,-14.0,-57.0,11.0,-41.0,-29.0,-46.0,12.0,-42.0,10.0,-46.0,-23.0,-44.0
12027,-21.0,-28.0,12.0,,-26.0,-35.0,-20.0,-57.0,9.0,,-30.0,-50.0,-5.0,-37.0,11.0,,-16.0,-42.0
12029,-4.0,,,,-31.0,-30.0,-6.0,,,,-33.0,-34.0,-6.0,,,,-23.0,-34.0
12031,-13.0,-26.0,10.0,-40.0,-33.0,-36.0,-24.0,-60.0,13.0,-52.0,-39.0,-48.0,-8.0,-45.0,13.0,-41.0,-35.0,-40.0
12033,-10.0,-11.0,9.0,-47.0,-32.0,-38.0,-15.0,-16.0,11.0,-55.0,-36.0,-45.0,-5.0,-11.0,11.0,-44.0,-31.0,-41.0
12035,-16.0,-34.0,10.0,,-40.0,-44.0,-27.0,-72.0,13.0,,-47.0,-57.0,1.0,-55.0,13.0,,-39.0,-43.0
12037,-12.0,-14.0,,,-30.0,-56.0,-23.0,-23.0,,,-43.0,-83.0,-23.0,-45.0,,,-31.0,-83.0
12039,-10.0,,14.0,-36.0,-31.0,-24.0,-11.0,,17.0,-48.0,-32.0,-32.0,5.0,,20.0,-44.0,-22.0,-27.0
12041,-1.0,,,,-24.0,-26.0,-12.0,-36.0,,,-33.0,-40.0,-12.0,-44.0,,,-28.0,-40.0
12043,,-65.0,,-39.0,-30.0,-62.0,,-65.0,,-50.0,-22.0,-62.0,,-65.0,,-29.0,-23.0,-62.0
12045,-1.0,,,,-16.0,-28.0,-17.0,,,,-24.0,-77.0,-17.0,,,,-24.0,-77.0
12047,-4.0,,,-28.0,-24.0,-16.0,-3.0,,,-45.0,-36.0,-33.0,-3.0,,,-48.0,-39.0,-33.0
12049,-29.0,-30.0,,,-29.0,-30.0,-32.0,-52.0,,,-27.0,-38.0,-17.0,-34.0,,,-15.0,-38.0
12051,-10.0,-42.0,12.0,,-28.0,-34.0,-16.0,-64.0,15.0,,-29.0,-46.0,-4.0,-52.0,13.0,,-25.0,-34.0
12053,-16.0,-10.0,10.0,-37.0,-36.0,-36.0,-30.0,-64.0,12.0,-41.0,-43.0,-47.0,-10.0,-41.0,12.0,-26.0,-33.0,-37.0
12055,-21.0,-49.0,9.0,,-36.0,-44.0,-31.0,-66.0,12.0,,-44.0,-55.0,-15.0,-57.0,11.0,,-27.0,-45.0
12057,-30.0,-53.0,14.0,-67.0,-42.0,-52.0,-34.0,-75.0,15.0,-74.0,-46.0,-56.0,-19.0,-57.0,16.0,-71.0,-41.0,-49.0
12059,-12.0,,,,-18.0,-19.0,-19.0,,,,-14.0,-43.0,-19.0,,,,-20.0,-43.0
12061,-29.0,-30.0,11.0,-47.0,-38.0,-46.0,-33.0,-65.0,14.0,-64.0,-43.0,-58.0,-24.0,-48.0,14.0,-54.0,-37.0,-48.0
12063,-11.0,,12.0,-32.0,-32.0,-29.0,-14.0,-24.0,13.0,-44.0,-35.0,-43.0,-4.0,-24.0,14.0,-41.0,-22.0,-31.0
12065,-10.0,,,,-28.0,-20.0,-13.0,,,,-32.0,-55.0,-13.0,,,,-31.0,-55.0
12067,,,,,-28.0,,,,,,-30.0,,,,,,-39.0,
12069,-24.0,-24.0,12.0,-57.0,-41.0,-42.0,-35.0,-66.0,14.0,-68.0,-46.0,-54.0,-16.0,-35.0,14.0,-53.0,-37.0,-39.0
12071,-28.0,-60.0,12.0,-69.0,-41.0,-55.0,-38.0,-76.0,14.0,-75.0,-46.0,-61.0,-25.0,-69.0,15.0,-76.0,-41.0,-54.0
12073,-22.0,0.0,11.0,-50.0,-36.0,-45.0,-24.0,-20.0,13.0,-62.0,-40.0,-50.0,-15.0,-23.0,14.0,-49.0,-34.0,-45.0
12075,-12.0,-20.0,12.0,,-31.0,-35.0,-19.0,-48.0,15.0,,-34.0,-49.0,-4.0,-36.0,15.0,,-24.0,-33.0
12077,-5.0,,,,-28.0,,-14.0,,,,-40.0,,-14.0,,,,-43.0,
12079,-2.0,,,-26.0,-31.0,-41.0,-14.0,,,-45.0,-41.0,-58.0,-14.0,,,-42.0,-15.0,-58.0
12081,-22.0,-28.0,11.0,-63.0,-36.0,-48.0,-36.0,-73.0,14.0,-74.0,-44.0,-59.0,-18.0,-44.0,14.0,-57.0,-38.0,-48.0
12083,-21.0,-40.0,9.0,-31.0,-34.0,-41.0,-29.0,-65.0,12.0,-46.0,-41.0,-52.0,-11.0,-49.0,11.0,-39.0,-33.0,-41.0
12085,-28.0,-28.0,12.0,-59.0,-37.0,-50.0,-39.0,-55.0,14.0,-63.0,-43.0,-60.0,-17.0,-44.0,15.0,-66.0,-37.0,-52.0
12086,-35.0,-77.0,18.0,-71.0,-46.0,-57.0,-36.0,-80.0,19.0,-73.0,-48.0,-60.0,-33.0,-81.0,22.0,-71.0,-48.0,-58.0
12087,-47.0,-76.0,15.0,-76.0,-55.0,-74.0,-54.0,-79.0,16.0,-80.0,-57.0,-77.0,-46.0,-77.0,17.0,-77.0,-53.0,-74.0
12089,-18.0,-24.0,10.0,-68.0,-34.0,-40.0,-24.0,-60.0,13.0,-68.0,-41.0,-50.0,-6.0,-42.0,11.0,-68.0,-33.0,-40.0
12091,-14.0,-7.0,9.0,-62.0,-32.0,-39.0,-23.0,-27.0,12.0,-67.0,-41.0,-47.0,-9.0,-28.0,12.0,-50.0,-33.0,-41.0
12093,-10.0,-23.0,11.0,-84.0,-33.0,-37.0,-22.0,-56.0,14.0,-89.0,-34.0,-55.0,-7.0,-29.0,17.0,-85.0,-26.0,-41.0
12095,-42.0,-59.0,17.0,-80.0,-53.0,-70.0,-47.0,-81.0,19.0,-84.0,-56.0,-73.0,-30.0,-53.0,18.0,-80.0,-50.0,-63.0
12097,-40.0,-49.0,18.0,-65.0,-54.0,-64.0,-45.0,-67.0,19.0,-73.0,-58.0,-68.0,-29.0,-47.0,19.0,-61.0,-51.0,-58.0
12099,-23.0,-65.0,15.0,-61.0,-40.0,-49.0,-33.0,-76.0,17.0,-68.0,-44.0,-55.0,-21.0,-70.0,18.0,-60.0,-41.0,-49.0
12101,-24.0,-10.0,11.0,-25.0,-35.0,-40.0,-33.0,-65.0,13.0,-43.0,-41.0,-49.0,-15.0,-47.0,13.0,-32.0,-34.0,-40.0
12103,-25.0,-16.0,12.0,-44.0,-39.0,-51.0,-32.0,-62.0,14.0,-58.0,-44.0,-58.0,-18.0,-35.0,15.0,-42.0,-39.0,-49.0
12105,-22.0,-28.0,11.0,-29.0,-38.0,-40.0,-31.0,-55.0,14.0,-41.0,-44.0,-50.0,-15.0,-43.0,14.0,-36.0,-37.0,-40.0
12107,-15.0,-20.0,9.0,,-33.0,-23.0,-14.0,-44.0,11.0,,-35.0,-40.0,4.0,-37.0,10.0,,-33.0,-29.0
12109,-13.0,-53.0,11.0,-34.0,-41.0,-48.0,-21.0,-79.0,14.0,-47.0,-47.0,-60.0,-2.0,-63.0,14.0,-46.0,-42.0,-49.0
12111,-14.0,-22.0,11.0,-52.0,-34.0,-40.0,-24.0,-53.0,14.0,-62.0,-41.0,-51.0,-9.0,-24.0,14.0,-53.0,-34.0,-40.0
12113,-13.0,17.0,9.0,,-32.0,-28.0,-24.0,-3.0,10.0,,-36.0,-35.0,-2.0,0.0,12.0,,-28.0,-23.0
12115,-28.0,-59.0,11.0,-28.0,-41.0,-52.0,-40.0,-76.0,14.0,-46.0,-46.0,-63.0,-28.0,-66.0,14.0,-31.0,-42.0,-55.0
12117,-21.0,-19.0,13.0,-74.0,-42.0,-48.0,-37.0,-71.0,16.0,-83.0,-48.0,-58.0,-17.0,-33.0,16.0,-75.0,-43.0,-47.0
12119,-21.0,-31.0,10.0,-36.0,-45.0,-50.0,-36.0,-69.0,14.0,-50.0,-50.0,-66.0,-16.0,-41.0,11.0,-46.0,-36.0,-54.0
12121,-14.0,0.0,11.0,-42.0,-27.0,-28.0,-14.0,-20.0,14.0,-50.0,-34.0,-39.0,0.0,-23.0,15.0,-45.0,-22.0,-34.0
12123,-7.0,,,,-25.0,-34.0,2.0,,,,-26.0,-38.0,2.0,,,,-22.0,-38.0
12125,-5.0,,,,-35.0,-44.0,-11.0,,,,-38.0,-42.0,-11.0,,,,-42.0,-42.0
12127,-19.0,-10.0,10.0,-39.0,-38.0,-42.0,-34.0,-73.0,14.0,-59.0,-46.0,-58.0,-13.0,-32.0,12.0,-42.0,-38.0,-44.0
12129,-20.0,20.0,16.0,,-20.0,-25.0,-17.0,4.0,17.0,,-29.0,-36.0,-17.0,-10.0,17.0,,-24.0,-22.0
12131,-23.0,-29.0,9.0,-21.0,-31.0,-46.0,-32.0,-44.0,13.0,-41.0,-36.0,-54.0,-23.0,-49.0,10.0,-34.0,-31.0,-50.0
12133,5.0,,,,-31.0,-33.0,8.0,,,,-36.0,-42.0,8.0,,,,-28.0,-31.0
13001,-16.0,,,,-19.0,-28.0,-20.0,,,,-19.0,-44.0,-20.0,,,,-16.0,-44.0
13003,12.0,,,,-26.0,-29.0,8.0,,,,-35.0,-55.0,8.0,,,,-37.0,-55.0
13005,-15.0,,,,-20.0,-26.0,-27.0,,,,-27.0,-21.0,-27.0,,,,-39.0,-21.0
13009,-20.0,,13.0,,-31.0,-34.0,-26.0,,12.0,,-36.0,-45.0,-11.0,,16.0,,-31.0,-38.0
13011,,,,,-19.0,-35.0,,,,,-30.0,-50.0,,,,,-19.0,-39.0
13013,-12.0,-37.0,11.0,,-34.0,-35.0,-15.0,,14.0,,-42.0,-45.0,2.0,,12.0,,-31.0,-32.0
13015,-5.0,40.0,9.0,-25.0,-33.0,-42.0,-9.0,74.0,10.0,-31.0,-34.0,-46.0,7.0,126.0,10.0,-28.0,-33.0,-41.0
13017,9.0,,,,-30.0,-28.0,1.0,,,,-26.0,-41.0,1.0,,,,-20.0,-41.0
13019,5.0,,,,-20.0,-28.0,-13.0,,,,-25.0,-42.0,-13.0,,,,-27.0,-42.0
13021,-16.0,36.0,10.0,-27.0,-32.0,-43.0,-22.0,-3.0,12.0,-40.0,-36.0,-54.0,-3.0,-6.0,11.0,-31.0,-30.0,-44.0
13023,-8.0,,,,-37.0,-31.0,8.0,,,,-40.0,-46.0,8.0,,,,-52.0,-46.0
13025,-4.0,,,,-28.0,-27.0,-7.0,,,,-28.0,-69.0,-7.0,,,,-27.0,-69.0
13027,-5.0,,,,-23.0,-38.0,-16.0,,,,-36.0,-50.0,-16.0,,,,-18.0,-50.0
13029,-19.0,-9.0,18.0,-29.0,-36.0,-45.0,-24.0,-32.0,20.0,-43.0,-36.0,-55.0,-2.0,-19.0,24.0,-39.0,-36.0,-44.0
13031,-12.0,,9.0,,-35.0,-41.0,-26.0,-31.0,19.0,,-40.0,-51.0,-14.0,-31.0,21.0,,-31.0,-42.0
13033,-7.0,-23.0,,,-14.0,-24.0,-17.0,-2.0,,,-26.0,-35.0,-17.0,-2.0,,,-39.0,-35.0
13035,-6.0,,-1.0,-13.0,-31.0,-30.0,-9.0,,-1.0,-26.0,-40.0,-47.0,-9.0,,-1.0,-24.0,-30.0,-47.0
13039,3.0,7.0,16.0,-29.0,-30.0,-35.0,-4.0,-40.0,18.0,-41.0,-35.0,-48.0,12.0,-17.0,20.0,-38.0,-31.0,-34.0
13043,-20.0,,,,-24.0,-57.0,-28.0,,,,-27.0,-67.0,-28.0,,,,-38.0,-67.0
13045,-18.0,12.0,10.0,-25.0,-36.0,-38.0,-18.0,-8.0,11.0,-23.0,-35.0,-42.0,5.0,0.0,10.0,-26.0,-27.0,-32.0
13047,-8.0,14.0,16.0,,-33.0,-38.0,-20.0,-35.0,20.0,,-41.0,-52.0,3.0,-21.0,22.0,,-29.0,-42.0
13049,7.0,,,,-25.0,-31.0,-9.0,,,,-32.0,-49.0,-9.0,,,,-38.0,-49.0
13051,-24.0,-32.0,11.0,-48.0,-41.0,-50.0,-29.0,-51.0,13.0,-56.0,-45.0,-56.0,-19.0,-28.0,13.0,-45.0,-43.0,-51.0
13053,-39.0,,,,-36.0,-53.0,-45.0,,,,-34.0,-61.0,-38.0,,,,-51.0,-61.0
13055,-2.0,,,,-42.0,-15.0,-5.0,,,,-29.0,-30.0,-5.0,,,,-35.0,-30.0
13057,-20.0,59.0,12.0,,-40.0,-39.0,-28.0,60.0,14.0,,-44.0,-47.0,-7.0,134.0,13.0,,-35.0,-36.0
13059,-24.0,-21.0,12.0,-30.0,-41.0,-51.0,-27.0,-45.0,14.0,-24.0,-46.0,-55.0,-14.0,-25.0,13.0,-25.0,-39.0,-51.0
13063,-18.0,15.0,11.0,-80.0,-33.0,-30.0,-20.0,-10.0,13.0,-85.0,-40.0,-40.0,-4.0,-10.0,14.0,-82.0,-36.0,-29.0
13065,-2.0,,,,-25.0,,-2.0,,,,-20.0,,-2.0,,,,-32.0,
13067,-22.0,-47.0,13.0,-38.0,-41.0,-49.0,-28.0,-54.0,15.0,-48.0,-47.0,-55.0,-8.0,-34.0,15.0,-29.0,-41.0,-47.0
13069,-8.0,,11.0,,-23.0,-41.0,-16.0,,14.0,,-32.0,-50.0,-1.0,,18.0,,-27.0,-40.0
13071,-6.0,,13.0,,-25.0,-31.0,-13.0,,15.0,,-28.0,-40.0,1.0,,15.0,,-24.0,-34.0
13073,-7.0,-20.0,11.0,-44.0,-37.0,-35.0,-19.0,-19.0,13.0,-47.0,-44.0,-49.0,3.0,4.0,12.0,-34.0,-38.0,-37.0
13075,2.0,,,-21.0,-21.0,-17.0,-2.0,,,-67.0,-28.0,-36.0,-2.0,,,-42.0,-24.0,-36.0
