FIPS,Total population,Male,Female,Under 5 years,5 to 9 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),16 years and over,18 years and over,62 years and over,65 years and over,18 years and over!!Male,18 years and over!!Female,65 years and over!!Male,65 years and over!!Female,One race,Two or more races,Exclusively White,Exclusively Black or African American,Margin of Error!!Exclusively Black or African American,Exclusively American Indian and Alaska Native,Exclusively American Indian and Alaska Native!!Cherokee tribal grouping,Exclusively American Indian and Alaska Native!!Chippewa tribal grouping,Exclusively American Indian and Alaska Native!!Navajo tribal grouping,Exclusively American Indian and Alaska Native!!Sioux tribal grouping,Exclusively Asian,Exclusively Asian!!Asian Indian,Exclusively Asian!!Chinese,Exclusively Asian!!Filipino,Exclusively Asian!!Japanese,Exclusively Asian!!Korean,Exclusively Asian!!Vietnamese,Exclusively Asian!!Other Asian,Exclusively Native Hawaiian and Other Pacific Islander,Exclusively Native Hawaiian and Other Pacific Islander!!Native Hawaiian,Exclusively Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro,Exclusively Native Hawaiian and Other Pacific Islander!!Samoan,Exclusively Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,Exclusively Some other race,Interracial White and Black or African American,Interracial White and American Indian and Alaska Native,Interracial White and Asian,Interracial Black or African American and American Indian and Alaska Native,Total White,Total Black or African American,Total American Indian and Alaska Native,Total Asian,Total Native Hawaiian and Other Pacific Islander,Total Some other race,Hispanic or Latino (of any race),Hispanic or Latino (of any race)!!Mexican,Hispanic or Latino (of any race)!!Puerto Rican,Hispanic or Latino (of any race)!!Cuban,Hispanic or Latino (of any race)!!Other Hispanic or Latino,Not Hispanic or Latino,Not Hispanic or Latino!!White alone,Not Hispanic or Latino!!Black or African American alone,Not Hispanic or Latino!!American Indian and Alaska Native alone,Not Hispanic or Latino!!Asian alone,Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino!!Some other race alone,Not Hispanic or Latino!!Two or more races,Not Hispanic or Latino!!Interracial Two races including Some other race,"Not Hispanic or Latino!!Interracial Two races excluding Some other race, and Three or more races",Total housing units
1003,218022,105437,112585,10878,9445,10426,23498,25990,30117,16569,15074,27152,13464,3827,44.0,176222,170866,53676,44443,81046,89820,20457,23986,214558,3464,187759,20554,446,1276,0,0,0,0,2338,0,0,0,0,0,0,0,45,0,0,0,0,2586,227,2100,739,0,191157,20781,3442,3143,0,2798,10132,5148,1543,321,3120,207890,180926,20328,1209,2338,45,148,2896,127,2769,116632
1015,114277,55054,59223,7142,7158,7451,16273,12608,13616,8305,7855,12240,6514,1761,40.1,93284,89793,24963,20515,42655,47138,8619,11896,111498,2779,85046,24737,642,107,0,0,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,1182,487,304,767,26,87105,25595,489,1594,0,2024,4469,0,0,0,0,109808,82308,24737,107,426,0,0,2230,293,1937,53888
1043,83442,40794,42648,5329,4798,4500,10274,10131,10843,5407,6123,9116,5570,855,40.6,66680,64550,18429,15541,31490,33060,7048,8493,81383,2059,78643,906,335,301,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,1367,0,0,0,0,80522,1246,1210,903,0,1702,3699,0,0,0,0,79743,0,0,0,0,0,0,0,0,0,38029
1049,71385,35048,36337,3989,3851,4176,8645,8261,9548,4533,4921,7377,3342,1542,39.5,57239,54240,15204,12261,26083,28157,5423,6838,70116,1269,60157,1335,201,868,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,7583,0,0,0,0,61426,1348,1722,588,0,7583,10595,0,0,0,0,60790,57199,1335,814,173,0,0,1269,0,1269,31656
1051,81887,39988,41899,5246,4443,4847,12140,10087,11642,5364,5261,7550,3764,985,38.4,65407,63325,15329,12299,30034,33291,5538,6761,79941,1946,60622,17113,1682,345,0,0,0,0,522,0,0,0,0,0,0,0,0,0,0,0,0,1339,0,0,0,0,62491,18388,838,707,0,1395,2467,0,0,0,0,79420,59771,16836,345,522,0,0,1946,56,1890,34416
1055,102501,48830,53671,6130,6712,7116,12260,12232,13422,5946,7877,11519,5919,2194,41.3,82575,80469,24397,19632,38016,42453,8411,11221,100768,1733,81129,17474,1256,209,0,0,0,0,862,0,0,0,0,0,0,0,0,0,0,0,0,1094,0,0,0,0,82862,18369,755,944,0,1476,4116,0,0,0,0,98385,79629,16401,60,862,0,0,1433,0,1433,47847
1069,104722,50400,54322,6412,6290,6223,13763,12633,13289,6694,7020,11027,5909,1854,40.2,83421,80601,22958,18790,37820,42781,8075,10715,102780,1942,72687,29214,471,66,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,113,833,276,265,21,74364,30168,701,1406,0,264,3600,2181,472,200,747,101122,69413,29136,53,700,0,37,1783,110,1673,47805
1073,659300,312159,347141,41749,42651,41548,95714,84162,80533,41326,45488,61976,31130,11594,38.2,527740,509753,131563,104700,235778,273975,43526,61174,646626,12674,341227,282596,2292,1786,0,0,0,0,9564,3613,1844,697,351,1246,272,1541,724,0,0,0,0,10729,4822,1686,2369,952,351092,288682,4517,13687,1100,12896,26246,18305,1845,665,5431,633054,326993,281806,1456,9564,724,972,11539,1259,10280,309579
1077,92387,45646,46741,4920,4433,7145,11317,10100,11718,7136,5713,10360,5897,2162,41.1,76012,74511,22017,18419,35246,39265,8073,10346,91238,1149,80452,9614,234,89,0,0,0,0,667,0,0,0,0,0,0,0,133,0,0,0,0,283,160,714,151,0,81601,9825,803,869,0,356,2644,0,0,0,0,89743,78080,9614,89,667,133,84,1076,0,1076,45468
1081,163941,80832,83109,8755,7948,22390,21562,18918,19737,8274,9275,13335,4776,1776,32.1,132509,129146,25145,19887,62885,66261,9011,10876,161317,2624,115009,38323,1324,453,0,0,0,0,6950,0,0,0,0,0,0,0,0,0,0,0,0,582,879,470,567,224,117409,39531,1147,7622,0,868,6164,2282,2000,212,1670,157777,110621,37482,453,6950,0,0,2271,0,2271,70372
1083,96174,49198,46976,4340,6117,3940,12815,13419,13074,7025,5538,9066,4233,1796,38.8,76535,73733,17622,15095,36795,36938,6814,8281,94527,1647,75365,13504,464,702,0,0,0,0,1377,0,0,0,0,0,0,0,0,0,0,0,0,3579,0,0,0,0,76850,14044,1454,1840,0,3687,5910,0,0,0,0,90264,73199,13444,702,1377,0,3,1539,0,1539,36535
1089,366519,178964,187555,21499,23201,23676,51828,45578,48567,30309,20725,32318,18013,5334,38.5,296893,286471,66663,55665,138089,148382,24156,31509,352370,14149,245460,88541,2135,1201,0,0,0,0,9303,2949,2371,411,185,1167,24,2196,27,0,0,0,0,7838,3129,3617,2508,709,257437,95120,6503,13292,1257,9033,18577,10911,3815,400,3451,347942,236695,87525,1201,9263,27,923,12308,153,12155,164263
1095,96109,47238,48871,6849,5896,5520,10753,12141,12608,6038,6284,9344,5387,1756,39.0,74664,72150,19929,16487,35180,36970,7026,9461,94369,1740,87628,3727,320,269,0,0,0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,2360,0,0,0,0,89353,3952,1158,768,0,2626,13768,7537,901,0,5330,82341,77082,3727,67,385,0,205,875,20,855,40812
1097,413757,197009,216748,26694,24726,27026,58520,49083,50814,29178,26058,39373,20213,6972,38.1,328844,316980,80413,66558,147713,169267,28348,38210,406060,7697,239651,150188,2050,3056,0,0,0,0,8037,134,355,314,416,530,3947,2341,138,0,0,0,0,4990,1667,2182,1729,224,246521,152470,5748,10837,510,6174,12648,4804,3419,76,4349,401109,233288,148775,3011,8037,138,1670,6190,216,5974,184687
1101,225763,106613,119150,15134,14338,15521,32789,28254,27604,14872,13541,20454,9947,3875,37.2,179561,173140,41558,34276,79638,93502,14329,19947,222460,3303,78367,132366,958,518,0,0,0,0,7122,1455,281,763,129,2228,1368,898,0,0,0,0,0,4087,1401,462,418,0,81036,134342,1044,8041,0,4680,7937,5070,766,634,1467,217826,75153,132253,305,7081,0,137,2897,344,2553,105170
1103,119089,59216,59873,6941,8123,7421,13754,14793,15950,7894,8521,12050,5867,2547,40.7,95485,91991,25752,20464,44401,47590,8649,11815,117595,1494,91390,17107,795,327,0,0,0,0,613,0,0,0,0,0,0,0,0,0,0,0,0,8158,538,331,434,0,92884,17794,807,1047,0,8200,10067,0,0,0,0,109022,89588,16962,279,613,0,86,1494,42,1452,52284
1115,88690,44933,43757,5283,6221,4265,11436,11349,12208,6638,5588,9027,4397,1336,40.4,70685,68253,18725,14760,33820,34433,6620,8140,87658,1032,76382,8976,557,155,0,0,0,0,715,0,0,0,0,0,0,0,0,0,0,0,0,1430,0,0,0,0,77414,9276,0,959,0,1761,2223,0,0,0,0,86467,75920,8976,155,715,0,0,701,0,701,37190
1117,215707,105022,110685,11944,13094,12128,26890,31044,30165,14192,13803,20352,9918,3025,40.4,173097,167037,40234,33295,79640,87397,14806,18489,211814,3893,172086,27162,1061,372,0,0,0,0,4767,830,638,115,0,1051,1421,712,27,0,0,0,0,7400,1738,842,769,124,175797,29145,1401,5613,238,7546,12466,6310,1093,355,4708,203241,167118,27030,372,4767,27,387,3540,58,3482,88393
1121,79828,38489,41339,4250,4635,4242,9867,10014,10796,5119,6057,8757,4392,1273,41.5,65419,63018,18090,14422,30197,32821,6558,7864,78708,1120,50857,27226,928,433,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,51977,27916,693,0,0,0,1242,0,0,0,0,78586,49842,27169,433,110,0,0,1032,48,984,37906
1125,208911,99576,109335,11789,11636,19909,31177,24947,23240,11866,11960,16811,8124,2537,33.0,170265,164919,34686,27472,77924,86995,11969,15503,206689,2222,135323,67036,1017,529,0,0,0,0,3471,0,0,0,0,0,0,0,0,0,0,0,0,330,632,419,496,410,136977,68197,1358,4125,0,476,8115,4825,590,180,2520,200796,127896,66708,529,3452,0,135,2076,0,2076,93002
1127,63711,31070,32641,3760,4364,3504,8068,7174,8229,6049,3203,7142,3760,1159,41.5,50948,49735,13917,12061,23695,26040,5158,6903,62239,1472,57117,3863,621,98,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,0,0,0,58589,4401,693,0,0,1020,1633,0,0,0,0,62078,56289,3863,98,88,0,365,1375,0,1375,31249
2020,291538,148668,142870,20944,20451,20844,48609,38979,36646,18903,15883,21792,7961,3056,34.3,227669,220200,40483,32809,111972,108228,15703,17106,259910,31628,181491,16679,1301,22022,0,0,0,0,28273,905,1682,15472,246,2354,158,7456,6105,307,785,3430,1583,5340,3407,12406,4697,1730,208738,23253,39880,37640,9836,7976,27107,16077,3847,500,6683,264431,166481,16163,20306,27668,6080,583,27150,499,26651,118233
2090,98971,53397,45574,7382,6447,8641,18258,13878,10322,5037,5415,7346,2001,866,31.7,77416,75113,13404,10213,41078,34035,5211,5002,91830,7141,74307,4941,864,8025,0,0,0,0,2956,295,861,407,345,547,484,17,734,0,0,0,0,867,900,3178,1088,30,80724,6804,11836,5448,1586,933,8282,0,0,0,0,90689,68510,4785,7380,2829,734,0,6451,32,6419,44307
2170,107610,55481,52129,7442,7799,6189,14622,14741,12610,7502,6987,8779,2981,1291,35.5,82371,78749,16870,13051,40646,38103,6475,6576,100434,7176,88760,901,435,8317,0,0,0,0,1943,0,0,0,0,0,0,0,77,0,0,0,0,436,834,3582,937,160,95529,2489,12543,3481,475,1278,5447,2207,745,764,1731,102163,84723,883,8229,1933,38,39,6318,269,6049,41986
4001,71818,35613,36205,4721,5744,4708,8817,8327,7714,4973,4338,6466,3163,1303,35.4,54577,52301,13466,10932,25594,26707,4938,5994,71591,227,16256,411,263,53873,0,0,0,0,416,0,0,0,0,0,0,0,59,0,0,0,0,576,0,0,0,0,16437,435,54058,450,0,606,4590,0,0,0,0,67228,12998,411,53128,416,59,19,197,0,197,32942
4003,126770,64995,61775,7103,8163,7479,14753,14643,13844,6656,10270,16130,9098,3174,41.0,102489,99523,34210,28402,50980,48543,13628,14774,121445,5325,109392,4814,965,1738,0,0,0,0,2511,130,139,357,469,752,579,85,210,0,0,0,0,2780,1527,660,750,47,114042,6728,2551,3846,1131,4050,45172,39881,3039,145,2107,81598,69219,4259,1213,2511,210,233,3953,168,3785,61318
4005,142854,70521,72333,7273,7520,16884,20021,15121,15058,8485,7885,11161,5212,1440,30.8,116671,113399,22956,17813,55383,58016,8589,9224,138349,4505,90589,1882,687,38177,294,0,31011,87,2687,0,0,0,0,0,0,0,0,0,0,0,0,5014,139,2065,1151,0,94905,2575,40939,4663,0,5146,20389,17280,726,183,2200,122465,76747,1800,36977,2451,0,329,4161,114,4047,66838
4013,4410824,2181974,2228850,279484,284468,291402,643582,574263,552562,261058,248994,388129,203927,77143,36.6,3478309,3358039,815127,669199,1644262,1713777,301634,367565,4239654,171170,3466879,257889,6702,91630,1485,156,30011,373,184809,51295,36552,32336,8591,10724,21519,23792,10478,2137,2217,982,5142,227969,45111,23806,43649,5884,3614022,322929,131157,244080,19568,263648,1379637,1179475,39934,13564,146664,3031187,2415129,241331,71043,180597,9673,7000,106414,3083,103331,1762981
4015,209550,105596,103954,9064,10687,10046,21588,18649,22854,15108,18774,37132,21019,5643,52.5,177746,173941,76377,63794,87829,86112,31652,32142,205218,4332,191170,2409,644,4346,0,0,0,0,2518,0,0,0,0,0,0,0,1492,0,0,0,0,3283,889,2155,522,0,195108,3298,6530,3405,1910,3721,35269,29016,1753,523,3977,174281,161051,2165,3669,2518,1302,0,3576,192,3384,115269
4017,110445,55015,55430,7751,7559,5837,13390,11646,12240,7195,7438,12126,5852,2184,38.5,83803,81102,23563,20162,40247,40855,9481,10681,107928,2517,53702,892,498,49902,0,0,0,0,636,0,0,0,0,0,0,0,9,0,0,0,0,2787,195,1259,284,102,55963,1189,51524,1170,537,2936,12649,0,0,0,0,97796,45949,527,48379,636,9,0,2296,102,2194,58164
4019,1039073,510267,528806,58312,55091,89756,133420,118453,113730,63443,65898,117273,66965,21309,39.0,847376,822779,243731,205547,400483,422296,93110,112437,979085,59988,771880,37940,2701,45440,728,107,3644,306,30481,5717,7286,3775,1392,2473,4203,5635,1431,0,0,0,0,91913,10033,21794,11638,403,823552,53256,73954,44720,3281,104130,390183,350607,9502,1256,28818,648890,532748,34331,25461,29403,1211,1696,24040,927,23113,462778
4021,447138,233292,213846,25176,27911,26780,56108,59352,49111,25808,27809,55006,29655,6164,39.8,356563,345995,107624,90825,181152,164843,43946,46879,426585,20553,359718,19947,1593,22140,891,0,2920,34,7233,507,1107,3487,288,322,362,1160,1487,0,0,0,0,16060,5330,5762,1980,1274,376948,27826,30021,11241,3960,19123,136046,122892,3256,304,9594,311092,252935,18403,17792,7106,1255,571,13030,60,12970,177186
4025,231993,113011,118982,9673,9525,11059,19917,19148,25571,18798,21485,43831,22454,7371,54.4,198754,194700,87115,73656,93751,100949,34951,38705,223676,8317,209300,1876,405,2296,0,0,0,0,2581,0,0,0,0,0,0,0,367,0,0,0,0,7256,496,4551,723,267,216974,3055,7839,3626,1564,8409,34046,29836,284,506,3420,197947,186424,1724,1727,2581,367,71,5053,91,4962,118410
4027,212128,109526,102602,15116,14200,17326,28913,22932,22770,9228,11291,19698,17127,3154,35.1,164347,158496,45823,39979,81851,76645,19118,20861,206045,6083,185580,5942,1699,2428,0,0,0,0,3254,0,0,0,0,0,0,0,91,0,0,0,0,8750,1307,1644,506,198,191309,7931,4732,3774,199,10702,136425,127923,3720,436,4346,75703,64460,3536,1884,3139,91,41,2552,23,2529,93571
5007,272608,135116,137492,18982,19479,15558,40243,38770,34359,14624,14819,20281,11336,4673,35.5,208879,201039,44372,36290,98776,102263,16330,19960,264595,8013,238256,5133,956,3587,0,0,0,0,10627,5637,397,412,120,739,1194,2128,1835,0,0,0,0,5157,1498,4122,1522,0,246053,6631,7980,12605,1943,5649,45975,28522,1968,1459,14026,226633,198662,4790,3051,10627,1835,262,7406,129,7277,108481
5031,108558,53182,55376,7659,8153,7446,17435,12761,12697,5693,5955,8860,5205,1102,34.0,84075,81408,18586,15167,38965,42443,6449,8718,107455,1103,85821,17485,1415,326,0,0,0,0,660,0,0,0,0,0,0,0,0,0,0,0,0,3163,0,0,0,0,86924,18067,788,685,0,3197,5624,0,0,0,0,102934,82067,17462,326,660,0,1350,1069,0,1069,46254
5045,124806,60576,64230,7429,9413,13811,17975,15254,14612,6399,7079,9915,4256,1549,32.9,99063,95934,19812,15720,46145,49789,6896,8824,120663,4143,102041,13893,1058,800,0,0,0,0,1626,0,0,0,0,0,0,0,0,0,0,0,0,2303,2690,721,487,37,106017,16750,1563,2171,0,2453,5165,0,0,0,0,119641,99747,13767,718,1626,0,0,3783,150,3633,50520
5051,99154,47098,52056,5450,5166,5163,11871,10266,11569,6035,8760,12687,7348,2956,44.6,81395,79367,28063,22991,37585,41782,10248,12743,95621,3533,85417,7374,1044,1004,0,0,0,0,1048,0,0,0,0,0,0,0,0,0,0,0,0,778,2386,502,131,0,88950,9850,1596,1179,0,1292,5811,0,0,0,0,93343,81108,7262,906,1048,0,0,3019,0,3019,51025
5069,68114,33440,34674,4105,4519,5097,8262,8547,8385,4016,5305,6982,2974,1715,40.1,55309,53230,14620,11671,26231,26999,5071,6600,67817,297,27109,39238,347,230,0,0,0,0,659,0,0,0,0,0,0,0,0,0,0,0,0,581,0,0,0,0,27291,39412,431,659,0,645,1456,0,0,0,0,66658,26298,39238,230,659,0,0,233,0,233,33382
5085,73657,36199,37458,4570,4180,4066,9759,10245,10642,4422,4340,5831,2963,963,36.8,56820,54612,12028,9757,26365,28247,4296,5461,72551,1106,65323,5335,712,178,0,0,0,0,618,0,0,0,0,0,0,0,21,0,0,0,0,1076,0,0,0,0,66397,5772,0,1104,0,1203,3508,0,0,0,0,70149,62834,5335,178,571,21,231,979,0,979,29747
5119,392680,187585,205095,25704,25919,24856,57975,49739,47734,27502,23774,37165,16452,7487,37.9,310280,301692,75865,61104,142020,159672,26314,34790,382085,10595,216820,145102,2106,2096,0,0,0,0,9042,1952,776,826,332,1323,1102,2731,387,0,0,0,0,8638,5155,1456,1745,439,226066,151035,4293,11934,1003,9430,24521,15976,427,69,8049,368159,203682,144942,1477,8723,387,667,8281,329,7952,185967
5125,121421,59537,61884,7170,7177,6649,15268,16141,15601,8175,6576,12750,6895,2148,39.2,96973,93214,25563,21793,45289,47925,9991,11802,119271,2150,106756,9542,844,321,0,0,0,0,1495,0,0,0,0,0,0,0,481,0,0,0,0,676,0,0,0,0,108906,9861,1464,1924,0,974,6030,0,0,0,0,115391,101869,9542,190,1495,481,56,1758,0,1758,49326
5131,127753,63266,64487,7975,8624,7966,17355,15586,16207,9790,6891,11997,6126,2045,38.6,100912,97227,24056,20168,47459,49768,8994,11174,121197,6556,91102,8867,967,1289,0,0,0,0,6340,0,0,0,0,0,0,0,57,0,0,0,0,13542,1495,3278,213,176,97243,10834,4800,6649,0,14783,18659,14493,265,0,3901,109094,88149,8654,871,6340,0,0,5080,0,5080,57229
5143,236961,118088,118873,16304,16179,25271,36889,29801,26644,11719,12390,15964,7715,3243,32.2,186286,179948,32933,26922,89100,90848,11881,15041,229909,7052,181620,8323,1104,3461,0,0,0,0,6287,103,554,571,971,422,379,3287,5877,0,0,0,0,24341,1089,2137,999,404,186986,10596,6112,8345,6591,25677,40606,26264,1909,86,12347,196355,167177,8260,2875,5786,5877,688,5692,0,5692,95013
5145,78727,38110,40617,4673,4575,6274,8793,9454,10637,4912,4337,7055,3945,1307,36.9,63038,60432,14390,12307,28293,32139,5393,6914,76916,1811,71855,3569,380,513,0,0,0,0,749,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,73666,4684,709,1021,0,0,3464,0,0,0,0,75263,69133,3569,513,749,0,59,1240,0,1240,33954
6001,1666753,820179,846574,96774,91122,99631,278956,251407,222171,107322,95859,136742,66204,27564,37.6,1361098,1324242,286760,230510,644862,679380,101082,129428,1556816,109937,643907,172152,3404,10645,772,337,798,215,513491,137494,179550,86821,11988,18549,34820,44269,14224,2441,2017,3559,6207,202397,14554,5524,40665,1800,731674,202280,25998,575221,27041,228934,373040,272059,12552,4536,83893,1293713,515639,168639,5717,510734,13687,4810,74487,4644,69843,615129
6007,231256,113736,117520,13056,12476,22757,30314,26069,24191,13718,15800,25269,13110,4441,37.5,190638,185044,52348,42820,90525,94519,19151,23669,215739,15517,186452,4019,1027,2274,0,0,0,0,10017,1424,1743,781,429,1352,38,4250,360,0,0,0,0,12617,2620,5935,2611,140,199636,7598,8540,14810,2679,14222,38528,31764,920,687,5157,192728,165211,3466,1568,9879,350,327,11927,251,11676,100038
6013,1150215,562983,587232,64482,67894,66366,147192,155046,161819,79112,72635,106358,54714,20195,40.0,921374,890427,222905,181267,429855,460572,79598,101669,1066942,83273,622301,101253,3383,7347,0,0,0,0,195848,36595,49219,51950,9011,10916,9888,28269,5718,545,715,1023,3435,134475,9205,7674,30163,1063,692066,123374,25223,237262,12698,155456,297255,201180,10877,2736,82462,852960,494370,98242,2501,192964,5603,4587,54693,1285,53408,415955
6017,190678,94527,96151,8586,9130,9821,18139,21995,25406,15570,17311,25428,10546,4453,46.6,156948,152666,51075,40427,75828,76838,19658,20769,182909,7769,169150,1221,609,924,0,0,0,0,8834,1904,541,3028,700,936,1067,658,525,0,0,0,0,2255,1288,2928,2536,0,176608,2766,3969,11773,0,2885,24640,18621,846,303,4870,166038,147978,1045,584,8780,525,133,6993,53,6940,91094
6019,994400,495950,498450,77286,77081,70459,153001,126847,109300,55778,48421,71002,33353,17185,32.5,741706,712580,148527,121540,352228,360352,54349,67191,948794,45606,643787,45504,3080,15894,0,0,0,0,103204,21019,8430,13955,3760,1588,2529,51923,1252,0,0,0,0,139153,9831,7186,10992,1128,680972,59718,27827,119354,4553,150119,531677,484004,6104,773,40796,462723,287500,42108,5643,100967,1182,1775,23548,1052,22496,333809
6023,136373,68722,67651,7335,8500,12757,17684,18473,14158,7025,10991,15227,6252,2817,38.5,112359,110238,30861,24296,54666,55572,11153,13143,126259,10114,106163,1553,475,6438,0,0,0,0,4610,0,0,0,0,0,0,0,33,0,0,0,0,7462,1402,5141,1110,482,115632,3598,12379,6293,0,8635,16155,10525,661,102,4867,120218,100713,1348,5572,4461,27,386,7711,0,7711,63308
6025,181827,93655,88172,14876,11876,13061,27166,21144,21112,10495,8396,13359,7508,2645,33.1,136416,130996,27640,23512,67568,63428,10742,12770,173392,8435,117180,4201,859,1035,0,0,0,0,2801,0,0,0,0,0,0,0,204,0,0,0,0,47971,633,1540,189,299,124429,6002,3949,3360,323,53064,153757,147682,285,129,5661,28070,18709,4088,973,2562,204,119,1415,0,1415,57893
6029,896764,459769,436995,69712,66175,65981,139691,114813,100174,49360,45126,59306,28094,10676,32.0,664871,637812,125407,98076,328104,309708,45504,52572,862728,34036,673595,50289,3454,8106,0,0,0,0,44299,11169,3205,21964,1028,846,2689,3398,1656,0,0,0,0,84783,5600,6103,8142,365,702552,59427,16785,55658,3644,95586,483846,445410,6247,1573,30616,412918,299561,47205,5179,42177,1257,1026,16513,580,15933,300423
6031,151366,83591,67775,10990,11819,11790,25319,21572,17598,8863,5538,8751,5250,1412,32.0,114798,110593,19049,15413,62677,47916,7012,8401,145868,5498,96634,10428,1396,1502,0,0,0,0,6833,0,0,0,0,0,0,0,273,0,0,0,0,30198,1676,1188,767,12,101386,12375,2931,8058,615,31573,83200,80586,276,62,2276,68166,47706,9286,1046,6683,67,370,3008,13,2995,46649
6033,64382,31318,33064,3924,3857,3023,7514,7776,6857,4816,5323,9780,3915,1161,44.0,52124,50872,17946,14856,24818,26054,7129,7727,62207,2175,47341,1546,100,3040,0,0,0,0,622,0,0,0,0,0,0,0,15,0,0,0,0,9643,146,877,509,86,49377,1789,4056,1184,0,9982,13717,0,0,0,0,50665,44863,1546,1955,622,15,167,1497,0,1497,34751
6037,10105518,4982529,5122989,602507,575136,701010,1640038,1381122,1348569,637656,573832,785211,398000,192748,36.7,8162030,7916625,1702353,1375959,3861626,4054999,596423,779536,9669156,436362,5184112,811476,8422,76089,2782,312,2575,574,1492554,106702,482016,341587,100052,214357,88042,159798,28376,4468,4806,11307,7795,2076549,57002,43831,118733,12742,5506273,929007,198807,1671804,59219,2221435,4915287,3694605,41960,40855,1137867,5190231,2619709,783932,18875,1473462,25303,30761,238189,12528,225661,3561342
6039,157672,76573,81099,11785,11935,10369,21751,20236,18092,9168,8055,13513,5918,2668,34.3,119395,114549,27048,22099,55119,59430,10906,11193,151537,6135,91440,5417,658,1510,0,0,0,0,3619,2048,673,386,0,142,25,345,132,0,0,0,0,49419,630,2184,212,83,96479,6354,4341,4072,0,52075,91939,87103,545,104,4187,65733,52548,5042,963,3619,0,166,3395,392,3003,50971
6041,259666,127299,132367,11504,12694,12234,21615,30254,41427,19092,20252,33696,18171,6346,47.4,214458,207805,70374,58213,100742,107063,25698,32515,246680,12986,206330,6312,974,275,0,0,0,0,16431,2708,7057,1609,2217,498,1009,1333,466,0,0,0,0,16866,2012,716,6018,234,218665,9324,2186,23210,1438,19630,41846,17712,966,811,22357,217820,184668,6289,189,16293,466,1132,8783,0,8783,113175
6045,87606,43017,44589,5089,5734,5363,8603,10221,10449,6144,6896,12320,5277,1475,42.9,71461,69071,23698,19072,33984,35087,8725,10347,83940,3666,73040,294,281,3434,0,0,0,0,2190,0,0,0,0,0,0,0,153,0,0,0,0,4829,305,2643,263,42,76467,699,6255,2683,0,4897,22445,0,0,0,0,65161,56655,294,2747,2086,153,0,3226,0,3226,40934
6047,274765,138520,136245,21491,21488,20849,39712,33806,31279,14610,12859,17516,9757,3475,31.4,203248,194425,38211,30748,97482,96943,14214,16534,263977,10788,157100,9118,1242,2300,0,0,0,0,20204,6265,1999,2506,303,1179,441,7511,1094,0,0,0,0,74161,1304,2076,1289,40,164495,12705,5400,24418,0,78731,165438,159354,926,51,5107,109327,74335,8095,677,19656,1094,346,5124,305,4819,85766
6053,435594,221011,214583,30774,31438,31653,61898,57220,51007,24421,23872,34393,16735,8363,34.7,333147,321491,74816,59491,163335,158156,27073,32418,419461,16133,205303,11753,1233,6540,0,0,0,0,25748,2492,4024,9335,1964,3596,2964,1373,2232,554,577,86,1015,167885,2149,2363,4499,18,218580,15458,9383,34939,5405,171031,257572,239028,2875,566,15103,178022,128610,10904,1019,24563,2138,47,10741,323,10418,142414
6055,139417,69694,69723,6967,6530,8766,17324,16622,18347,9381,9283,15856,8241,2708,41.1,114103,110513,32026,26805,53892,56621,12375,14430,133570,5847,106436,2237,590,1011,0,0,0,0,12249,1221,1159,8436,271,319,0,843,202,0,0,0,0,11435,1273,899,948,274,111438,4141,2841,13897,607,13171,48101,37685,889,385,9142,91316,72193,2185,267,12192,202,359,3918,115,3803,55465
6057,99696,48808,50888,3931,4439,3523,9913,11461,11607,7941,8838,17493,7101,3152,50.5,84536,82617,33053,27746,40029,42588,12775,14971,95778,3918,91285,534,381,345,0,0,0,0,1249,0,0,0,0,0,0,0,158,0,0,0,0,2207,23,1865,1390,0,95203,825,2522,3066,0,2420,9644,0,0,0,0,90052,84666,534,258,1249,158,0,3187,0,3187,54264
6059,3185968,1573189,1612779,187424,176525,210595,459850,413319,445819,216108,188276,266534,139275,65417,38.3,2571255,2487182,571458,471226,1215326,1271856,208991,262235,3051346,134622,1922991,59872,3402,13213,1173,0,657,175,666421,59387,122296,80074,34770,90409,225074,54411,10196,1926,1039,5491,1740,378653,14571,14893,56827,639,2037825,82971,34938,743854,22639,408276,1088251,920665,13967,9373,144246,2097717,1271280,52756,5677,660343,9549,8488,89624,4759,84865,1111321
