FIPS,Total population,Male,Female,Under 5 years,5 to 9 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),16 years and over,18 years and over,62 years and over,65 years and over,18 years and over!!Male,18 years and over!!Female,65 years and over!!Male,65 years and over!!Female,One race,Two or more races,Exclusively White,Exclusively Black or African American,Margin of Error!!Exclusively Black or African American,Exclusively American Indian and Alaska Native,Exclusively American Indian and Alaska Native!!Cherokee tribal grouping,Exclusively American Indian and Alaska Native!!Chippewa tribal grouping,Exclusively American Indian and Alaska Native!!Navajo tribal grouping,Exclusively American Indian and Alaska Native!!Sioux tribal grouping,Exclusively Asian,Exclusively Asian!!Asian Indian,Exclusively Asian!!Chinese,Exclusively Asian!!Filipino,Exclusively Asian!!Japanese,Exclusively Asian!!Korean,Exclusively Asian!!Vietnamese,Exclusively Asian!!Other Asian,Exclusively Native Hawaiian and Other Pacific Islander,Exclusively Native Hawaiian and Other Pacific Islander!!Native Hawaiian,Exclusively Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro,Exclusively Native Hawaiian and Other Pacific Islander!!Samoan,Exclusively Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,Exclusively Some other race,Interracial White and Black or African American,Interracial White and American Indian and Alaska Native,Interracial White and Asian,Interracial Black or African American and American Indian and Alaska Native,Total White,Total Black or African American,Total American Indian and Alaska Native,Total Asian,Total Native Hawaiian and Other Pacific Islander,Total Some other race,Hispanic or Latino (of any race),Hispanic or Latino (of any race)!!Mexican,Hispanic or Latino (of any race)!!Puerto Rican,Hispanic or Latino (of any race)!!Cuban,Hispanic or Latino (of any race)!!Other Hispanic or Latino,Not Hispanic or Latino,Not Hispanic or Latino!!White alone,Not Hispanic or Latino!!Black or African American alone,Not Hispanic or Latino!!American Indian and Alaska Native alone,Not Hispanic or Latino!!Asian alone,Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino!!Some other race alone,Not Hispanic or Latino!!Two or more races,Not Hispanic or Latino!!Interracial Two races including Some other race,"Not Hispanic or Latino!!Interracial Two races excluding Some other race, and Three or more races",Total housing units
13059,127330,61122,66208,6509,5814,23729,19451,14898,11284,4588,5611,9267,4011,1745,28.2,108297,105891,18683,15023,49764,56127,6792,8231,123657,3673,80444,35535,1331,311,0,0,0,0,4947,1078,889,683,35,517,337,1408,166,0,0,0,0,2254,1445,448,1182,0,84100,37208,922,6211,0,2410,13832,8583,411,246,4592,113498,69658,34650,29,4921,166,540,3534,17,3517,53144
13063,289615,135117,154498,21868,25696,21180,44049,38669,37546,17839,14235,18120,7071,1689,32.4,218829,209058,34816,26880,94751,114307,11264,15616,279877,9738,44414,202746,2511,308,0,0,0,0,14865,1564,2136,1641,451,261,6931,1881,368,0,0,0,0,17176,5539,299,146,131,50787,211307,1626,16217,0,19126,38635,28730,4577,182,5146,250980,27555,200209,308,14865,202,593,7248,416,6832,105874
13067,756865,366941,389924,46770,47455,48053,111257,106756,107868,50888,41634,58731,24744,9353,36.7,601280,578670,117308,92828,276960,301710,40597,52231,732068,24797,437149,208527,5012,1875,0,0,0,0,43013,18085,6067,4194,1200,4757,2525,6185,1444,0,0,0,0,40060,9707,1312,3313,297,456944,224977,5147,48147,2187,46667,99824,52063,15473,2964,29324,657041,386869,202481,1775,42079,1165,4942,17730,892,16838,302644
13073,154291,75105,79186,9637,10299,9254,20257,20285,21242,9188,8868,14134,5020,2175,36.2,119501,115145,25754,21329,55686,59459,9807,11522,148440,5851,112921,26416,2254,0,0,0,0,0,7116,2171,1403,663,59,1780,500,540,0,0,0,0,0,1987,2988,881,1300,0,118469,29895,1156,8503,0,2346,10596,5123,2042,66,3365,143695,104994,26219,0,6624,0,497,5361,104,5257,58740
13077,145864,73040,72824,7364,8781,8459,20344,17345,21694,8640,9268,13281,5922,1544,38.3,116331,111220,26167,20747,53777,57443,9423,11324,142741,3123,111427,25081,1802,1428,0,0,0,0,3242,659,595,1045,313,358,56,216,0,0,0,0,0,1563,0,0,0,0,114038,26896,1982,3892,0,1702,10417,4476,898,534,4509,135447,103201,24828,1428,3085,0,73,2832,75,2757,55387
13089,756558,356943,399615,52849,50823,47630,127200,108094,99095,45050,43996,60229,22052,11708,35.9,598255,580879,120100,93989,268408,312471,38531,55458,733730,22828,265235,403014,4124,6959,0,0,0,0,47716,13178,7724,647,599,3612,4698,17258,2868,0,0,0,0,7938,7872,2419,4387,1366,281507,414669,14165,54519,3331,12397,65060,32843,3539,2226,26452,691498,220140,400935,595,47381,2848,1234,18365,851,17514,314314
13095,91243,42037,49206,5817,6515,8326,10927,11132,9597,5776,5237,8281,3631,1987,35.0,72097,70022,16467,13899,30978,39044,5700,8199,88838,2405,22804,63283,1637,494,0,0,0,0,372,0,0,0,0,0,0,0,128,0,0,0,0,1757,0,0,0,0,25117,65518,754,0,0,1759,2671,0,0,0,0,88572,22225,63030,463,354,23,74,2403,0,2403,40590
13097,145331,69386,75945,8863,9519,9274,17229,21248,21197,9088,7833,11146,4610,1530,36.8,112848,107896,21693,17286,50525,57371,7775,9511,140717,4614,65772,69703,2948,0,0,0,0,0,2431,0,0,0,0,0,0,0,0,0,0,0,0,2811,0,0,0,0,68993,73503,0,4227,0,3152,14528,9001,626,349,4552,130803,56482,67550,0,2326,0,172,4273,0,4273,53044
13113,113459,55380,58079,4782,6083,6541,8718,13670,16831,9759,7653,12685,5572,2027,43.5,90842,87365,24874,20284,41547,45818,9045,11239,110740,2719,74889,27242,988,315,0,0,0,0,5382,1280,842,723,527,1051,78,881,0,0,0,0,0,2912,809,0,1364,0,77566,28380,0,7117,0,3129,8410,3201,1290,889,3030,105049,68825,27166,113,5382,0,1107,2456,187,2269,43032
13115,97927,46055,51872,6356,5198,6592,13437,11392,12109,5711,6347,9158,5532,1843,38.4,78167,75302,20975,16533,35063,40239,6700,9833,95528,2399,78436,13648,997,299,0,0,0,0,1807,0,0,0,0,0,0,0,0,0,0,0,0,1338,0,0,0,0,80773,15360,0,1807,0,1681,11059,0,0,0,0,86868,69314,13486,125,1709,0,327,1907,0,1907,40639
13117,236612,117349,119263,14133,18258,11757,22261,38907,39255,14179,11377,17876,8924,1598,38.8,179571,171787,34030,28398,84054,87733,12455,15943,231599,5013,183956,9944,957,52,0,0,0,0,34047,21491,4207,1217,459,3181,927,2565,279,0,0,0,0,3321,796,1202,1364,41,188320,11256,1618,36134,0,4450,22933,13802,2687,640,5804,213679,165493,9096,52,34047,0,662,4329,741,3588,84113
13121,1050114,508879,541235,61717,65013,75366,178777,149384,144544,62338,56587,72837,36560,13278,35.6,846317,820564,155577,122675,392023,428541,51482,71193,1026888,23226,467999,457063,4080,2647,0,0,0,0,78713,38398,16583,2782,1380,7794,2877,8899,478,0,0,0,0,19988,8936,1343,4980,1428,487470,470951,7568,85624,1497,22924,76334,47596,8845,2879,17014,973780,414296,453609,1946,78343,409,6835,18342,642,17700,480354
13127,85219,38778,46441,4659,6003,5190,8825,12657,9228,5858,5835,10477,4467,2011,40.3,68320,66541,20212,16955,30256,36285,7505,9450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59956,23870,0,2248,0,786,5831,0,0,0,0,79388,0,0,0,0,0,0,0,0,0,43518
13135,927781,452307,475474,61171,64499,60037,123064,133324,136829,57931,49647,60565,23825,9315,35.5,710142,678903,120768,93705,326204,352699,40753,52952,899322,28459,431934,259173,4772,6573,0,0,0,0,111728,22387,15093,2875,1276,20144,28676,21277,45,0,0,0,0,89869,10177,2135,5714,930,454625,276443,11816,121334,1382,93518,199272,105225,12394,6221,75432,728509,335247,253165,1573,111596,0,3670,23258,779,22479,312905
13139,202148,100325,101823,13104,13726,11939,27247,24099,26609,13187,11245,17504,9377,3197,36.8,157289,150869,36086,30078,74140,76729,13843,16235,196832,5316,174232,13415,2162,576,0,0,0,0,3392,0,0,0,0,0,0,0,0,0,0,0,0,5217,2673,407,997,155,178786,16808,1138,4944,0,5866,58589,47152,1237,963,9237,143559,121551,12798,576,3392,0,264,4978,52,4926,74431
13151,230220,109288,120932,13198,17262,16684,26580,34172,34801,14768,12748,16799,6008,3449,37.6,179510,171269,33098,26256,79264,92005,11510,14746,221193,9027,105190,104658,2713,170,0,0,0,0,7868,0,0,0,0,0,0,0,0,0,0,0,0,3307,3406,210,1379,1059,110622,110673,2487,10886,0,4444,16494,0,0,0,0,213726,95960,103136,0,7711,0,247,6672,89,6583,82826
13153,155469,77540,77929,9556,10569,8946,22995,20977,22318,10612,8754,11255,5072,2032,36.1,121401,116680,22893,18359,57241,59439,7476,10883,151711,3758,91416,51094,1781,640,0,0,0,0,5559,0,0,0,0,0,0,0,70,0,0,0,0,2932,0,0,0,0,94873,52493,866,6208,0,4747,10449,0,0,0,0,145020,86390,50350,640,5559,70,4,2007,64,1943,63959
13157,70422,34762,35660,4268,4690,3664,9107,9174,10669,4363,3735,5979,3064,1201,38.3,55402,52526,12499,10244,25630,26896,4782,5462,68619,1803,61209,4893,832,19,0,0,0,0,1062,0,0,0,0,0,0,0,21,0,0,0,0,1415,0,0,0,0,62702,5933,0,1629,0,1870,5731,0,0,0,0,64691,57138,4850,19,1042,0,0,1642,294,1348,26070
13185,116321,55535,60786,8205,8562,14383,16707,13059,12484,5730,5881,8651,4296,1583,30.8,91357,88443,17773,14530,41765,46678,6010,8520,112945,3376,65868,42377,841,292,0,0,0,0,1882,0,0,0,0,0,0,0,0,0,0,0,0,2526,1383,288,1032,0,68753,44293,747,3228,0,2780,6910,0,0,0,0,109411,62087,42065,292,1882,0,246,2839,0,2839,48525
13215,194160,94670,99490,13152,13983,13957,31407,24509,22279,10678,11933,15134,7254,3698,34.2,150923,146048,31415,26086,69868,76180,10468,15618,182621,11539,83257,91077,2137,107,0,0,0,0,4211,1108,748,1022,254,638,53,388,224,0,0,0,0,3745,4030,265,1797,0,91523,96930,862,8795,1603,7545,14887,4974,4653,683,4577,179273,77701,90065,107,4211,224,250,6715,251,6464,85018
13217,109541,52294,57247,6975,8002,7663,9988,15980,15316,6205,6386,8976,4109,1294,36.8,83731,81128,17807,14379,37137,43991,6012,8367,107151,2390,53664,50221,1417,0,0,0,0,0,1478,0,0,0,0,0,0,0,0,0,0,0,0,1788,0,0,0,0,55220,52138,1284,1501,0,1788,6498,0,0,0,0,103043,49582,49773,0,1478,0,65,2145,0,2145,39691
13223,164044,79993,84051,11062,10514,9997,20780,25306,24293,11238,7872,10502,5064,1305,35.9,127381,120424,20770,16871,58096,62328,7647,9224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129189,34447,822,2921,0,1551,10992,5249,1432,3235,1076,153052,0,0,0,0,0,0,0,0,0,58043
13245,201554,96104,105450,13080,12043,15988,32995,24129,22214,10871,14198,17357,8014,2777,34.4,160792,155926,37121,28148,74317,81609,11699,16449,195136,6418,73586,113773,1484,595,0,0,0,0,4377,0,0,0,0,0,0,0,118,0,0,0,0,2687,3377,522,926,203,79198,118245,1534,5795,197,3515,10115,3378,4495,0,2242,191439,67994,113010,551,3463,95,1278,5048,168,4880,89098
13247,90594,42762,47832,4854,7185,5208,11881,10601,12460,6281,6190,8048,3670,1088,38.2,71051,68277,16328,12806,31045,37232,5496,7310,89036,1558,33589,52466,1483,41,0,0,0,0,1667,0,0,0,0,0,0,0,0,0,0,0,0,1273,0,0,0,0,34763,53714,0,1869,0,1704,9425,0,0,0,0,81169,27339,50895,0,1667,0,0,1268,202,1066,33852
13255,66100,31881,34219,3803,4692,3232,7848,8991,8367,4652,3592,7150,3595,1269,39.8,51901,50288,14325,12014,23483,26805,5302,6712,64775,1325,40759,22394,1007,213,0,0,0,0,719,0,0,0,0,0,0,0,0,0,0,0,0,690,0,0,0,0,41964,23265,0,839,0,890,3114,0,0,0,0,62986,38240,22394,213,719,0,95,1325,200,1125,27580
13285,70034,32962,37072,4402,3367,6264,8354,9144,8207,4033,4707,6009,3000,1056,36.4,54813,52872,13597,10065,24522,28350,4105,5960,69639,395,40980,26220,316,0,0,0,0,0,1622,0,0,0,0,0,0,0,0,0,0,0,0,817,0,0,0,0,41375,26435,0,1647,0,817,2620,0,0,0,0,67414,39030,26220,0,1622,0,219,323,0,323,28636
13295,69410,34967,34443,3992,4566,4247,7927,8334,9075,5111,4764,7325,4541,1227,42.5,56555,54420,15631,13093,26768,27652,5845,7248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66016,4589,210,0,0,0,1607,0,0,0,0,67803,0,0,0,0,0,0,0,0,0,30460
13297,93503,44927,48576,6040,6045,4900,11063,12280,12859,6996,4735,8145,4537,1388,38.2,73162,70098,16783,14070,33181,36917,6410,7660,91996,1507,71248,17381,707,53,0,0,0,0,1276,0,0,0,0,0,0,0,0,0,0,0,0,2038,0,0,0,0,72755,17863,0,1853,0,2038,4356,0,0,0,0,89147,68725,17381,0,1227,0,435,1379,0,1379,34263
13313,104062,51621,52441,6819,7316,6314,12933,14020,13536,6552,5466,8814,4130,1644,37.0,80621,76675,17912,14588,37383,39292,6846,7742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94992,5700,0,863,0,3339,37387,0,0,0,0,66675,0,0,0,0,0,0,0,0,0,40145
15001,200983,98970,102013,11779,13271,10518,23661,23671,23217,13486,16203,27403,11003,4237,42.5,162367,157353,52057,42643,77312,80041,20740,21903,142471,58512,65322,1487,708,917,0,0,0,0,45875,123,3764,19085,17574,824,151,4354,22582,18984,0,114,3484,6288,691,1853,7252,230,109665,5016,6986,88048,69172,7687,26030,7193,8060,1056,9721,174953,60911,1405,314,42855,21089,249,48130,54,48076,88548
15003,980080,492913,487167,61513,57019,69267,147846,126401,116666,57222,59641,94410,48929,30273,38.1,792616,772173,207429,173612,386005,386168,76805,96807,746651,233429,200434,25504,1376,1772,0,0,0,0,413848,1911,50608,153177,128567,22535,11056,45994,96501,52050,4182,10975,29294,8592,3600,4745,51382,808,371257,45077,18655,603493,251965,31141,98012,29352,29964,1266,37430,882068,176001,24239,1349,406175,90192,860,183252,890,182362,352582
15007,72133,36483,35650,4505,4256,3092,8907,8827,9295,3756,6266,8886,4217,1606,42.0,58085,56453,18185,14709,27688,28765,6835,7874,53929,18204,22378,127,141,242,0,0,0,0,24320,0,0,0,0,0,0,0,6462,0,0,0,0,400,165,568,4252,0,35411,741,1366,36898,18966,1884,8083,1087,2659,0,4337,64050,21189,127,63,22904,5156,22,14589,83,14506,31242
15009,167218,82282,84936,9640,9888,7718,20599,22630,22198,11812,11752,18665,7873,3954,41.1,134611,131180,38045,30492,65228,65952,14319,16173,131605,35613,57482,1195,456,297,0,0,0,0,50433,121,1770,30951,11977,1231,1006,3377,19426,14496,181,113,4636,2772,691,1435,8745,0,84294,2986,3367,78885,43064,4477,19231,8533,5118,40,5540,147987,50238,1195,241,49300,18439,190,28384,239,28145,73786
16001,469966,235896,234070,26178,27450,28113,66481,67005,60077,30629,26185,41657,19173,6646,37.4,371124,358943,84053,67476,177947,180996,30758,36718,455845,14121,423193,7344,2915,2031,0,0,0,0,14535,1535,3901,1799,691,319,2964,3326,1277,0,0,0,0,7465,3357,3912,4760,59,436954,11169,6464,19638,1834,8532,39076,29609,2403,0,7064,430890,396518,5686,1129,14359,775,517,11906,253,11653,186486
16005,87138,43519,43619,5541,6572,6463,13490,10605,8915,5623,4586,7360,3368,1616,33.6,67606,64594,14558,12344,32386,32208,5908,6436,84531,2607,78243,659,465,2662,0,0,0,0,1987,0,0,0,0,0,0,0,110,0,0,0,0,870,518,1196,239,22,80828,1232,4008,2278,448,1079,7647,0,0,0,0,79491,72647,659,1903,1782,91,141,2268,0,2268,34441
16019,116854,58838,58016,9248,10063,6943,15978,14906,12246,7106,5935,8907,3744,2395,33.4,84177,80738,18536,15046,40158,40580,6886,8160,112781,4073,104226,387,536,534,0,0,0,0,1256,0,0,0,0,0,0,0,0,0,0,0,0,6378,140,957,1334,0,108299,631,1491,3142,590,7430,15493,0,0,0,0,101361,96633,40,534,1183,0,0,2971,0,2971,43773
16027,223499,110799,112700,16032,17805,14968,29942,27990,26115,12029,11644,19122,9327,3481,34.4,168155,161080,39335,31930,78984,82096,14426,17504,213505,9994,183631,897,666,2419,0,0,0,0,1992,0,0,0,0,0,0,0,452,0,0,0,0,24114,1163,1802,1513,0,191827,3216,5709,4719,0,28342,57144,50263,588,0,6293,166355,156681,834,1351,1992,452,0,5045,0,5045,77888
16055,161505,79091,82414,9811,10862,9039,21632,19145,19346,11718,10198,18143,9799,2611,40.6,128401,124875,37917,30553,61090,63785,14182,16371,157553,3952,151779,445,387,2159,0,0,0,0,1766,0,0,0,0,0,0,0,501,0,0,0,0,903,720,1380,244,0,155087,1651,3667,3084,1115,1411,7734,3992,1322,357,2063,153771,145874,445,1896,1451,501,291,3313,0,3313,72500
16083,86081,43370,42711,5980,5477,4644,12056,10717,9571,4865,5440,7295,4423,1207,35.3,66234,62545,15958,12925,30794,31751,5677,7248,84582,1499,78253,190,242,383,0,0,0,0,2121,0,0,0,0,0,0,0,0,0,0,0,0,3635,0,0,0,0,79752,0,1129,2345,0,3945,14557,0,0,0,0,71524,0,0,0,0,0,0,0,0,0,33711
17001,65691,32661,33030,4421,4137,3452,8430,7437,7655,5229,4027,6908,4522,1867,41.5,52121,50712,15562,13297,24666,26046,5914,7383,64911,780,61152,3054,452,248,0,0,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,61932,3375,0,813,0,0,1091,0,0,0,0,64600,60082,3054,248,426,0,10,780,48,732,30269
17019,209983,105260,104723,11494,9930,31933,29217,23548,18809,10777,12338,15669,6987,3662,30.3,174905,170698,34061,26318,84637,86061,11832,14486,204027,5956,149873,27968,1335,164,0,0,0,0,23646,6921,8979,940,360,3790,985,1671,0,0,0,0,0,2376,2484,636,1962,104,155268,31162,1174,25698,0,2713,12798,7456,1200,53,4089,197185,139759,27764,155,23646,0,601,5260,0,5260,93407
17031,5180493,2516466,2664027,316851,301489,334239,846833,701865,648939,325891,313367,432528,225300,100113,37.0,4176128,4050821,940839,757941,1941253,2109568,319939,438002,5042695,137798,2964037,1204613,6697,14604,691,1328,119,57,389530,121868,80340,73896,11821,35915,18209,47481,2270,945,417,597,311,467641,30598,12689,40875,4277,3077682,1258171,41587,445378,6874,501045,1323017,1031700,142506,14203,134608,3857476,2171754,1182899,6276,386900,1381,13737,94529,6364,88165,2200296
17037,104143,50903,53240,5797,5159,13899,15183,11415,10949,5912,5645,7777,3988,1540,30.9,83927,81870,16671,13305,40028,41842,5649,7656,100896,3247,88945,8124,933,31,0,0,0,0,2767,0,0,0,0,0,0,0,0,0,0,0,0,1029,1779,215,619,0,92165,10105,258,3644,0,1390,11921,0,0,0,0,92222,79348,8013,31,2767,0,0,2063,67,1996,41250
17043,928589,456716,471873,55149,59689,57392,117814,120365,125709,66269,63997,85229,40318,18214,39.5,743427,718010,180086,143761,348335,369675,63642,80119,900472,28117,705636,42117,2418,3856,0,0,0,0,113181,61248,16218,14284,1601,4718,3939,11173,1197,0,0,0,0,34485,9636,2199,8244,117,728595,53896,7481,125861,2889,39641,134231,103933,9287,2139,18872,794358,615195,41233,811,112936,162,1840,22181,1649,20532,361414
17089,534216,266324,267892,33832,37706,33551,63227,72566,74204,37003,29879,44610,20900,7571,37.7,416589,398220,89754,73081,196464,201756,32988,40093,519140,15076,403393,29350,1829,1539,0,0,0,0,21759,5525,1172,5606,0,285,1837,7334,244,0,0,0,0,62855,4107,1977,4274,40,416718,34111,4546,27668,639,66943,172268,146947,11319,2122,11880,361948,302484,28124,702,20972,184,1218,8264,360,7904,189475
17091,110024,54768,55256,6451,6818,8104,13855,12856,13184,7203,7282,10320,5261,2763,37.5,87441,84829,23004,18344,41319,43510,8369,9975,107359,2665,87469,15976,835,78,0,0,0,0,1016,0,0,0,0,0,0,0,0,0,0,0,0,2820,0,0,0,0,90134,17867,872,1489,0,3015,11691,0,0,0,0,98333,79060,15933,37,1016,0,0,2287,0,2287,45644
17093,127915,62401,65514,8874,11840,7196,15302,21586,16996,6083,6193,7857,3761,1875,35.2,93743,91503,17027,13493,44614,46889,6145,7348,124334,3581,109374,8605,1838,77,0,0,0,0,4649,0,0,0,0,0,0,0,0,0,0,0,0,1629,0,0,0,0,111982,11529,0,5816,0,1898,24899,21529,1933,0,1437,103016,87503,8147,10,4649,0,0,2707,0,2707,42209
17097,700832,350487,350345,40183,43792,50841,77969,87661,98601,50847,44914,59310,27703,12788,38.5,553103,532137,125806,99801,264178,267959,45217,54584,680616,20216,519328,46360,2634,3441,0,0,0,0,56758,23763,10577,9528,1065,5479,1467,4879,310,0,0,0,0,54419,6544,1170,4571,447,536569,56192,7069,63592,1138,59061,155394,124070,11544,1420,18360,545438,426587,44532,1675,56090,310,1687,14557,795,13762,265149
17099,109430,55242,54188,6064,6551,5584,14230,13348,13787,8499,7394,11642,6659,2540,41.9,89216,86103,25442,20841,43316,42787,9446,11395,107062,2368,100371,3547,1495,64,0,0,0,0,938,0,0,0,0,0,0,0,0,0,0,0,0,2142,857,475,356,92,102609,4677,774,1294,0,2567,10972,0,0,0,0,98458,93015,2457,64,938,0,55,1929,38,1891,50149
17111,308570,153957,154613,16534,18558,17221,34994,39101,47049,24942,20476,27717,11721,5179,40.9,245554,236288,55641,44617,116397,119891,20178,24439,302196,6374,283946,5846,2209,345,0,0,0,0,8795,1836,699,1999,372,653,2828,408,0,0,0,0,0,3264,2362,1358,1393,0,289649,8935,1703,10915,0,3775,41498,31328,3004,859,6307,267072,248534,4329,249,8795,0,269,4896,32,4864,118810
17113,172828,84289,88539,10154,10700,21822,21894,21787,18911,10417,9643,13243,6088,3397,33.4,140259,135694,29430,22728,64993,70701,10023,12705,169098,3730,143769,14547,883,290,0,0,0,0,8986,5480,777,1061,401,98,135,1034,0,0,0,0,0,1506,1385,40,1306,362,146644,16609,692,10785,0,1730,8750,6110,944,96,1600,164078,136980,14398,290,8986,0,51,3373,0,3373,72676
17115,104712,50279,54433,6219,5756,5770,12651,12591,11664,6123,8687,11681,7045,2441,40.9,84164,81615,25870,21167,38470,43145,9365,11802,101112,3600,81660,17609,1261,149,0,0,0,0,1226,0,0,0,0,0,0,0,0,0,0,0,0,468,2452,377,353,252,85008,20336,844,1579,0,568,2459,0,0,0,0,102253,79736,17525,88,1226,0,319,3359,0,3359,50405
17119,264461,129143,135318,15104,16820,15448,35137,32103,33937,20143,17855,25559,14808,5391,40.1,213551,206997,55872,45758,99164,107833,19838,25920,258565,5896,229879,22876,1328,668,0,0,0,0,2508,0,0,0,0,0,0,0,27,0,0,0,0,2607,3094,776,758,88,235397,26496,1592,4044,0,2989,8942,5794,532,264,2352,255519,224109,22802,601,2439,27,54,5487,0,5487,119625
17143,180621,87818,92803,12419,10652,11909,24042,21819,21719,11092,12696,17450,8191,4560,38.0,143086,138062,38411,30201,66338,71724,13125,17076,173424,7197,131960,30995,2139,637,0,0,0,0,7844,3469,728,712,723,373,942,897,0,0,0,0,0,1988,5246,129,860,0,139044,36799,1297,8967,0,2208,8878,5426,1511,156,1785,171743,125806,30971,637,7326,0,30,6973,155,6818,83650
17161,143477,69273,74204,8530,8863,8543,16259,18146,17364,10630,9243,14839,8781,3289,40.4,115382,111497,32798,26909,53385,58112,11723,15186,136928,6549,113735,14038,1504,462,0,0,0,0,4141,0,0,0,0,0,0,0,132,0,0,0,0,4420,3525,277,425,70,119933,18019,899,4692,454,6160,18801,16061,388,228,2124,124676,101894,13707,462,4081,132,103,4297,68,4229,66180
17163,261059,126952,134107,16231,14791,14880,34925,33096,33438,17644,19109,23697,12563,4693,39.6,206632,199897,52062,40953,94762,105135,17572,23381,253913,7146,166252,78982,1648,300,0,0,0,0,3973,1563,1035,246,65,595,28,441,0,0,0,0,0,4406,2911,1175,1514,155,173015,83163,2328,6199,191,4495,10899,7143,783,379,2594,250160,160251,78954,192,3903,0,555,6305,0,6305,120612
17167,195348,94821,100527,10725,11647,11502,23496,25012,24869,13932,14002,20374,9856,4453,40.7,157686,152141,43701,34683,72065,80076,14867,19816,189965,5383,159781,24375,1374,589,0,0,0,0,4191,1092,429,458,0,142,777,1293,19,0,0,0,0,1010,3619,416,546,0,164881,28555,1482,5063,222,1010,4593,2624,586,335,1048,190755,156609,24289,478,4191,0,163,5025,0,5025,91928
17179,132328,65006,67322,7992,8269,7022,16334,16608,16602,8476,9668,14100,6678,4480,41.0,105975,102595,30844,25258,49859,52736,11184,14074,130754,1574,125963,1978,478,317,0,0,0,0,1482,0,0,0,0,0,0,0,53,0,0,0,0,961,526,415,276,0,127387,2609,732,2019,0,1057,3069,0,0,0,0,129259,124213,1978,306,1176,53,64,1469,0,1469,59053
17183,76806,38315,38491,5274,3985,4618,8832,8542,9253,6021,4539,8280,4679,2197,40.4,60826,58760,17802,15156,29252,29508,6929,8227,74983,1823,62290,10903,733,111,0,0,0,0,797,0,0,0,0,0,0,0,152,0,0,0,0,730,0,0,0,0,64029,11932,327,965,0,1270,3999,0,0,0,0,72807,59791,10762,111,797,45,0,1301,64,1237,36125
17197,692310,343985,348325,40491,41935,44783,82261,93467,103525,45325,41966,55014,24406,11009,38.1,541119,520527,112536,90429,256192,264335,40372,50057,665219,27091,508964,76324,3045,3843,0,0,0,0,35847,13752,3570,7577,183,2157,1015,7593,455,0,0,0,0,39786,8646,2190,8955,1677,533099,88174,8719,45616,560,44507,123504,103936,8407,1183,9978,568806,435023,74585,372,35634,328,1279,21585,740,20845,245197
17199,67056,33990,33066,4161,4586,2928,8675,8398,9035,3554,5722,7234,4104,1224,40.9,53869,52159,15962,12562,26299,25860,5668,6894,65665,1391,60144,2656,937,386,0,0,0,0,928,0,0,0,0,0,0,0,0,0,0,0,0,1551,0,0,0,0,61535,3310,876,1119,0,1607,1848,0,0,0,0,65208,59861,2656,386,928,0,42,1335,0,1335,31375
17201,284081,138909,145172,18017,17675,16328,35954,33488,35980,18501,20857,28470,14872,6226,39.5,225316,217792,60932,49568,104936,112856,21922,27646,274653,9428,225163,36736,1760,323,0,0,0,0,8487,2385,787,1353,213,258,730,2761,66,0,0,0,0,3878,5148,1373,907,44,234037,42409,2015,9799,0,5368,37271,31636,2648,1344,1643,246810,194390,36015,163,8433,66,181,7562,322,7240,125731
18003,375351,184016,191335,26111,26250,24377,53204,47149,44191,25411,21122,32465,15964,6099,36.1,290441,278943,66621,54528,134054,144889,23966,30562,359984,15367,290814,43203,2918,750,0,0,0,0,15205,2195,727,1890,60,390,570,9373,517,0,0,0,0,9495,7817,1584,2578,71,304636,53623,3207,19033,972,10844,28556,24230,1529,0,2797,346795,275107,42184,675,15205,517,599,12508,205,12303,159269
18005,82753,41162,41591,5470,5929,4472,12297,10198,10752,5533,4599,7589,4804,1156,37.2,65756,63063,16203,13549,31736,31327,5938,7611,80052,2701,70856,1319,928,0,0,0,0,0,6556,0,0,0,0,0,0,0,0,0,0,0,0,1321,0,0,0,0,73557,2437,0,7360,0,1695,5732,0,0,0,0,77021,67367,1319,0,6556,0,0,1779,0,1779,34532
18011,66999,33267,33732,4316,4767,3218,8194,8537,9844,4491,4471,5213,2067,1472,37.9,51404,49325,10943,8752,24256,25069,3902,4850,65172,1827,61585,1305,210,183,0,0,0,0,1227,0,0,0,0,0,0,0,0,0,0,0,0,872,365,505,605,31,63125,1701,784,2153,0,1128,2126,0,0,0,0,64873,60197,1305,183,1227,0,187,1774,256,1518,27548
