FIPS,03/29/20_residential,04/05/20_residential,03/29/20_workplaces,04/05/20_workplaces,03/29/20_transit,04/05/20_transit,03/29/20_parks,04/05/20_parks,03/29/20_grocery,04/05/20_grocery,03/29/20retail,04/05/20retail
12005,8.0,10.0,-27.0,-32.0,-50.0,-62.0,-2.0,-20.0,-16.0,-24.0,-38.0,-49.0
12007,0.0,0.0,-26.0,-38.0,,,,,0.0,-3.0,-26.0,-45.0
12009,11.0,14.0,-38.0,-45.0,-37.0,-55.0,-26.0,-67.0,-22.0,-36.0,-44.0,-56.0
12011,16.0,18.0,-42.0,-45.0,-72.0,-77.0,-62.0,-69.0,-28.0,-30.0,-52.0,-56.0
12013,,,-28.0,-35.0,,,,,-5.0,-14.0,-38.0,-49.0
12015,10.0,13.0,-40.0,-44.0,-33.0,-51.0,-35.0,-61.0,-25.0,-35.0,-49.0,-61.0
12017,9.0,12.0,-36.0,-42.0,,,-35.0,-78.0,-15.0,-28.0,-38.0,-54.0
12019,10.0,13.0,-34.0,-39.0,,,1.0,-46.0,-15.0,-27.0,-33.0,-46.0
12021,14.0,16.0,-44.0,-48.0,-56.0,-63.0,-62.0,-76.0,-29.0,-37.0,-56.0,-63.0
12023,8.0,11.0,-25.0,-29.0,-25.0,-41.0,-41.0,-57.0,-8.0,-14.0,-36.0,-46.0
12027,12.0,9.0,-26.0,-30.0,,,-28.0,-57.0,-21.0,-20.0,-35.0,-50.0
12029,,,-31.0,-33.0,,,,,-4.0,-6.0,-30.0,-34.0
12031,10.0,13.0,-33.0,-39.0,-40.0,-52.0,-26.0,-60.0,-13.0,-24.0,-36.0,-48.0
12033,9.0,11.0,-32.0,-36.0,-47.0,-55.0,-11.0,-16.0,-10.0,-15.0,-38.0,-45.0
12035,10.0,13.0,-40.0,-47.0,,,-34.0,-72.0,-16.0,-27.0,-44.0,-57.0
12037,,,-30.0,-43.0,,,-14.0,-23.0,-12.0,-23.0,-56.0,-83.0
12039,14.0,17.0,-31.0,-32.0,-36.0,-48.0,,,-10.0,-11.0,-24.0,-32.0
12041,,,-24.0,-33.0,,,,-36.0,-1.0,-12.0,-26.0,-40.0
12043,,,-30.0,-22.0,-39.0,-50.0,-65.0,-65.0,,,-62.0,-62.0
12045,,,-16.0,-24.0,,,,,-1.0,-17.0,-28.0,-77.0
12047,,,-24.0,-36.0,-28.0,-45.0,,,-4.0,-3.0,-16.0,-33.0
12049,,,-29.0,-27.0,,,-30.0,-52.0,-29.0,-32.0,-30.0,-38.0
12051,12.0,15.0,-28.0,-29.0,,,-42.0,-64.0,-10.0,-16.0,-34.0,-46.0
12053,10.0,12.0,-36.0,-43.0,-37.0,-41.0,-10.0,-64.0,-16.0,-30.0,-36.0,-47.0
12055,9.0,12.0,-36.0,-44.0,,,-49.0,-66.0,-21.0,-31.0,-44.0,-55.0
12057,14.0,15.0,-42.0,-46.0,-67.0,-74.0,-53.0,-75.0,-30.0,-34.0,-52.0,-56.0
12059,,,-18.0,-14.0,,,,,-12.0,-19.0,-19.0,-43.0
12061,11.0,14.0,-38.0,-43.0,-47.0,-64.0,-30.0,-65.0,-29.0,-33.0,-46.0,-58.0
12063,12.0,13.0,-32.0,-35.0,-32.0,-44.0,,-24.0,-11.0,-14.0,-29.0,-43.0
12065,,,-28.0,-32.0,,,,,-10.0,-13.0,-20.0,-55.0
12067,,,-28.0,-30.0,,,,,,,,
12069,12.0,14.0,-41.0,-46.0,-57.0,-68.0,-24.0,-66.0,-24.0,-35.0,-42.0,-54.0
12071,12.0,14.0,-41.0,-46.0,-69.0,-75.0,-60.0,-76.0,-28.0,-38.0,-55.0,-61.0
12073,11.0,13.0,-36.0,-40.0,-50.0,-62.0,0.0,-20.0,-22.0,-24.0,-45.0,-50.0
12075,12.0,15.0,-31.0,-34.0,,,-20.0,-48.0,-12.0,-19.0,-35.0,-49.0
12077,,,-28.0,-40.0,,,,,-5.0,-14.0,,
12079,,,-31.0,-41.0,-26.0,-45.0,,,-2.0,-14.0,-41.0,-58.0
12081,11.0,14.0,-36.0,-44.0,-63.0,-74.0,-28.0,-73.0,-22.0,-36.0,-48.0,-59.0
12083,9.0,12.0,-34.0,-41.0,-31.0,-46.0,-40.0,-65.0,-21.0,-29.0,-41.0,-52.0
12085,12.0,14.0,-37.0,-43.0,-59.0,-63.0,-28.0,-55.0,-28.0,-39.0,-50.0,-60.0
12086,18.0,19.0,-46.0,-48.0,-71.0,-73.0,-77.0,-80.0,-35.0,-36.0,-57.0,-60.0
12087,15.0,16.0,-55.0,-57.0,-76.0,-80.0,-76.0,-79.0,-47.0,-54.0,-74.0,-77.0
12089,10.0,13.0,-34.0,-41.0,-68.0,-68.0,-24.0,-60.0,-18.0,-24.0,-40.0,-50.0
12091,9.0,12.0,-32.0,-41.0,-62.0,-67.0,-7.0,-27.0,-14.0,-23.0,-39.0,-47.0
12093,11.0,14.0,-33.0,-34.0,-84.0,-89.0,-23.0,-56.0,-10.0,-22.0,-37.0,-55.0
12095,17.0,19.0,-53.0,-56.0,-80.0,-84.0,-59.0,-81.0,-42.0,-47.0,-70.0,-73.0
12097,18.0,19.0,-54.0,-58.0,-65.0,-73.0,-49.0,-67.0,-40.0,-45.0,-64.0,-68.0
12099,15.0,17.0,-40.0,-44.0,-61.0,-68.0,-65.0,-76.0,-23.0,-33.0,-49.0,-55.0
12101,11.0,13.0,-35.0,-41.0,-25.0,-43.0,-10.0,-65.0,-24.0,-33.0,-40.0,-49.0
12103,12.0,14.0,-39.0,-44.0,-44.0,-58.0,-16.0,-62.0,-25.0,-32.0,-51.0,-58.0
12105,11.0,14.0,-38.0,-44.0,-29.0,-41.0,-28.0,-55.0,-22.0,-31.0,-40.0,-50.0
12107,9.0,11.0,-33.0,-35.0,,,-20.0,-44.0,-15.0,-14.0,-23.0,-40.0
12109,11.0,14.0,-41.0,-47.0,-34.0,-47.0,-53.0,-79.0,-13.0,-21.0,-48.0,-60.0
12111,11.0,14.0,-34.0,-41.0,-52.0,-62.0,-22.0,-53.0,-14.0,-24.0,-40.0,-51.0
12113,9.0,10.0,-32.0,-36.0,,,17.0,-3.0,-13.0,-24.0,-28.0,-35.0
12115,11.0,14.0,-41.0,-46.0,-28.0,-46.0,-59.0,-76.0,-28.0,-40.0,-52.0,-63.0
12117,13.0,16.0,-42.0,-48.0,-74.0,-83.0,-19.0,-71.0,-21.0,-37.0,-48.0,-58.0
12119,10.0,14.0,-45.0,-50.0,-36.0,-50.0,-31.0,-69.0,-21.0,-36.0,-50.0,-66.0
12121,11.0,14.0,-27.0,-34.0,-42.0,-50.0,0.0,-20.0,-14.0,-14.0,-28.0,-39.0
12123,,,-25.0,-26.0,,,,,-7.0,2.0,-34.0,-38.0
12125,,,-35.0,-38.0,,,,,-5.0,-11.0,-44.0,-42.0
12127,10.0,14.0,-38.0,-46.0,-39.0,-59.0,-10.0,-73.0,-19.0,-34.0,-42.0,-58.0
12129,16.0,17.0,-20.0,-29.0,,,20.0,4.0,-20.0,-17.0,-25.0,-36.0
12131,9.0,13.0,-31.0,-36.0,-21.0,-41.0,-29.0,-44.0,-23.0,-32.0,-46.0,-54.0
12133,,,-31.0,-36.0,,,,,5.0,8.0,-33.0,-42.0
13001,,,-19.0,-19.0,,,,,-16.0,-20.0,-28.0,-44.0
13003,,,-26.0,-35.0,,,,,12.0,8.0,-29.0,-55.0
13005,,,-20.0,-27.0,,,,,-15.0,-27.0,-26.0,-21.0
13009,13.0,12.0,-31.0,-36.0,,,,,-20.0,-26.0,-34.0,-45.0
13011,,,-19.0,-30.0,,,,,,,-35.0,-50.0
13013,11.0,14.0,-34.0,-42.0,,,-37.0,,-12.0,-15.0,-35.0,-45.0
13015,9.0,10.0,-33.0,-34.0,-25.0,-31.0,40.0,74.0,-5.0,-9.0,-42.0,-46.0
13017,,,-30.0,-26.0,,,,,9.0,1.0,-28.0,-41.0
13019,,,-20.0,-25.0,,,,,5.0,-13.0,-28.0,-42.0
13021,10.0,12.0,-32.0,-36.0,-27.0,-40.0,36.0,-3.0,-16.0,-22.0,-43.0,-54.0
13023,,,-37.0,-40.0,,,,,-8.0,8.0,-31.0,-46.0
13025,,,-28.0,-28.0,,,,,-4.0,-7.0,-27.0,-69.0
13027,,,-23.0,-36.0,,,,,-5.0,-16.0,-38.0,-50.0
13029,18.0,20.0,-36.0,-36.0,-29.0,-43.0,-9.0,-32.0,-19.0,-24.0,-45.0,-55.0
13031,9.0,19.0,-35.0,-40.0,,,,-31.0,-12.0,-26.0,-41.0,-51.0
13033,,,-14.0,-26.0,,,-23.0,-2.0,-7.0,-17.0,-24.0,-35.0
13035,-1.0,-1.0,-31.0,-40.0,-13.0,-26.0,,,-6.0,-9.0,-30.0,-47.0
13039,16.0,18.0,-30.0,-35.0,-29.0,-41.0,7.0,-40.0,3.0,-4.0,-35.0,-48.0
13043,,,-24.0,-27.0,,,,,-20.0,-28.0,-57.0,-67.0
13045,10.0,11.0,-36.0,-35.0,-25.0,-23.0,12.0,-8.0,-18.0,-18.0,-38.0,-42.0
13047,16.0,20.0,-33.0,-41.0,,,14.0,-35.0,-8.0,-20.0,-38.0,-52.0
13049,,,-25.0,-32.0,,,,,7.0,-9.0,-31.0,-49.0
13051,11.0,13.0,-41.0,-45.0,-48.0,-56.0,-32.0,-51.0,-24.0,-29.0,-50.0,-56.0
13053,,,-36.0,-34.0,,,,,-39.0,-45.0,-53.0,-61.0
13055,,,-42.0,-29.0,,,,,-2.0,-5.0,-15.0,-30.0
13057,12.0,14.0,-40.0,-44.0,,,59.0,60.0,-20.0,-28.0,-39.0,-47.0
13059,12.0,14.0,-41.0,-46.0,-30.0,-24.0,-21.0,-45.0,-24.0,-27.0,-51.0,-55.0
13063,11.0,13.0,-33.0,-40.0,-80.0,-85.0,15.0,-10.0,-18.0,-20.0,-30.0,-40.0
13065,,,-25.0,-20.0,,,,,-2.0,-2.0,,
13067,13.0,15.0,-41.0,-47.0,-38.0,-48.0,-47.0,-54.0,-22.0,-28.0,-49.0,-55.0
13069,11.0,14.0,-23.0,-32.0,,,,,-8.0,-16.0,-41.0,-50.0
13071,13.0,15.0,-25.0,-28.0,,,,,-6.0,-13.0,-31.0,-40.0
13073,11.0,13.0,-37.0,-44.0,-44.0,-47.0,-20.0,-19.0,-7.0,-19.0,-35.0,-49.0
13075,,,-21.0,-28.0,-21.0,-67.0,,,2.0,-2.0,-17.0,-36.0
13077,11.0,13.0,-35.0,-43.0,-15.0,-15.0,-56.0,,-16.0,-22.0,-46.0,-53.0
13079,,,-20.0,-27.0,,,,,,,,
13081,,,-35.0,-37.0,-10.0,-33.0,,,-22.0,-21.0,-28.0,-44.0
13083,,,-23.0,-34.0,-16.0,-32.0,,,-9.0,-23.0,-49.0,-52.0
13085,0.0,0.0,-37.0,-37.0,,,17.0,6.0,-25.0,-37.0,-49.0,-61.0
13087,-3.0,-3.0,-19.0,-30.0,,,,,-10.0,-12.0,-24.0,-39.0
13089,13.0,15.0,-42.0,-47.0,-27.0,-34.0,-15.0,-12.0,-26.0,-25.0,-47.0,-52.0
13091,,,-26.0,-26.0,,,,,-5.0,-18.0,-26.0,-42.0
13093,,,-21.0,-30.0,-28.0,-36.0,,,-25.0,-28.0,-59.0,-59.0
13095,11.0,13.0,-34.0,-37.0,-30.0,-51.0,-37.0,-44.0,-24.0,-29.0,-51.0,-55.0
13097,11.0,13.0,-37.0,-42.0,-28.0,-39.0,-2.0,-3.0,-26.0,-24.0,-40.0,-47.0
13099,,,-27.0,-32.0,,,,,-23.0,-29.0,-73.0,-57.0
13103,16.0,17.0,-33.0,-37.0,,,,,-7.0,-17.0,-28.0,-31.0
13105,,,-25.0,-27.0,,,,,3.0,-21.0,-13.0,-23.0
13107,,,-9.0,-29.0,,,,,17.0,5.0,-21.0,-36.0
13109,,,-23.0,-31.0,,,,,4.0,-22.0,-22.0,-38.0
13111,,,-38.0,-42.0,,,38.0,16.0,-21.0,-29.0,-45.0,-54.0
13113,13.0,17.0,-43.0,-51.0,,,25.0,20.0,-29.0,-32.0,-40.0,-48.0
13115,9.0,10.0,-28.0,-35.0,,,28.0,28.0,-8.0,-12.0,-36.0,-45.0
13117,13.0,15.0,-42.0,-49.0,,,3.0,4.0,-32.0,-45.0,-45.0,-54.0
13119,,,-28.0,-35.0,-22.0,-28.0,-22.0,-29.0,-15.0,-13.0,-42.0,-52.0
13121,13.0,15.0,-43.0,-48.0,-47.0,-53.0,-44.0,-49.0,-26.0,-29.0,-54.0,-59.0
13123,2.0,2.0,-33.0,-39.0,,,,,-31.0,-28.0,-45.0,-48.0
13127,10.0,13.0,-40.0,-45.0,-39.0,-53.0,-32.0,-39.0,-22.0,-29.0,-45.0,-55.0
13129,15.0,18.0,-33.0,-39.0,-20.0,-30.0,,,-8.0,-14.0,-30.0,-45.0
13131,-1.0,-1.0,-35.0,-37.0,,,,,-6.0,-13.0,-35.0,-42.0
13133,,,-36.0,-44.0,,,,,-13.0,-27.0,-17.0,-41.0
13135,15.0,16.0,-46.0,-50.0,-42.0,-54.0,-9.0,-8.0,-24.0,-26.0,-50.0,-54.0
13137,13.0,16.0,-27.0,-37.0,,,,,-10.0,-24.0,-35.0,-44.0
13139,10.0,12.0,-34.0,-40.0,-20.0,-17.0,51.0,59.0,-19.0,-26.0,-39.0,-48.0
13141,,,-24.0,-28.0,,,,,6.0,-17.0,,
13143,8.0,8.0,-33.0,-37.0,-22.0,-36.0,-29.0,-37.0,-6.0,26.0,-27.0,-69.0
13145,13.0,13.0,-41.0,-50.0,,,,0.0,9.0,0.0,-4.0,-35.0
13147,,,-17.0,-25.0,,,,,-6.0,-11.0,-18.0,-32.0
13149,,,-31.0,-38.0,,,,,2.0,-15.0,,
13151,12.0,14.0,-41.0,-48.0,,,22.0,-34.0,-13.0,-21.0,-42.0,-51.0
13153,10.0,13.0,-36.0,-40.0,,,-6.0,-23.0,-15.0,-29.0,-39.0,-52.0
13155,,,-26.0,-32.0,,,,,-2.0,-14.0,,
13157,16.0,19.0,-30.0,-37.0,-22.0,-16.0,,,-38.0,-39.0,-61.0,-65.0
13159,,,-9.0,-19.0,,,,,-2.0,-13.0,-39.0,-47.0
13161,,,-21.0,-21.0,,,,,-12.0,-18.0,-27.0,-41.0
13163,,,-13.0,-24.0,,,,,-3.0,-13.0,-28.0,-42.0
13165,,,-25.0,-38.0,,,,,2.0,-17.0,-33.0,-42.0
13167,,,-26.0,-30.0,,,,,-9.0,-13.0,,
13169,8.0,8.0,-38.0,-39.0,,,,,4.0,-14.0,-25.0,-37.0
13171,,,-36.0,-43.0,,,,,-6.0,-14.0,-34.0,-49.0
13173,,,-35.0,-39.0,,,,,-6.0,-15.0,-43.0,-62.0
13175,14.0,16.0,-31.0,-33.0,-27.0,-37.0,,,-15.0,-25.0,-42.0,-53.0
13177,11.0,11.0,-28.0,-35.0,,,,,-21.0,-24.0,-45.0,-52.0
13179,10.0,19.0,-27.0,-35.0,-22.0,-28.0,-17.0,-57.0,-17.0,-23.0,-32.0,-45.0
13181,,,-27.0,-27.0,,,,,,,,
13183,,,-30.0,-34.0,,,,,,,,
13185,8.0,10.0,-29.0,-33.0,-21.0,-37.0,-13.0,-42.0,-17.0,-24.0,-45.0,-52.0
13187,6.0,6.0,-37.0,-42.0,,,,,19.0,16.0,-35.0,-52.0
13189,,,-18.0,-26.0,-21.0,-44.0,,,4.0,-2.0,-14.0,-32.0
13191,,,-39.0,-39.0,,,,,0.0,-9.0,-49.0,-59.0
13193,,,-22.0,-29.0,,,,,-4.0,-16.0,-35.0,-59.0
13195,8.0,8.0,-24.0,-29.0,,,,,-17.0,-6.0,-51.0,-56.0
13197,,,-27.0,-29.0,,,,,12.0,-9.0,,
13199,,,-26.0,-39.0,,,,,-4.0,-7.0,-21.0,-45.0
13201,,,-30.0,-40.0,,,,,,,-58.0,-58.0
13205,,,-13.0,-27.0,,,,,-25.0,-28.0,-21.0,-34.0
13207,-2.0,-2.0,-32.0,-37.0,-35.0,-43.0,11.0,-2.0,3.0,-3.0,-39.0,-55.0
13209,,,-26.0,-28.0,,,,,-7.0,-5.0,,
13211,,,-30.0,-30.0,-27.0,-41.0,,,-14.0,-18.0,-33.0,-45.0
13213,13.0,18.0,-25.0,-39.0,,,,,1.0,-6.0,-18.0,-29.0
13215,9.0,12.0,-29.0,-34.0,-56.0,-69.0,19.0,-8.0,-8.0,-14.0,-44.0,-53.0
13217,10.0,13.0,-36.0,-42.0,,,-13.0,-21.0,-14.0,-9.0,-31.0,-37.0
13219,0.0,0.0,-37.0,-38.0,,,,,-7.0,-27.0,-46.0,-56.0
13221,,,-41.0,-38.0,,,,,0.0,-12.0,,
13223,11.0,13.0,-36.0,-42.0,,,-55.0,-47.0,-25.0,-30.0,-34.0,-43.0
13225,7.0,7.0,-33.0,-36.0,-24.0,-40.0,,,-16.0,-28.0,-39.0,-59.0
13227,9.0,9.0,-30.0,-32.0,,,,,-16.0,-22.0,-27.0,-38.0
13229,,,-26.0,-40.0,,,,,-14.0,-23.0,-48.0,-61.0
13231,,,-38.0,-42.0,,,,,3.0,-11.0,-38.0,-54.0
13233,12.0,15.0,-31.0,-33.0,,,,,-4.0,-3.0,-21.0,-33.0
13235,,,-31.0,-37.0,,,,,-12.0,-26.0,-54.0,-65.0
13237,,,-28.0,-31.0,-59.0,-59.0,,,2.0,-9.0,-3.0,-33.0
13241,,,-40.0,-42.0,,,37.0,11.0,-2.0,-20.0,-42.0,-52.0
13243,,,-32.0,-41.0,,,,,,,-64.0,-64.0
13245,8.0,11.0,-31.0,-39.0,-51.0,-54.0,26.0,3.0,-5.0,-16.0,-40.0,-50.0
13247,12.0,13.0,-39.0,-42.0,,,-18.0,-4.0,-11.0,-12.0,-43.0,-46.0
13249,,,-36.0,-38.0,,,,,,,,
13251,,,-29.0,-26.0,,,,,0.0,-21.0,-37.0,-67.0
13253,,,-22.0,-33.0,,,,,-18.0,-16.0,-7.0,-31.0
13255,8.0,16.0,-31.0,-41.0,,,,,-13.0,-20.0,-27.0,-39.0
13257,1.0,1.0,-27.0,-38.0,,,,,-9.0,-6.0,-24.0,-43.0
13261,1.0,1.0,-21.0,-28.0,,,,,-25.0,-35.0,-29.0,-43.0
13263,,,-29.0,-43.0,,,-9.0,-9.0,,,,
13267,,,-23.0,-25.0,,,,,3.0,-11.0,-32.0,-41.0
13269,,,-15.0,-30.0,,,,,4.0,-7.0,,
13271,,,-28.0,-28.0,,,,,0.0,-15.0,-55.0,-73.0
13273,,,-33.0,-33.0,,,,,-17.0,-23.0,-27.0,-67.0
13275,15.0,17.0,-28.0,-38.0,,,,,-9.0,-14.0,-35.0,-47.0
13277,14.0,15.0,-25.0,-33.0,-24.0,-36.0,,,-26.0,-32.0,-40.0,-50.0
13279,-2.0,-2.0,-23.0,-26.0,,,,,-12.0,-18.0,-31.0,-47.0
13281,,,-22.0,-39.0,,,,,-3.0,-15.0,-38.0,-55.0
13283,,,-26.0,-38.0,,,,,-4.0,-17.0,,
13285,10.0,21.0,-27.0,-37.0,-28.0,-38.0,,,-10.0,-15.0,-36.0,-47.0
13287,,,-23.0,-35.0,-22.0,-66.0,,,23.0,8.0,-61.0,-71.0
13289,,,-36.0,-36.0,,,,,,,,
13291,,,-36.0,-38.0,,,22.0,-10.0,11.0,-8.0,-30.0,-40.0
13293,-4.0,-4.0,-36.0,-33.0,,,,,-8.0,-10.0,-25.0,-40.0
13295,15.0,17.0,-28.0,-36.0,,,-28.0,-57.0,7.0,-9.0,-20.0,-40.0
13297,9.0,13.0,-35.0,-40.0,,,,,7.0,4.0,-28.0,-38.0
13299,11.0,11.0,-23.0,-38.0,,,,,-18.0,-20.0,-39.0,-50.0
13301,,,-32.0,-30.0,,,,,,,,
13303,,,-13.0,-25.0,,,,,-31.0,-34.0,-12.0,-31.0
13305,-2.0,-2.0,-33.0,-40.0,,,,,-8.0,-15.0,-30.0,-48.0
13311,9.0,9.0,-29.0,-37.0,,,-16.0,-42.0,-2.0,-17.0,-43.0,-61.0
13313,9.0,15.0,-25.0,-43.0,-23.0,-39.0,-45.0,4.0,-7.0,-19.0,-34.0,-48.0
13315,,,-24.0,-32.0,,,,,13.0,-6.0,,
13317,,,-22.0,-26.0,,,,,-14.0,-11.0,-31.0,-43.0
13319,,,-24.0,-29.0,,,,,0.0,-3.0,,
13321,,,-28.0,-32.0,,,,,-9.0,-20.0,-28.0,-43.0
15001,15.0,14.0,-41.0,-43.0,-84.0,-88.0,-77.0,-79.0,-47.0,-33.0,-61.0,-58.0
15003,16.0,16.0,-44.0,-45.0,-69.0,-73.0,-58.0,-61.0,-32.0,-22.0,-53.0,-52.0
15007,26.0,23.0,-48.0,-46.0,-83.0,-84.0,-74.0,-69.0,-53.0,-42.0,-69.0,-67.0
15009,17.0,17.0,-54.0,-57.0,-85.0,-88.0,-73.0,-77.0,-40.0,-32.0,-64.0,-64.0
16001,11.0,11.0,-43.0,-44.0,-54.0,-57.0,33.0,42.0,-23.0,-20.0,-49.0,-47.0
16005,9.0,9.0,-37.0,-39.0,-28.0,-29.0,-6.0,-10.0,-24.0,-21.0,-39.0,-34.0
16007,,,-36.0,-44.0,,,,,,-17.0,-53.0,-28.0
16009,,,-35.0,-45.0,,,,,4.0,-6.0,-65.0,-16.0
16011,14.0,15.0,-38.0,-33.0,,,,,-13.0,-5.0,-21.0,-22.0
16013,,,-62.0,-65.0,-49.0,-59.0,,,-48.0,-50.0,-83.0,-84.0
16015,,,-48.0,-50.0,,,-50.0,-12.0,,,-62.0,-57.0
16017,14.0,16.0,-38.0,-42.0,,,-22.0,-22.0,-34.0,-32.0,-40.0,-42.0
16019,9.0,9.0,-34.0,-37.0,-21.0,-28.0,59.0,34.0,-11.0,-7.0,-38.0,-38.0
16021,,,-18.0,-25.0,,,,,-9.0,-4.0,-23.0,-29.0
16027,9.0,9.0,-37.0,-39.0,-15.0,-19.0,35.0,42.0,-15.0,-8.0,-41.0,-38.0
16029,,,-27.0,-31.0,,,,,-2.0,-6.0,-50.0,-53.0
16031,0.0,0.0,-26.0,-31.0,,,,,-10.0,2.0,-7.0,-7.0
16035,,,-28.0,-30.0,,,,,0.0,-14.0,-61.0,-54.0
16039,14.0,14.0,-29.0,-32.0,-25.0,-19.0,,,-9.0,1.0,-35.0,-34.0
16041,,,-27.0,-27.0,,,,,-4.0,-10.0,-6.0,-3.0
16043,,,-57.0,-51.0,,,-33.0,-33.0,-5.0,2.0,-36.0,-64.0
16045,,,-34.0,-34.0,,,,,-25.0,1.0,-20.0,-9.0
16047,,,-21.0,-21.0,,,,,-10.0,-4.0,-42.0,-42.0
16049,,,-46.0,-31.0,,,,,-12.0,-15.0,-60.0,-74.0
16051,9.0,9.0,-45.0,-45.0,,,-56.0,-63.0,-10.0,-12.0,-39.0,-39.0
16053,6.0,6.0,-27.0,-19.0,-13.0,-4.0,,,-44.0,-44.0,-8.0,-5.0
16055,10.0,10.0,-40.0,-41.0,-18.0,-19.0,26.0,15.0,-20.0,-15.0,-42.0,-42.0
16057,20.0,20.0,-47.0,-50.0,,,,,-33.0,-22.0,-54.0,-51.0
16059,,,-28.0,-28.0,,,,,-20.0,-27.0,-26.0,-23.0
16063,,,-44.0,-44.0,,,,,,,,
16065,20.0,20.0,-59.0,-61.0,,,,,-19.0,-28.0,-29.0,-28.0
16067,1.0,1.0,-33.0,-30.0,-11.0,-17.0,,,10.0,27.0,-43.0,-41.0
16069,18.0,16.0,-31.0,-30.0,-55.0,-55.0,-24.0,-24.0,-14.0,-5.0,-46.0,-38.0
16071,,,-42.0,-39.0,,,,,,,,
16073,,,-20.0,-25.0,,,,,13.0,12.0,-14.0,-30.0
16075,5.0,5.0,-26.0,-29.0,,,,,-10.0,-5.0,-33.0,-42.0
16077,,,-34.0,-32.0,,,,,-7.0,-9.0,,-26.0
16079,,,-31.0,-31.0,,,,,4.0,-4.0,-31.0,-28.0
16081,,,-47.0,-50.0,,,,,-20.0,-19.0,-73.0,-69.0
16083,8.0,8.0,-25.0,-30.0,,,-6.0,7.0,-13.0,-7.0,-43.0,-40.0
16085,,,-60.0,-57.0,,,-57.0,-60.0,-58.0,-54.0,-86.0,-84.0
16087,,,-39.0,-35.0,,,,,-15.0,2.0,-23.0,-17.0
17001,16.0,16.0,-27.0,-26.0,-30.0,-20.0,,,-15.0,-15.0,-42.0,-42.0
17003,,,-30.0,-27.0,,,,,,,,
17005,,,-21.0,-26.0,-5.0,-22.0,,,-2.0,2.0,-36.0,-39.0
17007,21.0,20.0,-38.0,-35.0,-65.0,-59.0,,,-23.0,-6.0,-41.0,-36.0
17011,3.0,3.0,-25.0,-23.0,,,,,-9.0,14.0,-43.0,-36.0
17015,,,-32.0,-38.0,,,,,-9.0,14.0,-60.0,-52.0
17017,,,-6.0,-33.0,,,,,-10.0,10.0,-21.0,-17.0
17019,13.0,12.0,-40.0,-38.0,-48.0,-41.0,44.0,112.0,-29.0,-25.0,-54.0,-50.0
17021,9.0,9.0,-20.0,-25.0,,,,,-30.0,-20.0,-31.0,-36.0
17023,,,-32.0,-32.0,-15.0,-24.0,,,,,-28.0,-35.0
17025,,,-27.0,-27.0,,,,,,,-25.0,-33.0
17027,14.0,14.0,-29.0,-33.0,,,,,-4.0,-2.0,-28.0,-34.0
17029,18.0,16.0,-27.0,-28.0,,,,,-11.0,-5.0,-35.0,-40.0
17031,15.0,14.0,-45.0,-45.0,-63.0,-61.0,-45.0,0.0,-26.0,-20.0,-58.0,-54.0
17033,,,-27.0,-31.0,,,,,2.0,22.0,-24.0,-36.0
17035,,,-33.0,-35.0,-23.0,-27.0,,,,,-65.0,-62.0
17037,14.0,11.0,-37.0,-34.0,,,,,-20.0,-6.0,-52.0,-44.0
17039,,,-22.0,-22.0,,,,,-29.0,-23.0,-65.0,-37.0
17041,,,-30.0,-38.0,,,,,-3.0,14.0,-53.0,-55.0
17045,,,-38.0,-36.0,,,,,-20.0,10.0,-25.0,-27.0
17047,,,-39.0,-44.0,,,,,,,,
17049,12.0,12.0,-36.0,-37.0,-26.0,-29.0,,,-2.0,2.0,-42.0,-47.0
17051,,,-19.0,-16.0,,,,,-16.0,-10.0,-33.0,-31.0
17053,,,-22.0,-24.0,,,,,-18.0,-11.0,-59.0,-51.0
17055,14.0,13.0,-28.0,-31.0,-34.0,-34.0,,,9.0,1.0,-17.0,-30.0
17057,17.0,15.0,-26.0,-22.0,,,,,-19.0,-12.0,-37.0,-25.0
17059,,,,-39.0,,,,,,,,
17061,,,-21.0,-26.0,,,,,-2.0,2.0,-46.0,-60.0
17063,19.0,18.0,-34.0,-31.0,-22.0,-14.0,,,-24.0,-7.0,-43.0,-35.0
17065,,,-33.0,-40.0,,,,,,,-50.0,-44.0
17067,,,-24.0,-18.0,,,,,-16.0,17.0,-44.0,-37.0
17071,,,-23.0,-26.0,,,,,,,,
17073,18.0,16.0,-31.0,-27.0,-35.0,-35.0,,,-18.0,2.0,-44.0,-38.0
17075,3.0,3.0,-24.0,-22.0,-39.0,-43.0,,,-2.0,16.0,-38.0,-31.0
17077,18.0,17.0,-33.0,-36.0,,,22.0,-9.0,-14.0,-17.0,-47.0,-55.0
17079,,,-27.0,-34.0,,,,,,,-41.0,-54.0
17081,14.0,15.0,-39.0,-45.0,-10.0,-23.0,,,-21.0,-22.0,-37.0,-46.0
17083,,,-23.0,-23.0,,,,,10.0,-24.0,-39.0,-47.0
17085,,,-38.0,-38.0,,,,,-13.0,-2.0,-59.0,-46.0
17087,,,-35.0,-37.0,,,-20.0,-20.0,,,-22.0,-54.0
17089,14.0,12.0,-39.0,-39.0,-46.0,-34.0,-20.0,104.0,-27.0,-19.0,-57.0,-50.0
17091,11.0,9.0,-29.0,-31.0,-15.0,-21.0,,,-20.0,-6.0,-48.0,-43.0
