FIPS,03/29/20_residential,04/05/20_residential,03/29/20_workplaces,04/05/20_workplaces,03/29/20_transit,04/05/20_transit,03/29/20_parks,04/05/20_parks,03/29/20_grocery,04/05/20_grocery,03/29/20retail,04/05/20retail
21047,16.0,18.0,-36.0,-32.0,-17.0,-24.0,,,-11.0,-1.0,-21.0,-27.0
21049,12.0,12.0,-34.0,-36.0,,,,,-8.0,-4.0,-27.0,-27.0
21051,,,-24.0,-22.0,,,,,-12.0,2.0,-2.0,8.0
21053,,,-29.0,-26.0,,,,,,,,
21055,,,-25.0,-30.0,,,,,-2.0,6.0,-37.0,-19.0
21059,8.0,9.0,-28.0,-31.0,,,39.0,34.0,-16.0,-6.0,-43.0,-48.0
21061,,,-35.0,-38.0,,,,,,,,
21065,,,-34.0,-35.0,,,,,-11.0,-4.0,-26.0,-15.0
21067,10.0,11.0,-39.0,-42.0,-46.0,-44.0,57.0,21.0,-12.0,-7.0,-45.0,-46.0
21069,,,-39.0,-40.0,,,,,0.0,13.0,-10.0,-7.0
21071,,,-25.0,-9.0,,,,,-6.0,-5.0,-22.0,-17.0
21073,18.0,20.0,-36.0,-39.0,,,,,-15.0,-7.0,-32.0,-35.0
21075,,,-22.0,-32.0,,,,,-12.0,6.0,-16.0,-24.0
21077,,,-34.0,-30.0,-89.0,-89.0,,,58.0,58.0,-6.0,-6.0
21079,,,-34.0,-34.0,,,,,9.0,19.0,-49.0,-10.0
21081,1.0,1.0,-42.0,-39.0,,,,,-10.0,-7.0,-27.0,-30.0
21083,10.0,10.0,-32.0,-29.0,,,,,-6.0,4.0,-21.0,-30.0
21085,,,-36.0,-33.0,,,,,8.0,24.0,-13.0,-12.0
21087,,,-30.0,-37.0,,,,,,,,
21089,1.0,1.0,-23.0,-32.0,,,,,-5.0,7.0,-33.0,-31.0
21091,,,-32.0,-41.0,,,,,,,,
21093,8.0,9.0,-38.0,-40.0,-34.0,-29.0,,,-16.0,-11.0,-39.0,-40.0
21095,,,-4.0,-11.0,,,,,3.0,15.0,-14.0,-10.0
21097,,,-33.0,-37.0,,,,,-49.0,-14.0,86.0,-17.0
21099,,,-30.0,-33.0,-15.0,-18.0,,,3.0,14.0,10.0,2.0
21101,16.0,15.0,-30.0,-35.0,,,,,23.0,65.0,-21.0,-42.0
21103,,,-42.0,-35.0,-26.0,-23.0,,,1.0,23.0,-35.0,-37.0
21107,15.0,16.0,-31.0,-34.0,-37.0,-41.0,,,-18.0,-20.0,-35.0,-34.0
21109,,,-38.0,-48.0,,,,,,,,
21111,10.0,10.0,-38.0,-39.0,-37.0,-36.0,83.0,71.0,-10.0,-6.0,-44.0,-44.0
21113,17.0,17.0,-39.0,-37.0,-7.0,-8.0,,,-24.0,-19.0,-38.0,-37.0
21115,,,-22.0,-16.0,,,,,-17.0,62.0,-22.0,-40.0
21117,10.0,11.0,-35.0,-39.0,-2.0,-4.0,108.0,49.0,-8.0,-9.0,-35.0,-42.0
21119,,,-35.0,-32.0,,,,,,,,
21121,,,-24.0,-22.0,,,,,-15.0,13.0,-20.0,-17.0
21123,,,-28.0,-25.0,,,,,-5.0,12.0,-26.0,-24.0
21125,14.0,15.0,-30.0,-31.0,-22.0,-26.0,61.0,71.0,-14.0,-1.0,-36.0,-40.0
21127,,,-20.0,-22.0,,,,,-33.0,-28.0,-28.0,-28.0
21133,,,-32.0,-34.0,,,,,-11.0,0.0,-12.0,-25.0
21135,,,-22.0,-20.0,,,,,-14.0,-14.0,,
21137,,,-29.0,-31.0,,,,,16.0,38.0,-12.0,-12.0
21139,,,-34.0,-28.0,,,,,4.0,17.0,,
21141,,,-23.0,-25.0,,,,,-5.0,12.0,-16.0,-17.0
21143,,,-29.0,-29.0,,,,,,,-33.0,-43.0
21145,16.0,16.0,-34.0,-36.0,-15.0,-25.0,-24.0,-22.0,-13.0,-9.0,-40.0,-46.0
21147,,,-33.0,-24.0,,,,,5.0,15.0,-21.0,-14.0
21149,,,-27.0,-29.0,,,,,,,,
21151,8.0,9.0,-41.0,-41.0,-8.0,-24.0,,,-15.0,-6.0,-40.0,-41.0
21155,,,-34.0,-22.0,,,,,-4.0,3.0,-12.0,-24.0
21157,9.0,9.0,-30.0,-33.0,-16.0,-21.0,,,7.0,5.0,-24.0,-32.0
21161,,,-20.0,-22.0,,,,,,,-23.0,-30.0
21163,8.0,8.0,-29.0,-36.0,,,,,4.0,8.0,-26.0,-20.0
21165,,,-38.0,-41.0,,,,,,,,
21167,,,-28.0,-30.0,,,,,-9.0,-9.0,-25.0,-26.0
21169,,,-36.0,-36.0,,,,,-16.0,-16.0,,
21171,,,-33.0,-34.0,,,,,,,-16.0,-7.0
21173,-3.0,-3.0,-23.0,-30.0,-8.0,-15.0,,,-3.0,10.0,-28.0,-23.0
21175,,,-34.0,-34.0,,,,,,,-59.0,-59.0
21177,,,-30.0,-30.0,,,,,-2.0,15.0,-26.0,-27.0
21179,17.0,17.0,-35.0,-36.0,,,,,-15.0,-8.0,-29.0,-30.0
21181,,,-43.0,-50.0,,,,,,,,
21183,,,-27.0,-22.0,-34.0,-48.0,,,8.0,29.0,-18.0,-23.0
21185,24.0,24.0,-41.0,-42.0,,,,,-6.0,19.0,-36.0,-36.0
21187,,,-41.0,-44.0,,,,,,,,
21191,,,-35.0,-22.0,,,,,-19.0,-12.0,-4.0,0.0
21193,,,-18.0,-25.0,,,,,-12.0,-5.0,-30.0,-37.0
21195,,,-25.0,-24.0,,,,,-12.0,-3.0,-35.0,-42.0
21197,,,-37.0,-35.0,,,,,-4.0,-2.0,1.0,0.0
21199,15.0,15.0,-36.0,-36.0,,,,,-22.0,-11.0,-34.0,-37.0
21203,,,-24.0,-24.0,,,,,-21.0,-4.0,-53.0,-43.0
21205,,,-28.0,-28.0,,,,,1.0,8.0,-26.0,-34.0
21207,,,-32.0,-35.0,,,,,10.0,23.0,-22.0,-20.0
21209,23.0,24.0,-42.0,-43.0,-25.0,-34.0,,,-23.0,-22.0,-38.0,-41.0
21211,18.0,19.0,-45.0,-44.0,-35.0,-38.0,,,-4.0,-2.0,-38.0,-39.0
21213,,,-31.0,-36.0,-25.0,-38.0,,,-8.0,-2.0,-22.0,-27.0
21215,,,-40.0,-45.0,,,,,6.0,6.0,-25.0,-20.0
21217,,,-22.0,-32.0,,,,,-5.0,28.0,-33.0,-28.0
21219,,,-32.0,-36.0,,,,,0.0,15.0,-48.0,-52.0
21221,,,-35.0,-41.0,,,,,-2.0,17.0,-27.0,-33.0
21223,,,-36.0,-40.0,,,,,,,,
21225,,,-44.0,-49.0,,,,,-10.0,6.0,-19.0,-23.0
21227,10.0,10.0,-37.0,-36.0,-22.0,-4.0,-26.0,-14.0,-23.0,-19.0,-42.0,-42.0
21229,,,-44.0,-45.0,,,,,,,-33.0,-29.0
21231,,,-29.0,-30.0,,,,,-21.0,-11.0,-8.0,-11.0
21233,,,-25.0,-34.0,,,,,-8.0,10.0,,-34.0
21235,-3.0,-3.0,-26.0,-29.0,-4.0,-13.0,,,3.0,6.0,-33.0,-37.0
21239,,,-30.0,-34.0,,,,,-17.0,-21.0,-33.0,-26.0
22001,15.0,16.0,-21.0,-30.0,-36.0,-46.0,,,-5.0,11.0,-24.0,-27.0
22003,,,-33.0,-41.0,,,,,-19.0,-10.0,-34.0,-35.0
22005,15.0,16.0,-34.0,-36.0,,,,,-21.0,-7.0,-45.0,-46.0
22007,,,-36.0,-27.0,,,,,-8.0,-3.0,,
22009,-2.0,-2.0,-32.0,-33.0,,,,,-8.0,-1.0,-24.0,-16.0
22011,3.0,3.0,-31.0,-35.0,,,,,-10.0,-7.0,-29.0,-27.0
22013,,,-32.0,-34.0,,,,,-15.0,-8.0,-41.0,-44.0
22015,12.0,13.0,-37.0,-39.0,-30.0,-47.0,4.0,-8.0,-19.0,-15.0,-49.0,-52.0
22017,10.0,11.0,-32.0,-37.0,-31.0,-45.0,-14.0,-29.0,-9.0,-7.0,-36.0,-42.0
22019,11.0,12.0,-34.0,-37.0,-38.0,-46.0,-6.0,-18.0,-19.0,-16.0,-40.0,-40.0
22021,,,-29.0,-33.0,,,,,,,-25.0,-13.0
22023,,,-17.0,-23.0,,,,,10.0,10.0,,
22025,,,-38.0,-35.0,,,,,-20.0,-24.0,-64.0,-64.0
22027,,,-31.0,-31.0,,,,,-18.0,-14.0,-49.0,-41.0
22029,,,-20.0,-27.0,,,,,-16.0,-16.0,-23.0,-24.0
22031,,,-24.0,-31.0,-35.0,-40.0,,,-16.0,-12.0,-13.0,-22.0
22033,12.0,12.0,-34.0,-36.0,-44.0,-46.0,-26.0,-20.0,-16.0,-8.0,-48.0,-46.0
22037,,,-35.0,-36.0,,,,,-9.0,-3.0,-23.0,-23.0
22039,,,-25.0,-27.0,,,,,-4.0,1.0,-16.0,-36.0
22041,,,-22.0,-26.0,,,,,-8.0,3.0,-28.0,-25.0
22043,,,-20.0,-33.0,,,,,-13.0,17.0,,
22045,16.0,16.0,-23.0,-26.0,,,-30.0,-34.0,-11.0,0.0,-26.0,-24.0
22047,,,-30.0,-36.0,-43.0,-45.0,,,-4.0,0.0,-29.0,-24.0
22049,,,-30.0,-26.0,,,,,-8.0,-5.0,-19.0,-21.0
22051,14.0,14.0,-44.0,-44.0,-84.0,-88.0,-1.0,-12.0,-20.0,-12.0,-49.0,-49.0
22053,-1.0,-1.0,-33.0,-29.0,-47.0,-56.0,,,-12.0,-7.0,-40.0,-45.0
22055,11.0,11.0,-31.0,-35.0,-42.0,-48.0,15.0,14.0,-22.0,-16.0,-44.0,-45.0
22057,12.0,17.0,-25.0,-30.0,-36.0,-48.0,,,-13.0,-10.0,-23.0,-34.0
22059,,,-31.0,-25.0,,,,,-9.0,2.0,-27.0,-36.0
22061,9.0,9.0,-38.0,-40.0,,,,,-26.0,-15.0,-53.0,-60.0
22063,10.0,10.0,-32.0,-34.0,-16.0,-16.0,-13.0,6.0,-12.0,-3.0,-40.0,-39.0
22065,,,-20.0,-18.0,-37.0,-47.0,,,-8.0,6.0,-17.0,-14.0
22067,,,-23.0,-19.0,,,,,-8.0,-9.0,-24.0,-20.0
22069,6.0,6.0,-30.0,-34.0,,,,,-24.0,-16.0,-33.0,-39.0
22071,16.0,16.0,-54.0,-54.0,-59.0,-58.0,-55.0,-52.0,-35.0,-30.0,-71.0,-72.0
22073,9.0,9.0,-29.0,-28.0,-27.0,-39.0,-24.0,-66.0,-15.0,-10.0,-41.0,-43.0
22075,,,-25.0,-37.0,,,-31.0,-31.0,-21.0,-14.0,-39.0,-35.0
22077,,,-16.0,-19.0,,,,,-12.0,-3.0,-15.0,-18.0
22079,10.0,10.0,-30.0,-29.0,-55.0,-55.0,-2.0,-21.0,-15.0,-8.0,-40.0,-39.0
22081,,,-26.0,-28.0,,,,,,,-42.0,-58.0
22083,,,-16.0,-16.0,-25.0,-29.0,,,-10.0,1.0,-24.0,-28.0
22085,,,-23.0,-35.0,,,,,-6.0,-15.0,-16.0,-23.0
22087,23.0,21.0,-35.0,-36.0,,,-21.0,-16.0,1.0,19.0,-31.0,-27.0
22089,22.0,23.0,-35.0,-34.0,-18.0,-16.0,,,-13.0,-9.0,-39.0,-40.0
22091,,,-35.0,-33.0,,,,,-20.0,-20.0,,
22093,,,-17.0,-29.0,,,,,-11.0,-4.0,-46.0,-13.0
22095,22.0,23.0,-37.0,-39.0,-51.0,-39.0,-67.0,-62.0,-3.0,-1.0,-34.0,-37.0
22097,14.0,15.0,-28.0,-24.0,-40.0,-50.0,,,-16.0,1.0,-28.0,-36.0
22099,19.0,16.0,-29.0,-31.0,-45.0,-40.0,-10.0,-10.0,-14.0,-4.0,-34.0,-36.0
22101,15.0,15.0,-33.0,-31.0,-43.0,-46.0,,,-11.0,-3.0,-31.0,-35.0
22103,11.0,12.0,-35.0,-35.0,-21.0,-17.0,3.0,-7.0,-19.0,-13.0,-45.0,-46.0
22105,10.0,10.0,-32.0,-33.0,-17.0,-29.0,-20.0,-34.0,-6.0,-4.0,-35.0,-34.0
22109,9.0,10.0,-32.0,-33.0,-42.0,-39.0,25.0,21.0,-12.0,-6.0,-43.0,-45.0
22111,,,-31.0,-31.0,,,,,6.0,13.0,-22.0,-28.0
22113,16.0,16.0,-29.0,-27.0,,,,,-3.0,7.0,-21.0,-24.0
22115,19.0,19.0,-34.0,-38.0,,,,,-21.0,-9.0,-32.0,-32.0
22117,2.0,2.0,-20.0,-15.0,,,,,-1.0,13.0,-21.0,-28.0
22119,13.0,13.0,-31.0,-35.0,-19.0,-36.0,,,-19.0,-5.0,-27.0,-31.0
22121,,,-36.0,-34.0,-37.0,-46.0,,,1.0,15.0,-42.0,-45.0
22123,,,-22.0,-29.0,,,,,-29.0,-2.0,-23.0,-16.0
22125,,,-45.0,-43.0,,,,,-19.0,-19.0,-54.0,-69.0
22127,,,-23.0,-24.0,,,,,0.0,0.0,-25.0,-18.0
23001,10.0,10.0,-30.0,-31.0,,,-26.0,24.0,-21.0,-18.0,-49.0,-49.0
23003,16.0,18.0,-18.0,-23.0,,,-4.0,-33.0,9.0,-3.0,-28.0,-38.0
23005,13.0,12.0,-37.0,-39.0,-67.0,-67.0,-38.0,28.0,-36.0,-35.0,-60.0,-56.0
23007,0.0,0.0,-32.0,-33.0,,,,-42.0,-21.0,-32.0,-53.0,-54.0
23009,17.0,23.0,-22.0,-29.0,,,15.0,-26.0,-1.0,-9.0,-35.0,-39.0
23011,10.0,10.0,-28.0,-33.0,-53.0,-53.0,-37.0,12.0,-19.0,-20.0,-42.0,-47.0
23013,11.0,11.0,-30.0,-29.0,,,,,-24.0,-24.0,-35.0,-44.0
23015,6.0,6.0,-30.0,-28.0,,,,,-15.0,-20.0,-54.0,-52.0
23017,18.0,21.0,-38.0,-37.0,,,-55.0,30.0,-27.0,-21.0,-53.0,-52.0
23019,9.0,9.0,-31.0,-35.0,-29.0,-41.0,4.0,15.0,-14.0,-20.0,-45.0,-49.0
23021,,,-14.0,-19.0,,,,,-8.0,-17.0,-62.0,-45.0
23023,13.0,13.0,-34.0,-32.0,,,,,-11.0,-8.0,-48.0,-45.0
23025,17.0,19.0,-22.0,-27.0,,,-9.0,0.0,-15.0,-12.0,-29.0,-36.0
23027,13.0,13.0,-27.0,-30.0,,,,,-20.0,-22.0,-44.0,-43.0
23029,,,-24.0,-24.0,,,,,-8.0,-19.0,-42.0,-50.0
23031,12.0,11.0,-36.0,-38.0,-64.0,-71.0,-48.0,10.0,-23.0,-19.0,-55.0,-50.0
24001,16.0,18.0,-31.0,-32.0,-32.0,-44.0,-8.0,-33.0,-17.0,-22.0,-39.0,-48.0
24003,13.0,14.0,-42.0,-45.0,-76.0,-80.0,33.0,41.0,-31.0,-33.0,-49.0,-51.0
24005,13.0,13.0,-36.0,-39.0,-39.0,-33.0,10.0,61.0,-21.0,-17.0,-46.0,-46.0
24009,23.0,26.0,-39.0,-43.0,,,33.0,2.0,-33.0,-37.0,-37.0,-42.0
24011,15.0,18.0,-28.0,-31.0,,,,,-21.0,-16.0,-28.0,-35.0
24013,12.0,13.0,-34.0,-37.0,-50.0,-55.0,10.0,57.0,-35.0,-35.0,-43.0,-47.0
24015,10.0,11.0,-30.0,-32.0,-57.0,-58.0,-34.0,22.0,-32.0,-29.0,-34.0,-36.0
24017,13.0,15.0,-39.0,-44.0,-28.0,-34.0,-42.0,-42.0,-18.0,-19.0,-41.0,-44.0
24019,12.0,15.0,-28.0,-32.0,,,,,-6.0,-5.0,-29.0,-34.0
24021,13.0,14.0,-38.0,-41.0,-35.0,-25.0,19.0,33.0,-30.0,-31.0,-49.0,-51.0
24023,-1.0,-1.0,-37.0,-36.0,-17.0,-29.0,,,-20.0,-6.0,-37.0,-47.0
24025,12.0,12.0,-32.0,-36.0,-62.0,-70.0,50.0,107.0,-30.0,-32.0,-43.0,-44.0
24027,16.0,16.0,-47.0,-49.0,-30.0,-30.0,7.0,38.0,-45.0,-48.0,-57.0,-59.0
24029,,,-33.0,-31.0,,,,,-14.0,-18.0,-43.0,-38.0
24031,16.0,17.0,-45.0,-50.0,-50.0,-53.0,44.0,42.0,-30.0,-35.0,-51.0,-55.0
24033,14.0,15.0,-40.0,-44.0,-50.0,-51.0,37.0,23.0,-26.0,-27.0,-40.0,-42.0
24035,21.0,24.0,-40.0,-39.0,,,-36.0,-7.0,-33.0,-42.0,-57.0,-57.0
24037,14.0,15.0,-34.0,-38.0,,,32.0,-6.0,-19.0,-24.0,-40.0,-45.0
24039,,,-36.0,-34.0,,,,,-7.0,-5.0,-41.0,-21.0
24041,8.0,8.0,-38.0,-38.0,,,,,-23.0,-25.0,-42.0,-45.0
24043,10.0,11.0,-32.0,-36.0,-22.0,-29.0,28.0,34.0,-20.0,-21.0,-42.0,-44.0
24045,10.0,12.0,-34.0,-36.0,-58.0,-64.0,,,-23.0,-24.0,-46.0,-49.0
24047,16.0,19.0,-39.0,-44.0,,,-24.0,-35.0,-21.0,-24.0,-47.0,-53.0
25001,13.0,11.0,-41.0,-39.0,-67.0,-46.0,-38.0,61.0,-28.0,-26.0,-57.0,-48.0
25003,12.0,10.0,-35.0,-35.0,-68.0,-71.0,-36.0,60.0,-31.0,-26.0,-49.0,-44.0
25005,13.0,12.0,-35.0,-35.0,-54.0,-31.0,-44.0,43.0,-32.0,-23.0,-54.0,-47.0
25007,,,-51.0,-53.0,-53.0,-58.0,,,-41.0,-36.0,-79.0,-80.0
25009,16.0,14.0,-44.0,-43.0,-60.0,-46.0,-53.0,32.0,-39.0,-28.0,-58.0,-52.0
25011,22.0,24.0,-37.0,-37.0,-39.0,-48.0,-37.0,-37.0,-40.0,-31.0,-58.0,-51.0
25013,12.0,11.0,-37.0,-37.0,-56.0,-50.0,-46.0,37.0,-28.0,-18.0,-54.0,-49.0
25015,15.0,14.0,-43.0,-42.0,-65.0,-47.0,-45.0,78.0,-39.0,-30.0,-60.0,-55.0
25017,18.0,16.0,-46.0,-46.0,-73.0,-66.0,-62.0,16.0,-41.0,-32.0,-64.0,-58.0
25019,,,-54.0,-57.0,,,,,-38.0,-35.0,-70.0,-70.0
25021,17.0,15.0,-44.0,-43.0,-61.0,-49.0,-57.0,53.0,-37.0,-28.0,-63.0,-56.0
25023,14.0,12.0,-37.0,-35.0,-54.0,-29.0,-34.0,95.0,-32.0,-22.0,-57.0,-46.0
25025,18.0,17.0,-51.0,-52.0,-79.0,-78.0,-68.0,-28.0,-41.0,-29.0,-71.0,-67.0
25027,14.0,12.0,-38.0,-38.0,-66.0,-60.0,-60.0,33.0,-36.0,-29.0,-55.0,-48.0
26001,,,-45.0,-50.0,,,,,,,1.0,1.0
26003,,,-56.0,-56.0,,,-54.0,-49.0,-57.0,-45.0,-79.0,-79.0
26005,12.0,10.0,-39.0,-39.0,-36.0,-30.0,-21.0,-21.0,-17.0,-10.0,-49.0,-42.0
26007,3.0,3.0,-31.0,-36.0,,,,,-17.0,-10.0,-43.0,-38.0
26009,,,-43.0,-40.0,,,,,-20.0,-8.0,-75.0,-73.0
26011,,,-36.0,-40.0,,,,,-9.0,13.0,-41.0,-28.0
26013,,,-57.0,-57.0,,,,,-44.0,-44.0,,
26015,25.0,24.0,-40.0,-37.0,,,,,-9.0,-1.0,-55.0,-42.0
26017,11.0,9.0,-37.0,-39.0,,,-23.0,-23.0,-25.0,-22.0,-55.0,-54.0
26019,,,-39.0,-30.0,,,,,-7.0,-3.0,-44.0,-23.0
26021,11.0,10.0,-38.0,-40.0,-37.0,-40.0,31.0,108.0,-22.0,-13.0,-50.0,-45.0
26023,22.0,20.0,-28.0,-35.0,,,,,-36.0,-20.0,-52.0,-46.0
26025,11.0,9.0,-42.0,-40.0,-30.0,-37.0,-13.0,56.0,-24.0,-11.0,-53.0,-44.0
26027,22.0,20.0,-38.0,-35.0,,,,,-15.0,3.0,-55.0,-38.0
26029,,,-40.0,-51.0,,,-34.0,-51.0,-20.0,-22.0,-54.0,-46.0
26031,,,-37.0,-41.0,,,,,-14.0,-7.0,-45.0,-45.0
26033,2.0,2.0,-44.0,-38.0,,,-47.0,-50.0,-3.0,21.0,-63.0,-63.0
26035,9.0,9.0,-35.0,-32.0,,,,,-17.0,-6.0,-61.0,-48.0
26037,28.0,27.0,-38.0,-35.0,-54.0,-57.0,,,-36.0,-29.0,-59.0,-56.0
26039,,,-39.0,-32.0,,,,,-40.0,-34.0,-55.0,-47.0
26041,9.0,9.0,-29.0,-30.0,,,,,-24.0,-22.0,-47.0,-48.0
26043,0.0,0.0,-27.0,-28.0,,,,,-13.0,-13.0,-38.0,-33.0
26045,12.0,10.0,-38.0,-40.0,,,,,-35.0,-29.0,-59.0,-53.0
26047,1.0,1.0,-49.0,-52.0,,,,,-32.0,-25.0,-60.0,-57.0
26049,12.0,11.0,-45.0,-46.0,-48.0,-50.0,6.0,66.0,-25.0,-21.0,-55.0,-54.0
26051,0.0,0.0,-41.0,-35.0,,,,,-6.0,-2.0,-77.0,-54.0
26053,,,-45.0,-48.0,,,,,-35.0,-33.0,-53.0,-41.0
26055,15.0,23.0,-43.0,-41.0,-69.0,-71.0,-8.0,86.0,-30.0,-30.0,-60.0,-57.0
26057,21.0,19.0,-32.0,-38.0,,,,,-31.0,-16.0,-50.0,-45.0
26059,24.0,22.0,-38.0,-38.0,,,,,-22.0,-16.0,-48.0,-39.0
26061,3.0,3.0,-44.0,-44.0,,,-59.0,-24.0,-27.0,-18.0,-61.0,-64.0
26063,0.0,0.0,-29.0,-38.0,,,,,-5.0,-5.0,-42.0,-38.0
26065,14.0,12.0,-41.0,-41.0,-63.0,-55.0,13.0,115.0,-31.0,-27.0,-64.0,-59.0
26067,24.0,22.0,-39.0,-38.0,-47.0,-42.0,,,-24.0,-16.0,-52.0,-42.0
26069,,,-39.0,-37.0,,,,,-5.0,28.0,-42.0,-39.0
26071,,,-39.0,-41.0,,,,,-14.0,-9.0,-58.0,-34.0
26073,24.0,23.0,-47.0,-43.0,,,,,-36.0,-32.0,-62.0,-57.0
26075,11.0,10.0,-42.0,-40.0,-41.0,-43.0,-7.0,-7.0,-23.0,-19.0,-54.0,-49.0
26077,12.0,11.0,-40.0,-40.0,-56.0,-61.0,15.0,180.0,-34.0,-28.0,-61.0,-55.0
26079,,,-42.0,-45.0,,,,,-11.0,-5.0,-73.0,-50.0
26081,13.0,10.0,-44.0,-44.0,-68.0,-57.0,-26.0,122.0,-31.0,-25.0,-65.0,-58.0
26085,,,-47.0,-47.0,,,,,5.0,10.0,-56.0,-43.0
26087,27.0,27.0,-46.0,-47.0,,,-38.0,-22.0,-30.0,-28.0,-52.0,-48.0
26089,,,-49.0,-46.0,,,,,-12.0,-33.0,-67.0,-64.0
26091,11.0,10.0,-42.0,-44.0,,,,,-23.0,-18.0,-55.0,-48.0
26093,12.0,12.0,-46.0,-47.0,,,11.0,34.0,-29.0,-22.0,-65.0,-62.0
26095,,,,,,,,,,,-67.0,-67.0
26097,,,-52.0,-47.0,,,,,-39.0,-37.0,-71.0,-75.0
26099,13.0,13.0,-48.0,-50.0,-33.0,-24.0,106.0,137.0,-30.0,-27.0,-59.0,-58.0
26101,,,-40.0,-43.0,,,,,-17.0,-12.0,-71.0,-53.0
26103,21.0,22.0,-37.0,-36.0,,,-40.0,24.0,-39.0,-31.0,-61.0,-60.0
26105,7.0,7.0,-43.0,-40.0,,,,,-24.0,-7.0,-48.0,-40.0
26107,20.0,20.0,-37.0,-38.0,,,,,-18.0,-10.0,-46.0,-41.0
26109,,,-23.0,-19.0,,,,,-35.0,-18.0,-47.0,-34.0
26111,27.0,26.0,-40.0,-38.0,,,-15.0,12.0,-27.0,-26.0,-55.0,-51.0
26113,,,-39.0,-47.0,,,,,,,-44.0,-37.0
26115,11.0,10.0,-34.0,-36.0,-21.0,-27.0,52.0,71.0,-30.0,-25.0,-54.0,-55.0
26117,22.0,22.0,-29.0,-30.0,,,,,-17.0,-8.0,-46.0,-33.0
26119,,,-40.0,-40.0,,,,,-14.0,-12.0,-54.0,-54.0
26121,11.0,9.0,-40.0,-45.0,,,15.0,30.0,-22.0,-14.0,-52.0,-46.0
26123,23.0,21.0,-34.0,-34.0,,,40.0,44.0,-13.0,17.0,-49.0,-34.0
26125,14.0,13.0,-50.0,-52.0,-50.0,-47.0,31.0,83.0,-35.0,-33.0,-65.0,-63.0
26127,-1.0,-1.0,-35.0,-37.0,,,-26.0,13.0,-5.0,17.0,-69.0,-46.0
26129,,,-45.0,-34.0,,,,,-14.0,0.0,-47.0,-39.0
26131,,,,,,,,,,,-46.0,-46.0
26133,,,-42.0,-34.0,,,,,-5.0,10.0,-66.0,-46.0
26135,,,-43.0,-50.0,,,,,-12.0,-14.0,-74.0,-28.0
26137,-1.0,-1.0,-41.0,-46.0,,,,,-36.0,-38.0,-58.0,-62.0
26139,13.0,10.0,-48.0,-48.0,-20.0,0.0,33.0,176.0,-32.0,-27.0,-57.0,-47.0
26141,,,-38.0,-41.0,,,,,-19.0,-4.0,-63.0,-64.0
26143,,,-43.0,-38.0,,,-38.0,-33.0,-9.0,30.0,-45.0,-35.0
26145,12.0,11.0,-43.0,-43.0,-61.0,-59.0,-10.0,0.0,-24.0,-21.0,-60.0,-57.0
26147,11.0,11.0,-37.0,-40.0,-32.0,-32.0,38.0,-2.0,-30.0,-30.0,-50.0,-50.0
26149,23.0,22.0,-39.0,-36.0,,,,,-31.0,-23.0,-44.0,-37.0
26151,12.0,12.0,-39.0,-42.0,,,,,-8.0,-13.0,-38.0,-39.0
26153,,,-44.0,-42.0,,,-51.0,-49.0,-37.0,-32.0,-80.0,-80.0
26155,24.0,24.0,-34.0,-37.0,,,,,-25.0,-14.0,-51.0,-44.0
26157,23.0,23.0,-37.0,-37.0,,,,,-19.0,-14.0,-47.0,-43.0
26159,23.0,21.0,-30.0,-32.0,,,-9.0,,-24.0,-14.0,-43.0,-39.0
26161,15.0,14.0,-53.0,-54.0,-49.0,-43.0,53.0,130.0,-48.0,-48.0,-65.0,-63.0
26163,13.0,13.0,-45.0,-47.0,-61.0,-60.0,24.0,69.0,-25.0,-22.0,-57.0,-55.0
26165,12.0,12.0,-37.0,-40.0,,,,,-21.0,-11.0,-52.0,-45.0
27001,,,-41.0,-46.0,,,-65.0,-50.0,-46.0,-35.0,-63.0,-47.0
27003,15.0,12.0,-39.0,-38.0,-45.0,-16.0,12.0,187.0,-34.0,-12.0,-55.0,-42.0
27005,16.0,16.0,-35.0,-33.0,,,,,-21.0,62.0,-51.0,-60.0
27007,18.0,20.0,-36.0,-33.0,,,4.0,11.0,-29.0,-13.0,-52.0,-42.0
27009,18.0,23.0,-31.0,-32.0,,,,,-33.0,-5.0,-58.0,-43.0
27011,,,-35.0,-46.0,,,,,,,,
27013,20.0,26.0,-35.0,-33.0,,,-40.0,-26.0,-38.0,-25.0,-65.0,-54.0
27015,9.0,9.0,-19.0,-21.0,,,,,-39.0,-21.0,-31.0,-20.0
27017,11.0,11.0,-26.0,-25.0,,,,,-45.0,-30.0,-57.0,-43.0
27019,24.0,30.0,-46.0,-41.0,,,-41.0,68.0,-39.0,-22.0,-53.0,-39.0
27021,0.0,0.0,-45.0,-40.0,,,-18.0,-16.0,-22.0,-4.0,-67.0,-60.0
27023,,,-25.0,-34.0,,,,,,,-31.0,-19.0
27025,20.0,26.0,-35.0,-36.0,,,-33.0,-33.0,-41.0,-15.0,-72.0,-49.0
27027,20.0,29.0,-34.0,-35.0,,,,,-25.0,-22.0,-44.0,-40.0
27029,,,-38.0,-52.0,,,,,-34.0,-28.0,-35.0,-72.0
27031,,,-46.0,-51.0,,,,,-47.0,-58.0,-78.0,-64.0
27033,,,-24.0,-35.0,,,,,,,-74.0,-46.0
27035,16.0,22.0,-37.0,-35.0,,,-33.0,-17.0,-31.0,-17.0,-55.0,-42.0
