,Date,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplaces,Residential,FIPS
105,2020-03-29,-31.0,-4.0,39.24557677534808,-26.03461565541166,-25.0,12.0,1071
106,2020-04-05,-49.0,-10.0,10.794788819550565,-40.36937884964139,-33.0,12.0,1071
107,2020-04-11,-40.0,14.0,31.244864921051356,-32.38630392109953,-21.0,18.0,1071
108,2020-03-29,-48.0,-16.0,7.0,-43.0,-36.0,11.0,1073
109,2020-04-05,-56.0,-17.0,-20.0,-46.0,-42.0,13.0,1073
110,2020-04-11,-45.0,3.0,20.0,-35.0,-32.0,11.0,1073
111,2020-03-29,0.0,2.0,17.946858561759615,-31.883506793315917,-28.0,6.688471140877907,1075
112,2020-04-05,-32.0,0.0,2.6227110227880535,-35.27328315410102,-32.0,7.71746670101297,1075
113,2020-04-11,-32.0,0.0,9.17700122958865,-39.72851235946269,-39.0,8.746462261148032,1075
114,2020-03-29,-43.0,-14.0,-15.0,-21.066372836522085,-33.0,9.0,1077
115,2020-04-05,-54.0,-16.0,-15.0,-27.478765913392763,-36.0,8.0,1077
116,2020-04-11,-44.0,6.0,-15.0,-29.184962451828103,-29.0,8.0,1077
117,2020-03-29,-27.0,-6.0,19.53910845547564,-26.15145388994326,-25.0,7.0,1079
118,2020-04-05,-41.0,-16.0,8.297128887503314,-30.50349120087209,-30.0,7.0,1079
119,2020-04-11,-41.0,-16.0,8.544694689287539,-30.199651326493186,-22.0,7.0,1079
120,2020-03-29,-52.0,-23.0,-14.0,-34.505237504274945,-36.0,11.0,1081
121,2020-04-05,-58.0,-27.0,-14.0,-48.75423773911424,-43.0,13.0,1081
122,2020-04-11,-49.0,-9.0,-14.0,-50.94238835563776,-32.0,12.0,1081
123,2020-03-29,-35.0,-12.0,38.0,-30.989348679198752,-32.0,9.0,1083
124,2020-04-05,-46.0,-18.0,32.0,-43.225492580177445,-37.0,10.0,1083
125,2020-04-11,-30.0,5.0,-1.0,-40.06291454039473,-24.0,10.0,1083
126,2020-03-29,-41.87383601621531,-9.87767604885117,-11.54723592674149,-29.0,-34.0,11.025139800453358,1085
127,2020-04-05,-50.60955986092838,-12.529612151817778,-14.981105629303405,-44.0,-41.0,12.075864170906014,1085
128,2020-04-11,-44.43910568947827,1.0409879120068057,-7.132260594876173,-42.0,-54.0,12.461623145001058,1085
129,2020-03-29,-29.0,-12.0,7.030952465996274,-42.0,-37.0,11.131176932988609,1087
130,2020-04-05,-46.0,-5.0,-1.1895552900360475,-54.0,-39.0,14.26558736883301,1087
131,2020-04-11,-46.0,-5.0,9.454305612874071,-54.0,-39.0,15.718251346841265,1087
132,2020-03-29,-46.0,-17.0,35.0,-39.0,-38.0,10.0,1089
133,2020-04-05,-56.0,-28.0,8.0,-53.0,-43.0,13.0,1089
134,2020-04-11,-46.0,-5.0,55.0,-37.0,-36.0,11.0,1089
135,2020-03-29,-18.0,-4.0,3.012154692047279,-31.87295178579945,-17.0,6.823773535565646,1091
136,2020-04-05,-26.0,5.0,-12.923819184264467,-43.04130161154401,-19.0,6.621132031613909,1091
137,2020-04-11,-26.0,5.0,1.2184737462854693,-44.17762413865419,-9.0,7.431698047420864,1091
138,2020-03-29,-31.0,-4.0,17.377114929447302,-35.042838640827725,-24.0,5.45386249772013,1093
139,2020-04-05,-43.0,-13.0,4.214080552805402,-40.59277994026846,-31.0,5.7230956063812695,1093
