FIPS,01/01/20,01/02/20,01/03/20,01/04/20,01/05/20,01/06/20,01/07/20,01/08/20,01/09/20,01/10/20,01/11/20,01/12/20,01/13/20,01/14/20,01/15/20,01/16/20,01/17/20,01/18/20,01/19/20,01/20/20,01/21/20,01/22/20,01/23/20,01/24/20,01/25/20,01/26/20,01/27/20,01/28/20,01/29/20,01/30/20,01/31/20,02/01/20,02/02/20,02/03/20,02/04/20,02/05/20,02/06/20,02/07/20,02/08/20,02/09/20,02/10/20,02/11/20,02/12/20,02/13/20,02/14/20,02/15/20,02/16/20,02/17/20,02/18/20,02/19/20,02/20/20,02/21/20,02/22/20,02/23/20,02/24/20,02/25/20,02/26/20,02/27/20,02/28/20,02/29/20,03/01/20,03/02/20,03/03/20,03/04/20,03/05/20,03/06/20,03/07/20,03/08/20,03/09/20,03/10/20,03/11/20,03/12/20,03/13/20,03/14/20,03/15/20,03/16/20,03/17/20,03/18/20,03/19/20,03/20/20,03/21/20,03/22/20,03/23/20,03/24/20,03/25/20,03/26/20,03/27/20,03/28/20,03/29/20,03/30/20,03/31/20,04/10/20,04/11/20,04/12/20
1003,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,,,,,,,,,,,,,,,18.5,,,,,,,,,,22.0,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,,,,,,,,,,,,,,,2.0,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,,,,,,,,,,0.0,,,,,0.0,,,,,,,23.0,0.6666666666666666,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,825.0,256.25,481.25,1043.75,1180.0,1087.5,900.0,275.0,875.0,,,,,,1566.6666666666667,1893.75,2137.5,1012.5,1118.75,525.0,1131.25,335.7142857142857,358.3333333333333,1275.0,1406.6666666666667,1393.3333333333333,566.6666666666666,1093.3333333333333,460.0,700.0,887.5,700.0,680.0,412.5,360.0,406.6666666666667,433.3333333333333,593.3333333333334,406.6666666666667,487.5,813.3333333333334,300.0,118.75,407.6923076923077,1185.7142857142858,146.66666666666666,893.3333333333334,318.75,273.3333333333333,350.0,312.5,786.6666666666666,420.0,106.66666666666667,1100.0,1368.75,343.75,1085.7142857142858,1368.75,681.25,143.75,856.25,230.76923076923077,235.71428571428572,100.0,1086.6666666666667,143.75,120.0,380.0,125.0,725.0,950.0,1040.0,823.0769230769231,625.0,761.5384615384615,575.0,206.25,262.5,681.25,356.25,175.0,786.6666666666666,587.5,606.25,412.5,312.5,112.5,218.75,506.25,450.0,493.75,387.5,270.0
2068,,,,,,,,,,,,,,,38.0,,,,,,,,,,38.0,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,281.25,325.0,873.3333333333334,456.25,431.25,653.3333333333334,562.5,692.3076923076923,826.6666666666666,,,,,,533.6666666666666,640.0,837.5,526.6666666666666,681.25,718.75,281.8181818181818,326.9166666666667,491.1,65.0,355.90909090909093,788.8888888888889,342.85714285714283,380.0,400.0,312.5,231.25,387.5,414.2857142857143,712.5,566.6666666666666,645.4545454545455,200.5,353.3333333333333,421.42857142857144,337.5,257.14285714285717,300.0,200.0,243.42857142857142,518.1818181818181,420.0,393.3333333333333,473.3333333333333,466.6666666666667,323.0769230769231,487.5,420.0,307.14285714285717,106.66666666666667,400.0,633.3333333333334,606.25,660.6,250.0,475.0,281.25,120.0,384.61538461538464,550.0,493.3333333333333,620.0,375.0,413.3333333333333,271.42857142857144,120.0,539.3846153846154,331.25,360.0,350.0,287.5,194.0625,466.6666666666667,287.5,287.5,200.0,156.25,100.0,,,200.0,120.0,156.25,118.75,100.0,212.5,100.0,200.0,225.0,300.0
4001,,,,,,,,,,,,,,,37.0,,,,,,,,,,16.0,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4003,,,,,,,,,,,,,,,41.5,,,,,,,,,,30.0,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,,,,,,,,,,,,,,,44.25,,,,,,,,,,30.5,,,,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4007,,,,,,,,,,4.0,,,,,15.0,,,,,,,3.0,5.166666666666667,1.8571428571428572,13.0,,,,23.0,2.0,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,1.25,,,,,,,,0.5,,,,,2.25,,,,,,,,,,,,,,,,,,
4012,,,,,,,,,,,,,,,28.5,,,,,,,,,,9.0,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4013,719.53125,670.2127659574468,591.4583333333334,681.8055555555555,688.4722222222222,728.5,668.0,602.6760563380282,463.97058823529414,322.73643410852713,387.77777777777777,477.22222222222223,506.9172932330827,518.8073394495412,500.7588652482269,693.2539682539683,394.140625,598.75,741.09375,441.9491525423729,296.6666666666667,305.20535714285717,503.30841121495325,596.1764705882352,424.95652173913044,442.9166666666667,546.4601769911504,357.32758620689657,358.8134328358209,291.2916666666667,566.015625,546.640625,529.4166666666666,323.8211382113821,276.35593220338984,309.8305084745763,336.4313725490196,467.0833333333333,467.0,315.546875,380.0,234.43548387096774,372.734375,494.14018691588785,496.9642857142857,528.1666666666666,436.9166666666667,483.4375,494.8181818181818,495.3398058252427,540.4,351.18110236220474,255.21008403361344,255.58333333333334,369.22131147540983,265.9836065573771,248.50393700787401,532.4608695652174,656.640625,551.875,352.734375,298.38709677419354,304.07339449541286,328.1818181818182,433.25396825396825,326.8376068376068,333.90625,299.21875,362.280701754386,321.3492063492063,291.8333333333333,396.875,276.0833333333333,380.86538461538464,442.65625,414.03389830508473,336.0,296.53225806451616,277.734375,390.23809523809524,351.953125,361.171875,410.2542372881356,372.8225806451613,369.8412698412698,266.25,257.34375,342.9133858267717,385.859375,363.4146341463415,445.6,342.421875,271.1023622047244,272.625
4021,,,,,,,,,,1.0,,,,,24.434782608695652,,,,,,,1.0,1.0,1.0,12.727272727272727,,,,17.333333333333332,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,1.5,,,,,,,,1.0,,,,,1.5,,,,,,,,,,,,,,,,,,
4023,,,,,,,,,,,,,,,29.9,,,,,,,,,,12.0,,,,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4025,,,,,,,,,,,,,,,33.5,,,,,,,,,,20.0,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4027,,,,,,,,,,,,,,,29.0,,,,,,,,,,15.0,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5007,,,,,,,,,,,,,,,22.0,,,,,,,,,,14.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5019,,,,,,,,,,,,,,,2.5,,,,,,,,,,16.0,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5035,,,,,,,,,,,,,,,11.5,,,,,,,,,,28.0,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5101,,,,,,,,,,,,,,,21.5,,,,,,,,,,34.0,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5113,,,,,,,,,,,,,,,12.5,,,,,,,,,,37.0,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5119,,,,,,,,,,,,,,,4.25,,,,,,,,,,21.5,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5143,,,,,,,,,,,,,,,23.5,,,,,,,,,,19.0,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001,566.6666666666666,522.6666666666666,615.3333333333334,539.6666666666666,486.3333333333333,550.6666666666666,673.6666666666666,488.6666666666667,388.6666666666667,553.0769230769231,425.6666666666667,433.3333333333333,421.3333333333333,350.7142857142857,369.09375,306.0,591.6666666666666,435.3333333333333,340.6666666666667,580.3333333333334,448.3333333333333,433.46153846153845,397.14814814814815,606.4285714285714,486.5625,335.7142857142857,438.2142857142857,433.2142857142857,449.71875,423.43333333333334,708.0,677.3333333333334,429.64285714285717,374.6666666666667,300.0,507.14285714285717,555.0,680.0,412.5,289.0,345.7142857142857,427.6666666666667,578.3333333333334,429.5833333333333,314.0740740740741,545.3571428571429,410.0,447.6666666666667,300.0,470.38461538461536,559.3333333333334,532.3333333333334,510.7142857142857,300.7142857142857,431.28125,534.6666666666666,525.0,576.25,596.6666666666666,308.84615384615387,363.3333333333333,300.0,423.4782608695652,547.7777777777778,406.8965517241379,288.51851851851853,284.3333333333333,406.0,414.2857142857143,369.3333333333333,342.7391304347826,498.6666666666667,417.5,322.0,314.0,378.84615384615387,407.0,324.0,363.7037037037037,366.0,319.3333333333333,346.3333333333333,293.2142857142857,261.0,319.6666666666667,336.3333333333333,320.3333333333333,342.6666666666667,342.0,296.3333333333333,318.0,312.3333333333333,278.3333333333333,251.11111111111111
6005,,,,,,,,,,,,,,,15.0,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6007,376.6666666666667,450.0,469.3333333333333,231.33333333333334,357.3333333333333,218.0,622.6666666666666,294.0,190.0,436.15384615384613,178.66666666666666,268.6666666666667,171.33333333333334,184.28571428571428,406.75,166.0,170.66666666666666,242.66666666666666,393.3333333333333,480.6666666666667,225.0,189.23076923076923,479.84615384615387,430.0,368.6666666666667,171.42857142857142,183.57142857142858,166.42857142857142,256.3333333333333,242.21428571428572,429.1666666666667,419.3333333333333,286.42857142857144,168.0,186.42857142857142,438.57142857142856,549.0909090909091,405.7142857142857,346.42857142857144,127.33333333333333,271.42857142857144,334.0,326.6666666666667,257.5,344.61538461538464,345.0,275.7142857142857,159.33333333333334,195.71428571428572,314.61538461538464,300.0,348.0,280.0,195.71428571428572,177.06666666666666,172.0,283.6363636363636,274.61538461538464,309.09090909090907,198.0,152.66666666666666,160.66666666666666,160.83333333333334,254.6153846153846,254.66666666666666,194.28571428571428,136.66666666666666,183.33333333333334,179.28571428571428,170.66666666666666,160.66666666666666,188.66666666666666,224.28571428571428,148.33333333333334,150.66666666666666,166.15384615384616,164.0,182.66666666666666,299.3333333333333,187.27272727272728,197.33333333333334,188.0,200.0,148.1818181818182,160.83333333333334,224.66666666666666,218.66666666666666,200.0,176.0,156.66666666666666,144.0,177.33333333333334,174.66666666666666,182.22222222222223
6009,,,,,,,,,,,,,,,17.0,,,,,,,,,,4.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6011,,,,,,,,,,,,,,,14.5,,,,,,,,,,9.0,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6013,556.1111111111111,518.0898876404494,709.8837209302326,457.55555555555554,422.15909090909093,519.367088607595,715.1764705882352,413.45238095238096,310.4651162790698,631.1176470588235,331.3333333333333,509.77272727272725,372.24719101123594,302.8395061728395,481.8333333333333,297.52941176470586,492.77777777777777,344.3333333333333,372.77777777777777,491.55555555555554,427.30337078651684,377.87951807228916,464.9756097560976,435.140625,454.9550561797753,373.92857142857144,434.64285714285717,405.8333333333333,490.875,432.17241379310343,756.3636363636364,789.5555555555555,406.42857142857144,350.79545454545456,297.5,589.6341463414634,584.974358974359,583.5714285714286,403.92857142857144,257.22222222222223,365.679012345679,428.44444444444446,648.1111111111111,378.9868421052632,338.60759493670884,539.4047619047619,384.64285714285717,474.55555555555554,540.5952380952381,456.75324675324674,574.0229885057471,589.8863636363636,476.6666666666667,357.6190476190476,425.9647058823529,585.2272727272727,639.8837209302326,609.0,585.6666666666666,320.53333333333336,332.1111111111111,246.51162790697674,377.05,454.15584415584414,364.1111111111111,328.73417721518985,342.55555555555554,437.6666666666667,433.3734939759036,447.6666666666667,340.4266666666667,412.55555555555554,388.2926829268293,351.9736842105263,332.8888888888889,291.3333333333333,361.77777777777777,379.8809523809524,411.44444444444446,457.88235294117646,430.55555555555554,464.55555555555554,372.34567901234567,334.0,382.77777777777777,367.95454545454544,328.1111111111111,366.44444444444446,358.77777777777777,328.0,360.44444444444446,315.3333333333333,298.3333333333333,281.85185185185185
6017,,,,,,,,,,,,,,,28.5,,,,,,,,,,28.0,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6019,568.7096774193549,523.5483870967741,507.741935483871,294.3333333333333,218.0,226.0,396.4516129032258,257.0,313.8709677419355,334.2857142857143,506.3333333333333,501.0,716.1290322580645,483.3333333333333,323.8333333333333,232.58064516129033,334.51612903225805,423.3333333333333,263.0,353.2258064516129,484.3333333333333,383.2142857142857,458.0,513.3333333333334,250.06060606060606,374.64285714285717,255.41666666666666,384.48275862068965,201.14705882352942,341.65625,452.258064516129,501.3333333333333,572.1428571428571,190.6451612903226,488.9655172413793,638.0769230769231,490.38461538461536,519.2857142857143,495.0,255.0,446.8965517241379,431.61290322580646,357.77777777777777,508.6363636363636,388.2142857142857,356.42857142857144,448.57142857142856,239.3548387096774,427.77777777777777,444.0740740740741,557.0833333333334,346.55172413793105,243.21428571428572,264.64285714285717,228.4848484848485,334.19354838709677,302.5806451612903,453.2142857142857,373.3333333333333,463.0,186.66666666666666,373.2258064516129,298.14814814814815,339.64285714285717,364.83870967741933,297.2,172.66666666666666,211.66666666666666,254.13793103448276,235.16129032258064,189.8148148148148,367.0967741935484,184.28571428571428,169.6,167.33333333333334,157.58620689655172,232.75862068965517,235.16129032258064,188.27586206896552,207.74193548387098,193.66666666666666,209.66666666666666,162.41379310344828,161.93548387096774,162.58064516129033,206.33333333333334,241.29032258064515,201.33333333333334,186.33333333333334,327.85714285714283,191.0,274.19354838709677,203.33333333333334,336.1111111111111
6021,,,,,,,,,,,,,,,17.5,,,,,,,,,,2.0,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6023,,,,,,,,,,,,,,,34.0,,,,,,,,,,14.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6025,356.6666666666667,301.3333333333333,484.0,941.3333333333334,424.0,159.28571428571428,268.0,1836.6666666666667,234.66666666666666,133.57142857142858,1626.0,504.6666666666667,1109.3333333333333,449.2857142857143,252.0952380952381,897.3333333333334,165.33333333333334,147.33333333333334,110.66666666666667,242.66666666666666,444.6666666666667,248.66666666666666,277.8,150.78571428571428,258.1666666666667,1334.2857142857142,192.85714285714286,292.14285714285717,270.2631578947368,98.0,276.0,279.3333333333333,327.14285714285717,117.33333333333333,122.85714285714286,147.14285714285714,915.7857142857143,408.57142857142856,858.5714285714286,146.66666666666666,112.85714285714286,254.0,546.4285714285714,253.07692307692307,231.53846153846155,315.0,365.7142857142857,259.3333333333333,518.5714285714286,834.2857142857143,233.33333333333334,194.0,137.85714285714286,108.57142857142857,235.46666666666667,179.33333333333334,292.0,218.57142857142858,262.0,839.3333333333334,96.66666666666667,124.0,194.28571428571428,217.69230769230768,255.33333333333334,194.28571428571428,182.85714285714286,86.0,193.57142857142858,118.66666666666667,86.3076923076923,150.66666666666666,192.85714285714286,331.6666666666667,172.66666666666666,182.66666666666666,180.0,122.66666666666667,174.66666666666666,214.0,131.33333333333334,146.0,117.14285714285714,110.0,93.33333333333333,99.33333333333333,101.33333333333333,213.33333333333334,124.66666666666667,120.0,298.0,106.0,96.0,204.44444444444446
6027,,,,,,,,,,,,,,,24.5,,,,,,,,,,20.5,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6029,253.33333333333334,211.33333333333334,234.0,196.42857142857142,231.42857142857142,136.0,149.33333333333334,121.53846153846153,131.33333333333334,166.92307692307693,187.14285714285714,149.28571428571428,163.33333333333334,155.71428571428572,106.03571428571429,216.0,125.33333333333333,177.85714285714286,114.28571428571429,160.66666666666666,262.6666666666667,184.6153846153846,110.06666666666666,170.0,113.0,176.92307692307693,129.28571428571428,178.57142857142858,130.28571428571428,120.11764705882354,212.66666666666666,217.14285714285714,190.76923076923077,113.33333333333333,163.33333333333334,140.0,155.45454545454547,178.57142857142858,209.23076923076923,146.42857142857142,135.0,190.0,111.42857142857143,150.0,151.42857142857142,156.15384615384616,163.84615384615384,172.66666666666666,142.85714285714286,159.16666666666666,164.0,168.66666666666666,154.6153846153846,132.30769230769232,119.0,170.0,146.0,178.88888888888889,211.33333333333334,160.71428571428572,97.85714285714286,126.0,134.16666666666666,181.42857142857142,165.33333333333334,187.33333333333334,84.28571428571429,86.42857142857143,116.42857142857143,167.14285714285714,186.6,281.875,184.0,193.07692307692307,201.875,180.71428571428572,217.5,270.0,243.63636363636363,208.66666666666666,218.57142857142858,220.0,192.85714285714286,179.33333333333334,160.66666666666666,207.33333333333334,220.66666666666666,230.71428571428572,239.28571428571428,218.0,250.0,214.66666666666666,266.42857142857144,266.25
6031,,,,,,,,,,,,,,,16.0,,,,,,,,,,2.0,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6037,460.5625,417.75,597.625,822.9375,651.5,477.75,347.3125,493.0188679245283,406.5,498.3037037037037,647.4375,429.8125,514.0625,647.2,565.8235294117648,679.8089171974523,280.83870967741933,380.8974358974359,303.9375,667.6875,302.48366013071893,438.67605633802816,503.01526717557255,681.2658227848101,508.0853658536585,370.8,428.73333333333335,402.10884353741494,318.3018867924528,351.7843137254902,605.4375,481.8987341772152,569.3333333333334,182.6875,323.0,405.06666666666666,592.0165289256198,644.0,702.6666666666666,268.1875,254.33333333333334,370.4375,472.22929936305735,516.9609375,557.4626865671642,585.0,514.625850340136,554.0625,494.5578231292517,332.5563909774436,514.625,508.59060402684565,187.66666666666666,269.4,423.60493827160496,532.0529801324503,452.75,404.0211267605634,395.875,373.4375,191.6875,266.4375,273.18045112781954,425.74626865671644,414.875,468.4,173.44155844155844,211.1875,329.93333333333334,199.55696202531647,165.6259541984733,412.1518987341772,236.92307692307693,208.94230769230768,176.9047619047619,306.2638888888889,294.2207792207792,357.9865771812081,294.86486486486484,215.32467532467533,244.5,272.8125,180.0,274.640522875817,192.2077922077922,212.7741935483871,235.2258064516129,232.9375,258.4177215189873,282.5625,380.5769230769231,185.5,279.375,163.5
6039,,,,,,,,,,,,,,,15.5,,,,,,,,,,4.0,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6041,504.0,400.0,518.3333333333334,328.3333333333333,330.3333333333333,457.3333333333333,571.0,492.0,327.0,543.7666666666667,358.6666666666667,472.6666666666667,526.6666666666666,445.35714285714283,433.23333333333335,365.6666666666667,540.0,406.0,384.6666666666667,515.3333333333334,442.0,414.58620689655174,434.96666666666664,316.4642857142857,479.46666666666664,360.0,516.0714285714286,458.92857142857144,414.375,262.6333333333333,455.0,500.0,232.5,198.33333333333334,210.71428571428572,415.35714285714283,344.5357142857143,527.5,396.42857142857144,250.0,393.57142857142856,443.6666666666667,538.6666666666666,386.84,310.7692307692308,469.2857142857143,343.92857142857144,448.3333333333333,446.7857142857143,407.82608695652175,431.0,447.0,399.2857142857143,280.7142857142857,352.4,464.3333333333333,412.3076923076923,391.57142857142856,471.07142857142856,228.84615384615384,246.66666666666666,177.0,263.9259259259259,334.44444444444446,319.61538461538464,272.14285714285717,246.66666666666666,345.51724137931035,338.92857142857144,360.0,219.42307692307693,343.7931034482759,308.92857142857144,279.2,264.6666666666667,226.48,316.0,309.1666666666667,328.57142857142856,336.0,370.0,316.8965517241379,321.07142857142856,313.6666666666667,321.3333333333333,329.3103448275862,300.7692307692308,376.8965517241379,331.6666666666667,330.6896551724138,432.3333333333333,338.0,321.0344827586207,282.22222222222223
6043,,,,,,,,,,,,,,,42.5,,,,,,,,,,39.0,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6045,,,,,,,,,,,,,,,20.0,,,,,,,,,,20.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6047,,,,,,,,,,,,,,,16.75,,,,,,,,17.0,,2.5,,,,17.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
6051,94.28571428571429,96.25,79.375,88.0,86.25,100.83333333333333,123.33333333333333,93.125,88.75,115.0,89.375,96.875,98.46153846153847,112.66666666666667,83.25,109.33333333333333,124.375,121.25,112.85714285714286,106.25,102.5,101.33333333333333,68.0,48.666666666666664,95.28571428571429,118.66666666666667,110.71428571428571,118.57142857142857,112.5,113.33333333333333,115.0,109.375,110.66666666666667,110.0,118.0,98.66666666666667,84.16666666666667,100.0,98.0,110.0,116.66666666666667,118.125,95.71428571428571,120.71428571428571,131.66666666666666,130.71428571428572,100.66666666666667,136.25,137.69230769230768,118.57142857142857,133.75,117.85714285714286,117.33333333333333,145.33333333333334,108.46153846153847,110.66666666666667,119.375,97.14285714285714,109.375,110.625,122.14285714285714,99.375,101.33333333333333,135.0,112.5,100.66666666666667,130.71428571428572,103.75,104.66666666666667,94.0,125.0,95.0,105.38461538461539,113.07692307692308,111.25,97.33333333333333,133.75,130.0,119.23076923076923,111.875,111.875,100.0,126.66666666666667,145.625,99.28571428571429,99.375,80.0,161.33333333333334,114.375,112.0,120.71428571428571,91.875,118.75,125.0
6053,,,,,,,,,,,,,,,16.25,,,,,,,,,,8.0,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6055,473.3333333333333,366.0,396.0,397.3333333333333,312.0,398.0,428.6666666666667,302.6666666666667,296.6666666666667,427.85714285714283,297.3333333333333,385.3333333333333,423.3333333333333,308.75,358.07142857142856,293.3333333333333,378.6666666666667,406.0,422.6666666666667,428.0,616.0,383.75,346.3333333333333,434.2857142857143,308.93333333333334,255.0,382.14285714285717,302.14285714285717,446.73333333333335,456.42857142857144,528.0,553.3333333333334,544.2857142857143,506.0,465.0,318.57142857142856,501.8181818181818,577.8571428571429,464.2857142857143,306.0,325.0,262.3076923076923,431.3333333333333,381.6666666666667,353.0769230769231,480.7142857142857,416.42857142857144,472.6666666666667,535.7142857142857,95.0,331.3333333333333,232.66666666666666,123.57142857142857,86.66666666666667,176.30769230769232,98.0,372.6666666666667,359.2307692307692,348.0,213.33333333333334,228.0,138.0,204.44444444444446,276.9230769230769,229.33333333333334,202.14285714285714,206.66666666666666,305.3333333333333,244.28571428571428,297.3333333333333,213.25,314.0,210.0,230.0,250.0,268.3333333333333,378.6666666666667,299.3333333333333,326.0,388.0,346.6666666666667,316.0,341.42857142857144,372.6666666666667,491.3333333333333,498.57142857142856,540.0,209.33333333333334,243.33333333333334,132.0,180.0,201.33333333333334,190.66666666666666,193.33333333333334
6057,,,,,,,,,,,,,,,33.5,,,,,,,,,,29.0,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6059,467.11538461538464,437.11442786069654,526.3959390862944,654.0384615384615,640.8653846153846,314.5192307692308,414.55,479.8514851485148,298.56435643564356,423.37016574585635,560.4807692307693,406.4423076923077,431.0576923076923,591.236559139785,504.21,647.7664974619289,214.1871921182266,430.96153846153845,452.70531400966183,536.5865384615385,259.69849246231155,337.13513513513516,487.8284023668639,527.616,473.5190476190476,471.0416666666667,472.24043715846994,547.2727272727273,364.8031088082902,303.6756756756757,499.09574468085106,534.0886699507389,489.2063492063492,171.03960396039605,137.59162303664922,347.43169398907105,471.41875,604.8969072164948,663.6410256410256,218.86699507389162,222.86486486486487,235.12437810945275,384.7029702970297,444.49418604651163,517.8089887640449,479.7938144329897,481.1794871794872,480.8695652173913,480.10526315789474,304.3258426966292,497.43961352657004,477.5480769230769,172.97435897435898,197.43589743589743,397.44554455445547,410.97938144329896,297.2682926829268,399.7191011235955,392.33830845771143,353.6979166666667,169.27835051546393,210.7246376811594,244.64880952380952,350.0,373.3980582524272,432.9842931937173,166.55,199.80295566502463,274.9230769230769,176.30769230769232,172.29761904761904,383.18407960199005,210.41450777202073,203.41463414634146,177.01492537313433,204.41489361702128,217.66169154228857,346.4423076923077,187.0048309178744,198.17307692307693,263.02884615384613,209.42307692307693,140.98958333333334,215.2173913043478,164.27884615384616,193.41584158415841,237.52475247524754,217.8846153846154,215.04807692307693,266.9154228855721,368.36538461538464,147.8048780487805,257.59615384615387,135.27131782945736
6061,,,,,,,,,,,,,,,29.5,,,,,,,,,,11.5,,,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6065,151.25,179.375,200.625,170.625,172.5,130.625,186.875,222.5,160.625,142.85714285714286,179.375,171.25,192.5,226.0,141.68,204.375,165.625,145.625,194.375,225.625,223.125,182.14285714285714,160.14285714285714,120.0,129.28571428571428,186.66666666666666,214.0,166.0,118.76190476190476,124.375,173.125,181.875,166.66666666666666,130.625,114.0,153.33333333333334,260.0,284.0,268.6666666666667,204.375,107.33333333333333,113.125,215.625,195.3846153846154,167.85714285714286,214.66666666666666,244.0,212.5,162.66666666666666,219.28571428571428,168.75,191.875,148.66666666666666,155.33333333333334,186.94117647058823,145.625,190.0,264.2857142857143,239.375,260.0,150.625,128.125,117.6923076923077,166.42857142857142,218.125,151.33333333333334,129.375,107.5,150.66666666666666,115.625,109.21428571428571,148.75,176.0,181.53846153846155,144.375,136.42857142857142,113.125,153.125,178.125,137.5,121.875,128.75,100.66666666666667,112.5,104.375,110.625,120.625,138.125,135.625,124.375,162.5,113.125,124.375,150.0
