FIPS,stay at home,>50 gatherings,>500 gatherings,public schools,restaurant dine-in,entertainment/gym,federal guidelines,foreign travel ban,Score,TCI+,Jobs+,Trips/Week+,Routes,Transit Shed,Transit
17039,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17041,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17043,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,3.4,2.3,71087,235,3,19,7
17045,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17047,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17049,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.4,0.3,140,4,0,0,0
17051,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,1
17053,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17055,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17057,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17059,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17061,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17063,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17065,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,2
17067,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17069,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17071,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17073,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.5,0.3,552,21,0,1,0
17075,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.1,0.0,216,2,0,0,0
17077,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,1.9,1.0,7601,210,3,3,1
17079,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17081,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17083,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17085,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,1
17087,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17089,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,2.7,1.8,27973,300,2,11,2
17091,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,2.5,1.5,9858,335,3,6,1
17093,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.1,0.1,131,2,0,0,3
17095,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,2.3,0.6,7833,152,2,5,0
17097,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,3.0,2.2,28367,274,2,12,4
17099,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.1,0.1,29,1,0,0,0
17101,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17103,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17105,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.7,0.5,205,12,0,0,0
17107,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.8,0.6,165,8,0,0,0
17109,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,2.6,1.6,4321,647,6,2,1
17111,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,1.5,1.0,9345,78,1,6,2
17113,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,3.7,2.8,36298,893,4,10,1
17115,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,2.9,1.7,17764,370,3,11,1
17117,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.2,0.1,2,5,0,0,0
17119,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,3.2,2.0,20477,551,3,12,1
17121,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.5,0.3,561,9,0,0,0
17123,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17125,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17127,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17129,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17131,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17133,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,1.0,0.3,4197,75,0,5,0
17135,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17137,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17139,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17141,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17143,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,2.8,1.9,34714,336,3,12,2
17145,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.4,0.3,0,8,0,0,0
17147,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17149,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17151,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,1
17153,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.1,0.0,1036,10,0,0,0
17155,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17157,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17159,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17161,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,5.1,3.6,35640,1085,6,20,1
17163,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,5.1,3.8,31231,1510,3,16,4
17165,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17167,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,2.9,1.6,56685,293,4,12,1
17169,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17171,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17173,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17175,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17177,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17179,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,1.0,0.7,8740,64,1,2,0
17181,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17183,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,1.2,0.6,4631,172,3,3,0
17185,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17187,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17189,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.1,0.0,151,4,0,0,0
17191,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17193,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17195,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,46,4,0,0,0
17197,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,1.7,1.0,15170,129,1,8,3
17199,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
17201,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,2.4,1.4,38588,207,3,18,1
17203,737505.0,737502.0,737502.0,737501.0,737502.0,737502.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18001,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18003,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,2.1,1.2,23030,185,3,8,0
18005,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18007,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18009,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18011,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18013,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18015,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18017,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18019,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,1.8,1.0,41590,138,1,6,0
18021,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18023,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18025,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18027,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18029,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18031,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18033,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.1,0.1,22,2,0,0,0
18035,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,3.0,1.5,16631,502,3,9,1
18037,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18039,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,1.8,0.9,13441,193,1,6,0
18041,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.3,0.1,0,1,0,0,0
18043,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,1.3,0.7,25405,105,1,4,0
18045,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18047,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18049,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18051,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18053,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18055,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18057,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18059,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18061,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18063,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.2,0.1,2990,24,0,1,0
18065,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18067,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18069,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18071,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18073,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.2,0.1,0,1,0,0,0
18075,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18077,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18079,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18081,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.5,0.2,3230,62,0,1,0
18083,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18085,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18087,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18089,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,1.0,0.6,4812,58,1,2,2
18091,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.7,0.5,233,21,0,0,0
18093,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18095,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18097,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,4.8,2.5,107458,1486,3,22,1
18099,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18101,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18103,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18105,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,3.0,2.0,28219,462,5,8,4
18107,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.2,0.1,0,1,0,0,0
18109,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18111,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18113,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18115,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18117,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18119,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,1
18121,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18123,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18125,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18127,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.8,0.4,4550,44,0,2,1
18129,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18131,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18133,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18135,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18137,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18139,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18141,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,3.0,1.8,26394,368,3,10,1
18143,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18145,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18147,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18149,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18151,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18153,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18155,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18157,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,4.2,3.3,35306,1130,5,13,3
18159,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18161,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18163,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,2.8,1.6,30068,281,3,9,1
18165,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18167,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,1.6,0.8,7424,133,2,3,1
18169,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18171,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18173,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.1,0.0,1728,8,0,0,0
18175,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18177,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18179,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18181,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
18183,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19001,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19003,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19005,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19007,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19009,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19011,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19013,,,,,737501.0,737501.0,737500.0,737495.0,1.8,1.2,7132,221,3,2,0
19015,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19017,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19019,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19021,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19023,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19025,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19027,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19029,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19031,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19033,,,,,737501.0,737501.0,737500.0,737495.0,1.9,0.8,4827,187,2,3,0
19035,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19037,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19039,,,,,737501.0,737501.0,737500.0,737495.0,0.5,0.3,0,6,0,0,0
19041,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19043,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19045,,,,,737501.0,737501.0,737500.0,737495.0,1.9,0.9,5435,158,2,4,0
19047,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19049,,,,,737501.0,737501.0,737500.0,737495.0,0.9,0.4,25827,89,1,4,0
19051,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19053,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19055,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19057,,,,,737501.0,737501.0,737500.0,737495.0,1.4,0.1,8976,40,3,7,0
19059,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19061,,,,,737501.0,737501.0,737500.0,737495.0,3.1,1.2,20387,511,6,8,1
19063,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19065,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19067,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19069,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19071,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19073,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19075,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19077,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19079,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19081,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19083,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19085,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19087,,,,,737501.0,737501.0,737500.0,737495.0,0.3,0.2,0,3,0,0,0
19089,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19091,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19093,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19095,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19097,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19099,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19101,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19103,,,,,737501.0,737501.0,737500.0,737495.0,3.4,2.6,41759,765,9,13,6
19105,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19107,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19109,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19111,,,,,737501.0,737501.0,737500.0,737495.0,0.2,0.1,0,1,0,0,0
19113,,,,,737501.0,737501.0,737500.0,737495.0,2.5,1.3,34350,200,2,11,0
19115,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19117,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19119,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19121,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19123,,,,,737501.0,737501.0,737500.0,737495.0,0.8,0.0,2536,16,0,2,0
19125,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19127,,,,,737501.0,737501.0,737500.0,737495.0,1.3,0.0,7400,89,3,3,0
19129,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,1
19131,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19133,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19135,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19137,,,,,737501.0,737501.0,737500.0,737495.0,0.0,0.0,0,0,0,0,0
19139,,,,,737501.0,737501.0,737500.0,737495.0,1.9,0.0,7190,130,2,4,0
