,FIPS,stay at home,>50 gatherings,>500 gatherings,public schools,restaurant dine-in,entertainment/gym,federal guidelines,foreign travel ban
737,18049,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
738,18051,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
739,18053,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
740,18055,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
741,18057,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
742,18059,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
743,18061,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
744,18063,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
745,18065,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
746,18067,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
747,18069,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
748,18071,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
749,18073,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
750,18075,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
751,18077,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
752,18079,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
753,18081,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
754,18083,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
755,18085,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
756,18087,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
757,18089,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
758,18091,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
759,18093,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
760,18095,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
761,18097,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
762,18099,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
763,18101,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
764,18103,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
765,18105,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
766,18107,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
767,18109,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
768,18111,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
769,18113,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
770,18115,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
771,18117,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
772,18119,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
773,18121,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
774,18123,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
775,18125,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
776,18127,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
777,18129,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
778,18131,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
779,18133,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
780,18135,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
781,18137,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
782,18139,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
783,18141,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
784,18143,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
785,18145,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
786,18147,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
787,18149,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
788,18151,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
789,18153,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
790,18155,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
791,18157,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
792,18159,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
793,18161,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
794,18163,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
795,18165,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
796,18167,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
797,18169,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
798,18171,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
799,18173,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
800,18175,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
801,18177,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
802,18179,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
803,18181,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
804,18183,737508.0,737508.0,737497.0,737503.0,737501.0,737501.0,737500.0,737495.0
806,19001,,,,,737501.0,737501.0,737500.0,737495.0
807,19003,,,,,737501.0,737501.0,737500.0,737495.0
808,19005,,,,,737501.0,737501.0,737500.0,737495.0
809,19007,,,,,737501.0,737501.0,737500.0,737495.0
810,19009,,,,,737501.0,737501.0,737500.0,737495.0
811,19011,,,,,737501.0,737501.0,737500.0,737495.0
812,19013,,,,,737501.0,737501.0,737500.0,737495.0
813,19015,,,,,737501.0,737501.0,737500.0,737495.0
814,19017,,,,,737501.0,737501.0,737500.0,737495.0
815,19019,,,,,737501.0,737501.0,737500.0,737495.0
816,19021,,,,,737501.0,737501.0,737500.0,737495.0
817,19023,,,,,737501.0,737501.0,737500.0,737495.0
818,19025,,,,,737501.0,737501.0,737500.0,737495.0
819,19027,,,,,737501.0,737501.0,737500.0,737495.0
820,19029,,,,,737501.0,737501.0,737500.0,737495.0
821,19031,,,,,737501.0,737501.0,737500.0,737495.0
822,19033,,,,,737501.0,737501.0,737500.0,737495.0
823,19035,,,,,737501.0,737501.0,737500.0,737495.0
824,19037,,,,,737501.0,737501.0,737500.0,737495.0
825,19039,,,,,737501.0,737501.0,737500.0,737495.0
826,19041,,,,,737501.0,737501.0,737500.0,737495.0
827,19043,,,,,737501.0,737501.0,737500.0,737495.0
828,19045,,,,,737501.0,737501.0,737500.0,737495.0
829,19047,,,,,737501.0,737501.0,737500.0,737495.0
830,19049,,,,,737501.0,737501.0,737500.0,737495.0
831,19051,,,,,737501.0,737501.0,737500.0,737495.0
832,19053,,,,,737501.0,737501.0,737500.0,737495.0
833,19055,,,,,737501.0,737501.0,737500.0,737495.0
834,19057,,,,,737501.0,737501.0,737500.0,737495.0
835,19059,,,,,737501.0,737501.0,737500.0,737495.0
836,19061,,,,,737501.0,737501.0,737500.0,737495.0
837,19063,,,,,737501.0,737501.0,737500.0,737495.0
838,19065,,,,,737501.0,737501.0,737500.0,737495.0
839,19067,,,,,737501.0,737501.0,737500.0,737495.0
840,19069,,,,,737501.0,737501.0,737500.0,737495.0
841,19071,,,,,737501.0,737501.0,737500.0,737495.0
842,19073,,,,,737501.0,737501.0,737500.0,737495.0
843,19075,,,,,737501.0,737501.0,737500.0,737495.0
844,19077,,,,,737501.0,737501.0,737500.0,737495.0
845,19079,,,,,737501.0,737501.0,737500.0,737495.0
846,19081,,,,,737501.0,737501.0,737500.0,737495.0
847,19083,,,,,737501.0,737501.0,737500.0,737495.0
848,19085,,,,,737501.0,737501.0,737500.0,737495.0
849,19087,,,,,737501.0,737501.0,737500.0,737495.0
850,19089,,,,,737501.0,737501.0,737500.0,737495.0
851,19091,,,,,737501.0,737501.0,737500.0,737495.0
852,19093,,,,,737501.0,737501.0,737500.0,737495.0
853,19095,,,,,737501.0,737501.0,737500.0,737495.0
854,19097,,,,,737501.0,737501.0,737500.0,737495.0
855,19099,,,,,737501.0,737501.0,737500.0,737495.0
856,19101,,,,,737501.0,737501.0,737500.0,737495.0
857,19103,,,,,737501.0,737501.0,737500.0,737495.0
858,19105,,,,,737501.0,737501.0,737500.0,737495.0
859,19107,,,,,737501.0,737501.0,737500.0,737495.0
860,19109,,,,,737501.0,737501.0,737500.0,737495.0
861,19111,,,,,737501.0,737501.0,737500.0,737495.0
862,19113,,,,,737501.0,737501.0,737500.0,737495.0
863,19115,,,,,737501.0,737501.0,737500.0,737495.0
864,19117,,,,,737501.0,737501.0,737500.0,737495.0
865,19119,,,,,737501.0,737501.0,737500.0,737495.0
866,19121,,,,,737501.0,737501.0,737500.0,737495.0
867,19123,,,,,737501.0,737501.0,737500.0,737495.0
868,19125,,,,,737501.0,737501.0,737500.0,737495.0
869,19127,,,,,737501.0,737501.0,737500.0,737495.0
870,19129,,,,,737501.0,737501.0,737500.0,737495.0
871,19131,,,,,737501.0,737501.0,737500.0,737495.0
872,19133,,,,,737501.0,737501.0,737500.0,737495.0
873,19135,,,,,737501.0,737501.0,737500.0,737495.0
874,19137,,,,,737501.0,737501.0,737500.0,737495.0
875,19139,,,,,737501.0,737501.0,737500.0,737495.0
876,19141,,,,,737501.0,737501.0,737500.0,737495.0
877,19143,,,,,737501.0,737501.0,737500.0,737495.0
878,19145,,,,,737501.0,737501.0,737500.0,737495.0
879,19147,,,,,737501.0,737501.0,737500.0,737495.0
880,19149,,,,,737501.0,737501.0,737500.0,737495.0
881,19151,,,,,737501.0,737501.0,737500.0,737495.0
882,19153,,,,,737501.0,737501.0,737500.0,737495.0
883,19155,,,,,737501.0,737501.0,737500.0,737495.0
884,19157,,,,,737501.0,737501.0,737500.0,737495.0
885,19159,,,,,737501.0,737501.0,737500.0,737495.0
886,19161,,,,,737501.0,737501.0,737500.0,737495.0
887,19163,,,,,737501.0,737501.0,737500.0,737495.0
888,19165,,,,,737501.0,737501.0,737500.0,737495.0
889,19167,,,,,737501.0,737501.0,737500.0,737495.0
890,19169,,,,,737501.0,737501.0,737500.0,737495.0
891,19171,,,,,737501.0,737501.0,737500.0,737495.0
892,19173,,,,,737501.0,737501.0,737500.0,737495.0
893,19175,,,,,737501.0,737501.0,737500.0,737495.0
894,19177,,,,,737501.0,737501.0,737500.0,737495.0
895,19179,,,,,737501.0,737501.0,737500.0,737495.0
896,19181,,,,,737501.0,737501.0,737500.0,737495.0
897,19183,,,,,737501.0,737501.0,737500.0,737495.0
898,19185,,,,,737501.0,737501.0,737500.0,737495.0
899,19187,,,,,737501.0,737501.0,737500.0,737495.0
900,19189,,,,,737501.0,737501.0,737500.0,737495.0
901,19191,,,,,737501.0,737501.0,737500.0,737495.0
902,19193,,,,,737501.0,737501.0,737500.0,737495.0
903,19195,,,,,737501.0,737501.0,737500.0,737495.0
904,19197,,,,,737501.0,737501.0,737500.0,737495.0
906,20001,737514.0,737514.0,737514.0,737502.0,737508.0,737508.0,737500.0,737495.0
907,20003,737514.0,737514.0,737514.0,737502.0,737508.0,737508.0,737500.0,737495.0
908,20005,737514.0,737514.0,737514.0,737502.0,737508.0,737508.0,737500.0,737495.0
909,20007,737514.0,737514.0,737514.0,737502.0,737508.0,737508.0,737500.0,737495.0
910,20009,737514.0,737514.0,737514.0,737502.0,737508.0,737508.0,737500.0,737495.0
911,20011,737514.0,737514.0,737514.0,737502.0,737508.0,737508.0,737500.0,737495.0
912,20013,737514.0,737514.0,737514.0,737502.0,737508.0,737508.0,737500.0,737495.0
913,20015,737514.0,737514.0,737514.0,737502.0,737508.0,737508.0,737500.0,737495.0
914,20017,737514.0,737514.0,737514.0,737502.0,737508.0,737508.0,737500.0,737495.0
915,20019,737514.0,737514.0,737514.0,737502.0,737508.0,737508.0,737500.0,737495.0
916,20021,737514.0,737514.0,737514.0,737502.0,737508.0,737508.0,737500.0,737495.0
917,20023,737514.0,737514.0,737514.0,737502.0,737508.0,737508.0,737500.0,737495.0
918,20025,737514.0,737514.0,737514.0,737502.0,737508.0,737508.0,737500.0,737495.0
919,20027,737514.0,737514.0,737514.0,737502.0,737508.0,737508.0,737500.0,737495.0
920,20029,737514.0,737514.0,737514.0,737502.0,737508.0,737508.0,737500.0,737495.0
921,20031,737514.0,737514.0,737514.0,737502.0,737508.0,737508.0,737500.0,737495.0
922,20033,737514.0,737514.0,737514.0,737502.0,737508.0,737508.0,737500.0,737495.0
923,20035,737514.0,737514.0,737514.0,737502.0,737508.0,737508.0,737500.0,737495.0
924,20037,737514.0,737514.0,737514.0,737502.0,737508.0,737508.0,737500.0,737495.0
925,20039,737514.0,737514.0,737514.0,737502.0,737508.0,737508.0,737500.0,737495.0
926,20041,737514.0,737514.0,737514.0,737502.0,737508.0,737508.0,737500.0,737495.0
927,20043,737514.0,737514.0,737514.0,737502.0,737508.0,737508.0,737500.0,737495.0
928,20045,737508.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
929,20047,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
930,20049,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
931,20051,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
932,20053,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
933,20055,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
934,20057,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
935,20059,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
936,20061,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
937,20063,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
938,20065,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
939,20067,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
940,20069,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
941,20071,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
942,20073,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
943,20075,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
944,20077,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
945,20079,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
946,20081,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
947,20083,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
948,20085,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
949,20087,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
950,20089,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
951,20091,737508.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
952,20093,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
953,20095,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
954,20097,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
955,20099,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
956,20101,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
957,20103,737508.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
958,20105,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
959,20107,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
960,20109,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
961,20111,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
962,20113,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
963,20115,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
964,20117,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
965,20119,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
966,20121,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
967,20123,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
968,20125,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
969,20127,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
970,20129,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
971,20131,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
972,20133,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
973,20135,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
974,20137,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
975,20139,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
976,20141,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
977,20143,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
978,20145,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
979,20147,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
980,20149,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
981,20151,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
982,20153,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
983,20155,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
984,20157,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
985,20159,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
986,20161,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
987,20163,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
988,20165,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
989,20167,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
990,20169,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
991,20171,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
992,20173,737509.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
993,20175,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
994,20177,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
995,20179,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
996,20181,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
997,20183,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
998,20185,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
999,20187,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
1000,20189,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
1001,20191,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
1002,20193,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
1003,20195,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
1004,20197,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
1005,20199,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
1006,20201,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
1007,20203,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
1008,20205,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
1009,20207,737514.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
1010,20209,737508.0,737501.0,737501.0,737502.0,737508.0,737508.0,737500.0,737495.0
1012,21001,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1013,21003,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1014,21005,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1015,21007,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1016,21009,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1017,21011,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1018,21013,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1019,21015,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1020,21017,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1021,21019,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1022,21021,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1023,21023,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1024,21025,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1025,21027,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1026,21029,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1027,21031,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1028,21033,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1029,21035,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1030,21037,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1031,21039,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1032,21041,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1033,21043,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1034,21045,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1035,21047,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1036,21049,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1037,21051,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1038,21053,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1039,21055,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1040,21057,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1041,21059,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1042,21061,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1043,21063,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1044,21065,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1045,21067,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1046,21069,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1047,21071,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1048,21073,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1049,21075,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1050,21077,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1051,21079,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1052,21081,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1053,21083,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1054,21085,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1055,21087,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1056,21089,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1057,21091,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1058,21093,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1059,21095,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1060,21097,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1061,21099,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1062,21101,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1063,21103,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1064,21105,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1065,21107,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1066,21109,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1067,21111,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1068,21113,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1069,21115,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1070,21117,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1071,21119,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1072,21121,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1073,21123,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1074,21125,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1075,21127,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1076,21129,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1077,21131,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1078,21133,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1079,21135,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1080,21137,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1081,21139,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
1082,21141,737510.0,737510.0,737510.0,737500.0,737500.0,737502.0,737500.0,737495.0
