,Retail & recreation,Retail & recreation,Grocery & pharmacy,Grocery & pharmacy,Parks,Parks,Transit stations,Transit stations,Workplaces,Workplaces,Residential,Residential
Date,2020-03-29,2020-04-05,2020-03-29,2020-04-05,2020-03-29,2020-04-05,2020-03-29,2020-04-05,2020-03-29,2020-04-05,2020-03-29,2020-04-05
FIPS,,,,,,,,,,,,
31157,-25.0,-34.0,-3.0,-1.0,,,,,-18.0,-23.0,14.0,17.0
31159,-29.0,-33.0,,,,,,,-32.0,-40.0,,
31167,,,,,,,,,-20.0,-31.0,,
31169,,,,,,,,,-19.0,-12.0,,
31173,,,,,,,,,-30.0,-40.0,,
31177,-18.0,-25.0,-9.0,-9.0,,,,,-23.0,-36.0,,
31179,-53.0,-39.0,,,,,,,-26.0,-29.0,,
31185,-39.0,-48.0,,,,,-12.0,-22.0,-31.0,-31.0,,
32001,-27.0,-32.0,-11.0,-15.0,,,,,-28.0,-37.0,5.0,5.0
32003,-48.0,-49.0,-26.0,-24.0,-47.0,-50.0,-66.0,-67.0,-56.0,-58.0,15.0,16.0
32005,-58.0,-66.0,-35.0,-42.0,-35.0,-78.0,,,-47.0,-52.0,18.0,19.0
32007,-40.0,-43.0,10.0,0.0,7.0,7.0,-11.0,-14.0,-35.0,-39.0,17.0,15.0
32013,-46.0,-49.0,-1.0,2.0,,,-40.0,-55.0,-20.0,-23.0,,
32015,-59.0,-57.0,-12.0,-14.0,,,,,-41.0,-41.0,,
32019,-14.0,-30.0,-5.0,-5.0,,,-10.0,-22.0,-27.0,-34.0,15.0,16.0
32021,,,,,,,-29.0,-20.0,,,,
32023,-26.0,-30.0,-15.0,-19.0,-52.0,-64.0,-20.0,-22.0,-40.0,-40.0,13.0,13.0
32027,,,,,,,6.0,-13.0,-32.0,-30.0,,
32029,-73.0,-67.0,,,,,,,-38.0,-43.0,,
32031,-44.0,-49.0,-21.0,-23.0,6.0,-28.0,-64.0,-71.0,-42.0,-48.0,12.0,14.0
32033,-65.0,-57.0,-4.0,-13.0,,,-4.0,-11.0,-23.0,-19.0,,
32510,-36.0,-45.0,-13.0,-17.0,-3.0,-26.0,,,-35.0,-44.0,18.0,19.0
33001,-52.0,-37.0,-28.0,-11.0,-53.0,-53.0,,,-35.0,-35.0,18.0,22.0
33003,-69.0,-58.0,-30.0,-6.0,-66.0,10.0,,,-51.0,-49.0,19.0,22.0
33005,-51.0,-43.0,-36.0,-20.0,-46.0,-22.0,,,-34.0,-31.0,18.0,22.0
33007,-52.0,-40.0,-21.0,9.0,-68.0,-23.0,,,-37.0,-36.0,10.0,10.0
33009,-62.0,-55.0,-37.0,-23.0,-71.0,-20.0,-45.0,-27.0,-44.0,-44.0,20.0,24.0
33011,-62.0,-53.0,-37.0,-28.0,-55.0,55.0,-57.0,-39.0,-38.0,-38.0,14.0,12.0
33013,-58.0,-48.0,-31.0,-22.0,-59.0,17.0,-76.0,-73.0,-37.0,-36.0,13.0,11.0
33015,-59.0,-50.0,-36.0,-32.0,-63.0,14.0,-60.0,-59.0,-39.0,-38.0,14.0,12.0
33017,-51.0,-42.0,-38.0,-27.0,-53.0,47.0,-39.0,-52.0,-38.0,-36.0,13.0,10.0
33019,-45.0,-35.0,-22.0,-9.0,,,,,-28.0,-26.0,16.0,20.0
34001,-56.0,-67.0,-30.0,2.0,11.0,53.0,-72.0,-66.0,-55.0,-56.0,16.0,15.0
34003,-66.0,-75.0,-37.0,-15.0,-64.0,-20.0,-64.0,-56.0,-50.0,-51.0,19.0,18.0
34005,-53.0,-67.0,-39.0,4.0,7.0,87.0,-53.0,-50.0,-38.0,-38.0,14.0,13.0
34007,-50.0,-61.0,-30.0,-1.0,-29.0,22.0,-59.0,-58.0,-37.0,-37.0,13.0,12.0
34009,-49.0,-59.0,-27.0,3.0,-14.0,29.0,-59.0,-54.0,-41.0,-36.0,19.0,19.0
34011,-36.0,-41.0,-19.0,-1.0,-35.0,16.0,-28.0,-30.0,-25.0,-28.0,10.0,10.0
34013,-60.0,-68.0,-27.0,-20.0,-50.0,-21.0,-78.0,-79.0,-43.0,-45.0,17.0,17.0
34015,-54.0,-64.0,-30.0,-10.0,-3.0,70.0,-15.0,-16.0,-36.0,-37.0,13.0,12.0
34017,-62.0,-70.0,-38.0,-18.0,-69.0,-40.0,-72.0,-67.0,-51.0,-54.0,18.0,18.0
34019,-64.0,-64.0,-35.0,-3.0,21.0,21.0,-31.0,-39.0,-42.0,-42.0,28.0,30.0
34021,-55.0,-66.0,-25.0,31.0,-27.0,9.0,-74.0,-73.0,-43.0,-41.0,15.0,14.0
34023,-64.0,-73.0,-41.0,-7.0,-31.0,78.0,-77.0,-66.0,-44.0,-45.0,17.0,16.0
34025,-62.0,-69.0,-34.0,5.0,-32.0,77.0,-67.0,-51.0,-44.0,-43.0,17.0,15.0
34027,-63.0,-68.0,-39.0,-16.0,-43.0,58.0,-64.0,-47.0,-47.0,-49.0,18.0,17.0
34029,-55.0,-62.0,-31.0,-3.0,-25.0,5.0,-58.0,-52.0,-42.0,-41.0,15.0,14.0
34031,-66.0,-70.0,-34.0,-23.0,-53.0,20.0,-55.0,-47.0,-46.0,-48.0,16.0,16.0
34033,-39.0,-45.0,-21.0,0.0,-22.0,45.0,-61.0,-68.0,-28.0,-31.0,18.0,19.0
34035,-61.0,-72.0,-36.0,-1.0,-31.0,64.0,-60.0,66.0,-47.0,-47.0,17.0,16.0
34037,-57.0,-52.0,-27.0,-24.0,-39.0,100.0,-53.0,-43.0,-39.0,-36.0,15.0,13.0
34039,-62.0,-67.0,-32.0,-19.0,-40.0,38.0,-61.0,-58.0,-44.0,-47.0,17.0,17.0
34041,-47.0,-53.0,-37.0,2.0,-35.0,51.0,-40.0,-46.0,-35.0,-35.0,14.0,13.0
35001,-46.0,-44.0,-22.0,-17.0,8.0,9.0,-43.0,-41.0,-37.0,-38.0,11.0,11.0
35005,-46.0,-41.0,-26.0,-20.0,-41.0,-38.0,-49.0,-51.0,-26.0,-27.0,12.0,11.0
35006,-27.0,-24.0,-7.0,8.0,,,-16.0,-25.0,-30.0,-25.0,,
35007,-62.0,-64.0,-29.0,-29.0,,,-26.0,-43.0,-40.0,-40.0,,
35009,-38.0,-29.0,-17.0,-5.0,-32.0,-6.0,-38.0,-28.0,-25.0,-27.0,16.0,15.0
35015,-38.0,-37.0,-20.0,-14.0,-39.0,-35.0,-35.0,-19.0,-20.0,-23.0,12.0,13.0
35017,-35.0,-31.0,-9.0,4.0,,,,,-25.0,-20.0,2.0,2.0
35019,-39.0,-44.0,-30.0,-9.0,,,-9.0,-10.0,,,,
35023,-57.0,-54.0,,,,,-31.0,-40.0,,,,
35025,-44.0,-43.0,-9.0,-8.0,-24.0,-7.0,-34.0,-40.0,-26.0,-24.0,13.0,13.0
35027,-71.0,-70.0,-41.0,-43.0,-72.0,-73.0,,,-48.0,-44.0,,
35028,-70.0,-66.0,-33.0,-34.0,,,,,-53.0,-50.0,,
35029,-41.0,-34.0,-16.0,-20.0,-45.0,-37.0,-22.0,-26.0,-22.0,-22.0,,
35031,-41.0,-39.0,1.0,7.0,,,-13.0,-18.0,-20.0,-23.0,22.0,19.0
35035,-39.0,-38.0,-25.0,-19.0,-58.0,-50.0,,,-36.0,-36.0,19.0,16.0
35037,-10.0,-15.0,-4.0,1.0,,,-7.0,-17.0,-25.0,-21.0,,
35039,-30.0,-20.0,-20.0,-15.0,,,,,-37.0,-40.0,12.0,12.0
35041,-31.0,-26.0,-23.0,-17.0,,,,,-22.0,-25.0,,
35043,-34.0,-33.0,-13.0,-4.0,3.0,14.0,-28.0,-45.0,-42.0,-43.0,11.0,10.0
35045,-42.0,-35.0,-15.0,-4.0,2.0,9.0,-38.0,-31.0,-26.0,-30.0,10.0,10.0
35047,-29.0,-22.0,-22.0,-6.0,,,-41.0,-48.0,-29.0,-24.0,-1.0,-1.0
35049,-52.0,-50.0,-23.0,-19.0,-23.0,-14.0,-51.0,-39.0,-44.0,-44.0,12.0,11.0
35051,-44.0,-39.0,-4.0,4.0,,,,,-24.0,-29.0,,
35053,-42.0,-42.0,-8.0,-7.0,,,,,-36.0,-36.0,,
35055,-59.0,-59.0,-29.0,-25.0,-36.0,-12.0,,,-52.0,-57.0,1.0,1.0
35057,-24.0,-24.0,-7.0,9.0,,,-8.0,-19.0,-25.0,-31.0,,
35059,,,,,,,-34.0,-43.0,,,,
35061,-38.0,-33.0,-8.0,27.0,-10.0,15.0,-21.0,-26.0,-33.0,-36.0,13.0,12.0
36001,-59.0,-56.0,-30.0,-23.0,-15.0,91.0,-64.0,-62.0,-36.0,-37.0,13.0,11.0
36003,-40.0,-35.0,-15.0,-2.0,,,,,-33.0,-33.0,18.0,20.0
36005,-64.0,-58.0,-30.0,-22.0,-51.0,-27.0,-55.0,-51.0,-50.0,-52.0,16.0,16.0
36007,-51.0,-47.0,-27.0,-23.0,5.0,74.0,-43.0,-46.0,-34.0,-35.0,11.0,10.0
36009,-40.0,-36.0,-15.0,-5.0,-37.0,8.0,,,-32.0,-31.0,18.0,10.0
36011,-39.0,-39.0,-15.0,-12.0,,,-49.0,-42.0,-29.0,-32.0,20.0,22.0
36013,-33.0,-33.0,-8.0,3.0,-22.0,-22.0,,,-26.0,-28.0,8.0,8.0
36015,-48.0,-44.0,-14.0,-3.0,,,-58.0,-65.0,-29.0,-29.0,14.0,12.0
36017,-38.0,-35.0,-12.0,-10.0,,,,,-23.0,-33.0,20.0,22.0
36019,-52.0,-47.0,-18.0,-7.0,,,-67.0,-60.0,-29.0,-31.0,18.0,21.0
36021,-51.0,-48.0,-40.0,-10.0,,,-36.0,-39.0,-35.0,-32.0,19.0,22.0
36023,-42.0,-36.0,-9.0,-1.0,,,,-39.0,-31.0,-32.0,22.0,23.0
36025,-48.0,-40.0,-23.0,-13.0,,,,,-29.0,-31.0,10.0,10.0
36027,-54.0,-50.0,-28.0,-28.0,-34.0,61.0,-72.0,-61.0,-38.0,-39.0,14.0,13.0
36029,-52.0,-51.0,-23.0,-20.0,64.0,58.0,-49.0,-52.0,-37.0,-38.0,10.0,10.0
36031,-68.0,-66.0,-35.0,-29.0,-70.0,-28.0,,,-48.0,-47.0,3.0,3.0
36033,-44.0,-56.0,-18.0,-13.0,,,,,-34.0,-31.0,17.0,17.0
36035,-38.0,-39.0,-25.0,-12.0,,,,,-23.0,-22.0,15.0,18.0
36037,-25.0,-34.0,-22.0,-16.0,,,-56.0,-58.0,-27.0,-29.0,20.0,21.0
36039,-46.0,-38.0,-30.0,-8.0,-48.0,4.0,,,-36.0,-35.0,17.0,18.0
36043,-45.0,-32.0,-19.0,-8.0,,,-70.0,-71.0,-34.0,-31.0,18.0,20.0
36045,-48.0,-43.0,-24.0,-13.0,,,,,-27.0,-29.0,9.0,8.0
36047,-68.0,-65.0,-33.0,-30.0,-55.0,-23.0,-63.0,-62.0,-51.0,-52.0,18.0,17.0
36049,-49.0,-51.0,-17.0,-9.0,,,,,-29.0,-31.0,,
36051,-36.0,-36.0,-7.0,-8.0,,,-37.0,-37.0,-30.0,-31.0,21.0,24.0
36053,-40.0,-37.0,-18.0,-15.0,,,-62.0,-60.0,-36.0,-34.0,22.0,25.0
36055,-48.0,-48.0,-27.0,-23.0,115.0,97.0,-41.0,-45.0,-36.0,-38.0,11.0,11.0
36057,-40.0,-32.0,-20.0,-11.0,,,2.0,9.0,-23.0,-21.0,17.0,19.0
36059,-66.0,-64.0,-34.0,-32.0,-60.0,-7.0,-69.0,-66.0,-47.0,-50.0,19.0,18.0
36061,-86.0,-85.0,-51.0,-47.0,-79.0,-67.0,-78.0,-78.0,-57.0,-56.0,19.0,18.0
36063,-40.0,-38.0,-15.0,-9.0,14.0,18.0,-59.0,-60.0,-33.0,-37.0,10.0,10.0
36065,-45.0,-40.0,-25.0,-14.0,-6.0,91.0,-50.0,-48.0,-33.0,-34.0,10.0,9.0
36067,-53.0,-51.0,-29.0,-27.0,38.0,72.0,-55.0,-58.0,-36.0,-38.0,11.0,11.0
36069,-55.0,-53.0,-21.0,-18.0,-26.0,74.0,-62.0,-60.0,-35.0,-35.0,9.0,9.0
36071,-58.0,-51.0,-38.0,-31.0,-24.0,101.0,-61.0,-59.0,-40.0,-41.0,15.0,14.0
36073,-22.0,-29.0,-7.0,8.0,,,,,-27.0,-28.0,19.0,21.0
36075,-39.0,-38.0,-14.0,-6.0,15.0,-6.0,,,-26.0,-32.0,10.0,9.0
36077,-49.0,-44.0,-29.0,-10.0,,,,,-36.0,-34.0,19.0,21.0
36079,-54.0,-50.0,-31.0,-20.0,-36.0,-36.0,-69.0,-63.0,-40.0,-42.0,28.0,32.0
36081,-69.0,-69.0,-37.0,-38.0,-52.0,-11.0,-75.0,-77.0,-58.0,-60.0,20.0,20.0
36083,-50.0,-41.0,-23.0,-17.0,-25.0,5.0,-54.0,-51.0,-36.0,-39.0,12.0,10.0
36085,-59.0,-57.0,-31.0,-28.0,-48.0,-9.0,-60.0,-58.0,-42.0,-46.0,17.0,16.0
36087,-67.0,-61.0,-35.0,-24.0,-49.0,62.0,-68.0,-60.0,-47.0,-47.0,20.0,19.0
36089,-45.0,-42.0,-22.0,-16.0,-47.0,0.0,,,-30.0,-32.0,11.0,10.0
36091,-60.0,-54.0,-29.0,-21.0,-48.0,47.0,-52.0,-39.0,-35.0,-36.0,13.0,11.0
36093,-46.0,-41.0,-24.0,-17.0,-20.0,-2.0,-48.0,-44.0,-31.0,-34.0,12.0,11.0
36095,-38.0,-31.0,-22.0,-4.0,,,,,-19.0,-22.0,3.0,3.0
36097,-35.0,-27.0,-4.0,4.0,,,,,-29.0,-23.0,,
36099,-42.0,-39.0,31.0,2.0,,,-67.0,-73.0,-34.0,-36.0,15.0,15.0
36101,-39.0,-38.0,-23.0,-21.0,-12.0,0.0,-22.0,-22.0,-29.0,-29.0,10.0,9.0
36103,-58.0,-55.0,-31.0,-30.0,-42.0,35.0,-70.0,-66.0,-41.0,-43.0,16.0,16.0
36105,-40.0,-32.0,-8.0,9.0,,,,,-34.0,-34.0,18.0,20.0
36107,-63.0,-41.0,-15.0,-8.0,,,,,-35.0,-37.0,19.0,22.0
36109,-59.0,-56.0,-34.0,-29.0,28.0,-15.0,-50.0,-44.0,-48.0,-47.0,28.0,31.0
36111,-53.0,-45.0,-30.0,-23.0,-41.0,79.0,-69.0,-74.0,-35.0,-35.0,14.0,12.0
36113,-56.0,-49.0,-21.0,-12.0,-46.0,33.0,-43.0,-41.0,-36.0,-36.0,18.0,20.0
36115,-48.0,-32.0,-19.0,-11.0,,,,,-24.0,-28.0,17.0,20.0
36117,-31.0,-32.0,-8.0,-3.0,,,,,-30.0,-31.0,13.0,11.0
36119,-64.0,-60.0,-37.0,-34.0,-47.0,41.0,-66.0,-59.0,-47.0,-48.0,18.0,17.0
36121,-26.0,-14.0,-4.0,-8.0,,,,,-21.0,-20.0,19.0,17.0
36123,-34.0,-17.0,-13.0,-2.0,,,,,-31.0,-30.0,,
37001,-39.0,-41.0,-7.0,-6.0,34.0,39.0,-18.0,-29.0,-33.0,-35.0,9.0,10.0
37003,-24.0,-32.0,10.0,13.0,,,,,-23.0,-30.0,12.0,15.0
37005,-31.0,-29.0,-11.0,-5.0,,,,,-22.0,-28.0,,
37007,-43.0,-50.0,2.0,-1.0,,,,,-21.0,-31.0,,
37009,-5.0,-28.0,1.0,-14.0,,,,,-29.0,-40.0,,
37011,-50.0,-57.0,-18.0,-20.0,,,,,-28.0,-36.0,,
37013,-22.0,-31.0,-7.0,-5.0,58.0,15.0,,,-25.0,-29.0,13.0,14.0
37015,105.0,-53.0,-3.0,3.0,,,,,-20.0,-20.0,,
37017,-14.0,-23.0,5.0,-4.0,-27.0,-27.0,,,-21.0,-28.0,12.0,12.0
37019,-27.0,-38.0,-11.0,-17.0,26.0,12.0,-33.0,-51.0,-33.0,-36.0,8.0,9.0
37021,-60.0,-58.0,-30.0,-27.0,-9.0,-15.0,-70.0,-77.0,-45.0,-47.0,13.0,12.0
37023,-26.0,-38.0,-3.0,-13.0,30.0,11.0,,,-24.0,-32.0,7.0,9.0
37025,-50.0,-49.0,-26.0,-20.0,6.0,8.0,-33.0,-46.0,-41.0,-41.0,12.0,12.0
37027,-20.0,-32.0,-8.0,-10.0,-2.0,-2.0,,,-29.0,-32.0,7.0,9.0
37029,-41.0,-46.0,,,,,,,-30.0,-40.0,,
37031,-25.0,-36.0,-13.0,-16.0,-2.0,-13.0,,,-33.0,-34.0,8.0,15.0
37033,-25.0,-28.0,38.0,4.0,,,,,-32.0,-40.0,,
37035,-41.0,-48.0,-8.0,-19.0,49.0,39.0,-11.0,-18.0,-29.0,-33.0,8.0,10.0
37037,-21.0,-20.0,-20.0,-13.0,0.0,,,,-35.0,-35.0,17.0,19.0
37039,-33.0,-34.0,-14.0,-12.0,,,,,-43.0,-46.0,1.0,1.0
37041,-11.0,-13.0,-1.0,10.0,,,,,-12.0,-14.0,,
37043,-26.0,-54.0,-14.0,-12.0,,,,,-32.0,-41.0,,
37045,-33.0,-33.0,-5.0,-4.0,8.0,16.0,,,-27.0,-31.0,7.0,9.0
37047,-19.0,-27.0,3.0,-1.0,,,,,-23.0,-32.0,10.0,13.0
37049,-30.0,-38.0,-2.0,-10.0,35.0,10.0,-25.0,-43.0,-32.0,-35.0,7.0,9.0
37051,-31.0,-36.0,-11.0,-16.0,18.0,7.0,-32.0,-41.0,-34.0,-38.0,8.0,10.0
37053,-14.0,-25.0,-7.0,-9.0,,,,,-27.0,-35.0,8.0,8.0
37055,-45.0,-49.0,-27.0,-28.0,3.0,-19.0,,,-31.0,-36.0,12.0,12.0
37057,-32.0,-37.0,-12.0,-9.0,60.0,81.0,-18.0,-27.0,-31.0,-33.0,9.0,9.0
37059,-28.0,-36.0,-9.0,-12.0,,,-27.0,-29.0,-30.0,-40.0,14.0,18.0
37061,-34.0,-40.0,-3.0,-4.0,,,-20.0,-44.0,-25.0,-26.0,11.0,13.0
37063,-50.0,-49.0,-28.0,-21.0,-7.0,-3.0,-36.0,-31.0,-43.0,-45.0,13.0,13.0
37065,-9.0,-11.0,12.0,6.0,,,,,-26.0,-32.0,12.0,14.0
37067,-45.0,-43.0,-28.0,-21.0,57.0,44.0,-17.0,-13.0,-39.0,-40.0,11.0,11.0
37069,-21.0,-23.0,-8.0,-9.0,,,,,-39.0,-39.0,16.0,17.0
37071,-38.0,-40.0,-26.0,-20.0,-7.0,0.0,,,-33.0,-37.0,10.0,10.0
37073,,,,,,,,,-28.0,-27.0,,
37075,,,,,,,,,-30.0,-37.0,,
37077,-18.0,-26.0,-14.0,-15.0,,,,,-32.0,-34.0,16.0,17.0
37079,-37.0,-41.0,-6.0,2.0,-14.0,-17.0,,,-31.0,-24.0,,
37081,-47.0,-45.0,-29.0,-21.0,20.0,20.0,-42.0,-41.0,-39.0,-39.0,12.0,11.0
37083,-23.0,-31.0,-8.0,-11.0,,,,,-20.0,-29.0,11.0,14.0
37085,-23.0,-29.0,-3.0,-6.0,0.0,-19.0,-9.0,-16.0,-32.0,-35.0,8.0,10.0
37087,-40.0,-42.0,-21.0,-22.0,24.0,15.0,-19.0,-36.0,-35.0,-38.0,9.0,16.0
37089,-49.0,-46.0,-26.0,-21.0,25.0,19.0,-46.0,-48.0,-38.0,-42.0,11.0,10.0
37091,-46.0,-49.0,9.0,47.0,,,,,-25.0,-20.0,,
37093,-14.0,-25.0,3.0,1.0,,,,,-29.0,-37.0,14.0,16.0
37097,-35.0,-41.0,-7.0,-14.0,38.0,7.0,-15.0,-22.0,-31.0,-36.0,8.0,10.0
37099,-40.0,-40.0,-25.0,-26.0,17.0,9.0,,,-51.0,-55.0,15.0,19.0
37101,-36.0,-42.0,-14.0,-13.0,21.0,30.0,-14.0,-32.0,-33.0,-36.0,9.0,11.0
37103,,,-8.0,-6.0,,,,,-22.0,-33.0,,
37105,-25.0,-32.0,1.0,-4.0,,,,,-27.0,-33.0,14.0,17.0
37107,-30.0,-36.0,-4.0,1.0,,,,,-25.0,-31.0,12.0,12.0
37109,-16.0,-26.0,-2.0,-5.0,-31.0,,,,-32.0,-32.0,7.0,10.0
37111,-20.0,-24.0,-2.0,-7.0,35.0,19.0,-23.0,-27.0,-18.0,-23.0,12.0,13.0
37113,-33.0,-36.0,-8.0,-9.0,-7.0,-15.0,,,-38.0,-38.0,13.0,14.0
37115,-38.0,-62.0,-20.0,-12.0,,,,,-28.0,-30.0,,
37117,-21.0,-30.0,0.0,7.0,,,,,-28.0,-33.0,,
37119,-53.0,-53.0,-23.0,-17.0,1.0,-4.0,-70.0,-71.0,-43.0,-43.0,13.0,13.0
37121,-26.0,-33.0,-10.0,-10.0,,,,,-24.0,-17.0,,
37123,-21.0,-34.0,24.0,4.0,9.0,9.0,-19.0,-35.0,-24.0,-29.0,-1.0,-1.0
37125,-40.0,-47.0,-11.0,-18.0,21.0,12.0,,,-39.0,-42.0,9.0,12.0
37127,-32.0,-42.0,-1.0,-3.0,-39.0,-39.0,-16.0,-41.0,-29.0,-36.0,7.0,10.0
37129,-43.0,-52.0,-17.0,-21.0,12.0,-17.0,-63.0,-70.0,-34.0,-41.0,9.0,11.0
37131,-62.0,-67.0,22.0,21.0,,,,,-18.0,-27.0,,
37133,-30.0,-37.0,-5.0,-13.0,25.0,2.0,-61.0,-66.0,-29.0,-35.0,7.0,9.0
37135,-56.0,-53.0,-39.0,-37.0,-20.0,-11.0,-50.0,-50.0,-44.0,-45.0,14.0,14.0
37137,-15.0,-23.0,15.0,9.0,,,,,-29.0,-35.0,,
37139,-24.0,-32.0,-9.0,-8.0,,,-49.0,,-31.0,-29.0,14.0,16.0
37141,-17.0,-32.0,-2.0,-15.0,,,,,-27.0,-32.0,14.0,16.0
37143,-47.0,-53.0,-10.0,-2.0,,,,,-24.0,-30.0,,
37145,-21.0,-28.0,15.0,11.0,,,,,-31.0,-33.0,15.0,17.0
37147,-47.0,-46.0,-20.0,-17.0,6.0,1.0,-38.0,-26.0,-32.0,-35.0,9.0,10.0
37149,-43.0,-48.0,-14.0,-19.0,,,,,-34.0,-42.0,,
37151,-38.0,-43.0,-6.0,-11.0,-13.0,-30.0,,,-25.0,-30.0,8.0,8.0
37153,-31.0,-29.0,-2.0,33.0,,,,,-26.0,-24.0,10.0,11.0
37155,-27.0,-33.0,-3.0,-2.0,,,-21.0,-44.0,-26.0,-32.0,6.0,8.0
37157,-20.0,-29.0,-3.0,-5.0,-12.0,,-8.0,-29.0,-30.0,-34.0,8.0,9.0
37159,-38.0,-42.0,-6.0,-8.0,66.0,40.0,-28.0,-39.0,-30.0,-37.0,8.0,9.0
37161,-34.0,-34.0,-8.0,-5.0,-10.0,-14.0,,,-29.0,-32.0,9.0,12.0
37163,-14.0,-24.0,4.0,2.0,,,,,-24.0,-29.0,11.0,13.0
37165,-25.0,-27.0,-4.0,-3.0,,,,,-30.0,-25.0,11.0,12.0
37167,-18.0,-23.0,-13.0,-16.0,,,,,-32.0,-34.0,12.0,14.0
37169,-33.0,-36.0,-6.0,3.0,-25.0,-22.0,,,-26.0,-26.0,12.0,15.0
37171,-24.0,-32.0,-3.0,-6.0,-20.0,-18.0,-9.0,-23.0,-29.0,-35.0,12.0,14.0
37173,-77.0,-75.0,9.0,0.0,-31.0,-26.0,,,-52.0,-58.0,,
37175,-28.0,-38.0,-11.0,-19.0,14.0,-8.0,,,-37.0,-38.0,6.0,6.0
37179,-33.0,-40.0,-18.0,-17.0,4.0,-18.0,-17.0,-40.0,-38.0,-42.0,11.0,12.0
37181,-24.0,-28.0,0.0,-3.0,,,,,-28.0,-35.0,13.0,15.0
37183,-51.0,-50.0,-31.0,-28.0,-1.0,5.0,-74.0,-77.0,-43.0,-45.0,13.0,13.0
37185,-4.0,-4.0,18.0,7.0,,,,,-20.0,-26.0,,
37187,-29.0,-29.0,8.0,4.0,,,,,-15.0,-21.0,,
37189,-55.0,-66.0,-38.0,-45.0,56.0,6.0,,,-49.0,-53.0,17.0,18.0
37191,-30.0,-36.0,-5.0,-7.0,22.0,-16.0,-30.0,-22.0,-24.0,-29.0,7.0,9.0
37193,-26.0,-42.0,3.0,-4.0,-49.0,-59.0,,,-25.0,-32.0,10.0,13.0
37195,-27.0,-33.0,-7.0,-4.0,-11.0,-11.0,,,-26.0,-34.0,7.0,9.0
37197,-47.0,-46.0,-7.0,-12.0,,,,,-31.0,-34.0,11.0,16.0
37199,-31.0,-41.0,-7.0,-5.0,,,,,-31.0,-35.0,,
38003,-22.0,-34.0,,,,,,,-25.0,-41.0,,
38009,-39.0,-34.0,,,,,,,-35.0,-38.0,,
38015,-44.0,-50.0,-14.0,-18.0,26.0,-23.0,-56.0,-61.0,-25.0,-31.0,11.0,15.0
38017,-54.0,-57.0,-26.0,-26.0,69.0,4.0,-34.0,-39.0,-30.0,-30.0,12.0,13.0
38025,-56.0,-56.0,-18.0,-17.0,-26.0,-28.0,,,,,,
38035,-46.0,-51.0,-20.0,-23.0,-48.0,-62.0,-38.0,-50.0,-28.0,-32.0,20.0,28.0
38053,-40.0,-48.0,-15.0,-21.0,,,-25.0,-38.0,-14.0,-16.0,,
38055,-63.0,-63.0,,,,,,,-26.0,-32.0,,
38057,,,10.0,6.0,,,,,-27.0,-29.0,,
38059,-33.0,-41.0,2.0,6.0,,,-12.0,-23.0,-24.0,-28.0,17.0,18.0
38061,-35.0,-67.0,-14.0,-25.0,,,,,-27.0,-34.0,,
38067,,,,,,,,,-22.0,-29.0,,
38071,-39.0,-42.0,-27.0,-16.0,,,,,-29.0,-35.0,,
38073,,,,,,,,,-13.0,-41.0,,
38077,-42.0,-38.0,-4.0,2.0,,,,,-23.0,-40.0,,
38079,-33.0,-33.0,,,,,,,-37.0,-35.0,,
38089,-29.0,-40.0,18.0,3.0,,,,,-10.0,-19.0,14.0,16.0
38093,-25.0,-34.0,-15.0,-16.0,,,,,-15.0,-15.0,,
38097,,,,,,,,,-31.0,-50.0,,
38099,-26.0,-33.0,,,,,,,-22.0,-21.0,,
38101,-38.0,-47.0,-12.0,-11.0,,,-35.0,-52.0,-23.0,-28.0,18.0,20.0
38105,-30.0,-41.0,-6.0,-16.0,,,-25.0,-37.0,-21.0,-25.0,14.0,19.0
39001,-25.0,-39.0,-4.0,32.0,,,,,-22.0,-25.0,-2.0,-2.0
39003,-48.0,-48.0,-25.0,-16.0,13.0,11.0,-31.0,-28.0,-29.0,-35.0,10.0,10.0
39005,-38.0,-43.0,-12.0,-3.0,,,,,-28.0,-36.0,19.0,18.0
39007,-28.0,-34.0,-11.0,-10.0,-1.0,125.0,-23.0,-27.0,-22.0,-23.0,8.0,9.0
39009,-50.0,-55.0,-20.0,-23.0,,,,,-44.0,-46.0,20.0,18.0
39011,-49.0,-45.0,-19.0,-15.0,,,,,-27.0,-31.0,23.0,20.0
39013,-37.0,-43.0,-7.0,0.0,,,-28.0,-35.0,-27.0,-29.0,18.0,16.0
39015,-30.0,-33.0,-17.0,-9.0,,,,,-25.0,-24.0,19.0,17.0
39017,-45.0,-48.0,-20.0,-21.0,136.0,48.0,-6.0,-19.0,-35.0,-37.0,10.0,11.0
39019,-32.0,-37.0,-14.0,-8.0,,,,,-32.0,-34.0,0.0,0.0
39021,-34.0,-41.0,-15.0,-5.0,,,,,-33.0,-30.0,22.0,18.0
39023,-33.0,-39.0,-20.0,-18.0,,,-19.0,-29.0,-34.0,-34.0,9.0,9.0
39025,-40.0,-43.0,-22.0,-22.0,126.0,54.0,,,-37.0,-40.0,10.0,10.0
39027,-40.0,-45.0,-11.0,-13.0,,,30.0,17.0,-34.0,-36.0,22.0,18.0
39029,-29.0,-38.0,-6.0,-4.0,,,,,-31.0,-36.0,8.0,9.0
39031,-26.0,-35.0,-5.0,0.0,,,,,-27.0,-27.0,15.0,14.0
