FIPS,01/01/20,01/02/20,01/03/20,01/04/20,01/05/20,01/06/20,01/07/20,01/08/20,01/09/20,01/10/20,01/11/20,01/12/20,01/13/20,01/14/20,01/15/20,01/16/20,01/17/20,01/18/20,01/19/20,01/20/20,01/21/20,01/22/20,01/23/20,01/24/20,01/25/20,01/26/20,01/27/20,01/28/20,01/29/20,01/30/20,01/31/20,02/01/20,02/02/20,02/03/20,02/04/20,02/05/20,02/06/20,02/07/20,02/08/20,02/09/20,02/10/20,02/11/20,02/13/20,02/14/20,02/15/20,02/16/20,02/18/20,02/19/20,02/21/20,02/22/20,02/23/20,02/24/20,02/25/20,02/26/20,02/27/20,02/28/20,02/29/20,03/01/20,03/02/20,03/03/20,03/04/20,03/05/20,03/06/20,03/07/20,03/08/20,03/09/20,03/10/20,03/11/20,03/12/20,03/13/20,03/14/20,03/15/20,03/16/20,03/17/20,03/18/20,03/19/20,03/20/20,03/21/20,03/22/20,03/23/20,03/24/20,03/25/20,03/26/20,03/27/20,03/28/20,03/29/20,03/30/20,03/31/20,04/09/20
5101,,,,,,,,,,,,,,,30.0,,,,,,,,,21.571428571428573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5113,,,,,,,,,,,,,,,13.0,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5119,,,,,,,,,,,,,,,5.0,,,,,,,,,21.928571428571427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5143,,,,,,,,,,,,,,,27.0,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001,,,,,,,,,,390.0,,,,285.0,20.5,,,,,,,,380.0,68.0,695.0,335.0,845.0,590.0,1010.0,,,,490.0,,700.0,680.0,930.0,965.0,400.0,,540.0,,432.5,303.3333333333333,680.0,510.0,410.0,,,810.0,300.0,815.0,,,940.0,,,,,555.0,823.3333333333334,,340.0,,,720.0,,700.0,,595.0,334.0,,,,,,,,,285.0,,,,,,,,,
6005,,,,,,,,,,,,,,,29.0,,,,,,,,,19.142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6007,,,,,,,,,,510.0,,,,150.0,28.0,,,,,,,,330.0,75.0,450.0,160.0,270.0,170.0,580.0,,,,110.0,,650.0,460.0,860.0,790.0,450.0,,810.0,,400.0,420.0,560.0,280.0,540.0,,,310.0,240.0,260.0,,,220.0,,,,,200.0,425.0,,210.0,,,200.0,,260.0,,470.0,143.33333333333334,,,,,,,,,190.0,,,,,,,,,
6009,,,,,,,,,,,,,,,27.5,,,,,,,,,20.214285714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6011,,,,,,,,,,,,,,,16.0,,,,,,,,,16.571428571428573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6013,0.8771929824561403,1.0,1.037037037037037,1.0175438596491229,0.8245614035087719,0.9038461538461539,1.2592592592592593,0.8367346938775511,0.5185185185185185,9.666666666666666,0.5614035087719298,0.7894736842105263,0.5087719298245614,30.586206896551722,2.8181818181818183,0.4074074074074074,0.7017543859649122,0.47368421052631576,0.3157894736842105,0.5614035087719298,0.8771929824561403,0.4375,72.43396226415095,81.48214285714286,54.983050847457626,36.152542372881356,51.94915254237288,42.440677966101696,76.27586206896552,0.46153846153846156,0.9090909090909091,0.9473684210526315,49.271186440677965,0.5094339622641509,48.779661016949156,102.20338983050847,127.65957446808511,82.71186440677967,42.186440677966104,0.3157894736842105,79.71428571428571,0.72,311.375,309.09090909090907,530.0,445.0,773.3333333333334,1.0,1.05,49.016949152542374,39.898305084745765,80.96296296296296,0.7818181818181819,1.0566037735849056,55.1875,0.9122807017543859,0.25,0.38596491228070173,0.49122807017543857,70.01960784313725,95.375,0.49122807017543857,24.360655737704917,0.2631578947368421,0.5614035087719298,73.62068965517241,0.6666666666666666,123.66037735849056,0.6666666666666666,49.78947368421053,83.90322580645162,0.24561403508771928,0.25,0.47368421052631576,0.3333333333333333,0.5614035087719298,0.6842105263157895,0.7192982456140351,0.5964912280701754,39.1578947368421,0.3333333333333333,0.5614035087719298,0.631578947368421,0.3508771929824561,0.24561403508771928,0.38596491228070173,0.3157894736842105,0.2631578947368421,0.24561403508771928
6017,,,,,,,,,,,,,,,34.0,,,,,,,,,26.285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,88.82352941176471,6.466666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,895.0,61.21621621621622,335.0,275.0,386.6666666666667,52.35294117647059,28.823529411764707,0.0,0.0,0.0,67.05882352941177,0.0,114.70588235294117,100.0,140.71428571428572,136.9375,79.70588235294117,0.0,104.26666666666667,0.0,595.0,530.0,380.0,520.0,680.0,0.0,0.0,29.41176470588235,39.411764705882355,51.76470588235294,0.0,0.0,54.0,0.125,0.0,0.0,0.0625,90.0,128.85714285714286,0.1875,16.0,0.0,0.0,58.23529411764706,0.0,109.375,0.0,25.625,48.888888888888886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.176470588235293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,,,,,,,,,,,,,,,24.0,,,,,,,,,13.428571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6023,,,,,,,,,,,,,,,35.0,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6025,0.06666666666666667,0.0,0.13333333333333333,0.6,0.13333333333333333,0.0,0.0,2.076923076923077,0.26666666666666666,8.0,2.2,0.4,1.4,46.53333333333333,10.5,0.7333333333333333,0.0,0.0,0.0,0.0,0.7333333333333333,0.0,19.307692307692307,59.22857142857143,80.13333333333334,119.0,37.333333333333336,78.0,47.46666666666667,0.0,0.13333333333333333,0.06666666666666667,57.53333333333333,0.0,16.666666666666668,39.333333333333336,150.0,82.26666666666667,160.73333333333332,0.0,10.0,0.0,267.0,230.0,850.0,650.0,300.0,0.0,0.0,9.333333333333334,7.333333333333333,17.4,0.0,0.06666666666666667,10.0,0.0,1.3333333333333333,0.0,0.0,22.307692307692307,34.75,0.4666666666666667,6.666666666666667,0.3333333333333333,0.0,24.333333333333332,0.0,22.307692307692307,0.0,28.333333333333332,103.33333333333333,0.2,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,8.0,0.06666666666666667,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.06666666666666667
6027,,,,,,,,,,,,,,,29.0,,,,,,,,,27.642857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6029,,,,,,,,,,160.0,,,,120.0,21.75,,,,,,,,150.0,21.403508771929825,240.0,110.0,150.0,500.0,130.0,,,,300.0,,350.0,320.0,250.0,510.0,330.0,,130.0,,185.0,240.0,240.0,190.0,340.0,,,180.0,120.0,150.0,,,120.0,,,,,150.0,240.0,,,,,180.0,,285.0,,210.0,183.33333333333334,,,,,,,,,270.0,,,,,,,,,
6031,,,,,,,,,,,,,,,22.0,,,,,,,,,11.571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6037,0.84375,0.6538461538461539,0.8125,0.90625,0.6875,0.84375,0.59375,0.7407407407407407,0.46875,135.3235294117647,0.5,0.21875,0.1875,175.425,11.827586206896552,0.3793103448275862,0.1875,0.0,0.125,0.4375,0.0,0.35714285714285715,324.54545454545456,123.87387387387388,273.16,140.0,288.32,313.28,218.4,0.26666666666666666,1.0,0.25,293.16,0.0,276.92,380.6,446.3636363636364,500.4,296.44,0.3125,153.52173913043478,0.375,677.05,759.5,810.0,597.0,621.0,0.0,0.5,53.55,105.0,190.65,0.59375,0.5625,86.57142857142857,0.40625,0.28125,0.03125,0.125,159.31428571428572,252.21428571428572,0.0,118.75,0.03125,0.09375,123.5,0.1,134.3409090909091,0.03125,73.75,94.4,0.0625,0.25,0.125,0.03571428571428571,0.0,0.125,0.0,0.0,62.0,0.06896551724137931,0.0,0.0,0.0,0.09375,0.125,0.0625,0.03571428571428571,0.0
6039,,,,,,,,,,,,,,,24.0,,,,,,,,,12.428571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6041,1.2333333333333334,0.7916666666666666,1.3333333333333333,1.0,1.0666666666666667,1.0333333333333334,1.7,0.8846153846153846,0.6666666666666666,1.2857142857142858,0.6333333333333333,1.0333333333333334,0.896551724137931,20.5,2.6,0.6538461538461539,1.2333333333333334,1.6,1.9666666666666666,1.4,0.9655172413793104,0.6538461538461539,45.08,89.14285714285714,33.8,28.4,66.56666666666666,37.44827586206897,65.16666666666667,0.5,1.0,1.0333333333333334,15.066666666666666,0.21428571428571427,25.82758620689655,52.86666666666667,74.83333333333333,70.63333333333334,39.1,0.16666666666666666,64.65384615384616,1.2857142857142858,323.5,347.5,700.0,360.0,920.0,0.5,1.4,58.46666666666667,20.333333333333332,45.06666666666667,0.8275862068965517,1.2,32.80769230769231,1.0,0.42857142857142855,0.36666666666666664,0.43333333333333335,70.15384615384616,71.58333333333333,1.0,13.333333333333334,0.7333333333333333,0.6206896551724138,43.4,0.8275862068965517,98.1923076923077,0.5172413793103449,27.3,44.275862068965516,0.9666666666666667,0.5652173913043478,0.7931034482758621,0.52,0.8571428571428571,1.1,0.8333333333333334,0.7586206896551724,22.1,0.8275862068965517,0.8,0.5862068965517241,0.9230769230769231,0.7931034482758621,0.6333333333333333,0.5862068965517241,0.8333333333333334,0.4827586206896552
6043,,,,,,,,,,,,,,,40.0,,,,,,,,,31.714285714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6045,,,,,,,,,,,,,,,20.0,,,,,,,,,11.285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6047,,,,,,,,,,,,,,,29.0,,,,,,,,,14.428571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.285714285714286,0.0,0.0,0.0,6.25,3.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.461538461538462,21.466666666666665,7.142857142857143,6.875,5.625,8.0,7.5,0.0,0.0,0.0,6.25,0.0,7.5,6.25,13.0,5.625,6.25,0.0,11.818181818181818,0.0,96.66666666666667,110.0,130.0,100.0,120.0,0.0,0.0,7.5,8.75,7.857142857142857,0.0,0.0,10.0,0.0,0.0,0.0,0.0,9.285714285714286,12.5,0.0,6.25,0.0,0.0,7.5,0.0,0.0,0.0,7.857142857142857,21.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6053,,,,,,,,,,,,,,,26.5,,,,,,,,,21.53846153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6055,,,,,,,,,,,,,,280.0,27.0,,,,,,,,360.0,79.625,410.0,260.0,600.0,350.0,810.0,,,,650.0,,490.0,620.0,820.0,1030.0,580.0,,360.0,,430.0,365.0,600.0,560.0,880.0,,,250.0,170.0,370.0,,,400.0,,,,,370.0,395.0,,200.0,,,380.0,,555.0,,240.0,243.33333333333334,,,,,,,,,500.0,,,,,,,,,
6057,,,,,,,,,,,,,,,35.0,,,,,,,,,31.166666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6059,0.2916666666666667,0.1891891891891892,0.6382978723404256,0.7708333333333334,0.4583333333333333,0.08333333333333333,0.3333333333333333,0.5789473684210527,0.023255813953488372,97.09615384615384,0.4375,0.14583333333333334,0.14583333333333334,137.39285714285714,11.068181818181818,0.5,0.0,0.0625,0.14583333333333334,0.4166666666666667,0.0,0.07142857142857142,156.44897959183675,110.6986301369863,161.29310344827587,102.25862068965517,186.28070175438597,200.6140350877193,177.6551724137931,0.35555555555555557,0.3541666666666667,0.6666666666666666,139.1206896551724,0.0,49.13793103448276,206.31034482758622,238.0204081632653,268.56140350877195,197.6551724137931,0.0,86.38461538461539,0.0,598.6896551724138,812.6923076923077,682.3076923076923,599.2307692307693,832.3076923076923,0.0,0.0,50.3448275862069,48.86206896551724,178.8448275862069,0.11363636363636363,0.3125,82.28571428571429,0.5476190476190477,0.25,0.0,0.0425531914893617,139.6734693877551,221.20338983050848,0.3541666666666667,94.87931034482759,0.0,0.0,94.01724137931035,0.0,169.03225806451613,0.07317073170731707,59.310344827586206,101.16883116883118,0.0,0.0,0.0,0.11904761904761904,0.08333333333333333,0.0,0.020833333333333332,0.020833333333333332,40.0,0.0,0.020833333333333332,0.0,0.0,0.041666666666666664,0.0,0.08333333333333333,0.1875,0.0
6061,,,,,,,,,,,,,,,33.0,,,,,,,,,26.928571428571427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6065,,,,,,,,,,140.0,,,,260.0,44.833333333333336,,,,,,,,170.0,39.58139534883721,260.0,260.0,310.0,240.0,140.0,,,,170.0,,120.0,170.0,440.0,540.0,440.0,,110.0,,240.0,180.0,200.0,390.0,180.0,,,120.0,200.0,270.0,,,240.0,,,,,150.0,155.0,,120.0,,,270.0,,195.0,,370.0,163.33333333333334,,,,,,,,,100.0,,,,,,,,,
6067,0.125,0.0,0.25,0.0,0.0,0.0,0.4,0.0,0.0,46.25,0.0,0.2857142857142857,0.0,14.117647058823529,11.1875,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,82.78571428571429,28.76595744680851,32.94117647058823,14.705882352941176,37.64705882352941,26.666666666666668,38.88235294117647,0.0,0.125,0.5714285714285714,41.294117647058826,0.0,35.294117647058826,107.76923076923077,117.28571428571429,97.29411764705883,41.23529411764706,0.0,32.0,0.125,466.2,360.0,460.0,125.0,475.0,1.0,0.0,36.470588235294116,15.882352941176471,40.64705882352941,0.0,0.125,68.76923076923077,1.0,0.14285714285714285,0.0,0.0,125.08333333333333,161.1,0.3333333333333333,12.352941176470589,0.0,0.0,43.529411764705884,0.0,90.0,0.14285714285714285,27.25,46.31578947368421,0.0,0.0,0.0,0.0,0.1875,0.07142857142857142,0.0,0.0,14.117647058823529,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.125,0.0
6069,,,,,,,,,,,,,,,31.5,,,,,,,,,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,,,,,,,,,,,,,,,27.0,,,,,,,,,23.857142857142858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6073,,,,,,,,,,,,,,,35.142857142857146,,,,,,,,,24.595238095238095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6077,,,,,,,,,,360.0,,,,230.0,22.0,,,,,,,,1280.0,18.642857142857142,1510.0,1960.0,2830.0,,,,,,340.0,,370.0,500.0,540.0,950.0,470.0,,350.0,,570.0,320.0,480.0,130.0,380.0,,,420.0,190.0,260.0,,,390.0,,,,,340.0,440.0,,200.0,,,380.0,,430.0,,360.0,186.66666666666666,,,,,,,,,210.0,,,,,,,,,
