FIPS,01/01/20,01/02/20,01/03/20,01/04/20,01/05/20,01/06/20,01/07/20,01/08/20,01/09/20,01/10/20,01/11/20,01/12/20,01/13/20,01/14/20,01/15/20,01/16/20,01/17/20,01/18/20,01/19/20,01/20/20,01/21/20,01/22/20,01/23/20,01/24/20,01/25/20,01/26/20,01/27/20,01/28/20,01/29/20,01/30/20,01/31/20,02/01/20,02/02/20,02/03/20,02/04/20,02/05/20,02/06/20,02/07/20,02/08/20,02/09/20,02/10/20,02/11/20,02/13/20,02/14/20,02/15/20,02/16/20,02/18/20,02/19/20,02/21/20,02/22/20,02/23/20,02/24/20,02/25/20,02/26/20,02/27/20,02/28/20,02/29/20,03/01/20,03/02/20,03/03/20,03/04/20,03/05/20,03/06/20,03/07/20,03/08/20,03/09/20,03/10/20,03/11/20,03/12/20,03/13/20,03/14/20,03/15/20,03/16/20,03/17/20,03/18/20,03/19/20,03/20/20,03/21/20,03/22/20,03/23/20,03/24/20,03/25/20,03/26/20,03/27/20,03/28/20,03/29/20,03/30/20,03/31/20,04/09/20
13241,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.125,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13245,0.0,0.5384615384615384,0.0,0.0,0.0,0.125,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.2,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,1.9285714285714286,0.26666666666666666,0.0,0.0,0.26666666666666666,-0.4375,0.23076923076923078,0.0,-1.0,,,,,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.5833333333333334,0.0,0.0,0.0,0.1875,0.3125,0.0,0.0,0.0,0.0,0.0,0.4375,0.2,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.3333333333333333,2.642857142857143,0.0,0.0,0.0,0.375,0.0,2.4,0.0,4.9375,0.0625,0.0,0.0,0.0,2.3333333333333335,0.0
15001,0.5315315315315315,0.7160493827160493,0.5405405405405406,0.4358974358974359,0.5225225225225225,0.6206896551724138,0.5346534653465347,0.5531914893617021,0.6796116504854369,0.4948453608247423,0.4954954954954955,0.43243243243243246,0.4536082474226804,0.5531914893617021,0.5217391304347826,0.4791666666666667,1.0360360360360361,0.4864864864864865,0.4864864864864865,0.5714285714285714,0.6111111111111112,0.5773195876288659,1.6049382716049383,0.5,0.5576923076923077,0.5961538461538461,0.5934065934065934,0.6595744680851063,0.625,0.6739130434782609,0.6036036036036037,0.6396396396396397,0.6057692307692307,0.8202247191011236,0.8444444444444444,0.6826923076923077,0.6507936507936508,0.7980769230769231,0.7788461538461539,1.3063063063063063,0.7837837837837838,0.8918918918918919,2.0,,,,,0.7142857142857143,0.7714285714285715,0.875,0.8365384615384616,0.8791208791208791,0.8,0.6936936936936937,0.8591549295774648,0.7567567567567568,0.7567567567567568,0.7567567567567568,0.8041237113402062,0.6612903225806451,0.7236842105263158,0.7524752475247525,0.7669902912621359,0.8198198198198198,0.7567567567567568,0.8131868131868132,0.8613861386138614,0.8554216867469879,0.9504950495049505,1.3557692307692308,1.0333333333333334,0.8738738738738738,0.7831325301204819,0.8118811881188119,0.711340206185567,0.7961165048543689,0.8545454545454545,0.8648648648648649,0.9099099099099099,0.8369565217391305,0.8811881188118812,0.990990990990991,0.9514563106796117,1.018018018018018,0.8738738738738738,0.8918918918918919,0.865979381443299,0.8910891089108911,0.7640449438202247
15003,0.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,14.46875,1.9444444444444444,0.7307692307692307,0.75,0.15625,0.59375,0.68,0.125,0.6428571428571429,13.2,25.782608695652176,8.1875,8.21875,10.181818181818182,16.03125,15.5,1.3333333333333333,0.09375,0.0,10.3125,0.08695652173913043,15.9375,19.6875,14.347826086956522,13.6875,16.71875,0.0625,18.772727272727273,0.0,155.0,230.0,225.0,210.0,210.0,0.0,0.0,16.875,18.75,24.08,0.0,0.0,20.916666666666668,0.0,0.0,0.0,0.0,38.63636363636363,63.84615384615385,0.06896551724137931,10.625,0.0,0.03125,8.333333333333334,0.0,40.357142857142854,0.0,16.875,42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.764705882352942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16001,0.0,0.15384615384615385,0.5625,0.0,0.0,0.125,0.25,0.2727272727272727,0.0,30.625,0.0,0.0,0.0,24.352941176470587,3.090909090909091,0.0,0.0,0.0,0.0,0.125,0.08333333333333333,0.7142857142857143,36.642857142857146,60.8125,41.25,32.35294117647059,53.529411764705884,22.22222222222222,66.0,0.0,0.0,0.0,30.58823529411765,0.0,58.125,72.3076923076923,79.5,49.333333333333336,38.23529411764706,0.0,93.33333333333333,0.0,446.0,385.0,385.0,345.0,600.0,0.0,,58.94117647058823,49.411764705882355,63.529411764705884,0.25,0.0,62.46666666666667,0.125,0.0,0.0,0.25,105.53333333333333,180.07142857142858,0.0,130.0,0.0,0.0625,63.05882352941177,0.1875,162.5625,0.0,84.29411764705883,135.78947368421052,0.0,0.2857142857142857,0.1875,0.0,0.5625,0.0625,0.125,0.0,48.8235294117647,0.0,0.0625,0.0,0.375,0.0,0.0,0.0,0.0,0.125
16011,5.1875,18.916666666666668,11.375,3.75,5.133333333333334,14.125,2.3125,6.076923076923077,6.266666666666667,9.857142857142858,6.533333333333333,17.375,9.8125,7.733333333333333,11.7,1.75,8.357142857142858,2.625,1.0,1.125,1.5,8.928571428571429,2.0,1.0,3.933333333333333,2.1333333333333333,3.6,4.866666666666666,2.2,2.6666666666666665,1.75,1.5625,5.866666666666666,1.9333333333333333,3.533333333333333,12.2,3.4166666666666665,2.7333333333333334,8.0,2.5625,8.5,1.75,5.0,,,,,1.0,1.0,1.1428571428571428,4.533333333333333,9.2,1.8,1.5625,1.25,1.3333333333333333,4.3125,2.0,9.6,18.76923076923077,2.090909090909091,2.6,2.1333333333333333,2.0,3.2666666666666666,4.733333333333333,12.3125,2.4545454545454546,14.25,2.5714285714285716,3.076923076923077,3.5,2.5,3.533333333333333,7.571428571428571,5.875,2.6,2.5,3.8125,3.2857142857142856,10.0625,5.25,10.642857142857142,5.0,11.75,1.625,5.25,10.6875,1.125
16013,,,,,,,,,,,,,,,40.0,,,,,,,,,37.285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16029,2.0,2.0,2.0,2.0,2.25,2.0,2.357142857142857,4.071428571428571,2.1875,1.9285714285714286,4.3125,2.0,2.1875,2.533333333333333,2.0,2.6875,2.8,2.3125,2.1875,15.1875,8.6875,2.0,1.8571428571428572,1.0,1.0,1.6,1.0,1.0,1.0,1.0,0.9375,1.1875,1.6428571428571428,1.8,1.3333333333333333,1.0,1.4166666666666667,1.1538461538461537,2.0,2.0,2.0,2.0,2.0,,,,,2.0,7.4,3.8666666666666667,2.857142857142857,2.0,2.0,2.066666666666667,2.0,3.125,2.1333333333333333,2.0,2.25,2.0,2.0,10.375,15.785714285714286,12.625,2.1875,2.1666666666666665,1.875,3.1666666666666665,1.0666666666666667,3.6,2.230769230769231,1.25,2.7857142857142856,3.3125,1.2142857142857142,1.0,6.875,1.5625,1.0,5.333333333333333,1.1875,1.0714285714285714,2.0,3.1875,2.0,6.6875,3.1875,3.0625,3.5
16043,,,,,,,,,,140.0,,,,,,,,,,,,,,250.0,150.0,200.0,180.0,190.0,250.0,,,,180.0,,220.0,190.0,170.0,210.0,180.0,,170.0,,175.0,175.0,190.0,170.0,170.0,,,160.0,180.0,170.0,,,280.0,,,,,170.0,175.0,,180.0,,,260.0,,185.0,,210.0,246.66666666666666,,,,,,,,,200.0,,,,,,,,,
16061,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17005,,,,,,,,,,,,,,,24.0,,,,,,,,,13.714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17019,0.375,1.0,0.0,0.21428571428571427,0.375,0.3,0.0,0.0,0.6666666666666666,16.0,0.25,0.07142857142857142,0.75,0.7777777777777778,1.4545454545454546,0.0,0.0,0.21428571428571427,0.4375,0.0,0.2,0.8333333333333334,8.384615384615385,14.076923076923077,0.0,8.0,0.0,0.2,6.0,0.0,,0.0,,0.875,9.666666666666666,6.642857142857143,8.538461538461538,10.444444444444445,5.0,0.14285714285714285,7.857142857142857,0.0,66.66666666666667,100.0,80.0,100.0,150.0,0.0,0.0,8.0625,6.357142857142857,0.4,0.23076923076923078,0.0,9.333333333333334,0.25,0.35714285714285715,0.75,0.5,7.6923076923076925,6.7272727272727275,0.5625,0.0,0.1875,0.5714285714285714,6.8125,0.15384615384615385,13.928571428571429,0.6428571428571429,5.4375,12.142857142857142,0.26666666666666666,0.1111111111111111,0.09090909090909091,0.5833333333333334,0.5833333333333334,0.2857142857142857,0.0,0.21428571428571427,6.2,0.5,0.3125,0.5714285714285714,0.125,0.9285714285714286,0.4375,0.14285714285714285,0.25,0.35714285714285715
17023,,,,,,,,,,,,,,,25.0,,,,,,,,,19.142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17031,,,,,,,,,,,,,,,10.0,,,,,,,,,12.285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17085,,,,,,,,,,,,,,,16.0,,,,,,,,,21.428571428571427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17161,0.3333333333333333,0.3333333333333333,0.0,0.0,0.13333333333333333,0.9333333333333333,0.26666666666666666,0.0,0.9166666666666666,0.3076923076923077,0.0,0.0,0.8666666666666667,13.333333333333334,0.8,0.0,0.3333333333333333,0.5,1.0,0.7333333333333333,0.8,1.0,17.583333333333332,30.928571428571427,11.333333333333334,10.0,12.666666666666666,12.0,19.333333333333332,0.0,0.6,0.13333333333333333,10.266666666666667,0.42857142857142855,11.466666666666667,11.333333333333334,16.0,20.666666666666668,10.733333333333333,0.4666666666666667,15.0,0.14285714285714285,96.66666666666667,215.0,170.0,280.0,150.0,0.0,1.0,13.6,14.533333333333333,13.533333333333333,0.4666666666666667,0.26666666666666666,13.384615384615385,0.0,0.6,1.0,0.0,12.461538461538462,26.166666666666668,0.8,9.333333333333334,0.8666666666666667,1.0,18.933333333333334,0.13333333333333333,31.615384615384617,0.2,10.4,35.4,0.0,0.8461538461538461,0.4666666666666667,0.38461538461538464,0.06666666666666667,0.0,0.0,0.0,12.666666666666666,0.2,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.6666666666666666,0.0,0.4666666666666667
17167,,,,,,,,,,,,,,,,,,,,,,,,20.714285714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17195,1.625,0.15384615384615385,0.0,0.0,0.4375,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.25,2.357142857142857,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,,,,,0.0,0.8,0.3333333333333333,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.1875,1.4375,0.0,0.0,0.0,1.0625,0.0,2.1875,2.6875,0.4666666666666667,0.1875,0.08333333333333333,0.75,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.75,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0
18003,,,,,,,,,,,,,,,18.0,,,,,,,,,16.357142857142858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18005,,,,,,,,,,,,,,,10.0,,,,,,,,,21.857142857142858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18011,,,,,,,,,,,,,,,13.0,,,,,,,,,14.428571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18013,,,,,,,,,,,,,,,17.0,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18015,,,,,,,,,,,,,,,10.0,,,,,,,,,14.142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18019,,,,,,,,,,,,,,,3.0,,,,,,,,,21.142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18035,,,,,,,,,,,,,,,9.0,,,,,,,,,20.857142857142858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18039,,,,,,,,,,,,,,,12.0,,,,,,,,,10.142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18043,0.5161290322580645,0.34782608695652173,0.0,0.0967741935483871,0.22580645161290322,0.0967741935483871,1.1428571428571428,0.9629629629629629,1.1290322580645162,0.6666666666666666,0.03225806451612903,0.06451612903225806,0.12903225806451613,0.5666666666666667,0.75,0.0,0.16129032258064516,0.22580645161290322,0.5806451612903226,0.03225806451612903,0.5806451612903226,1.0,0.7916666666666666,7.1,0.10344827586206896,0.7241379310344828,0.20689655172413793,0.034482758620689655,0.4482758620689655,0.5517241379310345,0.3,0.6129032258064516,1.2413793103448276,0.8275862068965517,0.1724137931034483,0.0,0.0,0.4482758620689655,0.2413793103448276,0.06451612903225806,-0.07142857142857142,0.0,0.5,,,,,0.0,1.0,1.4827586206896552,1.4137931034482758,0.5862068965517241,0.5517241379310345,0.6774193548387096,0.88,0.967741935483871,0.5161290322580645,1.3870967741935485,0.5483870967741935,1.0,0.9047619047619048,0.8709677419354839,0.5172413793103449,0.967741935483871,1.3225806451612903,2.1724137931034484,0.5483870967741935,0.8260869565217391,1.3225806451612903,0.7241379310344828,1.08,1.2258064516129032,1.1851851851851851,0.7741935483870968,0.9259259259259259,0.7419354838709677,0.8387096774193549,0.5161290322580645,0.7741935483870968,1.0,0.8387096774193549,1.0,1.1111111111111112,1.1935483870967742,1.1612903225806452,0.8064516129032258,0.8387096774193549,0.9354838709677419,0.8709677419354839
18055,,,,,,,,,,,,,,,22.0,,,,,,,,,19.428571428571427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18057,,,,,,,,,,,,,,,5.0,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18063,,,,,,,,,,,,,,,7.0,,,,,,,,,15.714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18067,,,,,,,,,,,,,,,7.0,,,,,,,,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18083,,,,,,,,,,,,,,,25.0,,,,,,,,,19.571428571428573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18089,0.53125,0.64,0.5,0.8125,0.5,0.6428571428571429,0.84375,2.642857142857143,0.875,0.5,0.5,0.75,0.5,0.5,0.8636363636363636,2.15625,0.40625,0.041666666666666664,0.68,0.96875,0.90625,0.7241379310344828,0.4166666666666667,2.6857142857142855,0.044444444444444446,0.0,0.4666666666666667,0.2,0.4,0.26666666666666666,0.020833333333333332,0.125,0.17777777777777778,1.0952380952380953,3.1555555555555554,0.6222222222222222,0.8888888888888888,1.5555555555555556,0.6666666666666666,0.4375,0.7435897435897436,0.5833333333333334,1.6666666666666667,,,,,0.6666666666666666,0.7333333333333333,0.9333333333333333,0.8444444444444444,0.8666666666666667,1.2291666666666667,1.75,1.9230769230769231,2.1041666666666665,1.5416666666666667,0.8333333333333334,1.0208333333333333,0.6756756756756757,0.8787878787878788,0.8695652173913043,1.0,0.875,0.9583333333333334,0.9333333333333333,0.6041666666666666,0.3142857142857143,0.5531914893617021,1.4285714285714286,1.5897435897435896,1.7083333333333333,0.7380952380952381,1.8958333333333333,1.0526315789473684,1.2708333333333333,1.7173913043478262,2.5625,1.75,1.2444444444444445,1.4375,1.375,2.1875,2.25,1.7916666666666667,1.0208333333333333,4.25,1.4791666666666667,2.2083333333333335
18091,,,,,,,,,,,,,,,11.0,,,,,,,,,12.857142857142858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18095,,,,,,,,,,,,,,,12.0,,,,,,,,,18.428571428571427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18097,0.34375,0.28,0.0,0.0,0.375,0.25,0.84375,0.0,1.1875,6.551724137931035,0.0,0.0,0.0,7.483870967741935,0.4583333333333333,0.0,0.3125,0.0,0.125,0.09375,0.0,0.2692307692307692,11.333333333333334,15.186046511627907,10.0,7.096774193548387,12.5,15.0,3.225806451612903,0.0,0.1875,0.125,7.451612903225806,0.7666666666666667,0.2413793103448276,9.375,8.0,10.40625,11.625,0.0625,14.642857142857142,0.0,111.66666666666667,222.5,160.0,190.0,150.0,0.0,0.1,12.75,9.15625,11.64516129032258,0.0,0.0,12.5,0.06666666666666667,0.03125,0.625,0.125,14.75,30.653846153846153,0.40625,9.0625,0.0,0.25,3.935483870967742,0.0,33.214285714285715,0.125,7.8125,33.75,0.125,0.5,0.0,0.4642857142857143,0.0,0.0,0.0,0.0,6.774193548387097,0.03125,0.21875,0.3125,0.0,0.1875,0.0,0.0,0.0,0.0
18123,,,,,,,,,,,,,,,19.0,,,,,,,,,23.714285714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18127,,,,,,,,,,,,,,,10.5,,,,,,,,,8.785714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18141,,,,,,,,,,,,,,,15.0,,,,,,,,,13.785714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18145,,,,,,,,,,,,,,,9.0,,,,,,,,,17.857142857142858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18163,-0.5625,-1.0,-0.625,-1.0,-0.8125,-0.625,-0.5625,-0.6428571428571429,0.3333333333333333,31.333333333333332,-0.9375,4.0,0.0625,12.0,4.076923076923077,-0.35714285714285715,-0.75,-0.5625,-1.0,-0.4375,-0.625,-0.2857142857142857,19.0,22.655172413793103,15.75,16.8125,16.5625,17.1875,19.0625,-0.5333333333333333,-0.4375,-0.6875,12.8125,-0.9333333333333333,18.4375,21.5625,20.615384615384617,14.0625,14.25,-0.8125,17.642857142857142,-1.0,245.0,230.0,230.0,310.0,70.0,2.0,1.0,12.6875,14.0,23.25,0.0,0.0,15.142857142857142,0.75,0.75,0.4375,0.75,17.285714285714285,54.07692307692308,0.4375,10.625,0.4375,0.3125,14.5,0.0625,30.357142857142858,0.0,13.125,51.875,0.0,0.8571428571428571,0.25,0.7142857142857143,0.125,0.2857142857142857,0.375,0.8125,15.0,0.9375,0.625,0.375,0.875,0.0625,0.125,0.375,0.375,1.0
18167,,,,,,1.0,1.375,1.0,1.4375,1.0,1.0,1.0,1.0,1.0,3.3333333333333335,1.0,1.0,1.0,1.1875,1.1875,1.4375,1.5,1.9166666666666667,13.476190476190476,1.0,1.0,1.0,1.0,1.0,1.0,1.3125,1.0,1.4,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.5,2.0,1.6666666666666667,2.0,1.2,1.0,1.0,1.3076923076923077,1.125,1.0,2.0,1.0,1.0769230769230769,1.2727272727272727,2.0,1.0,1.9375,2.0,1.9333333333333333,1.0,1.0,1.3125,1.0,1.0769230769230769,1.4375,1.3571428571428572,1.0625,1.0714285714285714,1.0,1.0625,1.0,1.0,1.0666666666666667,1.5,1.0625,1.625,1.0,1.125,1.0,1.0625,1.0,1.0
18169,,,,,,,,,,,,,,,16.0,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18173,,,,,,,,,,,,,,,19.0,,,,,,,,,21.214285714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19113,2.76,0.0,0.0,0.0,1.0666666666666667,0.0,0.03333333333333333,0.12,7.703703703703703,0.038461538461538464,0.06666666666666667,0.2,0.2222222222222222,0.0,0.058823529411764705,0.03333333333333333,0.3333333333333333,0.0,0.0,0.1,0.23333333333333334,3.909090909090909,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.0,0.8,0.08333333333333333,0.0,0.0,,,,,0.0,0.0,0.75,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,2.9,3.2666666666666666,0.0,0.0,0.1,1.5333333333333334,0.0,11.233333333333333,7.7,0.2,1.8,0.23809523809523808,2.566666666666667,0.0,0.0,0.0,0.7,0.7666666666666667,0.34782608695652173,0.8333333333333334,0.0,0.43333333333333335,1.1333333333333333,0.6071428571428571,0.8846153846153846,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
19139,0.3958333333333333,0.20512820512820512,0.0,0.0,0.4583333333333333,0.0,0.0,0.4523809523809524,3.2291666666666665,0.09090909090909091,0.0,0.020833333333333332,0.125,0.022222222222222223,0.03333333333333333,0.0,0.4791666666666667,0.0625,0.0625,0.3541666666666667,0.9791666666666666,5.380952380952381,0.4722222222222222,0.0,0.0,0.0,0.0,0.0,0.044444444444444446,0.0,0.3958333333333333,0.16666666666666666,0.17777777777777778,0.2,0.022222222222222223,0.0,0.0,0.6888888888888889,0.0,0.8541666666666666,0.38461538461538464,0.0,0.0,,,,,0.0,0.18181818181818182,0.7777777777777778,0.28888888888888886,0.4,0.0,0.0,0.0,0.0,0.5625,1.9375,0.125,0.1282051282051282,0.06060606060606061,0.6041666666666666,0.0,1.3541666666666667,2.9375,0.7111111111111111,0.875,0.3333333333333333,1.3541666666666667,0.0,0.0,0.0625,0.0,0.375,0.5,0.3541666666666667,0.0,0.4166666666666667,0.3541666666666667,0.2222222222222222,0.625,0.5833333333333334,0.3125,0.375,0.5833333333333334,0.0,0.0,0.0,0.0
19177,0.26666666666666666,0.5,0.0,0.0,0.06666666666666667,0.0,0.13333333333333333,0.46153846153846156,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.07692307692307693,0.0,0.06666666666666667,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.4,0.0,0.0,0.0,,,,,0.0,0.4,0.21428571428571427,0.5,0.0,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.6,0.7333333333333333,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.2
20079,,,,,,,,,,,,,,,22.0,,,,,,,,,27.857142857142858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20091,,,,,,,,,,,,,,,,,,,,,,,,19.428571428571427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20103,,,,,,,,,,,,,,,13.0,,,,,,,,,20.571428571428573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20133,2.0,2.0,2.0,1.25,1.5,1.7692307692307692,-1.0,-0.8571428571428571,-0.0625,-0.07142857142857142,-0.0625,-0.125,0.5384615384615384,2.0,4.2727272727272725,2.0,2.0625,2.125,2.0,2.0,2.0,2.357142857142857,1.5,10.714285714285714,0.0,0.0,0.0,-0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,-0.6,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.4166666666666667,0.09090909090909091,0.0,-0.06666666666666667,0.0,0.375,0.06666666666666667,0.0,0.0,0.75,0.0,0.0,0.0,0.07692307692307693,0.125,1.0,1.0,0.4375,0.0625,1.0,1.0,1.0,1.0,1.0,1.25,1.5625,1.0,1.125,0.7142857142857143,0.5625
20173,0.9090909090909091,0.42857142857142855,0.18181818181818182,0.5454545454545454,0.25,0.25,0.0,0.45454545454545453,0.8461538461538461,0.4166666666666667,0.5714285714285714,0.5454545454545454,0.46153846153846156,0.2,4.777777777777778,0.2,0.3333333333333333,0.45454545454545453,0.16666666666666666,-0.09090909090909091,-0.08333333333333333,0.25,0.5833333333333334,22.5,0.36363636363636365,0.4444444444444444,0.7272727272727273,0.6,0.0,0.5454545454545454,0.35714285714285715,0.8,0.3333333333333333,0.7,0.6153846153846154,0.2727272727272727,0.7777777777777778,0.6,0.6,0.9090909090909091,0.5714285714285714,0.7142857142857143,1.0,,,,,1.5,1.3333333333333333,1.25,1.2142857142857142,1.25,0.8571428571428571,1.0,0.8888888888888888,0.8,1.0714285714285714,1.1538461538461537,1.3333333333333333,1.1666666666666667,1.4545454545454546,1.0,0.9230769230769231,1.2727272727272727,1.1,1.3846153846153846,0.75,0.0,0.38461538461538464,-0.125,-0.3333333333333333,-0.21428571428571427,-0.38461538461538464,-0.1875,0.23076923076923078,0.35714285714285715,-0.6153846153846154,0.3076923076923077,0.0,0.3,0.16666666666666666,0.6666666666666666,0.4166666666666667,0.45454545454545453,0.23076923076923078,0.25,0.07142857142857142,0.09090909090909091,0.0
20177,,,,,,,,,,,,,,,,,,,,,,,,23.571428571428573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
