,Score,TCI+,Jobs+,Trips/Week+,Routes,Transit Shed,Transit,FIPS
1753,0.0,0.0,0,0,0,0,0,22091
1755,0.0,0.0,0,0,0,0,0,22093
1756,0.0,0.0,0,0,0,0,0,22095
1758,0.0,0.0,0,0,0,0,0,22097
1759,0.0,0.0,0,0,0,0,0,22099
1760,0.0,0.0,0,0,0,0,0,22101
1034,0.0,0.0,12,0,0,0,0,22103
997,0.1,0.0,0,0,0,0,0,22105
1804,0.0,0.0,0,0,0,0,0,22107
446,1.6,0.8,14277,109,1,6,0,22109
1869,0.0,0.0,0,0,0,0,0,22111
1884,0.0,0.0,0,0,0,0,0,22113
1888,0.0,0.0,0,0,0,0,0,22115
1935,0.0,0.0,0,0,0,0,0,22117
1959,0.0,0.0,0,0,0,0,0,22119
1100,0.0,0.0,0,0,0,0,0,22121
1962,0.0,0.0,0,0,0,0,0,22123
1963,0.0,0.0,0,0,0,0,0,22125
1998,0.0,0.0,0,0,0,0,1,22127
530,1.2,0.6,7491,102,2,2,0,23001
2087,0.0,0.0,0,0,0,0,0,23003
260,2.6,1.4,33046,486,3,9,1,23005
2654,0.0,0.0,0,0,0,0,0,23007
2806,0.0,0.0,0,0,0,0,0,23009
648,0.7,0.3,6829,46,1,3,0,23011
3041,0.0,0.0,0,0,0,0,0,23013
3136,0.0,0.0,0,0,0,0,0,23015
1430,0.0,0.0,0,0,0,0,0,23017
532,1.2,0.6,12074,98,2,6,0,23019
1492,0.0,0.0,0,0,0,0,0,23021
1021,0.1,0.0,0,0,0,0,0,23023
984,0.1,0.0,579,2,0,0,0,23025
1897,0.0,0.0,0,0,0,0,0,23027
1928,0.0,0.0,0,0,0,0,0,23029
632,0.8,0.4,6026,46,1,2,0,23031
417,1.8,0.9,12591,136,3,11,0,24001
297,2.4,2.1,45956,384,2,9,3,24003
100,4.4,5.0,83893,902,3,16,5,24005
534,1.2,0.6,2992,120,2,4,3,24009
688,0.6,0.2,2362,23,1,2,0,24011
741,0.4,0.2,1907,17,1,1,0,24013
579,1.0,0.5,6217,83,1,5,1,24015
323,2.3,1.3,9703,301,4,10,6,24017
468,1.5,0.6,3999,133,3,4,0,24019
379,1.9,1.1,38610,181,4,9,3,24021
1078,0.0,0.0,4,0,0,0,0,24023
456,1.6,0.9,12715,112,2,6,1,24025
228,2.9,1.7,135489,368,4,21,4,24027
736,0.4,0.2,1003,17,0,1,2,24029
24,6.9,8.6,228284,3054,10,48,16,24031
42,5.9,6.4,110582,1709,7,32,16,24033
634,0.8,0.3,4637,95,3,2,2,24035
457,1.6,0.6,7554,274,3,6,2,24037
545,1.1,0.5,3182,138,2,3,0,24039
506,1.3,0.6,7856,111,4,4,1,24041
544,1.1,0.5,4113,141,2,1,1,24043
517,1.2,0.5,7332,116,2,2,0,24045
431,1.7,1.2,3621,190,2,3,2,24047
14,8.4,17.0,289911,3930,11,49,18,24510
516,1.2,0.7,3110,129,2,2,1,25001
439,1.6,0.7,6275,174,2,2,1,25003
298,2.4,2.1,20935,212,3,8,2,25005
148,3.6,2.5,2851,1048,5,6,4,25007
132,3.8,2.9,44523,563,4,11,6,25009
491,1.4,0.7,5860,136,2,3,1,25011
94,4.4,2.5,54176,1269,4,14,2,25013
250,2.7,1.6,18332,750,3,7,3,25015
51,5.3,6.8,230700,1864,6,23,12,25017
127,4.0,4.0,3470,592,3,5,1,25019
66,4.9,6.8,159808,1353,3,22,15,25021
318,2.3,1.6,15902,292,2,6,5,25023
6,9.2,23.7,614647,7663,15,46,33,25025
306,2.3,1.2,23913,355,3,6,1,25027
2055,0.0,0.0,0,0,0,0,0,26001
2061,0.0,0.0,0,0,0,0,2,26003
877,0.2,0.1,1741,15,0,1,0,26005
2068,0.0,0.0,0,0,0,0,0,26007
2079,0.0,0.0,0,0,0,0,0,26009
854,0.2,0.1,2264,14,0,4,0,26011
2119,0.0,0.0,0,0,0,0,0,26013
2128,0.0,0.0,0,0,0,0,0,26015
233,2.8,1.6,20793,309,3,27,0,26017
2160,0.0,0.0,0,0,0,0,1,26019
896,0.2,0.1,55,2,0,0,0,26021
2203,0.0,0.0,0,0,0,0,0,26023
437,1.6,1.0,10586,136,2,6,0,26025
862,0.2,0.2,381,3,0,0,0,26027
2324,0.0,0.0,0,0,0,0,0,26029
2332,0.0,0.0,0,0,0,0,1,26031
2353,0.0,0.0,0,0,0,0,0,26033
2368,0.0,0.0,0,0,0,0,1,26035
742,0.4,0.2,6889,94,0,2,1,26037
2465,0.0,0.0,0,0,0,0,0,26039
2529,0.0,0.0,0,0,0,0,0,26041
2547,0.0,0.0,0,0,0,0,0,26043
622,0.8,0.4,15728,93,0,3,1,26045
2600,0.0,0.0,0,0,0,0,0,26047
382,1.9,1.2,13581,252,1,9,1,26049
2710,0.0,0.0,0,0,0,0,0,26051
2716,0.0,0.0,0,0,0,0,0,26053
361,2.1,1.1,10476,447,2,4,1,26055
2746,0.0,0.0,0,0,0,0,0,26057
2867,0.0,0.0,0,0,0,0,0,26059
2885,0.0,0.0,0,0,0,0,0,26061
2906,0.0,0.0,0,0,0,0,0,26063
103,4.3,2.8,69396,878,4,18,3,26065
2916,0.0,0.0,0,0,0,0,0,26067
2917,0.0,0.0,0,0,0,0,0,26069
2921,0.0,0.0,0,0,0,0,0,26071
2925,0.0,0.0,0,0,0,0,1,26073
575,1.0,0.5,2802,91,1,1,0,26075
251,2.7,1.3,24528,293,3,9,1,26077
3001,0.0,0.0,0,0,0,0,0,26079
140,3.7,2.7,58890,990,3,16,2,26081
3019,0.0,0.0,0,0,0,0,0,26083
3060,0.0,0.0,0,0,0,0,0,26085
969,0.1,0.1,31,1,0,0,0,26087
712,0.5,0.1,3393,75,1,1,0,26089
3111,0.0,0.0,0,0,0,0,0,26091
1117,0.0,0.0,0,0,0,0,0,26093
1141,0.0,0.0,0,0,0,0,0,26095
1151,0.0,0.0,0,0,0,0,2,26097
274,2.5,1.5,52595,284,2,23,0,26099
1174,0.0,0.0,0,0,0,0,0,26101
492,1.4,0.6,3311,137,2,2,0,26103
1208,0.0,0.0,0,0,0,0,0,26105
978,0.1,0.0,12,6,0,0,0,26107
1254,0.0,0.0,0,0,0,0,0,26109
832,0.3,0.1,2970,19,0,3,0,26111
1280,0.0,0.0,0,0,0,0,0,26113
616,0.8,0.4,3359,94,1,2,1,26115
1300,0.0,0.0,0,0,0,0,0,26117
1310,0.0,0.0,0,0,0,0,0,26119
486,1.4,0.7,5672,111,2,5,0,26121
1352,0.0,0.0,0,0,0,0,0,26123
367,2.0,1.2,63852,263,2,17,0,26125
1388,0.0,0.0,0,0,0,0,0,26127
1391,0.0,0.0,0,0,0,0,0,26129
1403,0.0,0.0,0,0,0,0,0,26131
1413,0.0,0.0,0,0,0,0,0,26133
1414,0.0,0.0,0,0,0,0,0,26135
1417,0.0,0.0,0,0,0,0,0,26137
551,1.1,0.6,7575,234,1,3,0,26139
1537,0.0,0.0,0,0,0,0,0,26141
1615,0.0,0.0,0,0,0,0,0,26143
403,1.8,1.1,14963,219,2,7,0,26145
490,1.4,0.8,4883,151,1,3,0,26147
1757,0.0,0.0,0,0,0,0,0,26149
1644,0.0,0.0,0,0,0,0,0,26151
1656,0.0,0.0,0,0,0,0,1,26153
999,0.1,0.0,26,1,0,0,0,26155
1848,0.0,0.0,0,0,0,0,0,26157
1043,0.0,0.0,0,1,0,0,0,26159
70,4.8,3.1,61656,2282,6,15,5,26161
121,4.1,3.1,93998,918,4,36,3,26163
1967,0.0,0.0,0,0,0,0,0,26165
2052,0.0,0.0,0,0,0,0,0,27001
284,2.4,1.8,46945,258,2,12,3,27003
805,0.3,0.2,0,4,0,0,0,27005
2150,0.0,0.0,0,0,0,0,2,27007
303,2.4,1.4,26180,257,3,9,1,27009
2167,0.0,0.0,0,0,0,0,0,27011
2180,0.0,0.0,0,0,0,0,1,27013
2220,0.0,0.0,0,0,0,0,0,27015
2282,0.0,0.0,0,0,0,0,0,27017
669,0.6,0.3,10438,49,1,1,2,27019
2304,0.0,0.0,0,0,0,0,0,27021
2354,0.0,0.0,0,0,0,0,1,27023
1050,0.0,0.0,0,1,0,0,1,27025
203,3.1,1.7,17640,500,3,7,1,27027
2397,0.0,0.0,0,0,0,0,0,27029
2442,0.0,0.0,0,0,0,0,1,27031
2452,0.0,0.0,0,0,0,0,0,27033
2478,0.0,0.0,0,0,0,0,0,27035
225,2.9,2.4,61951,390,3,12,3,27037
701,0.5,0.2,10111,12,1,1,1,27039
2561,0.0,0.0,0,0,0,0,0,27041
2616,0.0,0.0,0,0,0,0,0,27043
849,0.2,0.1,3094,12,0,0,2,27045
2662,0.0,0.0,0,0,0,0,0,27047
783,0.3,0.2,3281,6,0,0,1,27049
2738,0.0,0.0,0,0,0,0,0,27051
49,5.5,6.3,199848,1996,9,34,7,27053
754,0.4,0.2,1680,11,0,0,0,27055
2896,0.0,0.0,0,0,0,0,0,27057
2926,0.0,0.0,0,0,0,0,1,27059
2928,0.0,0.0,0,0,0,0,0,27061
2941,0.0,0.0,0,0,0,0,0,27063
3002,0.0,0.0,0,0,0,0,0,27065
3003,0.0,0.0,0,0,0,0,0,27067
3036,0.0,0.0,0,0,0,0,1,27069
3047,0.0,0.0,0,0,0,0,1,27071
3052,0.0,0.0,0,0,0,0,0,27073
3061,0.0,0.0,0,0,0,0,0,27075
3066,0.0,0.0,0,0,0,0,0,27077
3115,0.0,0.0,0,0,0,0,0,27079
3137,0.0,0.0,0,0,0,0,0,27081
1149,0.0,0.0,0,0,0,0,0,27083
1234,0.0,0.0,0,0,0,0,0,27085
1172,0.0,0.0,0,0,0,0,1,27087
1197,0.0,0.0,0,0,0,0,0,27089
1203,0.0,0.0,0,0,0,0,1,27091
1247,0.0,0.0,0,0,0,0,0,27093
1270,0.0,0.0,0,0,0,0,0,27095
1330,0.0,0.0,0,0,0,0,0,27097
887,0.2,0.1,302,7,0,0,1,27099
1337,0.0,0.0,0,0,0,0,0,27101
1363,0.0,0.0,0,0,0,0,0,27103
1368,0.0,0.0,0,0,0,0,0,27105
1372,0.0,0.0,0,0,0,0,0,27107
745,0.4,1.7,9571,28,3,1,5,27109
1422,0.0,0.0,0,0,0,0,0,27111
1456,0.0,0.0,0,0,0,0,0,27113
1490,0.0,0.0,0,0,0,0,0,27115
1491,0.0,0.0,0,0,0,0,0,27117
668,0.6,0.4,3433,46,1,2,0,27119
1517,0.0,0.0,0,0,0,0,0,27121
40,6.0,6.8,191877,1657,6,34,7,27123
1571,0.0,0.0,0,0,0,0,0,27125
1574,0.0,0.0,0,0,0,0,0,27127
1577,0.0,0.0,0,0,0,0,0,27129
1583,0.0,0.0,0,0,0,0,0,27131
1607,0.0,0.0,0,0,0,0,0,27133
1616,0.0,0.0,0,0,0,0,0,27135
293,2.4,1.6,20672,470,3,9,2,27137
522,1.2,0.8,8611,164,1,3,1,27139
655,0.7,0.4,4545,78,1,2,1,27141
1707,0.0,0.0,0,0,0,0,0,27143
351,2.1,1.3,23403,333,3,8,1,27145
1001,0.1,0.0,23,1,0,0,1,27147
1748,0.0,0.0,0,0,0,0,1,27149
1783,0.0,0.0,0,0,0,0,0,27151
924,0.1,0.1,0,3,0,0,0,27153
1832,0.0,0.0,0,0,0,0,0,27155
709,0.5,0.1,2340,20,0,1,1,27157
1082,0.0,0.0,0,0,0,0,0,27159
1916,0.0,0.0,0,0,0,0,0,27161
549,1.1,0.6,16928,81,1,5,2,27163
1938,0.0,0.0,0,0,0,0,0,27165
1988,0.0,0.0,0,0,0,0,1,27167
716,0.5,0.3,211,11,0,0,2,27169
1058,0.0,0.0,0,0,0,0,0,27171
2029,0.0,0.0,0,0,0,0,0,27173
2047,0.0,0.0,0,0,0,0,0,28001
2056,0.0,0.0,0,0,0,0,0,28003
2071,0.0,0.0,0,0,0,0,2,28005
2099,0.0,0.0,0,0,0,0,0,28007
2158,0.0,0.0,0,0,0,0,0,28009
2182,0.0,0.0,0,0,0,0,0,28011
2258,0.0,0.0,0,0,0,0,0,28013
2290,0.0,0.0,0,0,0,0,0,28015
2349,0.0,0.0,0,0,0,0,0,28017
2356,0.0,0.0,0,0,0,0,0,28019
2365,0.0,0.0,0,0,0,0,0,28021
2378,0.0,0.0,0,0,0,0,0,28023
2388,0.0,0.0,0,0,0,0,0,28025
2409,0.0,0.0,0,0,0,0,0,28027
905,0.2,0.1,48,2,0,0,0,28029
2454,0.0,0.0,0,0,0,0,0,28031
1039,0.0,0.0,590,1,0,0,0,28033
503,1.3,0.7,8014,66,1,4,0,28035
2655,0.0,0.0,0,0,0,0,0,28037
2698,0.0,0.0,0,0,0,0,1,28039
2762,0.0,0.0,0,0,0,0,0,28041
2772,0.0,0.0,0,0,0,0,0,28043
2807,0.0,0.0,0,0,0,0,0,28045
435,1.6,0.9,15328,148,1,7,0,28047
388,1.9,0.9,18592,171,2,5,0,28049
2875,0.0,0.0,0,0,0,0,1,28051
2902,0.0,0.0,0,0,0,0,0,28053
2927,0.0,0.0,0,0,0,0,0,28055
2929,0.0,0.0,0,0,0,0,0,28057
778,0.4,0.2,3577,21,0,1,0,28059
2954,0.0,0.0,0,0,0,0,0,28061
2968,0.0,0.0,0,0,0,0,0,28063
2975,0.0,0.0,0,0,0,0,1,28065
958,0.1,0.1,0,1,0,0,0,28067
3011,0.0,0.0,0,0,0,0,0,28069
3056,0.0,0.0,0,0,0,0,0,28071
795,0.3,0.1,3222,14,0,1,0,28073
991,0.1,0.1,0,0,0,0,0,28075
3096,0.0,0.0,0,0,0,0,0,28077
3100,0.0,0.0,0,0,0,0,0,28079
3106,0.0,0.0,0,0,0,0,0,28081
755,0.4,0.3,0,2,0,0,0,28083
861,0.2,0.1,430,2,0,0,0,28085
1139,0.0,0.0,0,0,0,0,0,28087
955,0.1,0.0,554,7,0,0,0,28089
1186,0.0,0.0,0,0,0,0,0,28091
1198,0.0,0.0,0,0,0,0,0,28093
1296,0.0,0.0,0,0,0,0,0,28095
1308,0.0,0.0,0,0,0,0,0,28097
1349,0.0,0.0,0,0,0,0,0,28099
1359,0.0,0.0,0,0,0,0,0,28101
1383,0.0,0.0,0,0,0,0,0,28103
1398,0.0,0.0,0,0,0,0,0,28105
1436,0.0,0.0,0,0,0,0,0,28107
943,0.1,0.1,42,1,0,0,0,28109
1465,0.0,0.0,0,0,0,0,0,28111
852,0.2,0.1,38,2,0,0,0,28113
1513,0.0,0.0,0,0,0,0,0,28115
1535,0.0,0.0,0,0,0,0,0,28117
802,0.3,0.0,0,4,0,0,0,28119
1071,0.0,0.0,716,2,0,0,0,28121
1667,0.0,0.0,0,0,0,0,0,28123
1685,0.0,0.0,0,0,0,0,2,28125
1711,0.0,0.0,0,0,0,0,0,28127
1718,0.0,0.0,0,0,0,0,0,28129
1764,0.0,0.0,0,0,0,0,0,28131
1775,0.0,0.0,0,0,0,0,0,28133
1789,0.0,0.0,0,0,0,0,0,28135
1793,0.0,0.0,0,0,0,0,0,28137
1820,0.0,0.0,0,0,0,0,0,28139
1823,0.0,0.0,0,0,0,0,0,28141
1844,0.0,0.0,0,0,0,0,0,28143
1863,0.0,0.0,0,0,0,0,0,28145
1903,0.0,0.0,0,0,0,0,0,28147
1912,0.0,0.0,0,0,0,0,0,28149
1930,0.0,0.0,0,0,0,0,0,28151
1946,0.0,0.0,0,0,0,0,1,28153
1956,0.0,0.0,0,0,0,0,0,28155
1990,0.0,0.0,0,0,0,0,0,28157
2000,0.0,0.0,0,0,0,0,0,28159
2024,0.0,0.0,0,0,0,0,0,28161
808,0.3,0.2,0,2,0,0,0,28163
1074,0.0,0.0,0,0,0,0,0,29001
801,0.3,0.1,1769,31,0,1,0,29003
2096,0.0,0.0,0,0,0,0,0,29005
2100,0.0,0.0,0,0,0,0,0,29007
2129,0.0,0.0,0,0,0,0,0,29009
2132,0.0,0.0,0,0,0,0,0,29011
2133,0.0,0.0,0,0,0,0,0,29013
2157,0.0,0.0,0,0,0,0,0,29015
2183,0.0,0.0,0,0,0,0,1,29017
279,2.5,1.3,33230,287,2,11,1,29019
201,3.1,1.8,18523,337,3,11,0,29021
889,0.2,0.1,0,2,0,0,0,29023
2250,0.0,0.0,0,0,0,0,0,29025
1067,0.0,0.0,0,0,0,0,0,29027
2266,0.0,0.0,0,0,0,0,0,29029
2277,0.0,0.0,0,0,0,0,0,29031
2289,0.0,0.0,0,0,0,0,0,29033
2297,0.0,0.0,0,0,0,0,0,29035
2305,0.0,0.0,0,0,0,0,0,29037
2316,0.0,0.0,0,0,0,0,0,29039
2321,0.0,0.0,0,0,0,0,0,29041
2361,0.0,0.0,0,0,0,0,0,29043
2375,0.0,0.0,0,0,0,0,0,29045
409,1.8,0.9,42339,188,2,11,0,29047
2405,0.0,0.0,0,0,0,0,0,29049
410,1.8,1.0,15941,117,2,5,0,29051
2443,0.0,0.0,0,0,0,0,0,29053
2466,0.0,0.0,0,0,0,0,0,29055
2494,0.0,0.0,0,0,0,0,0,29057
2499,0.0,0.0,0,0,0,0,0,29059
2504,0.0,0.0,0,0,0,0,0,29061
2524,0.0,0.0,0,0,0,0,0,29063
2532,0.0,0.0,0,0,0,0,0,29065
2562,0.0,0.0,0,0,0,0,0,29067
2568,0.0,0.0,0,0,0,0,0,29069
971,0.1,0.1,7,1,0,0,0,29071
895,0.2,0.1,143,5,0,0,0,29073
2697,0.0,0.0,0,0,0,0,0,29075
263,2.6,1.5,37377,309,2,11,0,29077
2777,0.0,0.0,0,0,0,0,1,29079
2836,0.0,0.0,0,0,0,0,0,29081
2855,0.0,0.0,0,0,0,0,0,29083
2863,0.0,0.0,0,0,0,0,0,29085
2877,0.0,0.0,0,0,0,0,0,29087
2892,0.0,0.0,0,0,0,0,0,29089
2895,0.0,0.0,0,0,0,0,0,29091
858,0.2,0.0,0,7,0,0,0,29093
155,3.5,2.9,71586,865,4,20,2,29095
656,0.7,0.3,3020,33,1,1,0,29097
702,0.5,0.2,2033,25,1,1,0,29099
791,0.3,0.2,72,3,0,0,0,29101
3042,0.0,0.0,0,0,0,0,0,29103
3051,0.0,0.0,0,0,0,0,0,29105
3055,0.0,0.0,0,0,0,0,0,29107
3095,0.0,0.0,0,0,0,0,0,29109
3121,0.0,0.0,0,0,0,0,0,29111
3138,0.0,0.0,0,0,0,0,0,29113
1112,0.0,0.0,0,0,0,0,0,29115
1118,0.0,0.0,0,0,0,0,0,29117
1222,0.0,0.0,0,0,0,0,0,29119
990,0.1,0.0,0,1,0,0,0,29121
1163,0.0,0.0,0,0,0,0,0,29123
1177,0.0,0.0,0,0,0,0,0,29125
1185,0.0,0.0,0,0,0,0,0,29127
1258,0.0,0.0,0,0,0,0,1,29129
1272,0.0,0.0,0,0,0,0,0,29131
1282,0.0,0.0,0,0,0,0,0,29133
1289,0.0,0.0,0,0,0,0,0,29135
1295,0.0,0.0,0,0,0,0,0,29137
1062,0.0,0.0,0,0,0,0,0,29139
1323,0.0,0.0,0,0,0,0,0,29141
1355,0.0,0.0,0,0,0,0,0,29143
886,0.2,0.1,1161,12,0,0,0,29145
1369,0.0,0.0,0,0,0,0,0,29147
1407,0.0,0.0,0,0,0,0,2,29149
1410,0.0,0.0,0,0,0,0,0,29151
1431,0.0,0.0,0,0,0,0,0,29153
1452,0.0,0.0,0,0,0,0,0,29155
1464,0.0,0.0,0,0,0,0,0,29157
823,0.3,0.2,84,2,0,0,0,29159
1472,0.0,0.0,0,0,0,0,0,29161
1488,0.0,0.0,0,0,0,0,0,29163
376,1.9,1.1,41049,281,1,11,0,29165
1506,0.0,0.0,0,0,0,0,0,29167
1543,0.0,0.0,0,0,0,0,0,29169
1548,0.0,0.0,0,0,0,0,0,29171
1555,0.0,0.0,0,0,0,0,0,29173
1561,0.0,0.0,0,0,0,0,0,29175
1568,0.0,0.0,0,0,0,0,0,29177
1580,0.0,0.0,0,0,0,0,0,29179
1597,0.0,0.0,0,0,0,0,0,29181
782,0.3,0.2,3128,17,0,1,0,29183
1739,0.0,0.0,0,0,0,0,0,29185
1741,0.0,0.0,0,0,0,0,0,29186
1752,0.0,0.0,0,0,0,0,0,29187
60,5.1,3.1,82218,1356,3,24,2,29189
1636,0.0,0.0,0,0,0,0,0,29195
1658,0.0,0.0,0,0,0,0,0,29197
1660,0.0,0.0,0,0,0,0,0,29199
1666,0.0,0.0,0,0,0,0,0,29201
1684,0.0,0.0,0,0,0,0,0,29203
1693,0.0,0.0,0,0,0,0,0,29205
1761,0.0,0.0,0,0,0,0,0,29207
1763,0.0,0.0,0,0,0,0,0,29209
1770,0.0,0.0,0,0,0,0,0,29211
1792,0.0,0.0,0,0,0,0,0,29213
1810,0.0,0.0,0,0,0,0,0,29215
1886,0.0,0.0,0,0,0,0,0,29217
1055,0.0,0.0,0,0,0,0,0,29219
1929,0.0,0.0,0,0,0,0,0,29221
1945,0.0,0.0,0,0,0,0,0,29223
1955,0.0,0.0,0,0,0,0,0,29225
2014,0.0,0.0,0,0,0,0,0,29227
2017,0.0,0.0,0,0,0,0,0,29229
15,8.4,8.4,199125,4495,7,45,9,29510
2143,0.0,0.0,0,0,0,0,0,30001
2165,0.0,0.0,0,0,0,0,0,30003
2171,0.0,0.0,0,0,0,0,1,30005
2212,0.0,0.0,0,0,0,0,0,30007
2278,0.0,0.0,0,0,0,0,1,30009
2298,0.0,0.0,0,0,0,0,0,30011
2299,0.0,0.0,0,0,0,0,0,30013
2358,0.0,0.0,0,0,0,0,0,30015
2489,0.0,0.0,0,0,0,0,0,30017
2500,0.0,0.0,0,0,0,0,0,30019
2509,0.0,0.0,0,0,0,0,0,30021
2521,0.0,0.0,0,0,0,0,0,30023
2612,0.0,0.0,0,0,0,0,0,30025
2626,0.0,0.0,0,0,0,0,0,30027
960,0.1,0.1,0,2,0,0,0,30029
542,1.1,0.7,12265,55,2,5,0,30031
2684,0.0,0.0,0,0,0,0,0,30033
689,0.6,0.3,0,13,0,0,0,30035
2717,0.0,0.0,0,0,0,0,0,30037
2733,0.0,0.0,0,0,0,0,0,30039
714,0.5,0.3,0,3,0,0,0,30041
2969,0.0,0.0,0,0,0,0,0,30043
2997,0.0,0.0,0,0,0,0,0,30045
3062,0.0,0.0,0,0,0,0,0,30047
3118,0.0,0.0,0,0,0,0,0,30049
3127,0.0,0.0,0,0,0,0,0,30051
839,0.3,0.2,0,4,0,0,0,30053
1216,0.0,0.0,0,0,0,0,0,30055
1164,0.0,0.0,0,0,0,0,0,30057
1244,0.0,0.0,0,0,0,0,0,30059
1276,0.0,0.0,0,0,0,0,0,30061
154,3.5,2.4,26057,717,4,9,2,30063
1340,0.0,0.0,0,0,0,0,0,30065
882,0.2,0.0,989,4,0,1,1,30067
1471,0.0,0.0,0,0,0,0,0,30069
606,0.8,0.6,0,15,0,0,1,30071
1512,0.0,0.0,0,0,0,0,0,30073
1525,0.0,0.0,0,0,0,0,0,30075
1527,0.0,0.0,0,0,0,0,0,30077
1532,0.0,0.0,0,0,0,0,0,30079
1566,0.0,0.0,0,0,0,0,0,30081
1587,0.0,0.0,0,0,0,0,0,30083
737,0.4,0.3,0,4,0,0,1,30085
1617,0.0,0.0,0,0,0,0,0,30087
1642,0.0,0.0,0,0,0,0,0,30089
1698,0.0,0.0,0,0,0,0,0,30091
275,2.5,1.4,9980,175,3,7,0,30093
1754,0.0,0.0,0,0,0,0,2,30095
1781,0.0,0.0,0,0,0,0,8,30097
1808,0.0,0.0,0,0,0,0,0,30099
576,1.0,0.7,0,17,0,0,0,30101
1833,0.0,0.0,0,0,0,0,0,30103
693,0.6,0.4,0,8,0,0,0,30105
1969,0.0,0.0,0,0,0,0,1,30107
1982,0.0,0.0,0,0,0,0,0,30109
262,2.6,1.5,37809,249,5,15,0,30111
740,0.4,0.3,0,2,0,0,0,31001
2078,0.0,0.0,0,0,0,0,0,31003
2088,0.0,0.0,0,0,0,0,0,31005
2118,0.0,0.0,0,0,0,0,0,31007
2172,0.0,0.0,0,0,0,0,0,31009
2189,0.0,0.0,0,0,0,0,0,31011
2197,0.0,0.0,0,0,0,0,0,31013
2198,0.0,0.0,0,0,0,0,0,31015
2221,0.0,0.0,0,0,0,0,0,31017
2230,0.0,0.0,0,0,0,0,0,31019
2239,0.0,0.0,0,0,0,0,0,31021
2244,0.0,0.0,0,0,0,0,0,31023
2306,0.0,0.0,0,0,0,0,0,31025
2317,0.0,0.0,0,0,0,0,0,31027
2328,0.0,0.0,0,0,0,0,0,31029
2341,0.0,0.0,0,0,0,0,0,31031
2347,0.0,0.0,0,0,0,0,0,31033
2390,0.0,0.0,0,0,0,0,0,31035
2421,0.0,0.0,0,0,0,0,0,31037
2485,0.0,0.0,0,0,0,0,0,31039
2490,0.0,0.0,0,0,0,0,0,31041
385,1.9,0.7,17683,101,1,9,0,31043
2507,0.0,0.0,0,0,0,0,0,31045
2510,0.0,0.0,0,0,0,0,0,31047
2536,0.0,0.0,0,0,0,0,0,31049
2552,0.0,0.0,0,0,0,0,0,31051
2555,0.0,0.0,0,0,0,0,0,31053
122,4.1,3.4,63332,1232,3,14,1,31055
2567,0.0,0.0,0,0,0,0,0,31057
2628,0.0,0.0,0,0,0,0,0,31059
2657,0.0,0.0,0,0,0,0,0,31061
2669,0.0,0.0,0,0,0,0,0,31063
2675,0.0,0.0,0,0,0,0,0,31065
2677,0.0,0.0,0,0,0,0,0,31067
2683,0.0,0.0,0,0,0,0,0,31069
2685,0.0,0.0,0,0,0,0,0,31071
2725,0.0,0.0,0,0,0,0,1,31073
2740,0.0,0.0,0,0,0,0,0,31075
2753,0.0,0.0,0,0,0,0,1,31077
2790,0.0,0.0,0,0,0,0,0,31079
2797,0.0,0.0,0,0,0,0,0,31081
2827,0.0,0.0,0,0,0,0,0,31083
2844,0.0,0.0,0,0,0,0,0,31085
2869,0.0,0.0,0,0,0,0,0,31087
2878,0.0,0.0,0,0,0,0,0,31089
2880,0.0,0.0,0,0,0,0,1,31091
2893,0.0,0.0,0,0,0,0,0,31093
2970,0.0,0.0,0,0,0,0,0,31095
2989,0.0,0.0,0,0,0,0,0,31097
3008,0.0,0.0,0,0,0,0,0,31099
3010,0.0,0.0,0,0,0,0,1,31101
3020,0.0,0.0,0,0,0,0,0,31103
3022,0.0,0.0,0,0,0,0,0,31105
3043,0.0,0.0,0,0,0,0,0,31107
167,3.4,1.9,66512,352,3,21,1,31109
1102,0.0,0.0,0,0,0,0,0,31111
1126,0.0,0.0,0,0,0,0,0,31113
1134,0.0,0.0,0,0,0,0,0,31115
1239,0.0,0.0,0,0,0,0,0,31117
1166,0.0,0.0,0,0,0,0,0,31119
1263,0.0,0.0,0,0,0,0,0,31121
1327,0.0,0.0,0,0,0,0,0,31123
1341,0.0,0.0,0,0,0,0,0,31125
1347,0.0,0.0,0,0,0,0,0,31127
1384,0.0,0.0,0,0,0,0,0,31129
1416,0.0,0.0,0,0,0,0,0,31131
1446,0.0,0.0,0,0,0,0,0,31133
1458,0.0,0.0,0,0,0,0,0,31135
732,0.5,0.3,0,3,0,0,0,31137
1482,0.0,0.0,0,0,0,0,0,31139
1496,0.0,0.0,0,0,0,0,0,31141
1508,0.0,0.0,0,0,0,0,0,31143
731,0.5,0.3,0,2,0,0,0,31145
1584,0.0,0.0,0,0,0,0,0,31147
1608,0.0,0.0,0,0,0,0,0,31149
1637,0.0,0.0,0,0,0,0,0,31151
781,0.3,0.2,6391,22,0,1,0,31153
1651,0.0,0.0,0,0,0,0,0,31155
1670,0.0,0.0,0,0,0,0,0,31157
1682,0.0,0.0,0,0,0,0,0,31159
1700,0.0,0.0,0,0,0,0,0,31161
1703,0.0,0.0,0,0,0,0,0,31163
1714,0.0,0.0,0,0,0,0,0,31165
1734,0.0,0.0,0,0,0,0,0,31167
1812,0.0,0.0,0,0,0,0,0,31169
1815,0.0,0.0,0,0,0,0,0,31171
